日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-04,2317,鴻海,250.5,241.21,2000,18580,3.85%
2026-08-04,4142,國光生,16.55,25.32,1000,-8770,-34.64%
2026-08-04,0050,元大台灣50,102.0,46.6,16000,886400,118.88%
2026-08-04,0056,元大高股息,49.48,36.43,4000,52200,35.82%
2026-08-04,00635U,期元大S&P黃金,42.26,55.25,3000,-38970,-23.51%
2026-08-04,00738U,期元大道瓊白銀,46.76,66.26,1000,-19500,-29.43%
2026-08-04,00929,復華台灣科技優息,27.47,19.73,8000,61920,39.23%
2026-08-04,009816,凱基台灣TOP50,14.65,11.01,63000,229320,33.06%
2026-08-04,00990A,主動元大AI新經濟,15.34,11.48,5000,19300,33.62%
2026-08-04,2009,第一銅,35.1,50.56,4000,-61840,-30.58%
2026-08-04,2337,旺宏,100.5,95.28,2000,10440,5.48%
2026-08-04,2409,友達,24.2,16.21,2000,15980,49.29%
2026-08-04,3481,群創,45.5,25.1,4000,81600,81.27%
2026-08-04,3105,穩懋,294.5,556.47,300,-78591,-47.08%
2026-08-04,4966,譜瑞-KY,562.0,1921.64,1000,-1359640,-70.75%
2026-08-04,2327,國巨*,502.0,1030.0,1,-528,-51.26%
2026-08-04,00403A,主動統一升級50,9.25,10.68,26000,-37180,-13.39%
2026-08-04,00981A,主動統一台股增長,26.13,27.48,2000,-2700,-4.91%
2026-08-04,2330,台積電,2425.0,225.55,10,21994,975.15%
2026-08-04,6789,采鈺,423.5,593.5,400,-68000,-28.64%
2026-08-04,6849,奇鼎科技,136.5,266.4,280,-36372,-48.76%
2026-08-04,7853,政美應用,309.0,409.29,280,-28081,-24.50%
2026-08-04,3576,聯合再生,16.3,18.15,5000,-9250,-10.19%
2026-08-04,1721,三晃,19.2,27.88,3000,-26050,-31.14%
2026-08-04,8215,明基材,22.7,31.6,200,-1780,-28.16%
2026-08-04,00405A,主動富邦台灣龍耀,7.66,9.34,11000,-18480,-17.99%
2026-08-04,5498,凱崴,41.95,69.61,188,-5200,-39.74%
2026-08-04,1301,台塑,55.0,50.5,100,450,8.91%
2026-08-04,6498,久禾光,69.1,67.3,12,22,2.67%
2026-08-04,009821,野村稀土關鍵資源,13.02,17.3,12000,-51360,-24.74%
