股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,54.70,247,64.28,36.61,---,3.53%,貼軌運行,無,無,股價於高位貼軌 (54.70 > 1.5σ)，動能強勁,貼軌運行
7806,精華生醫,57.90,4,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.34%,均線糾擺
6831,邁科,617.00,1700,956.00,153.36,---,0.74%,趨勢運行,連3日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.49,1130,30.21,26.28,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6153,嘉聯益,15.50,3437,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,180.00,10979,346.94,79.40,---,4.05%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,60.00,437,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.01,2,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.59%,均線糾擺
3479,安勤,133.50,1036,156.50,83.70,---,5.22%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1789,神隆,19.00,925,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 1.40%,均線糾擺
3171,炎洲流通,65.30,6,79.40,38.90,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
4721,美琪瑪,70.40,347,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.80,4,3.51,2.59,---,1.89%,離開盤整 (向下) -> 均線糾擺,連1日大漲,無,MA 乖離率僅 0.94%,均線糾擺
6924,榮惠-KY創,108.50,99,193.50,47.80,---,7.45%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,392.00,3571,573.00,268.50,---,4.08%,趨勢運行,隔一漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,11.55,483,17.15,11.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,84.95,134,107.70,37.15,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.87,9872,11.43,5.32,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
4961,天鈺,156.50,352,188.00,135.00,📅 預告 (20260807),5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.35,105,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.07%,均線糾擺
8114,振樺電,224.00,1700,283.50,164.00,---,2.62%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,51.40,3,66.90,24.50,---,---,均線糾擺 -> 進入盤整,無,無,ADX 為 18.78 (低於 20),進入盤整
8028,昇陽半導體,268.00,882,356.50,128.00,---,1.49%,進入盤整,無,無,ADX 為 17.06 (低於 20),進入盤整
6972,博瑞達應材,23.50,0,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
6443,元晶,25.80,4035,52.30,11.95,---,1.64%,進入盤整,無,無,ADX 為 18.97 (低於 20),進入盤整
00990,主動元大AI新經濟,10.11,1650,10.11,9.99,---,---,趨勢運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (10.10)，進入噴發段,強勢突破 (軌外)
2748,雲品,37.95,131,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
6525,捷敏-KY,136.00,2594,221.00,67.50,---,5.85%,進入盤整,連1日大漲,無,ADX 為 17.05 (低於 20),進入盤整
006205,富邦上証,40.74,102,42.30,32.40,---,---,均線糾擺,無,無,MA 乖離率僅 0.18%,均線糾擺
6877,鏵友益,119.50,210,186.00,73.46,---,0.1%,進入盤整,無,無,ADX 為 12.47 (低於 20),進入盤整
