id,name,price,signal,pnl,count,win_rate,reason
6789.TW,采鈺,430.5,☁️ 觀望,44.55,7,42.86,[P:0.95/8.0] [📉 轉弱] 等待機會
00738U.TW,期元大道瓊白銀,46.7599983215,☁️ 觀望,33.95,9,55.56,[P:0.95/8.0] [📉 轉弱] 等待機會
00991A.TW,主動復華未來50,15.9799995422,☁️ 觀望,23.88,2,50.0,[P:0.95/8.0] [📉 轉弱] 等待機會
00635U.TW,期元大S&P黃金,42.2599983215,☁️ 觀望,23.26,7,57.14,[P:0.95/8.0] [📉 轉弱] 等待機會
2399.TW,映泰,36.4000015259,☁️ 觀望,13.76,10,20.0,[P:0.95/8.0] [📉 轉弱] 等待機會
3008.TW,大立光,3960.0,☁️ 觀望,13.35,8,37.5,[P:0.95/8.0] [📉 轉弱] 等待機會
8028.TW,昇陽半導體,260.5,☁️ 觀望,9.59,8,37.5,[P:0.95/8.0] [📉 轉弱] 等待機會
2618.TW,長榮航,43.7000007629,💎 持股,9.11,6,66.67,[📈 標準 V3] [P:0.95/8.0] [🚀 極強] 趨勢維持
00992A.TW,主動群益科技創新,15.5900001526,☁️ 觀望,8.76,1,100.0,[P:0.95/8.0] [📉 轉弱] 等待機會
00988A.TW,主動統一全球創新,16.1399993896,☁️ 觀望,7.52,4,25.0,[P:0.95/8.0] [📉 轉弱] 等待機會
2412.TW,中華電,139.0,💎 持股,-4.01,9,44.44,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢維持
3450.TW,聯鈞,409.0,☁️ 觀望,-4.13,8,37.5,[P:0.95/8.0] [📉 轉弱] 等待機會
2609.TW,陽明,50.7999992371,☁️ 觀望,-18.02,5,20.0,[P:0.95/8.0] [📉 轉弱] 等待機會
1540.TW,喬福,19.7999992371,☁️ 觀望,-23.03,6,0.0,[P:0.95/8.0] [📉 轉弱] 等待機會
