gm,advice,pe,eps_yoy,eps,prev_eps,est_price,prev_rev_yoy,om,prev_eps_yoy,symbol,name,rev_yoy,status,price,date,prev_year,expansion
18.97%,⚪ 數據不足,0.0,-13.33,-0.17,-0.84,-36.0,-22.74,-79.87%,-147.06,3354.TWO,律勝,746.08,📉 獲利侵蝕,24.5,2026-03,2025,-759.4100000000001
-19.82%,⚪ 數據不足,0.0,261.54,0.47,-0.18,-12.6,-22.64,14.50%,87.32,2025.TW,千興,1022.77,🔄 轉虧為盈,11.6000003815,2026-03,2025,-761.23
7.41%,⚪ 數據不足,0.0,368.75,0.75,-0.15,-2.2500000000000004,-14.15,2.54%,-111.9,2719.TWO,燦星旅,1130.81,🔄 轉虧為盈,21.6000003815,2026-03,2025,-762.06
N/A,❌ 暫避觀望,18.806451366774198,-22.22,0.15,0.61,23.249999999999996,2.49,N/A,-54.96,8905.TWO,裕國,746.36,📉 獲利侵蝕,29.1499996185,2026-03,2025,-768.58
15.31%,⚪ 中性觀察,12.64462825677686,-72.73,0.03,0.71,18.15,-20.78,0.88%,-49.63,2905.TW,三商,696.33,📉 獲利侵蝕,15.3000001907,2026-03,2025,-769.0600000000001
15.94%,⚪ 中性觀察,4.742629697092356,-23.4,13.19,59.99,2223.4500000000003,25.86,4.63%,41.92,2357.TW,華碩,746.92,📉 獲利侵蝕,703.0,2026-03,2025,-770.3199999999999
16.83%,❌ 暫避觀望,17.021276595744684,323.33,2.54,3.14,105.74999999999999,32.39,11.95%,-1.88,1785.TWO,光洋科,1094.24,⚠️ 獲利稀釋,120.0,2026-03,2025,-770.9100000000001
-18.95%,⚪ 數據不足,0.0,-415.38,-0.67,-2.16,-89.24999999999999,-45.66,-73.69%,-66.41,3018.TW,隆銘綠能,368.34,📉 獲利侵蝕,11.6999998093,2026-03,2025,-783.72
6.18%,⚪ 數據不足,0.0,-183.33,-0.51,-1.9,-75.45,-18.44,-17.38%,-691.67,2444.TW,兆勁,601.5,📉 獲利侵蝕,11.6499996185,2026-03,2025,-784.83
11.59%,❌ 暫避觀望,19.774436472656642,-96.0,0.02,1.7,59.849999999999994,65.48,1.68%,209.26,3162.TWO,精確,689.5,📉 獲利侵蝕,78.9000015259,2026-03,2025,-785.5
8.43%,⚪ 中性觀察,12.608695968095239,96.83,-0.04,3.04,72.45,17.91,-1.90%,-27.51,4438.TW,廣越,887.98,⚠️ 獲利稀釋,60.9000015259,2026-03,2025,-791.15
N/A,⚪ 數據不足,0.0,-83.05,0.1,-1.09,-86.7,-1.5,N/A,-178.42,6504.TW,南六,709.49,🔄 轉虧為盈,35.9000015259,2026-03,2025,-792.54
N/A,⚪ 中性觀察,5.934608078235656,1.92,1.59,6.55,243.15,55.5,N/A,5.17,6191.TW,精成科,794.87,⚠️ 獲利稀釋,96.1999969482,2026-03,2025,-792.95
-1.63%,⚪ 數據不足,0.0,-264.0,-0.46,-6.62,-205.8,-3.44,-10.82%,-281.76,2392.TW,正崴,529.36,📉 獲利侵蝕,35.7000007629,2026-03,2025,-793.36
N/A,⚪ 中性觀察,12.987551550643154,-7.02,0.53,2.31,72.3,-1.67,N/A,1.77,6689.TW,伊雲谷,787.01,📉 獲利侵蝕,62.5999984741,2026-03,2025,-794.03
N/A,❌ 暫避觀望,18.26961832028169,108.16,1.02,2.1,74.55,12.79,N/A,-4.98,8438.TW,昶昕,903.68,⚠️ 獲利稀釋,90.8000030518,2026-03,2025,-795.52
12.18%,⚪ 中性觀察,5.291622643255567,-12.5,0.77,4.0,141.45,4.67,5.96%,-1.48,1535.TW,中宇,787.21,📉 獲利侵蝕,49.9000015259,2026-03,2025,-799.71
N/A,❌ 暫避觀望,16.404110111575342,16.67,-0.4,1.23,21.9,-13.43,N/A,163.4,6573.TW,虹揚-KY,817.81,⚠️ 獲利稀釋,23.9500007629,2026-03,2025,-801.14
2.51%,⚪ 數據不足,0.0,-334.92,-2.8,-7.65,-260.85,5.44,-26.32%,-139.68,3272.TWO,東碩,467.75,📉 獲利侵蝕,15.1499996185,2026-03,2025,-802.6700000000001
11.17%,⚪ 數據不足,0.0,-19.57,-0.56,-1.92,-80.85000000000001,-9.18,-4.33%,-76.19,3323.TWO,加百裕,783.84,📉 獲利侵蝕,33.2999992371,2026-03,2025,-803.4100000000001
N/A,⚪ 中性觀察,3.8005190952910644,-19.81,3.44,10.01,404.54999999999995,14.38,N/A,10.36,2745.TWO,五福,783.73,📉 獲利侵蝕,102.5,2026-03,2025,-803.54
-12.37%,⚪ 數據不足,0.0,52.56,-0.37,-2.86,-105.75000000000001,5.53,-29.19%,-106.98,3149.TW,正達,859.78,⚠️ 獲利稀釋,87.3000030518,2026-03,2025,-807.22
7.66%,⚪ 中性觀察,5.513428361121643,-557.14,-0.65,1.81,94.95,-6.62,-21.47%,150.56,4526.TW,東台,253.23,📉 獲利侵蝕,34.9000015259,2026-03,2025,-810.37
N/A,⚪ 數據不足,0.0,36.17,-0.61,-0.71,-47.85,10.78,N/A,-156.8,6830.TW,汎銓,846.82,⚠️ 獲利稀釋,379.0,2026-03,2025,-810.6500000000001
N/A,⚪ 數據不足,0.0,-8.0,-0.28,-0.78,-29.85,-13.36,N/A,-252.38,8906.TWO,花王,812.27,📉 獲利侵蝕,27.2999992371,2026-03,2025,-820.27
N/A,⚪ 中性觀察,13.624999523125,73.91,0.4,0.15,12.0,-43.28,N/A,-85.71,2537.TW,聯上發,894.76,⚠️ 獲利稀釋,10.8999996185,2026-03,2025,-820.85
10.73%,⚪ 中性觀察,14.056122059744897,-134.88,-0.15,0.9,29.4,0.41,-2.70%,327.5,2409.TW,友達,686.37,📉 獲利侵蝕,27.5499992371,2026-03,2025,-821.25
N/A,⚪ 中性觀察,8.22722820763957,-4.55,1.26,4.18,153.14999999999998,21.03,N/A,-0.48,5493.TWO,三聯,817.65,📉 獲利侵蝕,84.0,2026-03,2025,-822.1999999999999
19.64%,⚪ 中性觀察,1.5156675749318802,-105.3,-0.48,11.15,440.4,164.26,-12.85%,7.63,4303.TWO,信立,718.73,📉 獲利侵蝕,44.5,2026-03,2025,-824.03
-14.72%,⚪ 數據不足,0.0,127.05,0.33,-4.72,0.0,-21.22,-18.44%,-114.55,2035.TWO,唐榮,956.47,🔄 轉虧為盈,0.0,2026-03,2025,-829.4200000000001
0.84%,⚪ 數據不足,0.0,-227.78,-0.23,0.12,-5.55,-7.88,-27.07%,-87.21,1449.TW,佳和,603.87,📉 獲利侵蝕,13.5,2026-03,2025,-831.65
N/A,⚪ 中性觀察,12.030386529585636,-43.33,0.17,1.82,54.300000000000004,18.84,N/A,203.33,6112.TW,邁達特,790.97,📉 獲利侵蝕,43.5499992371,2026-03,2025,-834.3000000000001
5.62%,⚪ 數據不足,0.0,-266.67,-0.16,-2.24,-59.7,1.1,-16.08%,-84.96,3543.TW,州巧,570.51,📉 獲利侵蝕,31.1499996185,2026-03,2025,-837.1800000000001
N/A,⚪ 數據不足,0.0,59.09,-0.09,-0.76,-26.55,-6.33,N/A,-16.92,8935.TWO,邦泰,898.78,⚠️ 獲利稀釋,21.3500003815,2026-03,2025,-839.6899999999999
12.46%,⚪ 數據不足,0.0,80.0,-0.02,-0.39,-20.700000000000003,-6.47,2.54%,-39.29,1909.TW,榮成,920.0,⚠️ 獲利稀釋,10.1999998093,2026-03,2025,-840.0
8.48%,⚪ 數據不足,0.0,-81.0,0.19,-6.81,-128.54999999999998,423.12,-4.13%,-186.45,2236.TW,百達-KY,765.22,🔄 轉虧為盈,168.0,2026-03,2025,-846.22
N/A,⚪ 中性觀察,5.679433368310598,19.7,4.8,14.36,571.8,11.2,N/A,10.46,6811.TWO,宏�硌穈T,866.43,⚠️ 獲利稀釋,216.5,2026-03,2025,-846.7299999999999
N/A,⚪ 數據不足,0.0,13.64,-0.79,-4.9,-166.64999999999998,-13.73,N/A,-56.67,5245.TWO,智晶,860.97,⚠️ 獲利稀釋,25.2999992371,2026-03,2025,-847.33
-21.68%,⚪ 數據不足,0.0,-900.0,-1.04,-0.84,-27.150000000000002,-24.51,-98.59%,20.75,2254.TW,巨鎧精密-創,-49.8,🌑 雙重衰退,59.2999992371,2026-03,2025,-850.2
N/A,⚪ 數據不足,0.0,-83.33,-0.55,-1.55,-38.7,-3.34,N/A,-720.83,4139.TWO,馬光-KY,768.82,📉 獲利侵蝕,28.6000003815,2026-03,2025,-852.1500000000001
14.31%,⚪ 中性觀察,6.181485992691838,16.45,1.77,6.53,246.3,34.73,6.54%,30.86,3029.TW,零壹,871.55,⚠️ 獲利稀釋,101.5,2026-03,2025,-855.0999999999999
11.41%,⚪ 中性觀察,12.92553218542553,11.11,0.3,1.25,42.300000000000004,19.94,4.34%,30.21,2468.TW,華經,868.43,⚠️ 獲利稀釋,36.4500007629,2026-03,2025,-857.3199999999999
10.75%,⚪ 中性觀察,3.6614854512780655,1.79,0.57,2.32,86.85,0.73,7.04%,40.61,2010.TW,春源,861.7,⚠️ 獲利稀釋,21.2000007629,2026-03,2025,-859.9100000000001
N/A,⚪ 數據不足,0.0,-58.33,0.05,-0.15,-7.199999999999999,-21.01,N/A,-122.06,9962.TWO,有益,802.76,🔄 轉虧為盈,9.8299999237,2026-03,2025,-861.09
N/A,⚪ 中性觀察,7.3954375524524725,-11.54,0.46,2.16,78.89999999999999,27.37,N/A,14.97,8908.TWO,欣雄,849.66,📉 獲利侵蝕,38.9000015259,2026-03,2025,-861.1999999999999
N/A,⚪ 數據不足,0.0,6.98,0.48,6.34,0.0,164.5,N/A,328.87,6994.TW,富威電力,871.15,⚠️ 獲利稀釋,0.0,2026-03,2025,-864.17
N/A,⚪ 中性觀察,13.84180790960452,14.77,5.08,15.5,584.0999999999999,-15.01,N/A,65.55,6196.TW,帆宣,879.38,⚠️ 獲利稀釋,539.0,2026-03,2025,-864.61
35.79%,⚪ 數據不足,0.0,306.25,0.99,-1.07,-52.5,-31.12,12.45%,-255.07,3535.TW,晶彩科,1172.94,🔄 轉虧為盈,99.9000015259,2026-03,2025,-866.69
N/A,⚪ 數據不足,0.0,90.34,-0.2,-5.17,-204.45,-66.93,N/A,-275.59,8171.TWO,天宇,959.14,⚠️ 獲利稀釋,20.25,2026-03,2025,-868.8
13.87%,⚪ 中性觀察,10.095281306715064,3.39,3.66,8.43,330.59999999999997,64.32,5.75%,-29.4,3147.TWO,大綜,877.13,⚠️ 獲利稀釋,222.5,2026-03,2025,-873.74
-0.79%,⚪ 數據不足,0.0,-210.71,-0.62,-0.45,-18.6,-6.83,-10.66%,-128.03,1441.TW,大東,663.94,📉 獲利侵蝕,9.1000003815,2026-03,2025,-874.6500000000001
N/A,⚪ 數據不足,0.0,-253.33,-0.54,-1.68,-70.94999999999999,-0.19,N/A,-272.92,4999.TW,鑫禾,623.3,📉 獲利侵蝕,19.5499992371,2026-03,2025,-876.63
N/A,⚪ 數據不足,0.0,88.57,-0.08,-1.77,-84.9,27.54,N/A,57.14,6588.TWO,東典光電,969.39,⚠️ 獲利稀釋,75.5999984741,2026-03,2025,-880.8199999999999
12.86%,⚪ 數據不足,0.0,-250.0,-0.64,-0.96,-46.5,6.3,-5.35%,-15.66,3322.TWO,建舜電,635.46,📉 獲利侵蝕,12.8000001907,2026-03,2025,-885.46
N/A,⚪ 中性觀察,4.204771295924453,180.0,0.42,1.85,75.45,8.31,N/A,48.0,8463.TW,潤泰材,1065.47,⚠️ 獲利稀釋,21.1499996185,2026-03,2025,-885.47
11.53%,⚪ 中性觀察,8.58796260974537,-28.43,0.74,3.63,129.60000000000002,21.07,2.34%,6.89,2949.TWO,欣新網,861.36,📉 獲利侵蝕,74.1999969482,2026-03,2025,-889.79
N/A,⚪ 中性觀察,7.658729855972222,91.84,0.94,2.19,75.6,25.77,N/A,1.86,8032.TWO,光菱,984.81,⚠️ 獲利稀釋,38.5999984741,2026-03,2025,-892.9699999999999
N/A,⚪ 數據不足,0.0,-260.0,-0.18,-0.26,-12.75,52.32,N/A,48.0,6142.TW,友勁,633.91,📉 獲利侵蝕,10.1000003815,2026-03,2025,-893.91
N/A,⚪ 數據不足,0.0,98.48,-0.01,-3.19,-104.69999999999999,30.97,N/A,-37.72,8054.TWO,安國,992.49,⚠️ 獲利稀釋,94.0,2026-03,2025,-894.01
N/A,⚪ 中性觀察,2.497387629937304,918.18,2.24,4.05,143.55,79.14,N/A,81.45,3188.TWO,鑫龍騰,1815.36,⚠️ 獲利稀釋,23.8999996185,2026-03,2025,-897.18
8.38%,❌ 暫避觀望,24.624505627312253,-35.71,0.09,1.0,37.95,4.89,2.16%,49.25,2630.TW,亞航,863.6,📉 獲利侵蝕,62.2999992371,2026-03,2025,-899.3100000000001
10.61%,⚪ 數據不足,0.0,-14.75,-0.73,-2.55,-82.64999999999999,-34.5,-45.08%,-5.88,3011.TW,今皓,891.37,📉 獲利侵蝕,12.5500001907,2026-03,2025,-906.12
N/A,⚪ 數據不足,0.0,-277.78,-0.35,-1.52,-68.55000000000001,-20.15,N/A,-603.33,6742.TW,澤米,629.73,📉 獲利侵蝕,52.4000015259,2026-03,2025,-907.51
17.06%,⚪ 數據不足,0.0,-357.14,-0.18,-0.55,-33.9,-7.45,1.24%,-138.3,3390.TWO,旭軟,551.38,📉 獲利侵蝕,25.6000003815,2026-03,2025,-908.52
N/A,⚪ 數據不足,0.0,151.56,0.33,-0.6,-30.749999999999996,9.99,N/A,33.33,5484.TW,慧友,1065.26,🔄 轉虧為盈,47.8499984741,2026-03,2025,-913.7
N/A,⚪ 數據不足,0.0,-526.67,-0.64,-1.14,-26.1,-4.0,N/A,-283.87,8215.TW,明基材,391.62,📉 獲利侵蝕,26.4500007629,2026-03,2025,-918.29
14.91%,⚪ 中性觀察,7.805555661527778,8.33,0.26,1.88,53.99999999999999,25.63,7.25%,1.06,2432.TW,倚天酷��-創,929.95,⚠️ 獲利稀釋,28.1000003815,2026-03,2025,-921.62
N/A,⚪ 數據不足,0.0,-368.0,-0.67,0.11,-26.999999999999996,-8.52,N/A,-95.34,3346.TW,麗清,557.02,📉 獲利侵蝕,22.8999996185,2026-03,2025,-925.02
N/A,⚪ 數據不足,0.0,53.33,-0.07,-0.22,-14.7,14.75,N/A,-128.95,6283.TW,淳安,979.38,⚠️ 獲利稀釋,21.4500007629,2026-03,2025,-926.05
11.63%,⚪ 中性觀察,7.420189818809319,-26.62,1.03,5.36,173.85,6.01,3.86%,-37.71,2439.TW,美律,902.2,📉 獲利侵蝕,86.0,2026-03,2025,-928.82
N/A,⚪ 中性觀察,6.876790830945558,-14.29,0.36,1.5,52.35,0.57,N/A,-12.28,5016.TWO,松和,919.31,📉 獲利侵蝕,24.0,2026-03,2025,-933.5999999999999
N/A,⚪ 中性觀察,5.51162808439535,5.0,0.42,2.03,64.49999999999999,14.56,N/A,9.24,5548.TWO,安倉,942.93,⚠️ 獲利稀釋,23.7000007629,2026-03,2025,-937.93
N/A,⚪ 中性觀察,5.9964096096768404,-53.13,0.3,2.27,83.55000000000001,3.73,N/A,-17.45,8213.TW,志超,888.91,📉 獲利侵蝕,33.4000015259,2026-03,2025,-942.04
N/A,⚪ 中性觀察,11.340909437681818,-88.24,0.06,0.52,33.0,-40.09,N/A,-82.78,5310.TWO,天剛,853.85,📉 獲利侵蝕,24.9500007629,2026-03,2025,-942.09
5.79%,⚪ 中性觀察,4.562178072111847,-61.8,0.68,6.3,203.85,59.7,2.48%,3.11,2643.TWO,捷迅,887.43,📉 獲利侵蝕,62.0,2026-03,2025,-949.2299999999999
N/A,⚪ 數據不足,0.0,-52.94,-0.26,-0.11,-11.55,-0.02,N/A,52.17,8921.TWO,沈氏,901.62,📉 獲利侵蝕,17.8999996185,2026-03,2025,-954.56
9.91%,⚪ 中性觀察,5.244215840231362,-89.22,0.11,1.41,58.35,14.95,-0.28%,981.25,2331.TW,精英,866.28,📉 獲利侵蝕,20.3999996185,2026-03,2025,-955.5
37.77%,⚪ 中性觀察,8.64809113021672,766.67,1.6,5.27,145.35,-17.06,36.66%,-34.78,2637.TW,慧洋-KY,1728.18,⚠️ 獲利稀釋,83.8000030518,2026-03,2025,-961.5100000000001
7.45%,⚪ 數據不足,0.0,-150.0,-0.4,-1.85,-67.64999999999999,-8.68,-2.27%,-129.63,2023.TW,燁輝,813.75,📉 獲利侵蝕,14.1000003815,2026-03,2025,-963.75
1.54%,⚪ 數據不足,0.0,74.36,-0.1,-1.51,-55.05,27.53,-34.06%,6.88,3508.TWO,位速,1042.99,⚠️ 獲利稀釋,17.25,2026-03,2025,-968.63
15.17%,⚪ 數據不足,0.0,-700.0,-0.48,-1.02,-41.400000000000006,5.58,-15.09%,9.52,3349.TWO,寶德,279.91,📉 獲利侵蝕,23.5499992371,2026-03,2025,-979.9100000000001
11.02%,⚪ 數據不足,0.0,51.72,-1.68,-7.87,-252.15000000000003,-11.17,-2.22%,-8644.44,2239.TW,英利-KY,1032.08,⚠️ 獲利稀釋,20.6499996185,2026-03,2025,-980.3599999999999
11.56%,⚪ 中性觀察,10.53082191780822,35.29,0.23,1.26,43.8,4.14,2.51%,-31.87,2353.TW,宏��,1018.02,⚠️ 獲利稀釋,30.75,2026-03,2025,-982.73
N/A,⚪ 中性觀察,9.171270928977899,130.77,0.3,2.39,54.300000000000004,-0.51,N/A,-26.77,8183.TWO,精星,1114.03,⚠️ 獲利稀釋,33.2000007629,2026-03,2025,-983.26
N/A,⚪ 數據不足,0.0,-909.09,-0.9,-6.69,-171.60000000000002,-14.66,N/A,-259.36,7723.TWO,築間,75.25,📉 獲利侵蝕,21.0,2026-03,2025,-984.34
15.72%,⚪ 數據不足,0.0,151.52,0.17,-1.42,-44.7,2.6,-0.44%,-286.84,2734.TWO,易飛網,1136.23,🔄 轉虧為盈,14.9499998093,2026-03,2025,-984.71
N/A,⚪ 數據不足,0.0,76.0,-0.06,-0.75,-27.599999999999998,14.78,N/A,58.56,6116.TW,彩晶,1061.93,⚠️ 獲利稀釋,15.6999998093,2026-03,2025,-985.9300000000001
N/A,⚪ 數據不足,0.0,-495.0,-0.91,-3.49,-118.8,-12.26,N/A,-1354.17,8066.TWO,來思達,503.59,📉 獲利侵蝕,14.75,2026-03,2025,-998.5899999999999
N/A,⚪ 中性觀察,7.633228959702194,-24.24,1.0,2.73,95.7,-21.83,N/A,-57.28,6189.TW,豐藝,974.87,📉 獲利侵蝕,48.7000007629,2026-03,2025,-999.11
22.76%,⚪ 數據不足,0.0,-753.85,-1.15,-2.24,-112.80000000000001,2.83,-1.26%,-92.04,1338.TW,廣華-KY,246.12,📉 獲利侵蝕,16.25,2026-03,2025,-999.97
N/A,⚪ 數據不足,0.0,6.82,-0.41,-2.14,-76.95,-61.92,N/A,-38.16,6872.TWO,浩宇生醫,1008.82,⚠️ 獲利稀釋,16.2999992371,2026-03,2025,-1002.0
N/A,❌ 暫避觀望,18.947368755701756,388.24,0.49,0.39,17.099999999999998,-32.9,N/A,-45.83,6020.TWO,大展證,1394.7,⚠️ 獲利稀釋,21.6000003815,2026-03,2025,-1006.46
11.52%,⚪ 數據不足,0.0,-125.0,-0.45,-0.82,-7.800000000000001,26.05,-13.20%,-440.0,3207.TWO,耀勝,881.55,📉 獲利侵蝕,58.2999992371,2026-03,2025,-1006.55
9.15%,⚪ 中性觀察,14.400000000000002,-53.13,0.15,1.22,37.49999999999999,6.13,0.67%,-31.22,2489.TW,瑞軒,960.71,📉 獲利侵蝕,36.0,2026-03,2025,-1013.84
29.43%,❌ 暫避觀望,92.50000000000001,-700.0,-0.32,0.51,2.999999999999999,-7.75,-10.81%,189.47,3191.TWO,雲嘉南,325.38,📉 獲利侵蝕,18.5,2026-03,2025,-1025.38
N/A,⚪ 數據不足,0.0,260.0,0.24,-0.16,-6.6000000000000005,58.82,N/A,88.24,5475.TWO,德宏,1288.64,🔄 轉虧為盈,178.5,2026-03,2025,-1028.64
N/A,⚪ 數據不足,0.0,-900.0,-0.32,0.2,-24.150000000000002,22.72,N/A,25.0,6796.TW,晉弘,129.28,📉 獲利侵蝕,57.7000007629,2026-03,2025,-1029.28
N/A,❌ 暫避觀望,28.587786841946563,182.35,0.96,1.36,39.300000000000004,11.07,N/A,-33.33,8131.TW,福懋科,1219.6,⚠️ 獲利稀釋,74.9000015259,2026-03,2025,-1037.25
N/A,❌ 暫避觀望,114.28571428571429,200.0,0.72,0.7,13.649999999999999,5.45,N/A,-64.1,8150.TW,南茂,1237.92,⚠️ 獲利稀釋,104.0,2026-03,2025,-1037.92
9.65%,⚪ 中性觀察,13.563218609999998,10.0,0.11,0.45,13.05,0.36,1.10%,-15.09,1219.TW,福壽,1053.77,⚠️ 獲利稀釋,11.8000001907,2026-03,2025,-1043.77
N/A,⚪ 數據不足,0.0,-46.67,0.16,-2.59,-131.54999999999998,-7.42,N/A,-248.85,5464.TWO,霖宏,1000.02,🔄 轉虧為盈,86.0999984741,2026-03,2025,-1046.69
10.03%,⚪ 中性觀察,7.310513198712306,-0.9,1.1,5.15,184.04999999999998,72.06,3.96%,57.01,3706.TW,神達,1046.4,📉 獲利侵蝕,89.6999969482,2026-03,2025,-1047.3000000000002
10.74%,⚪ 中性觀察,6.658291457286431,15.79,0.44,1.62,59.7,-6.25,5.38%,8.0,1225.TW,福懋油,1074.05,⚠️ 獲利稀釋,26.5,2026-03,2025,-1058.26
N/A,⚪ 數據不足,0.0,330.0,0.43,-0.3,-15.0,-1.96,N/A,-300.0,8105.TW,凌巨,1393.26,🔄 轉虧為盈,18.3999996185,2026-03,2025,-1063.26
N/A,⚪ 中性觀察,9.538517441860467,-28.74,2.43,11.29,412.79999999999995,-3.46,N/A,-17.53,8454.TW,富邦媒,1037.73,📉 獲利侵蝕,262.5,2026-03,2025,-1066.47
N/A,⚪ 中性觀察,13.346457293661418,20.0,0.24,1.08,38.1,4.86,N/A,66.15,6270.TWO,倍微,1087.95,⚠️ 獲利稀釋,33.9000015259,2026-03,2025,-1067.95
27.19%,❌ 暫避觀望,48.83561852863015,-542.86,-0.54,-0.03,10.949999999999998,55.97,-0.09%,-140.0,1235.TW,興泰,526.87,📉 獲利侵蝕,35.6500015259,2026-03,2025,-1069.73
10.28%,⚪ 中性觀察,6.812155822965531,69.03,7.86,18.2,735.45,27.07,4.26%,24.57,2376.TW,技嘉,1138.84,⚠️ 獲利稀釋,334.0,2026-03,2025,-1069.81
8.90%,❌ 暫避觀望,25.275228657844035,188.24,0.15,0.6,32.7,-2.48,-6.13%,71.43,2483.TW,百容,1259.84,⚠️ 獲利稀釋,55.0999984741,2026-03,2025,-1071.6
N/A,⚪ 數據不足,0.0,17.65,-0.28,-2.94,-111.9,-9.17,N/A,-116.18,4426.TW,利勤,1100.69,⚠️ 獲利稀釋,8.0600004196,2026-03,2025,-1083.04
N/A,❌ 暫避觀望,134.21052631578948,157.58,0.19,0.02,2.8499999999999996,-6.4,N/A,102.7,8455.TWO,大拓-KY,1248.87,⚠️ 獲利稀釋,25.5,2026-03,2025,-1091.29
N/A,⚪ 數據不足,0.0,-250.0,-0.14,-1.12,-38.1,-3.95,N/A,-21.74,5355.TWO,佳總,848.03,📉 獲利侵蝕,5.9299998283,2026-03,2025,-1098.03
8.57%,⚪ 中性觀察,9.363057203375796,-5.88,0.16,0.73,23.55,-0.68,1.90%,-31.13,4401.TWO,東隆興,1092.42,📉 獲利侵蝕,14.6999998093,2026-03,2025,-1098.3000000000002
3.78%,❌ 暫避觀望,42.047618684285716,-200.0,-0.03,0.2,3.1500000000000004,-28.43,0.03%,-47.37,2867.TW,三商壽,907.13,📉 獲利侵蝕,8.8299999237,2026-03,2025,-1107.13
N/A,❌ 暫避觀望,22.063491458015875,162.5,0.27,0.05,18.9,-0.22,N/A,25.0,6179.TWO,亞通,1271.05,⚠️ 獲利稀釋,27.7999992371,2026-03,2025,-1108.55
N/A,⚪ 數據不足,0.0,8.54,-0.76,-2.41,-98.39999999999999,9.49,N/A,8.37,6645.TW,金萬林-創,1119.98,⚠️ 獲利稀釋,14.8000001907,2026-03,2025,-1111.44
29.35%,❌ 暫避觀望,26.01190521607143,-100.0,0.0,0.0,12.6,58.33,-34.05%,-100.0,3073.TWO,天方能源,1011.49,📉 獲利侵蝕,21.8500003815,2026-03,2025,-1111.49
1.51%,⚪ 數據不足,0.0,21.49,-0.95,-5.14,-204.29999999999998,-15.24,-21.28%,-147.12,3092.TW,鴻碩,1134.09,⚠️ 獲利稀釋,26.2000007629,2026-03,2025,-1112.6
N/A,❌ 暫避觀望,26.38629283489097,135.2,2.94,6.8,240.74999999999994,8.58,N/A,22.08,6727.TWO,亞泰金屬,1251.42,⚠️ 獲利稀釋,423.5,2026-03,2025,-1116.22
N/A,⚪ 中性觀察,7.867965037683982,140.0,0.73,2.22,69.3,9.01,N/A,22.78,3114.TWO,好德,1259.13,⚠️ 獲利稀釋,36.3499984741,2026-03,2025,-1119.13
N/A,⚪ 中性觀察,8.806334111059684,-260.42,-2.31,5.11,123.15,11.23,N/A,-8.26,6997.TWO,博弘,860.45,📉 獲利侵蝕,72.3000030518,2026-03,2025,-1120.8700000000001
N/A,⚪ 中性觀察,6.776119402985074,64.84,3.0,7.54,251.25,41.88,N/A,17.08,6227.TWO,茂綸,1189.95,⚠️ 獲利稀釋,113.5,2026-03,2025,-1125.1100000000001
45.87%,⚪ 中性觀察,10.69148922641844,3200.0,0.66,1.45,42.3,-0.1,37.60%,-43.36,2605.TW,新興,4328.03,⚠️ 獲利稀釋,30.1499996185,2026-03,2025,-1128.0299999999997
6.52%,⚪ 數據不足,0.0,50.0,-0.2,-1.76,-60.300000000000004,-4.78,2.26%,-39.68,1308.TW,亞聚,1180.96,⚠️ 獲利稀釋,14.5500001907,2026-03,2025,-1130.96
12.43%,⚪ 中性觀察,4.769975971658596,120.75,0.22,3.3,123.89999999999999,15.12,7.27%,-26.67,2031.TW,新光鋼,1252.91,⚠️ 獲利稀釋,39.4000015259,2026-03,2025,-1132.16
N/A,⚪ 數據不足,0.0,46.58,-0.4,-3.45,-121.05000000000001,-25.98,N/A,62.26,3666.TWO,光耀,1179.43,⚠️ 獲利稀釋,25.1499996185,2026-03,2025,-1132.8500000000001
7.45%,⚪ 數據不足,0.0,0.0,-0.05,-0.15,-4.2,-16.11,-4.90%,55.88,1440.TW,南紡,1137.15,📉 獲利侵蝕,13.25,2026-03,2025,-1137.15
-12.82%,⚪ 數據不足,0.0,-105.88,-0.02,-0.54,-0.3000000000000011,85.08,-39.60%,-245.95,4714.TWO,永捷,1033.1,📉 獲利侵蝕,11.3000001907,2026-03,2025,-1138.98
46.90%,⚪ 數據不足,0.0,60.0,-0.04,-0.34,-11.700000000000001,20.96,-39.20%,-70.0,4806.TWO,桂田文創,1201.0,⚠️ 獲利稀釋,9.9899997711,2026-03,2025,-1141.0
N/A,⚪ 數據不足,0.0,40.0,0.14,0.05,-1.7999999999999996,19.77,N/A,-90.74,6229.TWO,研通,1190.45,⚠️ 獲利稀釋,25.1499996185,2026-03,2025,-1150.45
N/A,⚪ 中性觀察,5.100478395894737,8.11,1.2,4.01,156.75,8.17,N/A,4.7,3046.TW,建��,1163.07,⚠️ 獲利稀釋,53.2999992371,2026-03,2025,-1154.96
N/A,⚪ 數據不足,0.0,166.67,0.08,0.68,-1.3499999999999996,-0.95,N/A,28.3,1617.TW,榮星,1325.24,⚠️ 獲利稀釋,23.3999996185,2026-03,2025,-1158.57
N/A,⚪ 中性觀察,3.8254046101029915,610.0,1.42,9.13,305.85,38.99,N/A,51.64,6625.TW,必應,1768.76,⚠️ 獲利稀釋,78.0,2026-03,2025,-1158.76
N/A,⚪ 中性觀察,14.754098360655739,564.0,6.72,10.62,384.29999999999995,24.87,N/A,18.74,6903.TWO,巨漢,1727.49,⚠️ 獲利稀釋,378.0,2026-03,2025,-1163.49
