代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.39,23.55,2000,24.65,3000,24.65,23.55,23.84,24.65,6001,-,
1269,乾杯,69.47,65.7,3000,68.4,2699,70.30,67.10,67.35,68.40,12392,-,
1271,晨暉生技,64.41,60.8,9000,61.7,2980,64.00,61.00,61.78,61.70,82344,-,
1293,利統,25.82,25.25,3000,25.8,2638,25.80,25.25,25.57,25.80,632,-,
1343,旭東環保,25.54,25.5,6000,26,2999,26.50,25.30,25.58,26.00,81013,-,
1480,東盟開發,8.83,8.56,5000,8.83,5000,-,-,-,-,-,-,
1594,日高,8.20,7.99,5000,8.39,5000,8.36,7.97,8.11,8.36,3132,-,
2071,震南鐵,31.24,38.05,3000,40,9000,39.15,32.30,34.82,39.00,2135436,-,
2237,華德動能,41.98,40.9,3000,41.6,2000,42.20,40.85,41.44,41.30,211325,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,28.20,26.8,6000,27,3000,27.60,26.80,26.84,27.60,21314,-,
2249,湧盛,112.07,108,2000,108.5,2000,112.50,106.50,108.72,108.50,65925,115/07/07,上櫃審議會通過
2252,為昇科,18.63,17.4,5000,17.75,4935,18.50,17.35,17.84,17.75,51098,-,
2255,凱銳光電,17.25,16.5,5000,17,1000,17.25,17.00,17.05,17.00,10540,-,
2256,歐特明,65.16,60.8,3000,63.5,2999,66.20,59.70,61.08,63.50,137727,-,
2644,中信造船,84.08,82,3000,84.4,2997,84.40,81.30,82.63,84.40,43623,-,
2733,維格餅家,11.10,10.55,5000,11,5000,11.10,10.55,10.59,11.00,19003,-,
2741,老四川,20.42,20.1,2000,20.95,2790,21.10,20.10,20.49,20.95,18166,-,
2758,路易莎咖啡,71.90,70.4,3000,73.3,3000,73.30,70.40,71.97,73.30,7339,-,
2760,巨宇翔,12.05,11.9,4998,12.45,4999,12.45,11.90,12.08,12.45,3,-,
2761,橘焱胡同,15.46,14.55,4000,15.1,5000,15.10,14.55,15.00,15.10,16125,-,
2938,床的世界,26.15,25.05,3000,26.25,3000,26.20,23.90,25.16,26.00,16123,115/06/22,上櫃審議會通過
2940,歐都納,24.65,23.9,3000,24.9,3000,24.15,24.00,24.05,24.15,11000,-,
