eps_yoy,advice,gm,om,rev_yoy,prev_rev_yoy,prev_year,name,price,pe,prev_eps_yoy,est_price,expansion,status,prev_eps,eps,symbol,date
-54.31,❌ 暫避觀望,38.56%,-3.65%,7.08,9.9,2025,晶宏,77.4000015259,124.83871213854836,-94.05,9.3,-61.39,📉 獲利侵蝕,0.05,0.54,3141.TWO,2025-12
-79.17,❌ 暫避觀望,15.11%,5.94%,-16.46,-23.85,2025,炎洲,14.0500001907,18.7333335876,-79.34,11.25,-62.71,🌑 雙重衰退,0.25,0.26,4306.TW,2025-12
-132.04,⚪ 數據不足,-74.40%,-413.94%,-69.02,-78.14,2025,斐成,11.8000001907,0.0,-122.4,-14.849999999999998,-63.019999999999996,🌑 雙重衰退,-0.31,-0.35,3313.TWO,2025-12
-85.86,⚪ 數據不足,-19.76%,-36.39%,-22.39,-23.51,2025,三晃,29.0,0.0,-45.45,-61.349999999999994,-63.47,🌑 雙重衰退,-1.12,-1.84,1721.TW,2025-12
-58.24,❌ 暫避觀望,N/A,N/A,5.25,7.39,2025,立��,66.8000030518,215.48388081225812,-88.1,4.6499999999999995,-63.49,📉 獲利侵蝕,0.05,0.38,8111.TWO,2025-12
-48.37,⚪ 數據不足,51.08%,-5.91%,15.52,26.64,2025,翔耀,22.0,0.0,-125.84,-79.20000000000002,-63.89,🏰 高護城河,-2.11,-2.38,2438.TW,2025-12
41.57,❌ 暫避觀望,N/A,N/A,105.62,121.07,2025,宏碩系統,153.0,20.078740157480315,99.24,114.3,-64.05000000000001,⚠️ 獲利稀釋,2.61,3.61,6895.TWO,2025-12
-67.55,⚪ 中性觀察,N/A,N/A,-3.48,-7.78,2025,弘帆,53.5,12.588235294117647,-89.32,63.75,-64.07,🌑 雙重衰退,0.71,3.17,8433.TWO,2025-12
-74.29,⚪ 數據不足,71.52%,6.07%,-10.15,-7.45,2025,點晶,14.9499998093,0.0,43.62,-31.200000000000003,-64.14,🏰 高護城河,-0.56,-0.64,3288.TWO,2025-12
-47.47,⚪ 中性觀察,N/A,N/A,17.01,30.86,2025,振發,19.2000007629,12.07547217792453,-40.91,23.849999999999998,-64.48,📉 獲利侵蝕,0.39,0.52,5426.TWO,2025-12
-44.41,❌ 暫避觀望,N/A,N/A,20.34,7.33,2025,M31,601.0,626.0416666666667,-116.01,14.399999999999999,-64.75,🔄 轉虧為盈,-0.69,1.69,6643.TWO,2025-12
43.19,⚪ 中性觀察,5.62%,3.53%,108.39,94.87,2025,緯創,144.5,6.75865294667914,44.39,320.7,-65.2,⚠️ 獲利稀釋,6.43,9.04,3231.TW,2025-12
1919.44,⚪ 中性觀察,N/A,N/A,1985.02,41.93,2025,宇瞻,224.5,8.494135452137723,209.22,396.44999999999993,-65.57999999999993,⚠️ 獲利稀釋,6.7,14.54,8271.TW,2026-03
-89.88,❌ 暫避觀望,15.09%,1.25%,-23.91,-28.19,2025,永裕,20.1000003815,54.324325355405406,-97.63,5.55,-65.97,🌑 雙重衰退,0.06,0.26,1323.TW,2025-12
-68.29,❌ 暫避觀望,37.12%,5.53%,-2.19,-1.45,2025,志信,12.9499998093,258.99999618599975,-78.8,0.7500000000000007,-66.10000000000001,🌑 雙重衰退,0.39,0.52,2611.TW,2025-12
-90.28,⚪ 數據不足,-7.37%,-10.27%,-24.07,-19.92,2025,台苯,7.9800000191,0.0,-141.03,-50.24999999999999,-66.21000000000001,🌑 雙重衰退,-0.94,-1.37,1310.TW,2025-12
-73.51,❌ 暫避觀望,31.63%,-1.96%,-7.24,-9.27,2025,通嘉,63.0999984741,44.12587305881119,-78.11,21.45,-66.27000000000001,🌑 雙重衰退,0.37,0.5,3588.TW,2025-12
-57.38,❌ 暫避觀望,N/A,N/A,9.13,7.47,2025,系統電,69.3000030518,121.57895272245614,-90.7,8.55,-66.51,📉 獲利侵蝕,0.04,0.27,5309.TWO,2025-12
-64.44,❌ 暫避觀望,89.44%,20.17%,2.09,-4.51,2025,宇峻,81.3000030518,21.116883909558446,-86.34,57.74999999999999,-66.53,🏰 高護城河,0.47,1.97,3546.TWO,2025-12
-47.93,⚪ 數據不足,12.27%,-16.22%,18.86,27.6,2025,譁裕,14.0,0.0,-43.16,-69.9,-66.78999999999999,📉 獲利侵蝕,-1.36,-1.79,3419.TW,2025-12
-55.46,⚪ 數據不足,N/A,N/A,11.46,6.89,2025,康控-KY,8.9399995804,0.0,-93.42,-90.6,-66.92,📉 獲利侵蝕,-1.51,-1.88,4943.TW,2025-12
60.92,❌ 暫避觀望,48.92%,38.48%,127.87,81.35,2025,台特化,306.5,33.75550660792951,174.49,136.2,-66.95,⚠️ 獲利稀釋,2.69,4.2,4772.TWO,2025-12
-76.19,⚪ 數據不足,11.17%,-4.33%,-9.18,-6.05,2025,加百裕,36.7000007629,0.0,-112.5,-79.35,-67.00999999999999,🌑 雙重衰退,-1.58,-1.92,3323.TWO,2025-12
-54.79,⚪ 中性觀察,N/A,N/A,12.31,11.79,2025,長華*,44.9000015259,12.43767355288089,-18.99,54.14999999999999,-67.1,📉 獲利侵蝕,1.49,1.02,8070.TW,2025-12
-56.06,⚪ 數據不足,N/A,N/A,11.11,16.32,2025,神盾,144.5,0.0,-126.04,-585.7500000000001,-67.17,📉 獲利侵蝕,-12.5,-17.51,6462.TWO,2025-12
-63.86,⚪ 中性觀察,N/A,N/A,3.42,15.23,2025,廣積,53.7999992371,12.33944936630734,-57.66,65.4,-67.28,📉 獲利侵蝕,1.33,1.44,8050.TWO,2025-12
-69.96,❌ 暫避觀望,N/A,N/A,-2.5,0.32,2025,聚鼎,86.0999984741,29.486300847294522,-42.6,43.8,-67.46,🌑 雙重衰退,0.98,0.67,6224.TW,2025-12
-85.43,❌ 暫避觀望,33.55%,3.21%,-17.82,-19.51,2025,泓瀚,62.7999992371,224.28571156107145,-100.71,4.199999999999999,-67.61000000000001,🔄 轉虧為盈,-0.01,0.29,4741.TWO,2025-12
-45.45,⚪ 數據不足,N/A,N/A,22.25,18.87,2025,萬旭,31.8500003815,0.0,-58.82,-1.5,-67.7,📉 獲利侵蝕,0.14,0.12,6134.TWO,2025-12
-77.5,⚪ 中性觀察,19.80%,-4.97%,-9.64,-7.86,2025,世德,57.9000015259,10.903955089623354,-77.02,79.64999999999999,-67.86,🌑 雙重衰退,1.33,1.34,2066.TWO,2025-12
-79.87,❌ 暫避觀望,28.02%,12.04%,-11.81,-11.91,2025,旭富,42.25,19.204545454545453,-86.03,33.0,-68.06,🌑 雙重衰退,0.57,0.9,4119.TW,2025-12
29.56,❌ 暫避觀望,N/A,N/A,97.77,93.9,2025,巨有科技,227.0,60.05291005291006,53.85,56.699999999999996,-68.21,⚠️ 獲利稀釋,1.4,2.06,8227.TWO,2025-12
-73.65,❌ 暫避觀望,17.99%,0.82%,-5.05,-2.33,2025,哲固,29.0,16.571428571428573,-77.78,26.25,-68.60000000000001,🌑 雙重衰退,0.3,0.47,3434.TWO,2025-12
-37.72,⚪ 數據不足,N/A,N/A,30.97,26.01,2025,安國,111.5,0.0,-129.13,-115.05,-68.69,📉 獲利侵蝕,-2.42,-3.19,8054.TWO,2025-12
-95.24,⚪ 數據不足,N/A,N/A,-26.42,-31.56,2025,高僑,49.0,0.0,-144.58,-11.850000000000001,-68.82,🔄 轉虧為盈,-0.37,0.05,6234.TWO,2025-12
-91.07,⚪ 數據不足,3.28%,-4.04%,-22.22,-17.56,2025,台達化,15.75,0.0,-55.0,-43.35,-68.85,🌑 雙重衰退,-0.93,-1.07,1309.TW,2025-12
-64.1,❌ 暫避觀望,N/A,N/A,5.45,0.67,2025,南茂,79.0999984741,183.95348482348842,-100.61,6.449999999999999,-69.55,🔄 轉虧為盈,-0.01,0.7,8150.TW,2025-12
-130.23,⚪ 數據不足,N/A,N/A,-59.86,-61.06,2025,國邑*,38.0,0.0,-35.26,-113.39999999999999,-70.36999999999999,🌑 雙重衰退,-2.11,-2.97,6875.TWO,2025-12
-108.06,⚪ 數據不足,-3.67%,-6.17%,-37.56,-36.55,2025,中鴻,17.1499996185,0.0,-92.98,-49.05,-70.5,🌑 雙重衰退,-1.1,-1.29,2014.TW,2025-12
-74.77,❌ 暫避觀望,N/A,N/A,-4.08,-1.96,2025,惠光,24.1000003815,22.314815168055553,-73.79,16.200000000000003,-70.69,🌑 雙重衰退,0.27,0.27,6508.TWO,2025-12
-80.37,⚪ 中性觀察,24.70%,-7.54%,-9.62,-13.54,2025,加捷生醫,11.5,13.372093023255815,-91.88,12.9,-70.75,🌑 雙重衰退,0.2,0.43,4109.TWO,2025-12
-81.13,⚪ 中性觀察,13.69%,-4.13%,-10.32,-5.85,2025,台南,20.4500007629,5.842857360828572,-69.8,52.5,-70.81,🌑 雙重衰退,0.77,0.57,1473.TW,2025-12
-77.68,⚪ 數據不足,-76.10%,-2289.99%,-6.55,-26.19,2025,浩鼎,31.6499996185,0.0,10.0,-423.0,-71.13000000000001,🌑 雙重衰退,-6.21,-15.61,4174.TWO,2025-12
-95.68,❌ 暫避觀望,15.90%,4.48%,-24.52,-23.4,2025,龍鋒,40.0,50.00000000000001,-107.89,11.999999999999998,-71.16000000000001,🔄 轉虧為盈,-0.34,0.24,3226.TWO,2025-12
-74.48,❌ 暫避觀望,21.28%,6.05%,-3.28,-3.86,2025,健和興,61.9000015259,32.57894817152632,-82.94,28.5,-71.2,🌑 雙重衰退,0.5,0.99,3003.TW,2025-12
-80.53,❌ 暫避觀望,N/A,N/A,-8.96,-8.5,2025,南良,13.0,44.82758620689655,-94.81,4.3500000000000005,-71.57,🌑 雙重衰退,0.04,0.22,5450.TWO,2025-12
-81.05,❌ 暫避觀望,13.55%,2.02%,-9.36,-3.32,2025,春雨,14.1999998093,21.1940295661194,-73.26,10.05,-71.69,🌑 雙重衰退,0.25,0.2,2012.TW,2025-12
-77.08,⚪ 中性觀察,N/A,N/A,-5.35,-4.94,2025,關中,44.2999992371,12.103824928169399,-88.89,54.900000000000006,-71.73,🌑 雙重衰退,0.48,1.16,8941.TWO,2025-12
-77.05,❌ 暫避觀望,N/A,N/A,-5.05,-5.87,2025,茂迪,29.3999996185,38.18181768636363,-46.15,11.550000000000002,-72.0,🌑 雙重衰退,0.28,0.14,6244.TWO,2025-12
-74.46,⚪ 數據不足,10.77%,1.84%,-1.8,8.05,2025,兆利,0.0,0.0,-87.97,0.0,-72.66,🌑 雙重衰退,0.73,2.23,3548.TWO,2025-12
-47.66,❌ 暫避觀望,15.14%,0.74%,25.19,28.81,2025,六方科-KY,187.0,17.69157994323557,-51.13,158.55,-72.85,📉 獲利侵蝕,3.23,4.13,4569.TW,2025-12
-114.96,⚪ 數據不足,N/A,N/A,-41.94,-99.58,2025,富旺,12.1999998093,0.0,-255.35,-87.75,-73.02,🌑 雙重衰退,-2.47,-0.76,6219.TWO,2025-12
-44.44,⚪ 數據不足,15.04%,-80.56%,28.81,17.54,2025,郡都開發,12.0,0.0,63.33,-5.1,-73.25,📉 獲利侵蝕,-0.11,-0.13,4402.TWO,2025-12
50.0,⚪ 數據不足,N/A,N/A,123.75,137.08,2025,欣普羅,38.0499992371,0.0,-41.94,-31.049999999999997,-73.75,⚠️ 獲利稀釋,-0.88,-0.16,6560.TWO,2025-12
-0.7,⚪ 中性觀察,60.04%,25.42%,73.85,35.48,2025,台新新光金,23.7999992371,5.5999998204941175,-27.12,63.75,-74.55,🏰 高護城河,1.3,1.91,2887.TW,2025-12
-85.71,❌ 暫避觀望,-37.47%,-176.58%,-10.18,-8.66,2025,統懋,29.9500007629,51.63793234982758,-58.97,8.700000000000001,-75.53,🌑 雙重衰退,0.32,0.02,2434.TW,2025-12
-74.4,⚪ 數據不足,25.17%,7.11%,1.33,-3.85,2025,萬在,0.0,0.0,-105.39,0.0,-75.73,🔄 轉虧為盈,-0.09,0.53,4543.TWO,2025-12
-69.73,⚪ 中性觀察,N/A,N/A,6.19,17.91,2025,金利食安,19.2000007629,14.769231356076926,-48.15,19.499999999999996,-75.92,📉 獲利侵蝕,0.58,0.57,7743.TWO,2025-12
-84.27,⚪ 數據不足,2.22%,-15.74%,-8.3,-11.73,2025,旭品,11.9499998093,0.0,-74.19,-58.05,-75.97,🌑 雙重衰退,-1.08,-1.64,3325.TWO,2025-12
31.64,⚪ 數據不足,N/A,N/A,108.17,122.44,2025,漢達,75.4000015259,0.0,39.62,0.0,-76.53,⚠️ 獲利稀釋,3.76,4.85,6620.TWO,2025-12
-92.76,⚪ 中性觀察,57.83%,50.09%,-15.8,-6.43,2025,材料*-KY,43.7000007629,1.2362093568005657,-91.36,530.25,-76.96000000000001,🏰 高護城河,4.94,6.1,4763.TW,2025-12
-79.59,❌ 暫避觀望,N/A,N/A,-1.9,-2.61,2025,弘凱,41.2000007629,22.888889312722224,-62.57,26.999999999999996,-77.69,🌑 雙重衰退,0.64,0.51,5244.TW,2025-12
160.13,❌ 暫避觀望,N/A,N/A,237.84,372.94,2025,長園科,41.7000007629,24.970060337065863,164.8,25.05,-77.71000000000001,⚠️ 獲利稀釋,0.81,0.92,8038.TWO,2025-12
-95.77,⚪ 數據不足,N/A,N/A,-17.19,0.33,2025,愛地雅,4.4000000954,0.0,-266.67,-51.45,-78.58,🌑 雙重衰退,-1.1,-1.39,8933.TWO,2025-12
-69.45,⚪ 中性觀察,37.30%,24.28%,9.26,5.78,2025,國巨*,629.0,12.330915506763379,-73.12,765.1500000000001,-78.71000000000001,📉 獲利侵蝕,8.22,11.51,2327.TW,2025-12
-90.28,❌ 暫避觀望,N/A,N/A,-11.54,-17.3,2025,伍豐,24.0499992371,45.37735705113207,-99.59,7.95,-78.74000000000001,🌑 雙重衰退,0.01,0.14,8076.TWO,2025-12
-77.63,❌ 暫避觀望,20.31%,4.98%,1.31,25.99,2025,愛山林,55.7999992371,22.409638247831325,-73.93,37.35,-78.94,📉 獲利侵蝕,0.68,0.69,2540.TW,2025-12
-122.76,⚪ 數據不足,-25.13%,-116.55%,-43.59,-47.7,2025,駿吉-KY,0.0,0.0,-44.76,0.0,-79.17,🌑 雙重衰退,-2.09,-2.75,1591.TWO,2025-12
-87.21,❌ 暫避觀望,0.84%,-27.07%,-7.88,-18.87,2025,佳和,12.6499996185,316.2499904625004,-128.57,0.5999999999999993,-79.33,🔄 轉虧為盈,-0.28,0.12,1449.TW,2025-12
-84.51,⚪ 數據不足,N/A,N/A,-4.81,-23.64,2025,美達科技,113.0,0.0,-131.03,-10.649999999999999,-79.7,🔄 轉虧為盈,-0.54,0.33,6735.TWO,2025-12
-81.97,❌ 暫避觀望,N/A,N/A,-2.15,-3.51,2025,加高,41.3499984741,58.23943447056338,-97.71,10.649999999999999,-79.82,🌑 雙重衰退,0.04,0.44,8182.TWO,2025-12
-35.0,⚪ 數據不足,N/A,N/A,45.18,56.34,2025,訊芯-KY,524.0,0.0,-672.73,-46.050000000000004,-80.18,🔄 轉虧為盈,-0.64,0.26,6451.TW,2025-12
-87.79,⚪ 中性觀察,N/A,N/A,-7.53,-2.24,2025,可寧衛*,26.7999992371,1.129372070674252,40.9,355.95,-80.26,🌑 雙重衰退,10.47,1.29,8422.TW,2025-12
-70.28,⚪ 中性觀察,22.10%,9.53%,10.44,2.6,2025,聯德控股-KY,106.0,14.021164021164022,-45.51,113.39999999999999,-80.72,📉 獲利侵蝕,2.73,1.98,4912.TW,2025-12
-116.56,⚪ 數據不足,14.16%,-1.55%,-35.66,-33.96,2025,正文,40.2999992371,0.0,-140.91,-20.55,-80.9,🌑 雙重衰退,-0.45,-0.25,4906.TW,2025-12
-101.09,⚪ 數據不足,5.40%,-14.81%,-20.15,-17.29,2025,光罩,54.4000015259,0.0,-394.25,-190.34999999999997,-80.94,🌑 雙重衰退,-3.56,-4.88,2338.TW,2025-12
-71.34,❌ 暫避觀望,N/A,N/A,10.3,10.79,2025,今展科,55.7000007629,84.3939405498485,-90.83,9.899999999999999,-81.64,📉 獲利侵蝕,0.11,0.48,6432.TWO,2025-12
-92.31,⚪ 數據不足,N/A,N/A,-10.01,-14.19,2025,亞矽,27.6000003815,0.0,31.58,-5.1000000000000005,-82.3,🌑 雙重衰退,-0.13,-0.25,6113.TWO,2025-12
-61.33,⚪ 中性觀察,15.03%,0.14%,21.35,6.94,2025,堤維西,29.4500007629,6.723744466415526,-73.56,65.7,-82.68,📉 獲利侵蝕,1.17,1.72,1522.TW,2025-12
-80.0,⚪ 數據不足,19.34%,7.12%,3.55,0.43,2025,聯嘉投控,24.6499996185,0.0,-182.86,0.0,-83.55,🔄 轉虧為盈,-0.29,0.08,3717.TW,2025-12
-55.26,⚪ 數據不足,N/A,N/A,28.45,51.06,2025,嘉雨思-創,78.1999969482,0.0,-25.0,0.0,-83.71,📉 獲利侵蝕,0.21,0.35,6921.TW,2025-12
-64.17,❌ 暫避觀望,N/A,N/A,19.58,32.38,2025,達亞,188.0,87.03703703703704,-4.23,32.400000000000006,-83.75,📉 獲利侵蝕,0.68,0.67,6762.TWO,2025-12
-91.2,⚪ 中性觀察,N/A,N/A,-6.07,-6.12,2025,禾昌,18.0499992371,13.57142799781955,-51.97,19.95,-85.13,🌑 雙重衰退,0.62,0.11,6158.TWO,2025-12
-94.0,❌ 暫避觀望,37.93%,11.05%,-8.17,-5.31,2025,中電,11.5,50.00000000000001,-76.74,3.4499999999999997,-85.83,🌑 雙重衰退,0.1,0.03,1611.TW,2025-12
-84.96,⚪ 數據不足,5.62%,-16.08%,1.1,2.18,2025,州巧,37.0,0.0,-43.75,-55.95,-86.05999999999999,📉 獲利侵蝕,-1.16,-2.24,3543.TW,2025-12
-54.81,❌ 暫避觀望,N/A,N/A,31.54,37.74,2025,奈米醫材,74.0,20.49861495844875,-59.52,54.150000000000006,-86.35,📉 獲利侵蝕,0.7,1.09,6612.TWO,2025-12
-92.0,❌ 暫避觀望,11.85%,-0.08%,-5.46,-6.15,2025,中華化,102.0,3400.0,-93.18,0.44999999999999996,-86.54,🌑 雙重衰退,0.03,0.04,1727.TW,2025-12
-95.74,⚪ 數據不足,-2.65%,-25.24%,-9.04,-10.09,2025,富采,81.4000015259,0.0,-154.37,-130.50000000000003,-86.69999999999999,🌑 雙重衰退,-2.62,-3.69,3714.TW,2025-12
-92.39,⚪ 數據不足,11.81%,4.89%,-5.25,-9.76,2025,嘉晶,121.0,0.0,-110.98,-2.25,-87.14,🔄 轉虧為盈,-0.09,0.07,3016.TW,2025-12
-96.23,⚪ 數據不足,0.24%,-22.36%,-8.18,-14.16,2025,新晶投控,12.9499998093,0.0,-13.64,-27.9,-88.05000000000001,🌑 雙重衰退,-0.55,-1.13,3713.TWO,2025-12
-14.16,⚪ 中性觀察,54.20%,26.68%,73.94,9.02,2025,亞信,122.0,13.21776814734561,7.31,138.45000000000002,-88.1,🏰 高護城河,3.67,0.97,3169.TWO,2026-03
-92.45,⚪ 數據不足,22.32%,6.52%,-4.04,-11.44,2025,元創精密,30.0,0.0,-63.16,-36.9,-88.41,🌑 雙重衰退,-0.62,-1.02,3685.TWO,2025-12
-96.99,⚪ 數據不足,19.24%,-16.80%,-8.56,-4.45,2025,單井,43.5,0.0,-80.0,-2.850000000000001,-88.42999999999999,🌑 雙重衰退,0.43,0.05,3490.TWO,2025-12
-93.16,❌ 暫避觀望,8.16%,-0.43%,-4.37,-0.15,2025,台榮,11.8500003815,8.538825168394181e+17,-87.62,2.0816681711721685e-16,-88.78999999999999,🌑 雙重衰退,0.13,0.08,1220.TW,2025-12
-91.3,⚪ 數據不足,15.20%,-3.10%,-2.4,-3.65,2025,慶騰,24.25,0.0,-630.0,-18.3,-88.89999999999999,🔄 轉虧為盈,-0.53,0.01,4534.TWO,2025-12
-90.0,❌ 暫避觀望,20.30%,1.48%,-0.7,-1.02,2025,建大,16.7000007629,69.58333651208333,-94.5,3.6,-89.3,🌑 雙重衰退,0.06,0.13,2106.TW,2025-12
-141.41,⚪ 數據不足,N/A,N/A,-51.86,-44.17,2025,申豐,30.8500003815,0.0,-117.59,-23.249999999999996,-89.55,🌑 雙重衰退,-0.19,-0.41,6582.TW,2025-12
-121.74,⚪ 數據不足,N/A,N/A,-31.37,-30.69,2025,佑華,12.8999996185,0.0,-103.09,-97.19999999999999,-90.36999999999999,🌑 雙重衰退,-1.97,-2.55,8024.TWO,2025-12
-74.05,❌ 暫避觀望,25.04%,8.41%,16.57,27.0,2025,映興,28.2000007629,53.20754860924528,-84.21,7.95,-90.62,📉 獲利侵蝕,0.12,0.34,3597.TWO,2025-12
-70.0,⚪ 數據不足,46.90%,-39.20%,20.96,46.84,2025,桂田文創,10.3999996185,0.0,-4.35,-12.600000000000001,-90.96000000000001,📉 獲利侵蝕,-0.24,-0.34,4806.TWO,2025-12
-106.78,⚪ 數據不足,N/A,N/A,-15.41,-20.75,2025,鑫創電子,55.9000015259,0.0,-148.8,-36.449999999999996,-91.37,🌑 雙重衰退,-1.03,-0.29,6680.TWO,2025-12
-91.14,⚪ 數據不足,N/A,N/A,0.63,-0.47,2025,冠好,16.6499996185,0.0,-136.75,-21.45,-91.77,🔄 轉虧為盈,-0.43,0.14,8354.TWO,2025-12
-29.75,❌ 暫避觀望,42.16%,2.86%,62.61,87.19,2025,智原,211.0,27.83641160949868,-34.95,113.7,-92.36,📉 獲利侵蝕,2.01,2.81,3035.TW,2025-12
-97.61,⚪ 數據不足,N/A,N/A,-4.99,3.65,2025,華祺,22.0,0.0,-128.23,-10.2,-92.62,🔄 轉虧為盈,-0.35,0.06,5015.TWO,2025-12
-63.43,⚪ 數據不足,41.27%,10.21%,29.3,40.54,2025,磐儀,52.0,0.0,-107.04,-2.6999999999999993,-92.73,🔄 轉虧為盈,-0.05,0.49,3594.TWO,2025-12
-96.0,⚪ 數據不足,12.71%,7.26%,-3.11,-6.91,2025,寶隆,10.5,0.0,-650.0,-7.95,-92.89,🔄 轉虧為盈,-0.15,0.01,1906.TW,2025-12
-112.99,❌ 暫避觀望,N/A,N/A,-19.95,-21.78,2025,橘子,39.4500007629,96.21951405585367,-96.54,6.149999999999999,-93.03999999999999,🌑 雙重衰退,0.44,-1.53,6180.TWO,2025-12
-114.55,⚪ 數據不足,-14.72%,-18.44%,-21.22,-14.97,2025,唐榮,28.3500003815,0.0,-181.25,-181.2,-93.33,🌑 雙重衰退,-3.6,-4.72,2035.TWO,2025-12
-92.73,⚪ 數據不足,27.89%,-1.07%,0.72,-0.77,2025,鈺德,12.5,0.0,-96.92,-0.30000000000000027,-93.45,📉 獲利侵蝕,0.02,0.04,3050.TW,2025-12
-29.4,⚪ 中性觀察,13.87%,5.75%,64.32,80.92,2025,大綜,186.0,8.485401459854016,10.24,328.79999999999995,-93.72,📉 獲利侵蝕,5.92,8.43,3147.TWO,2025-12
-91.75,⚪ 數據不足,22.57%,4.08%,2.36,0.54,2025,台嘉碩,56.4000015259,0.0,-130.14,-1.6500000000000001,-94.11,🔄 轉虧為盈,-0.22,0.08,3221.TWO,2025-12
-92.04,⚪ 數據不足,22.76%,-1.26%,2.83,5.73,2025,廣華-KY,15.8500003815,0.0,-254.55,-97.5,-94.87,📉 獲利侵蝕,-2.0,-2.24,1338.TW,2025-12
-72.78,❌ 暫避觀望,N/A,N/A,22.83,25.43,2025,擎亞,118.5,37.8594249201278,-80.2,46.949999999999996,-95.61,📉 獲利侵蝕,0.58,0.89,8096.TWO,2025-12
-93.2,❌ 暫避觀望,N/A,N/A,2.56,5.67,2025,邑錡,96.6999969482,235.8536510931707,-95.69,6.15,-95.76,📉 獲利侵蝕,0.05,0.1,7402.TWO,2025-12
-111.9,⚪ 數據不足,7.41%,2.54%,-14.15,-14.79,2025,燦星旅,25.8500003815,0.0,-124.87,-11.1,-97.75,🌑 雙重衰退,-0.47,-0.15,2719.TWO,2025-12
-97.61,❌ 暫避觀望,N/A,N/A,0.3,-1.08,2025,大井泵浦,57.2000007629,24.549356550600855,-75.94,34.95,-97.91,📉 獲利侵蝕,0.64,0.06,6982.TWO,2025-12
-87.1,❌ 暫避觀望,23.68%,-4.87%,12.02,13.39,2025,協易機,33.4000015259,98.23529860558826,-96.64,5.1,-99.11999999999999,📉 獲利侵蝕,0.04,0.2,4533.TWO,2025-12
-94.87,❌ 暫避觀望,20.16%,-2.95%,5.68,17.21,2025,進泰電子,27.75,111.00000000000003,37.5,3.749999999999999,-100.55000000000001,🔄 轉虧為盈,-0.1,0.04,3465.TWO,2025-12
-108.77,⚪ 數據不足,N/A,N/A,-7.95,0.11,2025,欣技,16.3500003815,0.0,12.7,-33.300000000000004,-100.82,🌑 雙重衰退,-0.55,-1.19,6160.TWO,2025-12
-96.3,❌ 暫避觀望,9.08%,-2.06%,4.72,4.39,2025,群創,44.6500015259,212.6190548852381,109.38,3.15,-101.02,📉 獲利侵蝕,0.03,0.03,3481.TW,2025-12
-122.06,⚪ 數據不足,N/A,N/A,-21.01,-20.17,2025,有益,9.3999996185,0.0,-141.07,-6.15,-101.05,🌑 雙重衰退,-0.23,-0.15,9962.TWO,2025-12
-72.63,⚪ 數據不足,N/A,N/A,29.86,31.33,2025,旭暉應材,34.2000007629,0.0,-51.58,-67.35000000000001,-102.49,📉 獲利侵蝕,-1.45,-1.65,6698.TW,2025-12
63.58,⚪ 數據不足,N/A,N/A,166.89,300.12,2025,華冠,13.0,0.0,66.4,-136.64999999999998,-103.30999999999999,⚠️ 獲利稀釋,-2.53,-3.15,8101.TW,2025-12
-79.55,❌ 暫避觀望,13.18%,1.56%,23.93,26.11,2025,星宇航空,20.4500007629,23.77907065453488,-73.33,12.900000000000002,-103.47999999999999,📉 獲利侵蝕,0.16,0.09,2646.TW,2025-12
-93.62,⚪ 數據不足,N/A,N/A,10.0,-10.4,2025,鈦昇,244.5,0.0,-355.88,-72.00000000000001,-103.62,📉 獲利侵蝕,-1.59,-0.93,8027.TWO,2025-12
-90.0,⚪ 數據不足,N/A,N/A,16.02,15.96,2025,泰藝,66.8000030518,0.0,-196.0,-7.800000000000001,-106.02,🔄 轉虧為盈,-0.24,0.04,8289.TWO,2025-12
-109.86,⚪ 數據不足,N/A,N/A,-3.8,-2.76,2025,正能量智能,17.7000007629,0.0,-15.91,-55.949999999999996,-106.06,🌑 雙重衰退,-1.02,-1.49,5348.TWO,2025-12
-86.55,❌ 暫避觀望,16.79%,4.95%,20.89,-22.96,2025,晶呈科技,455.0,1378.7878787878785,-103.78,4.950000000000001,-107.44,🔄 轉虧為盈,-0.09,0.39,4768.TWO,2025-12
-106.38,⚪ 中性觀察,28.78%,9.33%,1.42,10.25,2025,永新-KY,47.0,11.270983213429258,-129.31,62.55,-107.8,📉 獲利侵蝕,-2.24,-0.67,4557.TW,2025-12
-129.33,⚪ 數據不足,N/A,N/A,-20.79,-23.23,2025,上亞科技,22.0,0.0,-1077.78,-58.35,-108.54000000000002,🌑 雙重衰退,-1.06,-1.72,6130.TWO,2025-12
-126.47,⚪ 數據不足,N/A,N/A,-17.71,-20.28,2025,萬國通,11.0,0.0,-150.0,-13.35,-108.75999999999999,🌑 雙重衰退,-0.44,-0.27,9950.TWO,2025-12
-99.01,⚪ 數據不足,N/A,N/A,10.22,2.29,2025,隆中,47.0,0.0,-120.18,-8.25,-109.23,🔄 轉虧為盈,-0.46,0.02,6542.TWO,2025-12
-90.74,⚪ 數據不足,N/A,N/A,19.77,23.03,2025,研通,27.5499992371,0.0,-103.57,-2.399999999999999,-110.50999999999999,🔄 轉虧為盈,-0.02,0.05,6229.TWO,2025-12
-106.61,⚪ 數據不足,-3.81%,-23.08%,5.02,11.56,2025,濱川,52.7000007629,0.0,-163.13,-226.35,-111.63,📉 獲利侵蝕,-4.54,-5.61,1569.TWO,2025-12
-106.98,⚪ 數據不足,-12.37%,-29.19%,5.53,0.72,2025,正達,59.0999984741,0.0,-272.73,-111.9,-112.51,📉 獲利侵蝕,-2.24,-2.86,3149.TW,2025-12
