eps_yoy,advice,gm,om,rev_yoy,prev_rev_yoy,prev_year,name,price,pe,prev_eps_yoy,est_price,expansion,status,prev_eps,eps,symbol,date
12.0,💎 強力關注,N/A,N/A,-5.34,-5.96,2025,美隆電,21.1499996185,4.806818095113637,15.33,65.99999999999999,17.34,🧐 疑業外收益,1.58,1.68,2477.TW,2025-12
14.36,💎 強力關注,20.63%,8.37%,-2.98,0.76,2025,大甲,44.4000015259,7.628866241563574,28.36,87.30000000000001,17.34,🧐 疑業外收益,1.72,2.31,2221.TWO,2025-12
45.05,💎 強力關注,32.82%,16.47%,27.72,27.79,2025,建準,158.5,8.604777415852334,45.85,276.3,17.33,🚀 利潤擴張,5.65,7.94,2421.TW,2025-12
13.93,⚠️ 追價風險,N/A,N/A,-3.04,13.75,2025,萬潤,1140.0,29.3285310007718,29.69,583.0500000000001,16.97,🧐 疑業外收益,12.1,15.46,6187.TWO,2025-12
22.61,💎 強力關注,N/A,N/A,5.66,11.11,2025,碩網,68.1999969482,10.982286143027377,41.18,93.14999999999999,16.95,🚀 利潤擴張,2.13,2.65,7547.TWO,2025-12
24.54,✅ 穩健價值,32.60%,21.55%,7.68,8.92,2025,立隆電,260.0,14.061654948620875,4.85,277.35,16.86,🚀 利潤擴張,5.19,8.73,2472.TW,2025-12
31.78,💎 強力關注,N/A,N/A,15.15,71.04,2025,榮群,24.6000003815,8.172757601827243,208.57,45.15,16.630000000000003,🚀 利潤擴張,1.09,1.42,8034.TWO,2025-12
32.54,💎 強力關注,N/A,N/A,15.92,28.4,2025,建國,40.2000007629,4.701754475192982,20.75,128.25,16.619999999999997,🚀 利潤擴張,2.91,4.48,5515.TW,2025-12
16.56,💎 強力關注,24.99%,21.14%,0.05,-7.87,2025,中再保,34.7999992371,4.671140837194631,-23.95,111.75,16.509999999999998,🚀 利潤擴張,2.0,3.66,2851.TW,2025-12
41.55,⚪ 數據不足,-4.13%,-22.91%,25.06,43.83,2025,力銘,17.4500007629,0.0,7.69,-66.3,16.49,🚀 利潤擴張,-1.8,-1.4,3593.TW,2025-12
12.64,💎 強力關注,N/A,N/A,-3.47,-3.22,2025,大江,120.5,6.276041666666667,16.0,288.0,16.11,🧐 疑業外收益,5.89,8.68,8436.TWO,2025-12
41.92,💎 強力關注,15.94%,4.63%,25.86,23.74,2025,華碩,682.0,4.479180349402338,11.41,2283.9,16.060000000000002,🚀 利潤擴張,44.63,59.99,2357.TW,2025-12
43.01,⚠️ 追價風險,N/A,N/A,27.06,34.44,2025,華星光,630.0,48.95104895104895,37.64,193.04999999999998,15.95,🚀 利潤擴張,3.73,5.43,4979.TWO,2025-12
28.24,💎 強力關注,31.32%,10.89%,12.31,12.07,2025,祺驊,31.3999996185,6.610526235473684,26.73,71.25,15.929999999999998,🚀 利潤擴張,1.28,2.18,1593.TWO,2025-12
55.56,⚪ 數據不足,N/A,N/A,39.69,22.1,2025,太欣,10.1000003815,0.0,0.0,-8.85,15.870000000000005,🚀 利潤擴張,-0.2,-0.12,5302.TWO,2025-12
95.65,⚪ 數據不足,N/A,N/A,79.86,95.06,2025,成信實業*-創,28.0,0.0,87.3,-8.85,15.790000000000006,🚀 利潤擴張,-0.24,-0.09,6969.TW,2025-12
34.88,⚪ 數據不足,8.38%,-32.45%,19.09,19.64,2025,光環,104.0,0.0,45.03,-41.099999999999994,15.790000000000003,🚀 利潤擴張,-0.94,-1.4,3234.TWO,2025-12
24.18,⚠️ 追價風險,19.52%,9.94%,8.39,7.92,2025,日月光投控,561.0,27.24623603691112,11.64,308.85,15.79,🚀 利潤擴張,5.99,9.37,3711.TW,2025-12
26.25,⚪ 數據不足,41.11%,-18.36%,10.54,12.53,2025,易威,0.0,0.0,44.44,0.0,15.71,🚀 利潤擴張,-0.35,-0.59,1799.TWO,2025-12
16.81,⚪ 數據不足,N/A,N/A,1.16,12.2,2025,業強,29.6000003815,0.0,-22.86,-49.95,15.649999999999999,🚀 利潤擴張,-0.86,-0.99,6124.TWO,2025-12
75.21,⚠️ 追價風險,N/A,N/A,59.96,41.37,2025,宜鼎,1725.0,39.60055096418733,33.7,653.4000000000001,15.249999999999993,🚀 利潤擴張,12.46,21.72,5289.TWO,2025-12
20.66,💎 強力關注,51.76%,18.42%,5.54,4.13,2025,固緯,74.6999969482,11.001472304594992,26.58,101.85,15.120000000000001,🏰 高護城河,2.0,2.92,2423.TW,2025-12
14.63,⚪ 數據不足,N/A,N/A,-0.4,12.72,2025,立軒,20.6000003815,0.0,16.13,-15.449999999999998,15.030000000000001,🧐 疑業外收益,-0.31,-0.4,6222.TWO,2025-12
46.42,✅ 穩健價值,62.33%,54.00%,31.61,36.39,2025,台積電,2255.0,14.430152940423627,51.8,2344.0499999999997,14.810000000000002,🏰 高護城河,46.75,66.26,2330.TW,2025-12
17.48,💎 強力關注,N/A,N/A,2.77,4.39,2025,聚和,50.0999984741,6.724832009946307,9.22,111.75000000000001,14.71,🚀 利潤擴張,2.35,2.87,6509.TWO,2025-12
11.54,⚪ 數據不足,N/A,N/A,-2.79,-0.96,2025,輝創,37.5999984741,0.0,-11.4,0.0,14.329999999999998,🧐 疑業外收益,2.02,2.9,6722.TW,2025-12
8.0,💎 強力關注,10.74%,5.38%,-6.25,-5.83,2025,福懋油,29.4500007629,7.512755296658163,-6.67,58.8,14.25,🧐 疑業外收益,1.12,1.62,1225.TW,2025-12
11.76,⚪ 數據不足,N/A,N/A,-2.37,15.97,2025,資拓宏宇,0.0,0.0,163.64,0.0,14.129999999999999,🧐 疑業外收益,0.87,2.08,6614.TW,2025-12
44.26,⚪ 數據不足,N/A,N/A,30.15,32.44,2025,東聯互動,167.5,0.0,75.19,0.0,14.11,🚀 利潤擴張,11.58,14.61,7738.TWO,2025-12
30.18,⚠️ 追價風險,34.18%,15.49%,16.1,15.28,2025,中砂,688.0,32.69961977186312,9.71,315.59999999999997,14.079999999999998,🚀 利潤擴張,6.02,9.28,1560.TW,2025-12
56.1,✅ 穩健價值,N/A,N/A,42.16,-34.55,2025,致和證,33.2000007629,15.58685481826291,-53.39,31.95,13.940000000000005,🚀 利潤擴張,1.17,2.56,5864.TWO,2025-12
13.14,💎 強力關注,N/A,N/A,-0.76,-5.79,2025,德勝,62.7000007629,10.904347958765216,5.03,86.25,13.9,🧐 疑業外收益,1.67,2.67,8048.TWO,2025-12
25.87,💎 強力關注,13.84%,7.24%,11.98,-3.98,2025,欣陸,20.1499996185,6.356466756624606,-42.14,47.55,13.89,🚀 利潤擴張,0.92,1.8,3703.TW,2025-12
14.29,⚪ 數據不足,N/A,N/A,0.42,-19.16,2025,天瀚,25.0,0.0,-375.0,-7.199999999999999,13.87,🚀 利潤擴張,-0.19,-0.06,6225.TW,2025-12
21.15,💎 強力關注,N/A,N/A,7.36,11.53,2025,宣德,29.0499992371,4.940476060731291,-11.11,88.20000000000002,13.79,🚀 利潤擴張,1.54,2.77,5457.TWO,2025-12
28.3,💎 強力關注,89.95%,32.37%,14.52,13.69,2025,高雄銀,11.8500003815,7.269938884355828,28.21,24.45,13.780000000000001,🏰 高護城河,0.49,0.68,2836.TW,2025-12
-9.8,⚪ 數據不足,-29.22%,-33.95%,-23.43,-17.76,2025,燁興,6.9699997902,0.0,0.0,-76.95,13.629999999999999,🌑 雙重衰退,-1.54,-2.24,2007.TW,2025-12
22.08,⚠️ 追價風險,N/A,N/A,8.58,-2.39,2025,亞泰金屬,600.0,41.78272980501393,-7.17,215.39999999999998,13.499999999999998,🚀 利潤擴張,4.14,6.8,6727.TWO,2025-12
10.87,✅ 穩健價值,30.58%,1.57%,-2.6,6.34,2025,合勤控,44.0,13.968253968253967,633.33,47.25000000000001,13.469999999999999,🧐 疑業外收益,1.13,1.56,3704.TW,2025-12
44.34,⚪ 數據不足,N/A,N/A,30.88,41.28,2025,驊陞,0.0,0.0,137.1,0.0,13.460000000000004,🚀 利潤擴張,2.94,3.43,6272.TW,2025-12
6.63,⚪ 數據不足,-13.35%,-27.74%,-6.83,-4.71,2025,泰鼎-KY,56.2999992371,0.0,31.27,-262.95000000000005,13.46,🧐 疑業外收益,-4.9,-8.65,4927.TW,2025-12
10.59,💎 強力關注,N/A,N/A,-2.8,-3.72,2025,樺漢,350.5,6.210134656272148,28.02,846.5999999999999,13.39,🧐 疑業外收益,17.04,23.26,6414.TW,2025-12
47.62,⚪ 數據不足,N/A,N/A,34.56,23.91,2025,捷創科技,229.0,0.0,56.59,0.0,13.059999999999995,🚀 利潤擴張,3.21,6.25,7810.TWO,2025-12
25.0,⚠️ 追價風險,N/A,N/A,12.22,9.61,2025,富強鑫,22.3999996185,25.747125998275862,-35.71,13.05,12.78,🚀 利潤擴張,0.27,0.61,6603.TWO,2025-12
51.64,💎 強力關注,N/A,N/A,38.99,33.28,2025,必應,73.0999984741,3.807291587192709,68.94,288.0,12.649999999999999,🚀 利潤擴張,6.5,9.13,6625.TW,2025-12
17.71,✅ 穩健價值,N/A,N/A,5.25,4.44,2025,瀚荃,105.5,12.741545893719804,2.54,124.20000000000002,12.46,🚀 利潤擴張,2.47,3.92,8103.TW,2025-12
17.23,⚠️ 追價風險,18.70%,10.97%,4.87,4.46,2025,華通,278.0,23.12811980033278,9.06,180.29999999999998,12.36,🚀 利潤擴張,3.61,5.51,2313.TW,2025-12
22.25,💎 強力關注,N/A,N/A,9.96,13.82,2025,實威,173.0,5.772439105772439,24.85,449.54999999999995,12.29,🚀 利潤擴張,8.34,13.46,8416.TWO,2025-12
19.21,💎 強力關注,5.21%,1.48%,6.95,15.92,2025,英業達,59.5,10.205831903945112,35.04,87.44999999999999,12.260000000000002,🚀 利潤擴張,1.85,2.42,2356.TW,2025-12
94.5,✅ 穩健價值,13.52%,7.02%,82.32,71.69,2025,彬台,42.7999992371,14.508474317661017,100.0,44.25,12.180000000000007,🚀 利潤擴張,0.5,2.12,3379.TWO,2025-12
52.82,⚠️ 追價風險,N/A,N/A,40.64,52.48,2025,信驊,17780.0,74.16986484231603,67.72,3595.8,12.18,🚀 利潤擴張,72.23,103.92,5274.TWO,2025-12
66.99,💎 強力關注,N/A,N/A,55.14,56.94,2025,坤悅,22.7000007629,1.830645222814516,61.14,186.0,11.849999999999994,🚀 利潤擴張,3.69,3.44,5206.TWO,2025-12
18.15,💎 強力關注,4.40%,2.40%,6.36,10.09,2025,中鋼構,41.9000015259,5.616622188458446,13.5,111.9,11.79,🚀 利潤擴張,2.27,3.19,2013.TW,2025-12
1.75,⚪ 數據不足,49.56%,23.11%,-9.99,-35.17,2025,國光生,17.5,0.0,-137.78,-48.6,11.74,🧐 疑業外收益,-1.09,-0.57,4142.TW,2025-12
41.67,💎 強力關注,37.66%,28.21%,30.08,27.65,2025,京元電子,296.0,11.849479583666936,52.55,374.69999999999993,11.590000000000003,🚀 利潤擴張,7.17,9.01,2449.TW,2025-12
13.14,💎 強力關注,N/A,N/A,1.59,-12.49,2025,康和證,22.8999996185,11.50753749673367,-23.97,29.849999999999998,11.55,🚀 利潤擴張,1.11,1.98,6016.TWO,2025-12
-20.55,⚪ 數據不足,16.83%,-125.48%,-31.79,-39.2,2025,蔚華科,118.0,0.0,-19.72,-99.60000000000001,11.239999999999998,🌑 雙重衰退,-1.73,-2.68,3055.TW,2025-12
31.09,💎 強力關注,N/A,N/A,19.97,19.97,2025,華景電,423.5,10.413080895008607,34.48,610.05,11.120000000000001,🚀 利潤擴張,12.09,17.36,6788.TWO,2025-12
15.38,⚠️ 追價風險,N/A,N/A,4.4,4.12,2025,鉅橡,78.8000030518,28.759125201386862,-10.99,41.1,10.98,🚀 利潤擴張,0.81,1.35,8074.TWO,2025-12
64.8,⚠️ 追價風險,33.66%,24.30%,54.05,49.83,2025,金像電,1330.0,30.393053016453383,50.06,656.4,10.75,🚀 利潤擴張,13.61,19.47,2368.TW,2025-12
21.94,💎 強力關注,25.47%,17.08%,11.54,11.61,2025,健鼎,490.5,10.259359966534197,25.96,717.1500000000001,10.400000000000002,🚀 利潤擴張,14.75,19.45,3044.TW,2025-12
30.21,✅ 穩健價值,11.41%,4.34%,19.94,25.51,2025,華經,34.2000007629,12.258064789569891,32.76,41.85,10.27,🚀 利潤擴張,0.77,1.25,2468.TW,2025-12
-80.68,⚠️ 追價風險,61.03%,12.48%,-90.93,-70.82,2025,宏璟,33.5499992371,419.37499046375024,-55.04,1.1999999999999993,10.25,🏰 高護城河,0.6,0.93,2527.TW,2025-12
4.73,⚪ 數據不足,16.49%,2.59%,-5.32,-6.62,2025,泰山,0.0,0.0,-16.8,0.0,10.05,🧐 疑業外收益,1.07,1.59,1218.TW,2025-12
32.83,💎 強力關注,3.74%,1.75%,22.78,19.83,2025,文曄,289.0,10.767511177347245,41.71,402.59999999999997,10.049999999999997,🚀 利潤擴張,8.11,11.61,3036.TW,2025-12
30.29,✅ 穩健價值,28.44%,14.20%,20.3,20.14,2025,臺慶科,279.0,10.894181960171808,58.06,384.15,9.989999999999998,🚀 利潤擴張,7.84,10.26,3357.TWO,2025-12
39.18,✅ 穩健價值,45.11%,18.06%,29.32,22.45,2025,虹冠電,52.7999992371,6.399999907527273,26.19,123.75,9.86,🚀 利潤擴張,2.65,3.42,3257.TW,2025-12
30.06,✅ 穩健價值,91.14%,40.48%,20.44,15.61,2025,玉山金,31.2999992371,5.872420119530957,23.66,79.95,9.619999999999997,🏰 高護城河,1.62,2.12,2884.TW,2025-12
-25.0,⚠️ 追價風險,5.75%,-72.91%,-34.37,-27.03,2025,首利,10.8500003815,49.31818355227272,-117.24,3.3,9.369999999999997,🔄 轉虧為盈,-0.05,0.03,1471.TW,2025-12
5.37,✅ 穩健價值,15.94%,10.83%,-3.84,-2.5,2025,東和鋼鐵,65.5,4.217643271088217,-0.44,232.95,9.21,🧐 疑業外收益,4.55,6.47,2006.TW,2025-12
31.94,✅ 穩健價值,N/A,N/A,22.89,21.32,2025,茂達,318.5,10.542866600463423,24.31,453.15000000000003,9.05,🚀 利潤擴張,9.27,13.04,6138.TWO,2025-12
13.1,✅ 穩健價值,97.25%,45.93%,4.06,1.87,2025,華南金,31.9500007629,7.006579114671053,10.0,68.39999999999999,9.04,🏰 高護城河,1.43,1.9,2880.TW,2025-12
6.41,⚪ 數據不足,N/A,N/A,-2.54,5.88,2025,攸泰科技,47.0,0.0,79.17,-7.05,8.95,🧐 疑業外收益,-0.1,-0.73,6928.TW,2025-12
2.44,✅ 穩健價值,N/A,N/A,-5.88,-6.16,2025,光譜,25.4500007629,11.728110950645162,12.28,32.55,8.32,🧐 疑業外收益,0.65,0.72,5381.TWO,2025-12
10.9,✅ 穩健價值,N/A,N/A,2.6,3.98,2025,力泰,82.1999969482,3.215962321917058,17.13,383.4,8.3,🚀 利潤擴張,7.92,9.97,5520.TWO,2025-12
15.65,⚪ 數據不足,-7.81%,-65.06%,7.41,8.04,2025,大略-KY,3.2699999809,0.0,55.65,-39.300000000000004,8.24,🚀 利潤擴張,-0.65,-1.54,4804.TWO,2025-12
7.5,✅ 穩健價值,N/A,N/A,-0.56,12.82,2025,宇智,47.7999992371,6.035353439027778,14.07,118.8,8.06,🧐 疑業外收益,2.27,3.87,6470.TWO,2025-12
4.25,✅ 穩健價值,N/A,N/A,-3.78,-8.2,2025,智冠,99.0999984741,5.110881819190304,-5.4,290.85,8.03,🧐 疑業外收益,5.84,7.93,5478.TWO,2025-12
28.92,✅ 穩健價值,15.35%,8.19%,20.92,19.58,2025,華泰,54.5999984741,11.05263127006073,-2.16,74.1,8.0,🚀 利潤擴張,1.41,2.45,2329.TW,2025-12
49.96,⚠️ 追價風險,41.25%,31.26%,42.0,52.19,2025,健策,3660.0,40.35281146637266,62.75,1360.5,7.960000000000001,🚀 利潤擴張,26.92,36.75,3653.TW,2025-12
38.68,✅ 穩健價值,32.53%,8.38%,31.04,40.71,2025,鼎翰,187.5,4.072545612510861,23.16,690.6,7.640000000000001,🚀 利潤擴張,13.9,19.63,3611.TWO,2025-12
23.44,✅ 穩健價值,N/A,N/A,15.91,17.89,2025,凌網,46.4000015259,5.7425744462747526,-1.4,121.2,7.530000000000001,🚀 利潤擴張,2.82,4.74,5212.TWO,2025-12
25.64,✅ 穩健價值,30.40%,14.85%,18.23,15.97,2025,東浦,48.25,12.246192893401016,-0.64,59.1,7.41,🚀 利潤擴張,1.22,2.02,3290.TWO,2025-12
6.35,⚪ 數據不足,15.28%,-5.62%,-0.93,1.3,2025,矽瑪,21.4500007629,0.0,11.5,-45.89999999999999,7.279999999999999,🧐 疑業外收益,-1.0,-1.18,3511.TWO,2025-12
4.35,⚪ 中性觀察,4.90%,-1.88%,-2.83,-0.21,2025,華新,36.5,21.09826589595376,-41.67,25.95,7.18,🧐 疑業外收益,0.52,0.75,1605.TW,2025-12
46.52,✅ 穩健價值,17.19%,13.88%,39.37,30.93,2025,漢唐,1155.0,10.437375745526838,52.4,1659.9,7.150000000000006,🚀 利潤擴張,34.07,48.08,2404.TW,2025-12
12.1,⚠️ 追價風險,17.62%,5.81%,5.01,5.39,2025,禾伸堂,476.5,29.633084577114424,5.79,241.20000000000002,7.09,🚀 利潤擴張,4.75,6.58,3026.TW,2025-12
13.09,✅ 穩健價值,N/A,N/A,6.1,7.66,2025,生展,97.5,3.694581280788177,28.46,395.85,6.99,🚀 利潤擴張,8.62,10.02,8279.TWO,2025-12
28.09,✅ 穩健價值,21.72%,10.49%,21.11,23.16,2025,光寶科,207.0,12.95369211514393,28.23,239.70000000000002,6.98,🚀 利潤擴張,4.94,6.64,2301.TW,2025-12
-3.49,✅ 穩健價值,N/A,N/A,-10.2,-7.37,2025,樂斯科,29.1000003815,8.314285823285713,3.13,52.5,6.709999999999999,🌑 雙重衰退,0.99,1.66,6662.TWO,2025-12
7.2,✅ 穩健價值,32.08%,2.52%,0.59,0.48,2025,精聯,31.3500003815,10.380794828311258,10.59,45.3,6.61,🚀 利潤擴張,0.94,1.34,3652.TW,2025-12
10.11,✅ 穩健價值,N/A,N/A,3.7,3.26,2025,上海商銀,40.0499992371,4.890109796959707,17.51,122.85000000000002,6.409999999999999,🚀 利潤擴張,2.56,3.06,5876.TW,2025-12
2.97,⚪ 數據不足,N/A,N/A,-3.41,38.55,2025,惠特,185.0,0.0,7.98,-168.45000000000002,6.380000000000001,🧐 疑業外收益,-3.69,-3.92,6706.TW,2025-12
18.59,✅ 穩健價值,N/A,N/A,12.29,29.4,2025,元太,224.0,9.443507588532883,75.65,355.8,6.300000000000001,🚀 利潤擴張,8.17,9.14,8069.TWO,2025-12
-2.0,✅ 穩健價值,N/A,N/A,-8.29,-15.54,2025,軒郁,112.0,5.128205128205128,-23.43,327.6,6.289999999999999,🌑 雙重衰退,5.77,9.9,6703.TWO,2025-12
0.5,✅ 穩健價值,17.17%,6.80%,-5.76,-0.93,2025,瑞智,23.3999996185,4.285714215842492,2.8,81.89999999999999,6.26,🧐 疑業外收益,1.5,2.05,4532.TW,2025-12
8.14,⚠️ 追價風險,N/A,N/A,1.94,0.55,2025,矽力*-KY,562.0,39.57746478873239,19.44,213.00000000000003,6.200000000000001,🚀 利潤擴張,4.31,6.4,6415.TW,2025-12
-23.57,✅ 穩健價值,N/A,N/A,-29.66,-38.06,2025,長虹,75.5,7.4975173783515405,-17.65,151.04999999999998,6.09,🌑 雙重衰退,2.24,6.0,5534.TW,2025-12
16.67,✅ 穩健價值,31.02%,14.37%,10.6,9.96,2025,神基,104.0,4.950023798191337,15.04,315.15000000000003,6.070000000000002,🚀 利潤擴張,6.36,8.43,3005.TW,2025-12
7.69,⚠️ 追價風險,N/A,N/A,1.81,1.76,2025,台聯櫃,34.75,33.095238095238095,0.0,15.75,5.880000000000001,🚀 利潤擴張,0.32,0.42,5601.TWO,2025-12
-12.99,⚪ 數據不足,-19.71%,-65.33%,-18.82,-18.71,2025,再生-KY,4.8000001907,0.0,-18.1,-62.85000000000001,5.83,🌑 雙重衰退,-1.24,-1.74,1337.TW,2025-12
4.0,✅ 穩健價值,29.22%,5.88%,-1.68,-2.3,2025,興農,39.9000015259,5.716332596833811,6.7,104.69999999999999,5.68,🧐 疑業外收益,2.07,2.6,1712.TW,2025-12
7.03,✅ 穩健價值,N/A,N/A,1.36,-2.12,2025,擎邦,47.5499992371,4.1097665719187555,-0.87,173.55,5.67,🚀 利潤擴張,3.44,4.78,6122.TWO,2025-12
-12.16,✅ 穩健價值,25.16%,13.35%,-17.82,-29.91,2025,太普高,16.7999992371,3.5593218722669486,-53.6,70.80000000000001,5.66,🌑 雙重衰退,1.21,2.31,3284.TWO,2025-12
3.25,⚪ 數據不足,46.23%,41.07%,-2.28,-5.48,2025,台航,0.0,0.0,0.43,0.0,5.529999999999999,🧐 疑業外收益,2.36,3.18,2617.TW,2025-12
2.89,✅ 穩健價值,N/A,N/A,-2.32,2.55,2025,穩得,201.5,10.968971148611866,1.73,275.55,5.21,🧐 疑業外收益,5.51,7.34,6761.TWO,2025-12
17.33,✅ 穩健價值,N/A,N/A,12.14,6.33,2025,群益證,31.8999996185,5.462328701797945,5.65,87.6,5.189999999999998,🚀 利潤擴張,1.87,2.64,6005.TW,2025-12
13.53,✅ 穩健價值,88.90%,38.59%,8.35,7.51,2025,彰銀,20.2999992371,5.259067159870466,20.0,57.900000000000006,5.18,🏰 高護城河,1.2,1.51,2801.TW,2025-12
-14.34,✅ 穩健價值,N/A,N/A,-19.51,-27.73,2025,欣高,33.8499984741,5.5220225895758555,-6.06,91.95000000000002,5.170000000000002,🌑 雙重衰退,1.86,2.45,9931.TW,2025-12
35.66,✅ 穩健價值,N/A,N/A,30.67,69.45,2025,振樺電,236.5,4.444653260665288,86.67,798.15,4.989999999999995,🚀 利潤擴張,15.84,18.5,8114.TW,2025-12
-1.26,✅ 穩健價值,N/A,N/A,-6.2,-6.0,2025,全國,55.5999984741,9.720279453513987,-1.14,85.8,4.94,🌑 雙重衰退,1.74,2.36,9937.TW,2025-12
23.02,✅ 穩健價值,5.88%,3.28%,18.13,16.23,2025,鴻海,250.0,7.518796992481203,34.73,498.75,4.890000000000001,🚀 利潤擴張,10.38,13.61,2317.TW,2025-12
4.58,✅ 穩健價值,19.71%,10.58%,-0.31,-0.87,2025,台灣大,112.0,9.515717926932881,1.8,176.54999999999998,4.89,🧐 疑業外收益,3.49,4.77,3045.TW,2025-12
31.08,✅ 穩健價值,N/A,N/A,26.34,28.79,2025,良維,278.0,13.169114163903364,42.86,316.65,4.739999999999998,🚀 利潤擴張,6.2,8.73,6290.TWO,2025-12
40.24,⚠️ 追價風險,N/A,N/A,35.51,32.04,2025,穎崴,8700.0,72.1931789892955,39.53,1807.6499999999999,4.730000000000004,🚀 利潤擴張,33.4,46.93,6515.TW,2025-12
6.47,⚪ 數據不足,32.24%,-58.77%,1.9,22.91,2025,正峰,12.0,0.0,64.0,-31.050000000000004,4.57,🚀 利潤擴張,-0.36,-1.59,1538.TW,2025-12
9.26,✅ 穩健價值,27.24%,-0.96%,4.69,7.91,2025,長盛,22.6000003815,4.547283778973843,26.36,74.55,4.569999999999999,🚀 利潤擴張,1.63,1.77,3492.TWO,2025-12
36.94,✅ 穩健價值,25.09%,7.94%,32.43,23.81,2025,炎洲流通,68.0999984741,6.762661218877855,36.4,151.05,4.509999999999998,🚀 利潤擴張,3.11,4.3,3171.TWO,2025-12
41.38,⚠️ 追價風險,N/A,N/A,36.9,35.15,2025,博智,413.5,32.895783611774064,1.87,188.55,4.480000000000004,🚀 利潤擴張,3.35,6.88,8155.TWO,2025-12
32.78,⚠️ 追價風險,44.02%,23.34%,28.3,32.03,2025,新應材,1170.0,42.607428987618356,32.29,411.90000000000003,4.48,🚀 利潤擴張,8.49,11.33,4749.TWO,2025-12
8.94,✅ 穩健價值,94.34%,35.36%,4.5,-0.7,2025,聯邦銀,20.1499996185,6.739130307190635,-1.98,44.85,4.4399999999999995,🏰 高護城河,0.91,1.29,2838.TW,2025-12
-57.74,✅ 穩健價值,49.04%,34.02%,-62.17,-63.75,2025,名軒,26.0,2.9345372460496617,-57.58,132.89999999999998,4.43,🌑 雙重衰退,2.49,3.03,1442.TW,2025-12
4.45,✅ 穩健價值,33.35%,18.52%,0.1,4.55,2025,鈞興-KY,229.5,9.287737757992717,7.67,370.65,4.3500000000000005,🚀 利潤擴張,7.33,9.61,4571.TW,2025-12
18.07,⚠️ 追價風險,15.77%,6.82%,13.75,12.28,2025,欣興,970.0,126.6318537859008,-37.88,114.89999999999999,4.32,🚀 利潤擴張,2.06,4.38,3037.TW,2025-12
-12.9,⚠️ 追價風險,N/A,N/A,-17.2,-20.23,2025,岳豐,30.7000007629,52.931035798103444,-25.0,8.700000000000001,4.299999999999999,🌑 雙重衰退,0.45,0.81,6220.TWO,2025-12
2.79,⚪ 數據不足,15.43%,5.11%,-1.49,-1.43,2025,大成,0.0,0.0,-9.42,0.0,4.28,🧐 疑業外收益,2.67,4.33,1210.TW,2025-12
1.47,✅ 穩健價值,17.90%,6.27%,-2.69,-2.28,2025,崇越電,102.0,10.159362549800797,2.0,150.60000000000002,4.16,🧐 疑業外收益,3.06,4.15,3388.TWO,2025-12
1.84,✅ 穩健價值,8.77%,5.39%,-2.3,-2.77,2025,華立,138.0,6.682808716707021,-5.56,309.75000000000006,4.14,🧐 疑業外收益,6.28,8.84,3010.TW,2025-12
9.52,⚪ 數據不足,15.17%,-15.09%,5.58,28.56,2025,寶德,18.8999996185,0.0,48.21,-35.1,3.9399999999999995,🚀 利潤擴張,-0.64,-1.02,3349.TWO,2025-12
23.62,✅ 穩健價值,N/A,N/A,19.79,28.35,2025,微矽電子-創,60.7999992371,14.20560729838785,96.15,64.2,3.830000000000002,🚀 利潤擴張,1.53,1.57,8162.TW,2025-12
11.7,✅ 穩健價值,15.29%,6.31%,8.19,8.39,2025,智易,189.0,6.038338658146966,12.4,469.49999999999994,3.51,🚀 利潤擴張,9.52,12.6,3596.TW,2025-12
1.77,✅ 穩健價值,N/A,N/A,-1.67,2.81,2025,伊雲谷,66.9000015259,13.765432412736624,-34.29,72.9,3.44,🧐 疑業外收益,1.15,2.31,6689.TW,2025-12
5.99,✅ 穩健價值,N/A,N/A,2.65,-0.37,2025,新普,380.0,5.206192629127278,3.45,1094.85,3.3400000000000003,🚀 利潤擴張,21.26,30.6,6121.TWO,2025-12
16.48,✅ 穩健價值,N/A,N/A,13.17,14.74,2025,東捷資訊,40.9000015259,4.939613710857489,27.0,124.19999999999999,3.3100000000000005,🚀 利潤擴張,2.54,3.04,6697.TWO,2025-12
23.05,✅ 穩健價值,N/A,N/A,19.79,18.72,2025,東生華,51.0999984741,5.741572862258428,11.48,133.49999999999997,3.2600000000000016,🚀 利潤擴張,3.01,3.63,8432.TWO,2025-12
6.16,✅ 穩健價值,N/A,N/A,2.91,3.96,2025,德記,37.5499992371,6.507798827920277,1.13,86.55000000000001,3.25,🚀 利潤擴張,1.79,2.24,5902.TWO,2025-12
11.03,✅ 穩健價值,N/A,N/A,7.83,8.43,2025,韋僑,132.5,11.767317939609237,9.43,168.9,3.1999999999999993,🚀 利潤擴張,3.25,4.83,6417.TWO,2025-12
26.02,⚠️ 追價風險,26.27%,15.45%,22.86,4.97,2025,新盛力,212.0,30.68017366136035,-8.33,103.64999999999999,3.16,🚀 利潤擴張,1.55,3.13,4931.TWO,2025-12
10.09,⚪ 數據不足,N/A,N/A,7.0,10.67,2025,生華科,46.3499984741,0.0,13.87,-105.60000000000001,3.09,🚀 利潤擴張,-2.06,-2.97,6492.TWO,2025-12
0.0,✅ 穩健價值,30.45%,11.22%,-3.04,-7.8,2025,佰鴻,33.75,11.96808510638298,-8.25,42.3,3.04,🌑 雙重衰退,0.89,1.09,3031.TW,2025-12
