expansion,name,eps,gm,status,prev_year,symbol,om,prev_rev_yoy,est_price,eps_yoy,rev_yoy,date,pe,prev_eps_yoy,price,prev_eps,advice
15.649999999999999,業強,-0.99,N/A,🚀 利潤擴張,2025,6124.TWO,N/A,12.2,-49.95,16.81,1.16,2025-12,0.0,-22.86,30.5,-0.86,⚪ 數據不足
15.249999999999993,宜鼎,21.72,N/A,🚀 利潤擴張,2025,5289.TWO,N/A,41.37,653.4000000000001,75.21,59.96,2025-12,27.31864095500459,33.7,1190.0,12.46,⚠️ 追價風險
15.120000000000001,固緯,2.92,51.76%,🏰 高護城河,2025,2423.TW,18.42%,4.13,101.85,20.66,5.54,2025-12,8.27687787377025,26.58,56.2000007629,2.0,💎 強力關注
15.030000000000001,立軒,-0.4,N/A,🧐 疑業外收益,2025,6222.TWO,N/A,12.72,-15.449999999999998,14.63,-0.4,2025-12,0.0,16.13,21.0,-0.31,⚪ 數據不足
14.810000000000002,台積電,66.26,62.33%,🏰 高護城河,2025,2330.TW,54.00%,36.39,2344.0499999999997,46.42,31.61,2025-12,14.494144749472069,51.8,2265.0,46.75,✅ 穩健價值
14.71,聚和,2.87,N/A,🚀 利潤擴張,2025,6509.TWO,N/A,4.39,111.75000000000001,17.48,2.77,2025-12,5.550335365651006,9.22,41.3499984741,2.35,💎 強力關注
14.329999999999998,輝創,2.9,N/A,🧐 疑業外收益,2025,6722.TW,N/A,-0.96,0.0,11.54,-2.79,2025-12,0.0,-11.4,39.2999992371,2.02,⚪ 數據不足
14.25,福懋油,1.62,10.74%,🧐 疑業外收益,2025,1225.TW,5.38%,-5.83,58.8,8.0,-6.25,2025-12,7.997449076913266,-6.67,31.3500003815,1.12,💎 強力關注
14.129999999999999,資拓宏宇,2.08,N/A,🧐 疑業外收益,2025,6614.TW,N/A,15.97,0.0,11.76,-2.37,2025-12,0.0,163.64,0.0,0.87,⚪ 數據不足
14.11,東聯互動,14.61,N/A,🚀 利潤擴張,2025,7738.TWO,N/A,32.44,0.0,44.26,30.15,2025-12,0.0,75.19,181.0,11.58,⚪ 數據不足
14.079999999999998,中砂,9.28,34.18%,🚀 利潤擴張,2025,1560.TW,15.49%,15.28,315.59999999999997,30.18,16.1,2025-12,24.952471482889734,9.71,525.0,6.02,⚠️ 追價風險
13.940000000000005,致和證,2.56,N/A,🚀 利潤擴張,2025,5864.TWO,N/A,-34.55,31.95,56.1,42.16,2025-12,12.723004873943662,-53.39,27.1000003815,1.17,✅ 穩健價值
13.9,德勝,2.67,N/A,🧐 疑業外收益,2025,8048.TWO,N/A,-5.79,86.25,13.14,-0.76,2025-12,10.74782595427826,5.03,61.7999992371,1.67,💎 強力關注
13.89,欣陸,1.8,13.84%,🚀 利潤擴張,2025,3703.TW,7.24%,-3.98,47.55,25.87,11.98,2025-12,6.545741324921136,-42.14,20.75,0.92,💎 強力關注
13.87,天瀚,-0.06,N/A,🚀 利潤擴張,2025,6225.TW,N/A,-19.16,-7.199999999999999,14.29,0.42,2025-12,0.0,-375.0,18.2999992371,-0.19,⚪ 數據不足
13.79,宣德,2.77,N/A,🚀 利潤擴張,2025,5457.TWO,N/A,11.53,88.20000000000002,21.15,7.36,2025-12,6.411564755595236,-11.11,37.7000007629,1.54,💎 強力關注
13.780000000000001,高雄銀,0.68,89.95%,🏰 高護城河,2025,2836.TW,32.37%,13.69,24.45,28.3,14.52,2025-12,7.269938884355828,28.21,11.8500003815,0.49,💎 強力關注
13.629999999999999,燁興,-2.24,-29.22%,🌑 雙重衰退,2025,2007.TW,-33.95%,-17.76,-76.95,-9.8,-23.43,2025-12,0.0,0.0,7.4099998474,-1.54,⚪ 數據不足
13.499999999999998,亞泰金屬,6.8,N/A,🚀 利潤擴張,2025,6727.TWO,N/A,-2.39,215.39999999999998,22.08,8.58,2025-12,28.48189415041783,-7.17,409.0,4.14,⚠️ 追價風險
13.469999999999999,合勤控,1.56,30.58%,🧐 疑業外收益,2025,3704.TW,1.57%,6.34,47.25000000000001,10.87,-2.6,2025-12,10.92063540504762,633.33,34.4000015259,1.13,💎 強力關注
13.460000000000004,驊陞,3.43,N/A,🚀 利潤擴張,2025,6272.TW,N/A,41.28,0.0,44.34,30.88,2025-12,0.0,137.1,0.0,2.94,⚪ 數據不足
13.46,泰鼎-KY,-8.65,-13.35%,🧐 疑業外收益,2025,4927.TW,-27.74%,-4.71,-262.95000000000005,6.63,-6.83,2025-12,0.0,31.27,58.5999984741,-4.9,⚪ 數據不足
13.39,樺漢,23.26,N/A,🧐 疑業外收益,2025,6414.TW,N/A,-3.72,846.5999999999999,10.59,-2.8,2025-12,5.51913536498937,28.02,311.5,17.04,💎 強力關注
13.059999999999995,捷創科技,6.25,N/A,🚀 利潤擴張,2025,7810.TWO,N/A,23.91,0.0,47.62,34.56,2025-12,0.0,56.59,221.5,3.21,⚪ 數據不足
12.78,富強鑫,0.61,N/A,🚀 利潤擴張,2025,6603.TWO,N/A,9.61,13.05,25.0,12.22,2025-12,30.804596824252872,-35.71,26.7999992371,0.27,⚠️ 追價風險
12.649999999999999,必應,9.13,N/A,🚀 利潤擴張,2025,6625.TW,N/A,33.28,288.0,51.64,38.99,2025-12,3.8489584128072916,68.94,73.9000015259,6.5,💎 強力關注
12.46,瀚荃,3.92,N/A,🚀 利潤擴張,2025,8103.TW,N/A,4.44,124.20000000000002,17.71,5.25,2025-12,14.070048309178741,2.54,116.5,2.47,✅ 穩健價值
12.36,華通,5.51,18.70%,🚀 利潤擴張,2025,2313.TW,10.97%,4.46,180.29999999999998,17.23,4.87,2025-12,19.59234608985025,9.06,235.5,3.61,⚪ 中性觀察
12.29,實威,13.46,N/A,🚀 利潤擴張,2025,8416.TWO,N/A,13.82,449.54999999999995,22.25,9.96,2025-12,5.755755755755756,24.85,172.5,8.34,💎 強力關注
12.260000000000002,英業達,2.42,5.21%,🚀 利潤擴張,2025,2356.TW,1.48%,15.92,87.44999999999999,19.21,6.95,2025-12,8.01029172605489,35.04,46.7000007629,1.85,💎 強力關注
12.180000000000007,彬台,2.12,13.52%,🚀 利潤擴張,2025,3379.TWO,7.02%,71.69,44.25,94.5,82.32,2025-12,11.152542890135594,100.0,32.9000015259,0.5,💎 強力關注
12.18,信驊,103.92,N/A,🚀 利潤擴張,2025,5274.TWO,N/A,52.48,3595.8,52.82,40.64,2025-12,66.74453529117304,67.72,16000.0,72.23,⚠️ 追價風險
11.849999999999994,坤悅,3.44,N/A,🚀 利潤擴張,2025,5206.TWO,N/A,56.94,186.0,66.99,55.14,2025-12,1.8064515821370968,61.14,22.3999996185,3.69,💎 強力關注
11.79,中鋼構,3.19,4.40%,🚀 利潤擴張,2025,2013.TW,2.40%,10.09,111.9,18.15,6.36,2025-12,5.70375324894102,13.5,42.5499992371,2.27,💎 強力關注
11.74,國光生,-0.57,49.56%,🧐 疑業外收益,2025,4142.TW,23.11%,-35.17,-48.6,1.75,-9.99,2025-12,0.0,-137.78,18.1499996185,-1.09,⚪ 數據不足
11.590000000000003,京元電子,9.01,37.66%,🚀 利潤擴張,2025,2449.TW,28.21%,27.65,374.69999999999993,41.67,30.08,2025-12,11.34907926341073,52.55,283.5,7.17,💎 強力關注
11.55,康和證,1.98,N/A,🚀 利潤擴張,2025,6016.TWO,N/A,-12.49,29.849999999999998,13.14,1.59,2025-12,9.547738693467338,-23.97,19.0,1.11,💎 強力關注
11.239999999999998,蔚華科,-2.68,16.83%,🌑 雙重衰退,2025,3055.TW,-125.48%,-39.2,-99.60000000000001,-20.55,-31.79,2025-12,0.0,-19.72,76.4000015259,-1.73,⚪ 數據不足
11.120000000000001,華景電,17.36,N/A,🚀 利潤擴張,2025,6788.TWO,N/A,19.97,610.05,31.09,19.97,2025-12,10.695844602901403,34.48,435.0,12.09,💎 強力關注
10.98,鉅橡,1.35,N/A,🚀 利潤擴張,2025,8074.TWO,N/A,4.12,41.1,15.38,4.4,2025-12,25.693431213832113,-10.99,70.4000015259,0.81,⚠️ 追價風險
10.75,金像電,19.47,33.66%,🚀 利潤擴張,2025,2368.TW,24.30%,49.83,656.4,64.8,54.05,2025-12,32.449725776965266,50.06,1420.0,13.61,⚠️ 追價風險
10.400000000000002,健鼎,19.45,25.47%,🚀 利潤擴張,2025,3044.TW,17.08%,11.61,717.1500000000001,21.94,11.54,2025-12,10.14432127170048,25.96,485.0,14.75,💎 強力關注
10.27,華經,1.25,11.41%,🚀 利潤擴張,2025,2468.TW,4.34%,25.51,41.85,30.21,19.94,2025-12,12.043010205770608,32.76,33.5999984741,0.77,✅ 穩健價值
10.25,宏璟,0.93,61.03%,🏰 高護城河,2025,2527.TW,12.48%,-70.82,1.1999999999999993,-80.68,-90.93,2025-12,436.87500953625016,-55.04,34.9500007629,0.6,⚠️ 追價風險
10.05,泰山,1.59,16.49%,🧐 疑業外收益,2025,1218.TW,2.59%,-6.62,0.0,4.73,-5.32,2025-12,0.0,-16.8,0.0,1.07,⚪ 數據不足
10.049999999999997,文曄,11.61,3.74%,🚀 利潤擴張,2025,3036.TW,1.75%,19.83,402.59999999999997,32.83,22.78,2025-12,7.48882265275708,41.71,201.0,8.11,💎 強力關注
9.989999999999998,臺慶科,10.26,28.44%,🚀 利潤擴張,2025,3357.TWO,14.20%,20.14,384.15,30.29,20.3,2025-12,6.520890277235455,58.06,167.0,7.84,✅ 穩健價值
9.86,虹冠電,3.42,45.11%,🚀 利潤擴張,2025,3257.TW,18.06%,22.45,123.75,39.18,29.32,2025-12,6.496969512012121,26.19,53.5999984741,2.65,✅ 穩健價值
9.619999999999997,玉山金,2.12,91.14%,🏰 高護城河,2025,2884.TW,40.48%,15.61,79.95,30.06,20.44,2025-12,6.106941695515948,23.66,32.5499992371,1.62,✅ 穩健價值
9.369999999999997,首利,0.03,5.75%,🔄 轉虧為盈,2025,1471.TW,-72.91%,-27.03,3.3,-25.0,-34.37,2025-12,52.27272727272727,-117.24,11.5,-0.05,⚠️ 追價風險
9.21,東和鋼鐵,6.47,15.94%,🧐 疑業外收益,2025,2006.TW,10.83%,-2.5,232.95,5.37,-3.84,2025-12,4.352865323509337,-0.44,67.5999984741,4.55,✅ 穩健價值
9.05,茂達,13.04,N/A,🚀 利潤擴張,2025,6138.TWO,N/A,21.32,453.15000000000003,31.94,22.89,2025-12,8.176100628930817,24.31,247.0,9.27,✅ 穩健價值
9.04,華南金,1.9,97.25%,🏰 高護城河,2025,2880.TW,45.93%,1.87,68.39999999999999,13.1,4.06,2025-12,7.730263157894737,10.0,35.25,1.43,✅ 穩健價值
8.95,攸泰科技,-0.73,N/A,🧐 疑業外收益,2025,6928.TW,N/A,5.88,-7.05,6.41,-2.54,2025-12,0.0,79.17,46.25,-0.1,⚪ 數據不足
8.32,光譜,0.72,N/A,🧐 疑業外收益,2025,5381.TWO,N/A,-6.16,32.55,2.44,-5.88,2025-12,10.460829844654379,12.28,22.7000007629,0.65,✅ 穩健價值
8.3,力泰,9.97,N/A,🚀 利潤擴張,2025,5520.TWO,N/A,3.98,383.4,10.9,2.6,2025-12,3.1690140845070425,17.13,81.0,7.92,✅ 穩健價值
8.24,大略-KY,-1.54,-7.81%,🚀 利潤擴張,2025,4804.TWO,-65.06%,8.04,-39.300000000000004,15.65,7.41,2025-12,0.0,55.65,3.2699999809,-0.65,⚪ 數據不足
8.06,宇智,3.87,N/A,🧐 疑業外收益,2025,6470.TWO,N/A,12.82,118.8,7.5,-0.56,2025-12,5.934343434343434,14.07,47.0,2.27,✅ 穩健價值
8.03,智冠,7.93,N/A,🧐 疑業外收益,2025,5478.TWO,N/A,-8.2,290.85,4.25,-3.78,2025-12,5.002578648788035,-5.4,97.0,5.84,✅ 穩健價值
8.0,華泰,2.45,15.35%,🚀 利潤擴張,2025,2329.TW,8.19%,19.58,74.1,28.92,20.92,2025-12,11.376518373056681,-2.16,56.2000007629,1.41,✅ 穩健價值
7.960000000000001,健策,36.75,41.25%,🚀 利潤擴張,2025,3653.TW,31.26%,52.19,1360.5,49.96,42.0,2025-12,54.68577728776185,62.75,4960.0,26.92,⚠️ 追價風險
7.640000000000001,鼎翰,19.63,32.53%,🚀 利潤擴張,2025,3611.TWO,8.38%,40.71,690.6,38.68,31.04,2025-12,4.115986099044309,23.16,189.5,13.9,✅ 穩健價值
7.530000000000001,凌網,4.74,N/A,🚀 利潤擴張,2025,5212.TWO,N/A,17.89,121.2,23.44,15.91,2025-12,5.798267137883663,-1.4,46.8499984741,2.82,✅ 穩健價值
7.41,東浦,2.02,30.40%,🚀 利潤擴張,2025,3290.TWO,14.85%,15.97,59.1,25.64,18.23,2025-12,12.41116789997462,-0.64,48.9000015259,1.22,✅ 穩健價值
7.279999999999999,矽瑪,-1.18,15.28%,🧐 疑業外收益,2025,3511.TWO,-5.62%,1.3,-45.89999999999999,6.35,-0.93,2025-12,0.0,11.5,21.5,-1.0,⚪ 數據不足
7.18,華新,0.75,4.90%,🧐 疑業外收益,2025,1605.TW,-1.88%,-0.21,25.95,4.35,-2.83,2025-12,17.341040462427745,-41.67,30.0,0.52,⚪ 中性觀察
7.150000000000006,漢唐,48.08,17.19%,🚀 利潤擴張,2025,2404.TW,13.88%,30.93,1659.9,46.52,39.37,2025-12,8.756551599493944,52.4,969.0,34.07,✅ 穩健價值
7.09,禾伸堂,6.58,17.62%,🚀 利潤擴張,2025,3026.TW,5.81%,5.39,241.20000000000002,12.1,5.01,2025-12,13.557213930348258,5.79,218.0,4.75,✅ 穩健價值
6.99,生展,10.02,N/A,🚀 利潤擴張,2025,8279.TWO,N/A,7.66,395.85,13.09,6.1,2025-12,3.8840469874952634,28.46,102.5,8.62,✅ 穩健價值
6.98,光寶科,6.64,21.72%,🚀 利潤擴張,2025,2301.TW,10.49%,23.16,239.70000000000002,28.09,21.11,2025-12,10.763454317897372,28.23,172.0,4.94,✅ 穩健價值
6.709999999999999,樂斯科,1.66,N/A,🌑 雙重衰退,2025,6662.TWO,N/A,-7.37,52.5,-3.49,-10.2,2025-12,8.442856924885714,3.13,29.5499992371,0.99,✅ 穩健價值
6.61,精聯,1.34,32.08%,🚀 利潤擴張,2025,3652.TW,2.52%,0.48,45.3,7.2,0.59,2025-12,10.695363985794703,10.59,32.2999992371,0.94,✅ 穩健價值
6.409999999999999,上海商銀,3.06,N/A,🚀 利潤擴張,2025,5876.TW,N/A,3.26,122.85000000000002,10.11,3.7,2025-12,4.761904761904761,17.51,39.0,2.56,✅ 穩健價值
6.380000000000001,惠特,-3.92,N/A,🧐 疑業外收益,2025,6706.TW,N/A,38.55,-168.45000000000002,2.97,-3.41,2025-12,0.0,7.98,122.0,-3.69,⚪ 數據不足
6.300000000000001,元太,9.14,N/A,🚀 利潤擴張,2025,8069.TWO,N/A,29.4,355.8,18.59,12.29,2025-12,5.944350758853288,75.65,141.0,8.17,✅ 穩健價值
6.289999999999999,軒郁,9.9,N/A,🌑 雙重衰退,2025,6703.TWO,N/A,-15.54,327.6,-2.0,-8.29,2025-12,5.036630036630036,-23.43,110.0,5.77,✅ 穩健價值
6.26,瑞智,2.05,17.17%,🧐 疑業外收益,2025,4532.TW,6.80%,-0.93,81.89999999999999,0.5,-5.76,2025-12,4.313186673461539,2.8,23.5499992371,1.5,✅ 穩健價值
6.200000000000001,矽力*-KY,6.4,N/A,🚀 利潤擴張,2025,6415.TW,N/A,0.55,213.00000000000003,8.14,1.94,2025-12,29.577464788732392,19.44,420.0,4.31,⚠️ 追價風險
6.09,長虹,6.0,N/A,🌑 雙重衰退,2025,5534.TW,N/A,-38.06,151.04999999999998,-23.57,-29.66,2025-12,7.715987780357498,-17.65,77.6999969482,2.24,✅ 穩健價值
6.070000000000002,神基,8.43,31.02%,🚀 利潤擴張,2025,3005.TW,14.37%,9.96,315.15000000000003,16.67,10.6,2025-12,4.61684911946692,15.04,97.0,6.36,✅ 穩健價值
5.880000000000001,台聯櫃,0.42,N/A,🚀 利潤擴張,2025,5601.TWO,N/A,1.76,15.75,7.69,1.81,2025-12,33.80952380952381,0.0,35.5,0.32,⚠️ 追價風險
5.83,再生-KY,-1.74,-19.71%,🌑 雙重衰退,2025,1337.TW,-65.33%,-18.71,-62.85000000000001,-12.99,-18.82,2025-12,0.0,-18.1,5.1700000763,-1.24,⚪ 數據不足
5.68,興農,2.6,29.22%,🧐 疑業外收益,2025,1712.TW,5.88%,-2.3,104.69999999999999,4.0,-1.68,2025-12,6.010028762593123,6.7,41.9500007629,2.07,✅ 穩健價值
5.67,擎邦,4.78,N/A,🚀 利潤擴張,2025,6122.TWO,N/A,-2.12,173.55,7.03,1.36,2025-12,4.178910844779602,-0.87,48.3499984741,3.44,✅ 穩健價值
5.66,太普高,2.31,25.16%,🌑 雙重衰退,2025,3284.TWO,13.35%,-29.91,70.80000000000001,-12.16,-17.82,2025-12,3.4851696531567793,-53.6,16.4500007629,1.21,✅ 穩健價值
5.529999999999999,台航,3.18,46.23%,🧐 疑業外收益,2025,2617.TW,41.07%,-5.48,0.0,3.25,-2.28,2025-12,0.0,0.43,0.0,2.36,⚪ 數據不足
5.21,穩得,7.34,N/A,🧐 疑業外收益,2025,6761.TWO,N/A,2.55,275.55,2.89,-2.32,2025-12,10.669569951007077,1.73,196.0,5.51,✅ 穩健價值
5.189999999999998,群益證,2.64,N/A,🚀 利潤擴張,2025,6005.TW,N/A,6.33,87.6,17.33,12.14,2025-12,4.785959034743151,5.65,27.9500007629,1.87,✅ 穩健價值
5.18,彰銀,1.51,88.90%,🏰 高護城河,2025,2801.TW,38.59%,7.51,57.900000000000006,13.53,8.35,2025-12,5.4404145077720205,20.0,21.0,1.2,✅ 穩健價值
5.170000000000002,欣高,2.45,N/A,🌑 雙重衰退,2025,9931.TW,N/A,-27.73,91.95000000000002,-14.34,-19.51,2025-12,5.717781278482871,-6.06,35.0499992371,1.86,✅ 穩健價值
4.989999999999995,振樺電,18.5,N/A,🚀 利潤擴張,2025,8114.TW,N/A,69.45,798.15,35.66,30.67,2025-12,3.4861868069911672,86.67,185.5,15.84,✅ 穩健價值
4.94,全國,2.36,N/A,🌑 雙重衰退,2025,9937.TW,N/A,-6.0,85.8,-1.26,-6.2,2025-12,9.860140126905595,-1.14,56.4000015259,1.74,✅ 穩健價值
4.890000000000001,鴻海,13.61,5.88%,🚀 利潤擴張,2025,2317.TW,3.28%,16.23,498.75,23.02,18.13,2025-12,6.857142857142857,34.73,228.0,10.38,✅ 穩健價值
4.89,台灣大,4.77,19.71%,🧐 疑業外收益,2025,3045.TW,10.58%,-0.87,176.54999999999998,4.58,-0.31,2025-12,9.515717926932881,1.8,112.0,3.49,✅ 穩健價值
4.739999999999998,良維,8.73,N/A,🚀 利潤擴張,2025,6290.TWO,N/A,28.79,316.65,31.08,26.34,2025-12,13.524396020843202,42.86,285.5,6.2,✅ 穩健價值
4.730000000000004,穎崴,46.93,N/A,🚀 利潤擴張,2025,6515.TW,N/A,32.04,1807.6499999999999,40.24,35.51,2025-12,79.49547755372998,39.53,9580.0,33.4,⚠️ 追價風險
4.57,正峰,-1.59,32.24%,🚀 利潤擴張,2025,1538.TW,-58.77%,22.91,-31.050000000000004,6.47,1.9,2025-12,0.0,64.0,13.3000001907,-0.36,⚪ 數據不足
4.569999999999999,長盛,1.77,27.24%,🚀 利潤擴張,2025,3492.TWO,-0.96%,7.91,74.55,9.26,4.69,2025-12,4.527162977867204,26.36,22.5,1.63,✅ 穩健價值
4.509999999999998,炎洲流通,4.3,25.09%,🚀 利潤擴張,2025,3171.TWO,7.94%,23.81,151.05,36.94,32.43,2025-12,6.772591553942402,36.4,68.1999969482,3.11,✅ 穩健價值
4.480000000000004,博智,6.88,N/A,🚀 利潤擴張,2025,8155.TWO,N/A,35.15,188.55,41.38,36.9,2025-12,33.134447096260935,1.87,416.5,3.35,⚠️ 追價風險
4.48,新應材,11.33,44.02%,🚀 利潤擴張,2025,4749.TWO,23.34%,32.03,411.90000000000003,32.78,28.3,2025-12,35.178441369264384,32.29,966.0,8.49,⚠️ 追價風險
4.4399999999999995,聯邦銀,1.29,94.34%,🏰 高護城河,2025,2838.TW,35.36%,-0.7,44.85,8.94,4.5,2025-12,6.705685363578595,-1.98,20.0499992371,0.91,✅ 穩健價值
4.43,名軒,3.03,49.04%,🌑 雙重衰退,2025,1442.TW,34.02%,-63.75,132.89999999999998,-57.74,-62.17,2025-12,3.126410921320542,-57.58,27.7000007629,2.49,✅ 穩健價值
4.3500000000000005,鈞興-KY,9.61,33.35%,🚀 利潤擴張,2025,4571.TW,18.52%,4.55,370.65,4.45,0.1,2025-12,6.596519627681102,7.67,163.0,7.33,✅ 穩健價值
4.32,欣興,4.38,15.77%,🚀 利潤擴張,2025,3037.TW,6.82%,12.28,114.89999999999999,18.07,13.75,2025-12,109.53002610966058,-37.88,839.0,2.06,⚠️ 追價風險
4.299999999999999,岳豐,0.81,N/A,🌑 雙重衰退,2025,6220.TWO,N/A,-20.23,8.700000000000001,-12.9,-17.2,2025-12,51.20689786706896,-25.0,29.7000007629,0.45,⚠️ 追價風險
4.28,大成,4.33,15.43%,🧐 疑業外收益,2025,1210.TW,5.11%,-1.43,0.0,2.79,-1.49,2025-12,0.0,-9.42,0.0,2.67,⚪ 數據不足
4.16,崇越電,4.15,17.90%,🧐 疑業外收益,2025,3388.TWO,6.27%,-2.28,150.60000000000002,1.47,-2.69,2025-12,10.258964143426294,2.0,103.0,3.06,✅ 穩健價值
4.14,華立,8.84,8.77%,🧐 疑業外收益,2025,3010.TW,5.39%,-2.77,309.75000000000006,1.84,-2.3,2025-12,6.464891041162227,-5.56,133.5,6.28,✅ 穩健價值
3.9399999999999995,寶德,-1.02,15.17%,🚀 利潤擴張,2025,3349.TWO,-15.09%,28.56,-35.1,9.52,5.58,2025-12,0.0,48.21,27.3999996185,-0.64,⚪ 數據不足
3.830000000000002,微矽電子-創,1.57,N/A,🚀 利潤擴張,2025,8162.TW,N/A,28.35,64.2,23.62,19.79,2025-12,11.40186898063084,96.15,48.7999992371,1.53,✅ 穩健價值
3.51,智易,12.6,15.29%,🚀 利潤擴張,2025,3596.TW,6.31%,8.39,469.49999999999994,11.7,8.19,2025-12,5.175718849840256,12.4,162.0,9.52,✅ 穩健價值
3.44,伊雲谷,2.31,N/A,🧐 疑業外收益,2025,6689.TW,N/A,2.81,72.9,1.77,-1.67,2025-12,13.971193729609052,-34.29,67.9000015259,1.15,✅ 穩健價值
3.3400000000000003,新普,30.6,N/A,🚀 利潤擴張,2025,6121.TWO,N/A,-0.37,1094.85,5.99,2.65,2025-12,5.034936292642828,3.45,367.5,21.26,✅ 穩健價值
3.3100000000000005,東捷資訊,3.04,N/A,🚀 利潤擴張,2025,6697.TWO,N/A,14.74,124.19999999999999,16.48,13.17,2025-12,5.434782608695652,27.0,45.0,2.54,✅ 穩健價值
3.2600000000000016,東生華,3.63,N/A,🚀 利潤擴張,2025,8432.TWO,N/A,18.72,133.49999999999997,23.05,19.79,2025-12,5.741572862258428,11.48,51.0999984741,3.01,✅ 穩健價值
3.25,德記,2.24,N/A,🚀 利潤擴張,2025,5902.TWO,N/A,3.96,86.55000000000001,6.16,2.91,2025-12,6.681109053223571,1.13,38.5499992371,1.79,✅ 穩健價值
3.1999999999999993,韋僑,4.83,N/A,🚀 利潤擴張,2025,6417.TWO,N/A,8.43,168.9,11.03,7.83,2025-12,9.85790408525755,9.43,111.0,3.25,✅ 穩健價值
3.16,新盛力,3.13,26.27%,🚀 利潤擴張,2025,4931.TWO,15.45%,4.97,103.64999999999999,26.02,22.86,2025-12,24.09551374819103,-8.33,166.5,1.55,⚠️ 追價風險
3.09,生華科,-2.97,N/A,🚀 利潤擴張,2025,6492.TWO,N/A,10.67,-105.60000000000001,10.09,7.0,2025-12,0.0,13.87,50.2999992371,-2.06,⚪ 數據不足
3.04,佰鴻,1.09,30.45%,🌑 雙重衰退,2025,3031.TW,11.22%,-7.8,42.3,0.0,-3.04,2025-12,11.719857885496456,-8.25,33.0499992371,0.89,✅ 穩健價值
3.0100000000000016,和桐,0.5,14.20%,🚀 利潤擴張,2025,1714.TW,8.91%,15.96,17.250000000000004,19.51,16.5,2025-12,8.408695718521738,5.71,9.6700000763,0.37,✅ 穩健價值
2.960000000000001,中興電,8.07,27.00%,🚀 利潤擴張,2025,1513.TW,17.59%,9.03,292.80000000000007,10.14,7.18,2025-12,7.684426229508196,6.72,150.0,5.99,✅ 穩健價值
2.9299999999999997,昇益,3.46,N/A,🌑 雙重衰退,2025,5455.TWO,N/A,62.0,159.6,-40.65,-43.58,2025-12,2.3966165413533838,44.67,25.5,3.53,✅ 穩健價值
2.8200000000000003,信昌電,3.26,N/A,🚀 利潤擴張,2025,6173.TWO,N/A,10.39,105.30000000000001,11.72,8.9,2025-12,11.025641243005696,-7.86,77.4000015259,2.12,✅ 穩健價值
2.62,兆豐金,2.36,83.45%,🏰 高護城河,2025,2886.TW,33.61%,-5.03,90.6,0.85,-1.77,2025-12,6.589403847201988,-3.54,39.7999992371,1.91,✅ 穩健價值
2.4899999999999984,中鼎,1.91,N/A,🔄 轉虧為盈,2025,9933.TW,N/A,-23.49,-15.600000000000001,-20.92,-23.41,2025-12,0.0,-112.85,36.4000015259,-0.23,⚪ 數據不足
2.41,白紗科,2.63,N/A,🧐 疑業外收益,2025,8401.TWO,N/A,0.54,89.25,1.54,-0.87,2025-12,4.07563025210084,-0.58,24.25,1.71,✅ 穩健價值
2.4000000000000004,三商家購,2.14,27.39%,🚀 利潤擴張,2025,2945.TW,1.25%,3.48,73.05,5.94,3.54,2025-12,8.542094142525666,-2.04,41.5999984741,1.44,✅ 穩健價值
2.3900000000000006,榮昌,3.5,34.09%,🚀 利潤擴張,2025,3684.TWO,7.78%,31.38,117.44999999999999,25.0,22.61,2025-12,7.3307792497956585,50.0,57.4000015259,2.55,✅ 穩健價值
2.3900000000000006,辛耘,13.82,37.11%,🚀 利潤擴張,2025,3583.TW,15.14%,20.22,491.70000000000005,19.76,17.37,2025-12,22.452715070164732,15.18,736.0,9.71,⚠️ 追價風險
2.3599999999999994,東訊,-0.76,29.80%,🚀 利潤擴張,2025,2321.TW,-5.26%,19.86,-29.1,18.37,16.01,2025-12,0.0,67.57,12.9499998093,-0.3,⚪ 數據不足
2.3000000000000007,神準,5.2,14.36%,🚀 利潤擴張,2025,3558.TWO,0.40%,38.81,247.80000000000004,27.76,25.46,2025-12,6.628329297820822,73.93,109.5,4.87,✅ 穩健價值
2.280000000000001,晉弘,0.2,N/A,🔄 轉虧為盈,2025,6796.TW,N/A,36.23,-18.75,25.0,22.72,2025-12,0.0,22.73,70.3000030518,-0.68,⚪ 數據不足
2.219999999999999,世鎧,1.72,17.29%,🌑 雙重衰退,2025,2063.TWO,2.75%,-10.3,63.9,-10.88,-13.1,2025-12,6.044600938967136,-13.01,25.75,1.27,✅ 穩健價值
2.219999999999999,創威,1.95,N/A,🚀 利潤擴張,2025,6530.TWO,N/A,18.97,69.45,18.9,16.68,2025-12,22.24622030237581,20.69,103.0,1.4,⚠️ 追價風險
2.17,世界,4.3,N/A,🚀 利潤擴張,2025,5347.TWO,N/A,10.75,170.70000000000002,12.47,10.3,2025-12,12.170474516695958,4.1,138.5,3.35,✅ 穩健價值
2.0,巨路,10.06,N/A,🌑 雙重衰退,2025,6192.TW,N/A,-4.9,384.9,-4.01,-6.01,2025-12,4.501169134840219,6.98,115.5,7.66,✅ 穩健價值
1.9100000000000001,士電,6.27,17.20%,🚀 利潤擴張,2025,1503.TW,7.03%,5.13,271.95000000000005,7.92,6.01,2025-12,10.535024820739105,9.86,191.0,5.46,✅ 穩健價值
1.8800000000000026,德英,2.18,85.36%,🏰 高護城河,2025,4911.TWO,42.63%,35.41,86.25000000000001,26.01,24.13,2025-12,6.008695519495652,46.67,34.5499992371,1.76,✅ 穩健價值
