om,name,prev_rev_yoy,price,eps_yoy,rev_yoy,date,gm,prev_eps_yoy,status,prev_year,advice,pe,prev_eps,est_price,symbol,expansion,eps
N/A,廣運,15.42,60.7000007629,118.18,23.69,2025-12,N/A,123.21,🚀 利潤擴張,2025,⚠️ 追價風險,195.80645407387095,0.13,4.65,6125.TWO,94.49000000000001,0.1
12.64%,歐買尬,5.19,64.5999984741,100.43,6.13,2025-12,39.69%,151.12,🚀 利潤擴張,2025,💎 強力關注,6.082862379858757,4.47,159.3,3687.TWO,94.30000000000001,4.67
-2853.40%,大將,4.56,11.5500001907,100.0,7.27,2025-12,912.85%,-58.33,🏰 高護城河,2025,⚪ 數據不足,0.0,0.05,-2.1,1453.TW,92.73,0.04
-77.27%,樂威科-KY,-47.71,12.5,57.28,-35.31,2025-12,33.80%,41.15,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-1.67,-84.00000000000001,4154.TWO,92.59,-1.82
-7.49%,云辰,2.22,9.3800001144,88.8,-3.19,2025-12,19.09%,107.29,🧐 疑業外收益,2025,✅ 穩健價值,15.129032442580645,0.07,9.3,2390.TW,91.99,-0.14
N/A,倍利科,255.72,0.0,279.4,187.82,2025-12,N/A,914.94,🚀 利潤擴張,2025,⚪ 數據不足,0.0,8.86,0.0,7822.TW,91.57999999999998,14.04
N/A,鋐寶科技,-30.23,17.8999996185,54.88,-36.53,2025-12,N/A,33.79,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.98,-48.75,6674.TW,91.41,-1.13
N/A,建暐,9.78,17.3999996185,100.0,8.81,2025-12,N/A,-83.33,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.22,-15.0,8092.TWO,91.19,0.0
34.82%,致茂,26.76,2440.0,122.05,31.05,2025-12,60.80%,141.3,🏰 高護城河,2025,⚠️ 追價風險,38.08334633994068,21.67,961.0500000000001,2360.TW,91.0,27.7
16.76%,六福,-0.65,15.8000001907,89.13,-1.47,2025-12,39.55%,-309.09,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.45,-1.9500000000000004,2705.TW,90.6,0.87
N/A,青松健康,13.6,42.0999984741,104.41,14.16,2025-12,N/A,75.0,🚀 利潤擴張,2025,⚪ 中性觀察,17.325102252716047,0.78,36.45,6931.TW,90.25,1.39
N/A,四維航,-9.27,15.0500001907,81.16,-8.84,2025-12,N/A,51.72,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.14,-9.6,5608.TW,90.0,-0.13
-63.16%,聯合再生,-42.1,17.2999992371,41.22,-47.33,2025-12,-18.77%,46.61,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.63,-28.200000000000003,3576.TW,88.55,-0.77
N/A,瑞耘,-3.06,103.5,81.39,-6.21,2025-12,N/A,-16.97,🧐 疑業外收益,2025,💎 強力關注,8.532563891178896,2.25,181.95,6532.TWO,87.6,7.31
N/A,環宇-KY,18.29,740.0,107.11,25.43,2025-12,N/A,73.81,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.45,-23.549999999999997,4991.TWO,81.68,0.15
-45.63%,華軒,-40.76,38.9000015259,35.27,-45.74,2025-12,41.62%,-18.72,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-2.52,-125.25,2740.TWO,81.01,-3.19
0.98%,恩德,-21.6,26.4500007629,56.79,-23.83,2025-12,31.45%,5.36,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.53,-21.599999999999998,1528.TW,80.62,-0.35
N/A,帆宣,-19.07,419.5,65.55,-15.01,2025-12,N/A,63.11,🧐 疑業外收益,2025,💎 強力關注,10.961588711784689,12.0,574.05,6196.TW,80.56,15.5
-1.47%,聚亨,13.61,8.1999998093,95.92,16.71,2025-12,7.21%,116.67,🚀 利潤擴張,2025,⚪ 數據不足,0.0,0.02,-0.6,2022.TW,79.21000000000001,-0.02
N/A,凱崴,14.85,72.4000015259,100.0,21.05,2025-12,N/A,-21.43,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.17,-7.05,5498.TWO,78.95,0.0
7.61%,力達-KY,-2.45,20.0499992371,73.95,-4.56,2025-12,19.46%,84.95,🧐 疑業外收益,2025,💎 強力關注,3.7830187239811317,1.72,79.50000000000001,4552.TW,78.51,2.07
29.84%,牧德,173.02,815.0,186.23,108.34,2025-12,59.86%,362.45,🏰 高護城河,2025,⚪ 中性觀察,18.64135407136322,13.28,655.8,3563.TW,77.88999999999999,15.8
-34.07%,佰研,-12.38,54.7999992371,51.01,-26.01,2025-12,15.21%,54.03,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.77,-44.24999999999999,3205.TWO,77.02,-0.92
-404.30%,迎輝,-43.41,12.3999996185,34.68,-42.16,2025-12,-184.95%,2.61,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-1.49,-65.85,3523.TWO,76.84,-1.45
17.10%,陽程,36.24,112.5,120.0,43.43,2025-12,41.15%,58.96,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.9,-32.55,3498.TWO,76.57,0.48
-68.62%,西勝,-22.91,14.6499996185,56.82,-18.66,2025-12,-3.42%,86.73,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.14,-16.200000000000003,3625.TWO,75.48,-0.6
N/A,天正國際,28.6,91.0,100.49,26.11,2025-12,N/A,76.26,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.37,-44.699999999999996,6654.TWO,74.38,0.01
-1.35%,全球傳動,7.47,68.9000015259,85.65,11.55,2025-12,16.55%,69.01,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-1.08,-40.5,4540.TW,74.10000000000001,-0.66
-6.13%,百容,-1.32,24.6000003815,71.43,-2.48,2025-12,8.90%,44.68,🧐 疑業外收益,2025,✅ 穩健價值,13.225806656720428,0.68,27.900000000000006,2483.TW,73.91000000000001,0.6
N/A,奧義賽博-KY創,19.21,90.0,96.29,22.72,2025-12,N/A,98.92,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-2.01,0.0,7823.TW,73.57000000000001,-1.49
5.55%,雄獅,3.94,158.0,78.29,6.0,2025-12,16.93%,76.53,🚀 利潤擴張,2025,💎 強力關注,3.6007292616226074,13.31,658.1999999999999,2731.TW,72.29,17.49
-4.90%,南紡,-15.52,12.0500001907,55.88,-16.11,2025-12,7.45%,69.23,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.04,-4.2,1440.TW,71.99000000000001,-0.15
N/A,台塑化,-6.34,53.0999984741,65.08,-5.67,2025-12,N/A,2.04,🧐 疑業外收益,2025,⚠️ 追價風險,34.70588135562091,0.5,22.950000000000003,6505.TW,70.75,1.04
55.59%,創見,36.15,351.0,140.33,69.84,2025-12,61.62%,22.99,🏰 高護城河,2025,⚪ 中性觀察,16.658756525866156,5.37,316.05000000000007,2451.TW,70.49000000000001,12.98
N/A,慕康生醫,1.05,19.8999996185,66.67,-3.62,2025-12,N/A,20.83,🧐 疑業外收益,2025,⚠️ 追價風險,32.6229501942623,0.29,9.149999999999999,5398.TWO,70.29,0.35
-14.24%,富晶通,9.39,23.0,82.8,12.69,2025-12,-4.80%,65.67,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.23,-16.950000000000003,3623.TWO,70.11,-0.16
N/A,聯茂,11.37,285.5,82.74,12.66,2025-12,N/A,78.92,🚀 利潤擴張,2025,⚠️ 追價風險,28.1003937007874,2.98,152.4,6213.TW,70.08,4.16
N/A,保銳,-27.43,19.2000007629,53.52,-16.31,2025-12,N/A,79.91,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.45,-22.65,8093.TWO,69.83,-1.32
N/A,易通展,11.68,8.6800003052,74.6,5.06,2025-12,N/A,-642.86,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.38,-13.649999999999999,6241.TWO,69.53999999999999,-0.16
-86.00%,宏太-KY,-73.69,17.25,10.0,-59.26,2025-12,15.04%,31.73,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.71,-38.85,2924.TWO,69.25999999999999,-1.17
N/A,特昇-KY,-12.86,9.8800001144,55.88,-11.73,2025-12,N/A,83.78,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.25,-11.850000000000001,6616.TWO,67.61,-0.61
18.21%,璟德,-12.47,175.5,51.69,-15.61,2025-12,44.03%,77.54,🧐 疑業外收益,2025,💎 強力關注,6.698473282442747,8.22,393.00000000000006,3152.TWO,67.3,9.42
18.37%,貿聯-KY,29.74,2775.0,98.71,31.74,2025-12,31.93%,107.49,🚀 利潤擴張,2025,⚠️ 追價風險,26.056338028169016,32.49,1597.5,3665.TW,66.97,46.57
N/A,邁科,86.86,0.0,151.41,84.7,2025-12,N/A,161.67,🚀 利潤擴張,2025,⚪ 數據不足,0.0,3.14,0.0,6831.TW,66.71,4.94
N/A,商丞,1.19,7.0399999619,48.61,-16.98,2025-12,N/A,33.33,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.34,-15.15,8277.TWO,65.59,-0.37
4.79%,台玻,-0.78,71.0999984741,62.96,-2.37,2025-12,13.67%,36.54,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.33,-16.349999999999998,1802.TW,65.33,-0.2
14.07%,大成鋼,11.96,39.7000007629,77.93,12.63,2025-12,25.55%,98.94,🚀 利潤擴張,2025,💎 強力關注,5.907738208764881,2.08,100.8,2027.TW,65.30000000000001,2.88
10.29%,東森,-5.03,19.7999992371,60.48,-4.79,2025-12,34.49%,118.46,🧐 疑業外收益,2025,💎 強力關注,4.361233312136564,1.42,68.1,2614.TW,65.27,1.99
N/A,桓鼎-KY,-12.8,29.4500007629,54.46,-10.68,2025-12,N/A,-950.0,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-1.9,-88.8,5543.TWO,65.14,-2.52
4.68%,日成-KY,32.17,25.6000003815,84.62,19.6,2025-12,18.47%,74.07,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.56,-32.699999999999996,4807.TW,65.02000000000001,-0.24
-24.84%,大宇,-25.71,12.1999998093,42.76,-22.14,2025-12,6.55%,-366.67,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.56,-24.750000000000004,1445.TW,64.9,-0.87
-1090.16%,淳紳,-22.27,4.3800001144,42.64,-22.14,2025-12,59.04%,46.23,🏰 高護城河,2025,⚪ 數據不足,0.0,-0.57,-28.05,4529.TWO,64.78,-0.74
N/A,鈺鎧,18.69,45.8499984741,90.52,25.85,2025-12,N/A,50.27,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.91,-24.750000000000004,5228.TWO,64.66999999999999,-0.2
23.50%,友霖,6.08,26.2000007629,79.17,14.52,2025-12,60.10%,11.63,🏰 高護城河,2025,✅ 穩健價值,13.367347328010204,0.52,29.4,4166.TWO,64.65,0.9
N/A,尖點,18.57,471.5,88.97,24.54,2025-12,N/A,52.25,🚀 利潤擴張,2025,⚠️ 追價風險,82.43006993006993,1.69,85.8,8021.TW,64.43,2.75
N/A,柏承,-25.86,31.7000007629,42.24,-21.61,2025-12,N/A,66.78,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-1.99,-122.25,6141.TW,63.85,-4.65
5.06%,宏致,15.04,81.8000030518,74.89,11.14,2025-12,26.65%,133.33,🚀 利潤擴張,2025,💎 強力關注,7.258207901668146,3.51,169.04999999999998,3605.TW,63.75,4.35
N/A,新門,-4.49,147.0,69.12,6.1,2025-12,N/A,6.93,🚀 利潤擴張,2025,⚠️ 追價風險,36.65835411471322,1.08,60.15,5432.TWO,63.02,2.3
3.76%,偉詮電,17.04,76.5999984741,78.06,15.32,2025-12,30.84%,17.59,🚀 利潤擴張,2025,✅ 穩健價值,15.632652749816328,1.45,73.49999999999999,2436.TW,62.74,3.02
5.22%,佳大,24.94,15.0500001907,84.21,21.65,2025-12,14.21%,73.33,🚀 利潤擴張,2025,⚪ 中性觀察,17.298850793908045,0.25,13.05,2033.TW,62.559999999999995,0.35
-391.42%,勝悅-KY,-7.48,5.5300002098,50.57,-11.95,2025-12,-118.96%,59.05,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.95,-67.8,1340.TW,62.519999999999996,-2.61
N/A,精測,55.92,3860.0,95.56,33.33,2025-12,N/A,279.9,🚀 利潤擴張,2025,⚠️ 追價風險,53.45520011078797,21.73,1083.15,6510.TWO,62.230000000000004,30.41
N/A,東捷,-10.02,118.5,72.15,10.25,2025-12,N/A,-130.19,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.16,-4.049999999999999,8064.TWO,61.900000000000006,1.36
N/A,柏文,17.64,146.5,79.87,18.4,2025-12,N/A,91.16,🚀 利潤擴張,2025,💎 強力關注,7.602490918526207,5.69,289.05,8462.TW,61.470000000000006,8.49
N/A,力麗店,-12.89,9.720000267,35.29,-26.07,2025-12,N/A,44.7,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.73,-36.449999999999996,5364.TWO,61.36,-0.77
N/A,倍微,6.53,27.0499992371,66.15,4.86,2025-12,N/A,300.0,🚀 利潤擴張,2025,💎 強力關注,10.81999969484,0.88,37.5,6270.TWO,61.290000000000006,1.08
N/A,宏齊,5.91,26.8500003815,66.67,5.6,2025-12,N/A,-42.86,🚀 利潤擴張,2025,⚪ 數據不足,0.0,0.04,-1.3010426069826053e-16,6168.TW,61.07,0.05
N/A,霈方,5.78,0.0,66.34,6.51,2025-12,N/A,53.96,🚀 利潤擴張,2025,⚪ 數據不足,0.0,4.08,0.0,6574.TWO,59.830000000000005,6.82
0.66%,太空梭,-9.7,16.8500003815,46.51,-12.43,2025-12,4.12%,-136.36,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.26,-10.35,2440.TW,58.94,-0.23
N/A,無敵,-7.02,12.5500001907,60.23,1.42,2025-12,N/A,53.52,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.33,-16.8,8201.TW,58.809999999999995,-0.35
2.18%,兆赫,-24.95,67.6999969482,57.52,-0.05,2025-12,15.28%,11.92,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-1.33,-62.699999999999996,2485.TW,57.57,-0.96
-15.57%,勝昱,-6.96,30.0,47.45,-9.71,2025-12,5.19%,-14.61,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-1.02,-52.8,4304.TWO,57.160000000000004,-1.16
12.03%,卜蜂,1.07,135.0,58.63,1.7,2025-12,20.24%,85.95,🚀 利潤擴張,2025,💎 強力關注,5.2611067809820735,7.94,384.9,1215.TW,56.93,10.39
-362.94%,聯德,-92.54,21.0499992371,-32.0,-88.36,2025-12,23.48%,-68.06,🌑 雙重衰退,2025,⚪ 中性觀察,19.13636294281818,0.23,16.5,3308.TW,56.36,0.68
N/A,南俊國際,23.53,681.0,82.47,26.42,2025-12,N/A,42.52,🚀 利潤擴張,2025,⚠️ 追價風險,62.93900184842883,3.11,162.3,6584.TWO,56.05,5.59
N/A,福邦證,-23.52,16.2000007629,54.95,-0.65,2025-12,N/A,-30.0,🧐 疑業外收益,2025,💎 強力關注,6.352941475647059,0.7,38.25,6026.TWO,55.6,1.72
12.75%,錩新,-1.03,27.0,58.77,3.4,2025-12,25.38%,55.68,🚀 利潤擴張,2025,💎 強力關注,6.5375302663438255,1.37,61.949999999999996,2415.TW,55.370000000000005,1.81
-68.47%,唐鋒,22.29,5.0,78.72,23.71,2025-12,4.92%,78.57,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.06,-11.25,4609.TWO,55.01,-0.1
2.47%,永純,-6.49,16.7000007629,50.0,-4.5,2025-12,14.61%,500.0,🧐 疑業外收益,2025,⚠️ 追價風險,57.58620952724137,0.12,4.3500000000000005,4711.TWO,54.5,0.15
N/A,立積,1.01,120.5,56.47,2.24,2025-12,N/A,44.21,🚀 利潤擴張,2025,⚠️ 追價風險,28.22014051522248,1.37,64.05000000000001,4968.TW,54.23,2.66
-3.51%,聯成,-20.09,11.1999998093,32.76,-19.85,2025-12,1.59%,63.82,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.56,-33.6,1313.TW,52.61,-1.17
N/A,沈氏,0.3,17.7999992371,52.17,-0.02,2025-12,N/A,21.43,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.11,-10.200000000000001,8921.TWO,52.190000000000005,-0.11
8.42%,圓剛,-1.52,50.4000015259,54.55,2.69,2025-12,56.31%,-144.44,🏰 高護城河,2025,⚪ 數據不足,0.0,-0.8,-31.8,2417.TW,51.86,-0.19
13.25%,寶齡富錦,0.67,62.5999984741,53.1,1.66,2025-12,52.35%,54.21,🏰 高護城河,2025,✅ 穩健價值,12.595573133621729,1.65,74.55000000000001,1760.TW,51.440000000000005,2.22
N/A,達輝-KY,10.12,18.8999996185,54.05,3.13,2025-12,N/A,46.67,🚀 利潤擴張,2025,💎 強力關注,6.4285712988095245,0.88,44.1,5276.TWO,50.919999999999995,1.14
N/A,三貝德,-3.97,25.0,55.83,5.03,2025-12,N/A,60.71,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.46,-27.450000000000003,8489.TWO,50.8,-0.76
N/A,秋雨,-3.83,11.8000001907,50.0,-0.73,2025-12,N/A,-5.56,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.19,-7.95,9929.TW,50.73,-0.07
-1.87%,艾姆勒,-2.54,34.25,64.65,14.02,2025-12,14.37%,47.37,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.6,-28.349999999999994,2241.TW,50.63000000000001,-0.7
N/A,台汽電,-13.81,51.5999984741,32.43,-16.65,2025-12,N/A,40.91,🧐 疑業外收益,2025,💎 強力關注,7.975270243292116,1.86,97.05000000000001,8926.TW,49.08,2.45
-3.96%,聯穎,6.33,20.2999992371,51.74,3.23,2025-12,15.39%,36.7,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.69,-40.49999999999999,3550.TW,48.510000000000005,-1.18
N/A,至上,-16.18,81.8000030518,43.32,-4.42,2025-12,N/A,-50.61,🧐 疑業外收益,2025,💎 強力關注,10.877659980292554,1.62,112.8,8112.TW,47.74,5.02
N/A,九暘,7.0,81.5,49.15,2.65,2025-12,N/A,48.28,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.45,-21.750000000000004,8040.TWO,46.5,-0.6
-377.43%,富榮綱,84.76,9.5900001526,57.53,12.25,2025-12,100.00%,26.09,🏰 高護城河,2025,⚪ 數據不足,0.0,-0.41,-21.299999999999997,3115.TWO,45.28,-0.44
-98.59%,巨鎧精密-創,-11.14,61.0999984741,20.75,-24.51,2025-12,-21.68%,84.06,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.11,-9.6,2254.TW,45.260000000000005,-0.84
17.54%,晟田,14.71,45.0,61.11,16.06,2025-12,25.49%,65.0,🚀 利潤擴張,2025,✅ 穩健價值,12.195121951219514,0.99,55.349999999999994,4541.TWO,45.05,2.03
-21.05%,喬鼎,-0.45,20.4500007629,46.34,1.86,2025-12,29.42%,70.73,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.24,-1.9500000000000017,3057.TW,44.480000000000004,-0.88
1.12%,宏遠,-5.8,7.0199999809,35.0,-9.38,2025-12,16.50%,33.33,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.27,-9.9,1460.TW,44.38,-0.27
2.16%,亞航,4.46,45.1500015259,49.25,4.89,2025-12,8.38%,64.81,🚀 利潤擴張,2025,⚪ 中性觀察,17.500000591434105,0.89,38.70000000000001,2630.TW,44.36,1.0
N/A,得利影,-11.26,14.8500003815,36.84,-7.24,2025-12,N/A,-12.0,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.28,-15.3,6144.TWO,44.080000000000005,-0.36
N/A,亞翔,-5.05,680.0,63.03,19.04,2025-12,N/A,33.18,🚀 利潤擴張,2025,💎 強力關注,11.661807580174926,17.33,874.6500000000001,6139.TW,43.99,30.51
N/A,彩晶,22.03,10.6499996185,58.56,14.78,2025-12,N/A,65.89,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.46,-30.6,6116.TW,43.78,-0.75
N/A,羅麗芬-KY,-3.85,40.75,42.35,-1.2,2025-12,N/A,34.87,🧐 疑業外收益,2025,💎 強力關注,5.3689064558629775,2.63,113.85,6666.TW,43.550000000000004,2.42
-60.61%,柏騰,-8.43,37.5999984741,33.33,-9.63,2025-12,-2.30%,43.83,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.93,-64.95,3518.TW,42.96,-1.56
N/A,劍湖山,2.46,3.4000000954,50.0,7.33,2025-12,N/A,9.76,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.37,-13.2,5701.TWO,42.67,-0.26
N/A,金益鼎,-8.18,110.5,36.36,-6.1,2025-12,N/A,35.9,🧐 疑業外收益,2025,💎 強力關注,7.051691129546904,5.11,235.05,8390.TWO,42.46,6.6
N/A,光鼎,-0.95,0.0,38.64,-3.71,2025-12,N/A,45.16,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.17,0.0,6226.TW,42.35,-0.28
33.56%,宜進,-8.45,14.3000001907,29.85,-12.15,2025-12,6.94%,-53.62,🧐 疑業外收益,2025,💎 強力關注,5.766129109153227,0.44,37.199999999999996,1457.TW,42.0,1.18
16.61%,強信-KY,8.82,35.7999992371,48.04,6.92,2025-12,33.75%,61.19,🚀 利潤擴張,2025,💎 強力關注,4.729194086803171,2.16,113.55,4560.TW,41.12,3.02
-21.51%,精金,-1.71,12.9499998093,41.28,1.22,2025-12,-12.51%,26.67,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.66,-30.15,3049.TW,40.06,-0.64
N/A,隆大,22.52,32.7000007629,27.18,-12.79,2025-12,N/A,130.48,🧐 疑業外收益,2025,💎 強力關注,3.0790961170338984,4.31,159.29999999999998,5519.TW,39.97,4.96
7.04%,春源,3.17,23.1000003815,40.61,0.73,2025-12,10.75%,50.0,🚀 利潤擴張,2025,💎 強力關注,3.996539858391004,1.74,86.69999999999999,2010.TW,39.88,2.32
N/A,潤泰材,11.83,22.0499992371,48.0,8.31,2025-12,N/A,91.67,🚀 利潤擴張,2025,💎 強力關注,4.632352780903361,1.84,71.4,8463.TW,39.69,1.85
-0.34%,富田-創,-44.8,76.4000015259,-1.45,-41.11,2025-12,30.54%,-75.81,🌑 雙重衰退,2025,⚪ 數據不足,0.0,0.67,0.0,4590.TW,39.66,2.72
7.12%,正隆,-5.08,17.5499992371,34.55,-4.85,2025-12,20.98%,-61.36,🧐 疑業外收益,2025,⚪ 中性觀察,17.205881605,0.17,15.3,1904.TW,39.4,0.74
N/A,創惟,37.32,102.0,66.87,27.6,2025-12,N/A,145.74,🚀 利潤擴張,2025,💎 強力關注,6.230910201588271,4.65,245.55,6104.TWO,39.27,5.62
3.25%,增你強,8.99,74.8000030518,52.91,13.76,2025-12,7.68%,69.49,🚀 利潤擴張,2025,💎 強力關注,10.040268866013424,2.0,111.75,3028.TW,39.15,3.15
16.35%,台達電,28.12,2195.0,70.65,31.76,2025-12,34.59%,52.5,🚀 利潤擴張,2025,⚠️ 追價風險,41.524782444192205,16.47,792.9,2308.TW,38.89,23.14
N/A,乙盛-KY,-2.65,103.5,30.95,-7.74,2025-12,N/A,42.19,🧐 疑業外收益,2025,💎 強力關注,9.469350411710888,3.37,163.95,5243.TW,38.69,4.4
N/A,金山電,8.7,97.6999969482,48.33,9.79,2025-12,N/A,-53.85,🚀 利潤擴張,2025,⚠️ 追價風險,97.69999694820002,0.24,14.999999999999996,8042.TWO,38.54,0.89
N/A,萊德光電-KY,29.16,659.0,62.99,24.46,2025-12,N/A,92.37,🚀 利潤擴張,2025,⚪ 數據不足,0.0,4.58,0.0,7717.TWO,38.53,6.13
N/A,統一實,7.48,16.8500003815,40.21,1.74,2025-12,N/A,55.56,🚀 利潤擴張,2025,💎 強力關注,4.603825240846994,1.12,54.900000000000006,9907.TW,38.47,1.36
N/A,尚凡*,23.06,23.3999996185,56.72,18.28,2025-12,N/A,-83.78,🚀 利潤擴張,2025,💎 強力關注,8.76404480093633,0.72,40.05,5278.TWO,38.44,1.05
N/A,廣明,20.72,85.5999984741,54.94,17.84,2025-12,N/A,69.94,🚀 利潤擴張,2025,💎 強力關注,9.37568438927711,2.77,136.95,6188.TWO,37.099999999999994,3.61
N/A,建榮,16.6,109.0,52.56,15.66,2025-12,N/A,59.18,🚀 利潤擴張,2025,⚠️ 追價風險,41.76245210727969,0.78,39.15,5340.TWO,36.900000000000006,1.19
14.28%,泓格,7.11,90.5999984741,46.3,9.44,2025-12,53.43%,20.98,🏰 高護城河,2025,✅ 穩健價值,14.660193927847898,1.73,92.69999999999999,3577.TWO,36.86,2.37
-460.25%,晟楠,-14.57,41.4500007629,-25.0,-61.43,2025-12,24.23%,-64.1,🌑 雙重衰退,2025,⚪ 數據不足,0.0,-0.64,-31.200000000000003,3631.TWO,36.43,-0.7
-74.64%,新零售,3.93,14.1999998093,41.67,5.58,2025-12,73.88%,16.36,🏰 高護城河,2025,⚪ 數據不足,0.0,-0.46,-22.35,3085.TWO,36.09,-0.56
N/A,眾達-KY,17.84,270.5,34.45,-1.54,2025-12,N/A,180.65,🧐 疑業外收益,2025,⚠️ 追價風險,29.306608884073672,3.53,138.45000000000002,4977.TW,35.99,4.48
N/A,洛��,0.34,42.9500007629,37.27,1.41,2025-12,N/A,25.33,🚀 利潤擴張,2025,💎 強力關注,3.3320404005352984,2.87,193.35000000000002,8077.TWO,35.86000000000001,6.04
N/A,精拓科,5.17,132.0,40.71,4.88,2025-12,N/A,16.15,🚀 利潤擴張,2025,💎 強力關注,9.720176730486008,3.74,203.7,4951.TWO,35.83,5.98
2.06%,南亞,2.08,91.5,35.71,0.12,2025-12,9.25%,-113.16,🔄 轉虧為盈,2025,⚠️ 追價風險,762.5000000000007,-0.05,1.7999999999999983,1303.TW,35.59,0.57
N/A,均豪,16.83,128.0,40.56,5.3,2025-12,N/A,21.38,🚀 利潤擴張,2025,⚪ 中性觀察,19.571865443425075,1.97,98.1,5443.TWO,35.260000000000005,2.59
N/A,新潤,97.22,38.8499984741,38.72,3.72,2025-12,N/A,253.27,🚀 利潤擴張,2025,💎 強力關注,1.6818181157619048,7.56,346.49999999999994,6186.TWO,35.0,7.81
N/A,亞元,0.2,12.1499996185,43.03,8.46,2025-12,N/A,-13.95,🚀 利潤擴張,2025,⚪ 數據不足,0.0,-0.98,-47.1,6109.TWO,34.57,-0.94
N/A,宏捷科,-22.52,158.0,26.79,-7.61,2025-12,N/A,-21.01,🧐 疑業外收益,2025,⚠️ 追價風險,23.47696879643388,2.03,100.94999999999999,8086.TWO,34.4,3.36
9.68%,興采,5.85,20.2999992371,46.48,12.09,2025-12,22.41%,-3300.0,🔄 轉虧為盈,2025,⚪ 數據不足,0.0,-0.65,-11.099999999999996,4433.TWO,34.39,1.06
20.96%,奇鋐,80.63,2520.0,128.84,94.59,2025-12,26.39%,113.86,🚀 利潤擴張,2025,⚠️ 追價風險,23.272995936461026,32.25,1624.2,3017.TW,34.25,49.17
-127.15%,懷特,-12.96,11.8000001907,21.62,-12.36,2025-12,18.27%,25.0,🧐 疑業外收益,2025,⚪ 數據不足,0.0,-0.21,-11.25,4108.TW,33.980000000000004,-0.29
9.95%,中櫃,2.72,22.0,35.9,2.49,2025-12,16.43%,1.28,🚀 利潤擴張,2025,💎 強力關注,8.11808118081181,0.85,40.64999999999999,2613.TW,33.41,1.14
-5.24%,昱捷,-42.87,20.9500007629,-9.38,-42.44,2025-12,12.15%,-12.5,🌑 雙重衰退,2025,⚠️ 追價風險,27.207793198571427,0.28,11.55,3232.TWO,33.059999999999995,0.29
N/A,正淩,29.97,183.0,62.03,29.59,2025-12,N/A,72.73,🚀 利潤擴張,2025,⚪ 中性觀察,21.968787515006003,2.68,124.95,8147.TWO,32.44,3.08
