日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-13,2317,鴻海,251.0,241.21,2000,19580,4.06%
2026-05-13,4142,國光生,17.8,25.32,1000,-7520,-29.70%
2026-05-13,0050,元大台灣50,95.5,46.6,16016,783182,104.94%
2026-05-13,0056,元大高股息,45.15,36.43,8000,69760,23.94%
2026-05-13,00635U,期元大S&P黃金,49.26,55.25,3000,-17970,-10.84%
2026-05-13,00738U,期元大道瓊白銀,69.75,66.26,1000,3490,5.27%
2026-05-13,00929,復華台灣科技優息,25.67,19.73,8000,47520,30.11%
2026-05-13,009816,凱基台灣TOP50,13.9,11.01,63000,182070,26.25%
2026-05-13,00990A,主動元大AI新經濟,18.06,11.48,5000,32900,57.32%
2026-05-13,2009,第一銅,41.25,50.56,4000,-37240,-18.41%
2026-05-13,2337,旺宏,168.0,95.28,2000,145440,76.32%
2026-05-13,2409,友達,20.2,16.21,2000,7980,24.61%
2026-05-13,3481,群創,37.5,25.1,4000,49600,49.40%
2026-05-13,6806,森崴能源,19.2,45.39,5000,-130950,-57.70%
2026-05-13,3105,穩懋,495.5,556.47,300,-18291,-10.96%
2026-05-13,4966,譜瑞-KY,809.0,1921.64,1000,-1112640,-57.90%
2026-05-13,00403A,00403A,10.18,10.68,26026,-13013,-4.68%
2026-05-13,00981A,主動統一台股增長,29.28,27.48,2000,3600,6.55%
2026-05-13,2313,華通,237.0,250.71,1000,-13710,-5.47%
2026-05-13,2330,台積電,2220.0,225.55,10,19944,884.26%
2026-05-13,6239,力成,232.0,243.21,1000,-11210,-4.61%
2026-05-13,6789,采鈺,583.0,593.5,400,-4200,-1.77%
2026-05-13,5276,達輝-KY,20.55,22.18,300,-489,-7.35%
2026-05-13,5474,聰泰,162.5,175.15,2000,-25300,-7.22%
2026-05-13,6849,奇鼎科技,235.0,266.4,280,-8792,-11.79%
2026-05-13,7853,政美應用,382.0,409.29,280,-7641,-6.67%
