股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
7806,精華生醫,69.90,10,80.50,61.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,688.00,2850,688.00,160.00,---,強勢突破 (軌外),連3日大漲,無,股價衝破布林上軌 (647.57)，進入噴發段,強勢突破 (軌外)
00696,富邦美債20年,28.70,838,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
6153,嘉聯益,17.70,5320,20.65,10.50,---,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
8261,富鼎,132.00,3524,135.00,68.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,80.40,3265,98.20,37.00,---,進入盤整,無,連1日大跌,ADX 為 10.79 (低於 20),進入盤整
7595,世基生醫,9.60,65,13.60,9.55,---,均線糾擺,無,無,MA 乖離率僅 0.97%,均線糾擺
1789,神隆,19.25,969,28.25,16.02,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3171,炎洲流通,68.50,103,72.50,35.99,---,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
4721,美琪瑪,94.00,3253,97.80,49.39,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.81,3,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
6924,榮惠-KY創,123.50,465,123.50,47.80,📅 預告 (20260514),強勢突破 (軌外),連3日大漲,無,股價衝破布林上軌 (113.31)，進入噴發段,強勢突破 (軌外)
3044,健鼎,529.00,12237,529.00,176.01,---,貼軌運行,連1日大漲,無,股價於高位貼軌 (529.00 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,13.40,679,17.15,11.40,---,均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
00876,元大全球5G,84.90,764,86.10,32.09,---,貼軌運行,無,無,股價於高位貼軌 (84.90 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,6.23,5885,13.58,6.11,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,173.50,2440,216.45,135.00,---,貼軌運行,無,無,股價於高位貼軌 (173.50 > 1.5σ)，動能強勁,貼軌運行
2012,春雨,14.75,26,20.22,14.70,---,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
8114,振樺電,247.00,6284,314.53,164.00,📅 預告 (20260515),強勢突破 (軌外),無,無,股價衝破布林上軌 (232.34)，進入噴發段,強勢突破 (軌外)
6638,沅聖,41.80,12,45.50,24.50,---,均線糾擺,無,無,MA 乖離率僅 1.11%,均線糾擺
8028,昇陽半導體,238.00,9669,246.00,126.59,---,進入盤整,無,無,ADX 為 5.72 (低於 20),進入盤整
6972,博瑞達應材,24.45,8,32.81,22.70,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6443,元晶,42.15,96273,52.30,11.95,---,貼軌運行,無,無,股價於高位貼軌 (42.15 > 1.5σ)，動能強勁,貼軌運行
2748,雲品,39.95,94,50.68,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
6525,捷敏-KY,106.00,807,109.50,60.44,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6877,鏵友益,163.00,306,186.00,66.74,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
2758,路易莎咖啡,69.30,33,104.34,69.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1802,台玻,68.00,60236,74.20,14.05,---,均線糾擺,無,無,MA 乖離率僅 0.32%,均線糾擺
7642,昶瑞機電,69.00,15,129.00,63.20,---,進入盤整,無,無,ADX 為 16.86 (低於 20),進入盤整
9938,百和,44.25,1425,60.40,42.90,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
4442,竣邦-KY,55.90,70,71.50,42.35,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
00635,期元大S&P黃金,49.26,4903,60.55,34.73,---,均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
2408,南亞科,321.00,105971,326.50,34.25,---,貼軌運行,無,無,股價於高位貼軌 (321.00 > 1.5σ)，動能強勁,貼軌運行
2504,國產,34.40,2216,43.62,33.70,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
5546,永固-KY,16.20,15,28.50,16.20,---,均線糾擺,無,無,MA 乖離率僅 0.78%,均線糾擺
3086,華義*,38.30,538,260.00,21.80,---,均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
2395,研華,464.50,4934,494.50,273.50,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,12.15,712,15.30,11.20,---,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
00984,大華優利美A債15,16.25,1485,16.82,14.24,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6591,動力-KY,53.60,529,98.76,44.80,---,離開盤整 (向下),無,無,跌破布林下軌 (54.93),離開盤整 (向下)
6176,瑞儀,102.00,4925,150.54,88.50,---,進入盤整,無,無,ADX 為 7.07 (低於 20),進入盤整
6811,宏�硌穈T,210.00,70,263.00,182.50,---,進入盤整,無,無,ADX 為 17.45 (低於 20),進入盤整
4544,春日,15.75,0,18.00,14.00,---,趨勢運行,隔一漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
9949,琉園,24.15,21,36.70,23.99,---,進入盤整,無,無,ADX 為 14.50 (低於 20),進入盤整
