status,symbol,om,advice,prev_year,date,prev_eps,rev_yoy,prev_rev_yoy,eps_yoy,pe,est_price,prev_eps_yoy,eps,gm,name,price,expansion
🏰 高護城河,2910.TW,51.79%,💎 強力關注,2025,2025-12,0.9,-14.47,-15.17,8.85,7.517605768133803,42.599999999999994,8.43,1.23,87.61%,統領,21.3500003815,23.32
🧐 疑業外收益,1626.TW,-2.32%,⚪ 數據不足,2025,2025-12,-0.3,-4.14,-4.12,18.87,0.0,-16.2,53.13,-0.86,20.74%,艾美特-KY,9.8999996185,23.01
🚀 利潤擴張,6170.TWO,N/A,💎 強力關注,2025,2025-12,3.38,9.65,13.41,32.45,4.713615095107981,159.75,78.84,4.49,N/A,統振,50.2000007629,22.800000000000004
🚀 利潤擴張,4442.TWO,10.88%,💎 強力關注,2025,2025-12,3.98,29.61,39.34,52.37,3.6956521739130435,207.0,81.37,5.23,27.73%,竣邦-KY,51.0,22.759999999999998
🚀 利潤擴張,2913.TW,-7.01%,⚪ 數據不足,2025,2025-12,-0.11,9.13,18.12,31.82,0.0,-5.7,35.29,-0.15,40.70%,農林,10.8999996185,22.689999999999998
🚀 利潤擴張,6907.TWO,N/A,⚪ 數據不足,2025,2025-12,1.38,1.91,0.12,24.55,0.0,0.0,56.82,2.08,N/A,雅特力-KY,109.5,22.64
🚀 利潤擴張,7750.TW,N/A,⚪ 數據不足,2025,2025-12,22.8,29.17,26.18,51.69,0.0,0.0,21.35,35.12,N/A,新代,0.0,22.519999999999996
🚀 利潤擴張,1733.TW,7.57%,💎 強力關注,2025,2025-12,1.13,5.0,7.7,27.34,6.958042046969696,64.35,25.56,1.63,30.15%,五鼎,29.8500003815,22.34
🚀 利潤擴張,6591.TW,N/A,💎 強力關注,2025,2025-12,4.65,38.81,38.83,60.88,3.5528120190054877,218.7,74.3,5.37,N/A,動力-KY,51.7999992371,22.07
🚀 利潤擴張,3694.TW,3.72%,💎 強力關注,2025,2025-12,3.27,23.39,26.88,45.42,7.184661649667002,148.65,51.89,4.03,15.30%,海華,71.1999969482,22.03
🚀 利潤擴張,2032.TW,2.25%,✅ 穩健價值,2025,2025-12,0.37,2.45,9.42,24.44,13.225806143951614,18.6,12.12,0.56,6.08%,新鋼,16.3999996185,21.990000000000002
🚀 利潤擴張,1256.TW,6.32%,💎 強力關注,2025,2025-12,9.32,2.94,-3.77,24.88,7.159624413145541,383.3999999999999,13.52,11.19,24.61%,鮮活果汁-KY,183.0,21.939999999999998
🚀 利潤擴張,2211.TW,19.61%,💎 強力關注,2025,2025-12,7.36,18.61,21.52,40.52,4.1659070886918865,329.1,46.61,8.6,25.25%,長榮鋼,91.4000015259,21.910000000000004
🚀 利潤擴張,6805.TW,N/A,⚠️ 追價風險,2025,2025-12,20.04,51.62,55.74,73.18,25.95834591005131,993.9000000000001,68.69,31.0,N/A,富世達,1720.0,21.56000000000001
🌑 雙重衰退,6550.TW,N/A,⚪ 數據不足,2025,2025-12,-2.91,-62.05,-51.12,-40.62,0.0,-163.35,-31.08,-5.1,N/A,北極星藥業-KY,16.2000007629,21.43
🚀 利潤擴張,4128.TWO,-18.87%,⚪ 數據不足,2025,2025-12,-1.23,9.94,10.85,31.02,0.0,0.0,8.21,-1.29,42.56%,中天,0.0,21.08
🚀 利潤擴張,5607.TW,N/A,💎 強力關注,2025,2025-12,2.13,19.58,17.61,40.61,7.150297505520833,100.80000000000001,41.06,2.77,N/A,遠雄港,48.0499992371,21.03
🚀 利潤擴張,6967.TWO,N/A,💎 強力關注,2025,2025-12,2.87,5.45,-1.08,26.43,7.95530692158659,134.25000000000003,14.98,4.02,N/A,汎瑋材料,71.1999969482,20.98
🚀 利潤擴張,6217.TWO,N/A,⚪ 數據不足,2025,2025-12,-1.31,19.12,20.43,39.69,0.0,-78.60000000000001,10.71,-1.65,N/A,中探針,239.0,20.569999999999997
🌑 雙重衰退,6212.TWO,N/A,💎 強力關注,2025,2025-12,3.26,-55.31,-39.92,-34.98,2.201612841701613,185.99999999999997,59.8,3.96,N/A,理銘,27.2999992371,20.330000000000005
🚀 利潤擴張,6203.TWO,N/A,💎 強力關注,2025,2025-12,3.28,37.15,42.84,57.43,6.026200873362446,171.75,26.15,5.51,N/A,海韻電,69.0,20.28
🚀 利潤擴張,6799.TW,N/A,💎 強力關注,2025,2025-12,2.29,6.56,6.38,26.76,11.778606585597016,120.6,5.14,3.7,N/A,來頡,94.6999969482,20.200000000000003
🚀 利潤擴張,4577.TWO,7.93%,⚪ 數據不足,2025,2025-12,-0.92,12.25,23.84,32.41,0.0,-48.449999999999996,35.66,-0.73,23.60%,達航科技,118.0,20.159999999999997
🚀 利潤擴張,6870.TWO,N/A,✅ 穩健價值,2025,2025-12,4.38,20.33,20.49,40.48,14.977973568281937,204.3,64.04,7.08,N/A,騰雲,204.0,20.15
🚀 利潤擴張,5234.TW,N/A,⚠️ 追價風險,2025,2025-12,5.33,12.43,12.88,32.55,22.320932815102722,270.15,39.9,7.37,N/A,達興材料,402.0,20.119999999999997
🔄 轉虧為盈,4973.TWO,N/A,⚠️ 追價風險,2025,2025-12,-0.17,-3.19,-2.98,16.48,87.90322580645162,18.6,-108.72,2.11,N/A,廣穎,109.0,19.67
🚀 利潤擴張,6259.TWO,N/A,✅ 穩健價值,2025,2025-12,0.45,19.41,22.11,38.78,13.809524263630953,25.2,15.38,0.7,N/A,百徽,23.2000007629,19.37
🚀 利潤擴張,2516.TW,4.30%,💎 強力關注,2025,2025-12,0.57,7.45,12.18,26.8,4.959677496250001,37.199999999999996,-5.0,1.23,6.67%,新建,12.3000001907,19.35
🚀 利潤擴張,1259.TWO,0.36%,✅ 穩健價值,2025,2025-12,1.03,0.27,-0.82,19.51,12.17948717948718,70.19999999999999,-53.6,2.45,23.02%,安心,57.0,19.240000000000002
🧐 疑業外收益,8067.TWO,N/A,⚪ 數據不足,2025,2025-12,0.02,-2.17,2.3,16.9,0.0,-25.200000000000003,110.53,-0.59,N/A,志旭,13.6000003815,19.07
🧐 疑業外收益,6431.TW,N/A,⚪ 數據不足,2025,2025-12,-1.44,-1.12,2.36,17.15,0.0,-74.85,11.69,-2.07,N/A,光麗-KY,22.0,18.27
🌑 雙重衰退,8444.TWO,N/A,⚪ 數據不足,2025,2025-12,-5.84,-33.25,-31.52,-15.31,0.0,-315.75,-22.62,-10.06,N/A,綠河-KY,6.8000001907,17.939999999999998
🚀 利潤擴張,3450.TW,15.62%,⚠️ 追價風險,2025,2025-12,3.48,13.44,26.94,31.15,30.18248175182482,205.5,91.21,5.01,26.67%,聯鈞,413.5,17.71
🚀 利潤擴張,4147.TWO,-58.34%,⚪ 數據不足,2025,2025-12,-0.36,0.19,-0.63,17.57,0.0,-20.55,-20.0,-0.61,28.91%,中裕,48.8499984741,17.38
🧐 疑業外收益,2477.TW,N/A,💎 強力關注,2025,2025-12,1.58,-5.34,-5.96,12.0,4.65909090909091,65.99999999999999,15.33,1.68,N/A,美隆電,20.5,17.34
🧐 疑業外收益,2221.TWO,8.37%,💎 強力關注,2025,2025-12,1.72,-2.98,0.76,14.36,7.388316151202749,87.30000000000001,28.36,2.31,20.63%,大甲,43.0,17.34
🚀 利潤擴張,2421.TW,16.47%,💎 強力關注,2025,2025-12,5.65,27.72,27.79,45.05,7.76330076004343,276.3,45.85,7.94,32.82%,建準,143.0,17.33
🧐 疑業外收益,6187.TWO,N/A,⚠️ 追價風險,2025,2025-12,12.1,-3.04,13.75,13.93,27.91355801389246,583.0500000000001,29.69,15.46,N/A,萬潤,1085.0,16.97
🚀 利潤擴張,7547.TWO,N/A,💎 強力關注,2025,2025-12,2.13,5.66,11.11,22.61,10.901770845120774,93.14999999999999,41.18,2.65,N/A,碩網,67.6999969482,16.95
🚀 利潤擴張,2472.TW,21.55%,✅ 穩健價值,2025,2025-12,5.19,7.68,8.92,24.54,13.791238507301243,277.35,4.85,8.73,32.60%,立隆電,255.0,16.86
🚀 利潤擴張,8034.TWO,N/A,💎 強力關注,2025,2025-12,1.09,15.15,71.04,31.78,7.906976490730898,45.15,208.57,1.42,N/A,榮群,23.7999992371,16.630000000000003
🚀 利潤擴張,5515.TW,N/A,💎 強力關注,2025,2025-12,2.91,15.92,28.4,32.54,4.637427079052632,128.25,20.75,4.48,N/A,建國,39.6500015259,16.619999999999997
🚀 利潤擴張,2851.TW,21.14%,💎 強力關注,2025,2025-12,2.0,0.05,-7.87,16.56,4.684563963208054,111.75,-23.95,3.66,24.99%,中再保,34.9000015259,16.509999999999998
🚀 利潤擴張,3593.TW,-22.91%,⚪ 數據不足,2025,2025-12,-1.8,25.06,43.83,41.55,0.0,-66.3,7.69,-1.4,-4.13%,力銘,17.9500007629,16.49
🧐 疑業外收益,8436.TWO,N/A,💎 強力關注,2025,2025-12,5.89,-3.47,-3.22,12.64,6.223958333333334,288.0,16.0,8.68,N/A,大江,119.5,16.11
🚀 利潤擴張,2357.TW,4.63%,💎 強力關注,2025,2025-12,44.63,25.86,23.74,41.92,4.203336398266123,2283.9,11.41,59.99,15.94%,華碩,640.0,16.060000000000002
🚀 利潤擴張,4979.TWO,N/A,⚠️ 追價風險,2025,2025-12,3.73,27.06,34.44,43.01,43.66744366744367,193.04999999999998,37.64,5.43,N/A,華星光,562.0,15.95
🚀 利潤擴張,1593.TWO,10.89%,💎 強力關注,2025,2025-12,1.28,12.31,12.07,28.24,6.600000080315789,71.25,26.73,2.18,31.32%,祺驊,31.3500003815,15.929999999999998
🚀 利潤擴張,5302.TWO,N/A,⚪ 數據不足,2025,2025-12,-0.2,39.69,22.1,55.56,0.0,-8.85,0.0,-0.12,N/A,太欣,9.8800001144,15.870000000000005
🚀 利潤擴張,6969.TW,N/A,⚪ 數據不足,2025,2025-12,-0.24,79.86,95.06,95.65,0.0,-8.85,87.3,-0.09,N/A,成信實業*-創,28.0499992371,15.790000000000006
🚀 利潤擴張,3234.TWO,-32.45%,⚪ 數據不足,2025,2025-12,-0.94,19.09,19.64,34.88,0.0,-41.099999999999994,45.03,-1.4,8.38%,光環,97.0,15.790000000000003
🚀 利潤擴張,3711.TW,9.94%,⚠️ 追價風險,2025,2025-12,5.99,8.39,7.92,24.18,23.118018455560954,308.85,11.64,9.37,19.52%,日月光投控,476.0,15.79
🚀 利潤擴張,1799.TWO,-18.36%,⚪ 數據不足,2025,2025-12,-0.35,10.54,12.53,26.25,0.0,0.0,44.44,-0.59,41.11%,易威,0.0,15.71
🚀 利潤擴張,6124.TWO,N/A,⚪ 數據不足,2025,2025-12,-0.86,1.16,12.2,16.81,0.0,-49.95,-22.86,-0.99,N/A,業強,28.7999992371,15.649999999999999
🚀 利潤擴張,5289.TWO,N/A,⚠️ 追價風險,2025,2025-12,12.46,59.96,41.37,75.21,38.45270890725436,653.4000000000001,33.7,21.72,N/A,宜鼎,1675.0,15.249999999999993
🏰 高護城河,2423.TW,18.42%,💎 強力關注,2025,2025-12,2.0,5.54,4.13,20.66,10.706921494580264,101.85,26.58,2.92,51.76%,固緯,72.6999969482,15.120000000000001
🧐 疑業外收益,6222.TWO,N/A,⚪ 數據不足,2025,2025-12,-0.31,-0.4,12.72,14.63,0.0,-15.449999999999998,16.13,-0.4,N/A,立軒,20.7000007629,15.030000000000001
🏰 高護城河,2330.TW,54.00%,✅ 穩健價值,2025,2025-12,46.75,31.61,36.39,46.42,13.982210277084535,2344.0499999999997,51.8,66.26,62.33%,台積電,2185.0,14.810000000000002
🚀 利潤擴張,6509.TWO,N/A,💎 強力關注,2025,2025-12,2.35,2.77,4.39,17.48,6.395973359181207,111.75000000000001,9.22,2.87,N/A,聚和,47.6500015259,14.71
🧐 疑業外收益,6722.TW,N/A,⚪ 數據不足,2025,2025-12,2.02,-2.79,-0.96,11.54,0.0,0.0,-11.4,2.9,N/A,輝創,37.2000007629,14.329999999999998
🧐 疑業外收益,1225.TW,5.38%,💎 強力關注,2025,2025-12,1.12,-6.25,-5.83,8.0,7.346938580892857,58.8,-6.67,1.62,10.74%,福懋油,28.7999992371,14.25
🧐 疑業外收益,6614.TW,N/A,⚪ 數據不足,2025,2025-12,0.87,-2.37,15.97,11.76,0.0,0.0,163.64,2.08,N/A,資拓宏宇,0.0,14.129999999999999
🚀 利潤擴張,7738.TWO,N/A,⚪ 數據不足,2025,2025-12,11.58,30.15,32.44,44.26,0.0,0.0,75.19,14.61,N/A,東聯互動,165.0,14.11
🚀 利潤擴張,1560.TW,15.49%,⚠️ 追價風險,2025,2025-12,6.02,16.1,15.28,30.18,28.94486692015209,315.59999999999997,9.71,9.28,34.18%,中砂,609.0,14.079999999999998
🚀 利潤擴張,5864.TWO,N/A,✅ 穩健價值,2025,2025-12,1.17,42.16,-34.55,56.1,14.718310038262912,31.95,-53.39,2.56,N/A,致和證,31.3500003815,13.940000000000005
🧐 疑業外收益,8048.TWO,N/A,💎 強力關注,2025,2025-12,1.67,-0.76,-5.79,13.14,10.556521871808695,86.25,5.03,2.67,N/A,德勝,60.7000007629,13.9
🚀 利潤擴張,3703.TW,7.24%,💎 強力關注,2025,2025-12,0.92,11.98,-3.98,25.87,6.340694126656151,47.55,-42.14,1.8,13.84%,欣陸,20.1000003815,13.89
🚀 利潤擴張,6225.TW,N/A,⚪ 數據不足,2025,2025-12,-0.19,0.42,-19.16,14.29,0.0,-7.199999999999999,-375.0,-0.06,N/A,天瀚,26.9500007629,13.87
🚀 利潤擴張,5457.TWO,N/A,💎 強力關注,2025,2025-12,1.54,7.36,11.53,21.15,4.71938775510204,88.20000000000002,-11.11,2.77,N/A,宣德,27.75,13.79
🏰 高護城河,2836.TW,32.37%,💎 強力關注,2025,2025-12,0.49,14.52,13.69,28.3,7.239263920674848,24.45,28.21,0.68,89.95%,高雄銀,11.8000001907,13.780000000000001
🌑 雙重衰退,2007.TW,-33.95%,⚪ 數據不足,2025,2025-12,-1.54,-23.43,-17.76,-9.8,0.0,-76.95,0.0,-2.24,-29.22%,燁興,6.9299998283,13.629999999999999
🚀 利潤擴張,6727.TWO,N/A,⚠️ 追價風險,2025,2025-12,4.14,8.58,-2.39,22.08,34.57520891364903,215.39999999999998,-7.17,6.8,N/A,亞泰金屬,496.5,13.499999999999998
🧐 疑業外收益,3704.TW,1.57%,✅ 穩健價值,2025,2025-12,1.13,-2.6,6.34,10.87,12.285714527904759,47.25000000000001,633.33,1.56,30.58%,合勤控,38.7000007629,13.469999999999999
🚀 利潤擴張,6272.TW,N/A,⚪ 數據不足,2025,2025-12,2.94,30.88,41.28,44.34,0.0,0.0,137.1,3.43,N/A,驊陞,0.0,13.460000000000004
🧐 疑業外收益,4927.TW,-27.74%,⚪ 數據不足,2025,2025-12,-4.9,-6.83,-4.71,6.63,0.0,-262.95000000000005,31.27,-8.65,-13.35%,泰鼎-KY,47.7000007629,13.46
🧐 疑業外收益,6414.TW,N/A,💎 強力關注,2025,2025-12,17.04,-2.8,-3.72,10.59,5.873493975903615,846.5999999999999,28.02,23.26,N/A,樺漢,331.5,13.39
🚀 利潤擴張,7810.TWO,N/A,⚪ 數據不足,2025,2025-12,3.21,34.56,23.91,47.62,0.0,0.0,56.59,6.25,N/A,捷創科技,226.5,13.059999999999995
🚀 利潤擴張,6603.TWO,N/A,⚠️ 追價風險,2025,2025-12,0.27,12.22,9.61,25.0,24.770114065632185,13.05,-35.71,0.61,N/A,富強鑫,21.5499992371,12.78
🚀 利潤擴張,6625.TW,N/A,💎 強力關注,2025,2025-12,6.5,38.99,33.28,51.64,3.76041650771875,288.0,68.94,9.13,N/A,必應,72.1999969482,12.649999999999999
🚀 利潤擴張,8103.TW,N/A,✅ 穩健價值,2025,2025-12,2.47,5.25,4.44,17.71,12.56038647342995,124.20000000000002,2.54,3.92,N/A,瀚荃,104.0,12.46
🚀 利潤擴張,2313.TW,10.97%,⚪ 中性觀察,2025,2025-12,3.61,4.87,4.46,17.23,21.214642262895175,180.29999999999998,9.06,5.51,18.70%,華通,255.0,12.36
🚀 利潤擴張,8416.TWO,N/A,💎 強力關注,2025,2025-12,8.34,9.96,13.82,22.25,5.772439105772439,449.54999999999995,24.85,13.46,N/A,實威,173.0,12.29
🚀 利潤擴張,2356.TW,1.48%,💎 強力關注,2025,2025-12,1.85,6.95,15.92,19.21,8.81646681404803,87.44999999999999,35.04,2.42,5.21%,英業達,51.4000015259,12.260000000000002
🚀 利潤擴張,3379.TWO,7.02%,✅ 穩健價值,2025,2025-12,0.5,82.32,71.69,94.5,13.745762453254237,44.25,100.0,2.12,13.52%,彬台,40.5499992371,12.180000000000007
🚀 利潤擴張,5274.TWO,N/A,⚠️ 追價風險,2025,2025-12,72.23,40.64,52.48,52.82,64.90906057066577,3595.8,67.72,103.92,N/A,信驊,15560.0,12.18
🚀 利潤擴張,5206.TWO,N/A,💎 強力關注,2025,2025-12,3.69,55.14,56.94,66.99,1.84274196625,186.0,61.14,3.44,N/A,坤悅,22.8500003815,11.849999999999994
🚀 利潤擴張,2013.TW,2.40%,💎 強力關注,2025,2025-12,2.27,6.36,10.09,18.15,5.623324499048257,111.9,13.5,3.19,4.40%,中鋼構,41.9500007629,11.79
🧐 疑業外收益,4142.TW,23.11%,⚪ 數據不足,2025,2025-12,-1.09,-9.99,-35.17,1.75,0.0,-48.6,-137.78,-0.57,49.56%,國光生,17.3500003815,11.74
🚀 利潤擴張,2449.TW,28.21%,💎 強力關注,2025,2025-12,7.17,30.08,27.65,41.67,11.108887109687752,374.69999999999993,52.55,9.01,37.66%,京元電子,277.5,11.590000000000003
🚀 利潤擴張,6016.TWO,N/A,💎 強力關注,2025,2025-12,1.11,1.59,-12.49,13.14,10.954773485979901,29.849999999999998,-23.97,1.98,N/A,康和證,21.7999992371,11.55
🌑 雙重衰退,3055.TW,-125.48%,⚪ 數據不足,2025,2025-12,-1.73,-31.79,-39.2,-20.55,0.0,-99.60000000000001,-19.72,-2.68,16.83%,蔚華科,112.0,11.239999999999998
🚀 利潤擴張,6788.TWO,N/A,💎 強力關注,2025,2025-12,12.09,19.97,19.97,31.09,9.663142365379889,610.05,34.48,17.36,N/A,華景電,393.0,11.120000000000001
🚀 利潤擴張,8074.TWO,N/A,⚠️ 追價風險,2025,2025-12,0.81,4.4,4.12,15.38,26.56934417948905,41.1,-10.99,1.35,N/A,鉅橡,72.8000030518,10.98
🚀 利潤擴張,2368.TW,24.30%,⚠️ 追價風險,2025,2025-12,13.61,54.05,49.83,64.8,28.222120658135285,656.4,50.06,19.47,33.66%,金像電,1235.0,10.75
🚀 利潤擴張,3044.TW,17.08%,💎 強力關注,2025,2025-12,14.75,11.54,11.61,21.94,9.673708429198912,717.1500000000001,25.96,19.45,25.47%,健鼎,462.5,10.400000000000002
🚀 利潤擴張,2468.TW,4.34%,💎 強力關注,2025,2025-12,0.77,19.94,25.51,30.21,11.684587266702508,41.85,32.76,1.25,11.41%,華經,32.5999984741,10.27
🏰 高護城河,2527.TW,12.48%,⚠️ 追價風險,2025,2025-12,0.6,-90.93,-70.82,-80.68,412.5000000000002,1.1999999999999993,-55.04,0.93,61.03%,宏璟,33.0,10.25
🧐 疑業外收益,1218.TW,2.59%,⚪ 數據不足,2025,2025-12,1.07,-5.32,-6.62,4.73,0.0,0.0,-16.8,1.59,16.49%,泰山,0.0,10.05
🚀 利潤擴張,3036.TW,1.75%,💎 強力關注,2025,2025-12,8.11,22.78,19.83,32.83,10.394932935916543,402.59999999999997,41.71,11.61,3.74%,文曄,279.0,10.049999999999997
🚀 利潤擴張,3357.TWO,14.20%,✅ 穩健價值,2025,2025-12,7.84,20.3,20.14,30.29,9.019914096056228,384.15,58.06,10.26,28.44%,臺慶科,231.0,9.989999999999998
🚀 利潤擴張,3257.TW,18.06%,✅ 穩健價值,2025,2025-12,2.65,29.32,22.45,39.18,6.630303122775757,123.75,26.19,3.42,45.11%,虹冠電,54.7000007629,9.86
🏰 高護城河,2884.TW,40.48%,✅ 穩健價值,2025,2025-12,1.62,20.44,15.61,30.06,5.94746731011257,79.95,23.66,2.12,91.14%,玉山金,31.7000007629,9.619999999999997
🔄 轉虧為盈,1471.TW,-72.91%,⚠️ 追價風險,2025,2025-12,-0.05,-34.37,-27.03,-25.0,47.272725538636365,3.3,-117.24,0.03,5.75%,首利,10.3999996185,9.369999999999997
🧐 疑業外收益,2006.TW,10.83%,✅ 穩健價值,2025,2025-12,4.55,-3.84,-2.5,5.37,4.204765167533806,232.95,-0.44,6.47,15.94%,東和鋼鐵,65.3000030518,9.21
🚀 利潤擴張,6138.TWO,N/A,✅ 穩健價值,2025,2025-12,9.27,22.89,21.32,31.94,10.211850380668652,453.15000000000003,24.31,13.04,N/A,茂達,308.5,9.05
🏰 高護城河,2880.TW,45.93%,✅ 穩健價值,2025,2025-12,1.43,4.06,1.87,13.1,7.028508604627194,68.39999999999999,10.0,1.9,97.25%,華南金,32.0499992371,9.04
🧐 疑業外收益,6928.TW,N/A,⚪ 數據不足,2025,2025-12,-0.1,-2.54,5.88,6.41,0.0,-7.05,79.17,-0.73,N/A,攸泰科技,45.8499984741,8.95
🧐 疑業外收益,5381.TWO,N/A,✅ 穩健價值,2025,2025-12,0.65,-5.88,-6.16,2.44,11.405529953917052,32.55,12.28,0.72,N/A,光譜,24.75,8.32
🚀 利潤擴張,5520.TWO,N/A,✅ 穩健價值,2025,2025-12,7.92,2.6,3.98,10.9,3.208137715179969,383.4,17.13,9.97,N/A,力泰,82.0,8.3
🚀 利潤擴張,4804.TWO,-65.06%,⚪ 數據不足,2025,2025-12,-0.65,7.41,8.04,15.65,0.0,-39.300000000000004,55.65,-1.54,-7.81%,大略-KY,3.2699999809,8.24
🧐 疑業外收益,6470.TWO,N/A,✅ 穩健價值,2025,2025-12,2.27,-0.56,12.82,7.5,5.984848677512627,118.8,14.07,3.87,N/A,宇智,47.4000015259,8.06
🧐 疑業外收益,5478.TWO,N/A,✅ 穩健價值,2025,2025-12,5.84,-3.78,-8.2,4.25,5.1315110881897885,290.85,-5.4,7.93,N/A,智冠,99.5,8.03
🚀 利潤擴張,2329.TW,8.19%,✅ 穩健價值,2025,2025-12,1.41,20.92,19.58,28.92,10.404858608481783,74.1,-2.16,2.45,15.35%,華泰,51.4000015259,8.0
🚀 利潤擴張,3653.TW,31.26%,⚠️ 追價風險,2025,2025-12,26.92,42.0,52.19,49.96,33.40683572216097,1360.5,62.75,36.75,41.25%,健策,3030.0,7.960000000000001
🚀 利潤擴張,3611.TWO,8.38%,✅ 穩健價值,2025,2025-12,13.9,31.04,40.71,38.68,4.072545612510861,690.6,23.16,19.63,32.53%,鼎翰,187.5,7.640000000000001
🚀 利潤擴張,5212.TWO,N/A,✅ 穩健價值,2025,2025-12,2.82,15.91,17.89,23.44,5.7301979253836635,121.2,-1.4,4.74,N/A,凌網,46.2999992371,7.530000000000001
🚀 利潤擴張,3290.TWO,14.85%,✅ 穩健價值,2025,2025-12,1.22,18.23,15.97,25.64,11.8147206185533,59.1,-0.64,2.02,30.40%,東浦,46.5499992371,7.41
🧐 疑業外收益,3511.TWO,-5.62%,⚪ 數據不足,2025,2025-12,-1.0,-0.93,1.3,6.35,0.0,-45.89999999999999,11.5,-1.18,15.28%,矽瑪,19.5499992371,7.279999999999999
🧐 疑業外收益,1605.TW,-1.88%,⚪ 中性觀察,2025,2025-12,0.52,-2.83,-0.21,4.35,19.13294709485549,25.95,-41.67,0.75,4.90%,華新,33.0999984741,7.18
🚀 利潤擴張,2404.TW,13.88%,✅ 穩健價值,2025,2025-12,34.07,39.37,30.93,46.52,9.262606181095245,1659.9,52.4,48.08,17.19%,漢唐,1025.0,7.150000000000006
🚀 利潤擴張,3026.TW,5.81%,⚠️ 追價風險,2025,2025-12,4.75,5.01,5.39,12.1,24.533582089552237,241.20000000000002,5.79,6.58,17.62%,禾伸堂,394.5,7.09
🚀 利潤擴張,8279.TWO,N/A,✅ 穩健價值,2025,2025-12,8.62,6.1,7.66,13.09,3.679423966430466,395.85,28.46,10.02,N/A,生展,97.0999984741,6.99
🚀 利潤擴張,2301.TW,10.49%,✅ 穩健價值,2025,2025-12,4.94,21.11,23.16,28.09,12.76595744680851,239.70000000000002,28.23,6.64,21.72%,光寶科,204.0,6.98
🌑 雙重衰退,6662.TWO,N/A,✅ 穩健價值,2025,2025-12,0.99,-10.2,-7.37,-3.49,8.285714285714286,52.5,3.13,1.66,N/A,樂斯科,29.0,6.709999999999999
🚀 利潤擴張,3652.TW,2.52%,✅ 穩健價值,2025,2025-12,0.94,0.59,0.48,7.2,9.701986502350993,45.3,10.59,1.34,32.08%,精聯,29.2999992371,6.61
🚀 利潤擴張,5876.TW,N/A,✅ 穩健價值,2025,2025-12,2.56,3.7,3.26,10.11,4.896214709902319,122.85000000000002,17.51,3.06,N/A,上海商銀,40.0999984741,6.409999999999999
🧐 疑業外收益,6706.TW,N/A,⚪ 數據不足,2025,2025-12,-3.69,-3.41,38.55,2.97,0.0,-168.45000000000002,7.98,-3.92,N/A,惠特,160.5,6.380000000000001
🚀 利潤擴張,8069.TWO,N/A,✅ 穩健價值,2025,2025-12,8.17,12.29,29.4,18.59,9.6964586846543,355.8,75.65,9.14,N/A,元太,230.0,6.300000000000001
🌑 雙重衰退,6703.TWO,N/A,✅ 穩健價值,2025,2025-12,5.77,-8.29,-15.54,-2.0,5.219780219780219,327.6,-23.43,9.9,N/A,軒郁,114.0,6.289999999999999
🧐 疑業外收益,4532.TW,6.80%,✅ 穩健價值,2025,2025-12,1.5,-5.76,-0.93,0.5,4.258241758241759,81.89999999999999,2.8,2.05,17.17%,瑞智,23.25,6.26
🚀 利潤擴張,6415.TW,N/A,⚠️ 追價風險,2025,2025-12,4.31,1.94,0.55,8.14,35.70422535211267,213.00000000000003,19.44,6.4,N/A,矽力*-KY,507.0,6.200000000000001
🌑 雙重衰退,5534.TW,N/A,✅ 穩健價值,2025,2025-12,2.24,-29.66,-38.06,-23.57,7.507447713416089,151.04999999999998,-17.65,6.0,N/A,長虹,75.5999984741,6.09
🚀 利潤擴張,3005.TW,14.37%,✅ 穩健價值,2025,2025-12,6.36,10.6,9.96,16.67,4.688243693479295,315.15000000000003,15.04,8.43,31.02%,神基,98.5,6.070000000000002
🚀 利潤擴張,5601.TWO,N/A,⚠️ 追價風險,2025,2025-12,0.32,1.81,1.76,7.69,33.42856997533333,15.75,0.0,0.42,N/A,台聯櫃,35.0999984741,5.880000000000001
🌑 雙重衰退,1337.TW,-65.33%,⚪ 數據不足,2025,2025-12,-1.24,-18.82,-18.71,-12.99,0.0,-62.85000000000001,-18.1,-1.74,-19.71%,再生-KY,4.6700000763,5.83
🧐 疑業外收益,1712.TW,5.88%,✅ 穩健價值,2025,2025-12,2.07,-1.68,-2.3,4.0,5.802292263610315,104.69999999999999,6.7,2.6,29.22%,興農,40.5,5.68
🚀 利潤擴張,6122.TWO,N/A,✅ 穩健價值,2025,2025-12,3.44,1.36,-2.12,7.03,4.1011236614433875,173.55,-0.87,4.78,N/A,擎邦,47.4500007629,5.67
🌑 雙重衰退,3284.TWO,13.35%,✅ 穩健價值,2025,2025-12,1.21,-17.82,-29.91,-12.16,3.5805083937499997,70.80000000000001,-53.6,2.31,25.16%,太普高,16.8999996185,5.66
🧐 疑業外收益,2617.TW,41.07%,⚪ 數據不足,2025,2025-12,2.36,-2.28,-5.48,3.25,0.0,0.0,0.43,3.18,46.23%,台航,0.0,5.529999999999999
🧐 疑業外收益,6761.TWO,N/A,✅ 穩健價值,2025,2025-12,5.51,-2.32,2.55,2.89,9.880239520958083,275.55,1.73,7.34,N/A,穩得,181.5,5.21
🚀 利潤擴張,6005.TW,N/A,✅ 穩健價值,2025,2025-12,1.87,12.14,6.33,17.33,5.239726092722603,87.6,5.65,2.64,N/A,群益證,30.6000003815,5.189999999999998
