股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
3050,鈺德,11.80,331,15.30,11.20,---,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
00984,大華優利美A債15,16.02,3600,16.82,14.24,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (16.05),離開盤整 (向下)
6591,動力-KY,51.80,157,98.76,47.99,---,進入盤整,無,無,ADX 為 11.14 (低於 20),進入盤整
6176,瑞儀,104.50,7161,150.54,88.50,---,均線糾擺,無,無,MA 乖離率僅 0.43%,均線糾擺
6811,宏�硌穈T,205.50,103,263.00,182.50,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
4544,春日,15.05,3,18.00,14.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9949,琉園,23.35,26,36.70,23.35,---,進入盤整,無,無,ADX 為 17.92 (低於 20),進入盤整
4510,高鋒,46.45,1532,55.20,35.05,---,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
6194,育富,32.30,110,39.65,30.95,---,均線糾擺,無,無,MA 乖離率僅 0.34%,均線糾擺
6124,業強,28.80,16,37.95,23.30,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,126.35,1115,129.05,92.35,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.29%,均線糾擺
2101,南港,30.75,2326,45.45,30.00,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00945,凱基美國非投等債,14.37,6797,14.53,12.76,---,均線糾擺,無,無,MA 乖離率僅 0.17%,均線糾擺
4556,旭然,38.60,158,45.55,22.45,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,35.75,372,40.45,30.29,---,均線糾擺,無,無,MA 乖離率僅 0.66%,均線糾擺
6624,萬年清,48.00,6,72.50,31.85,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3081,聯亞,2580.00,2114,3055.00,253.63,---,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
00685,群益臺灣加權正2,231.00,1549,259.50,63.75,---,進入盤整,無,無,ADX 為 18.16 (低於 20),進入盤整
6446,藥華藥,789.00,3257,826.00,438.80,---,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.28,1964,11.39,9.64,---,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
6485,點序,112.00,6264,124.50,50.00,---,強勢突破 (軌外),隔一漲,無,股價衝破布林上軌 (108.87)，進入噴發段,強勢突破 (軌外)
6294,智基,27.10,53,56.63,27.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5403,中菲,86.00,131,126.00,85.00,---,離開盤整 (向下) -> 進入盤整,無,無,ADX 為 16.18 (低於 20),進入盤整
6775,穎台科技,48.50,842,72.30,20.40,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00981,平衡凱基雙核收息,10.26,4237,10.58,9.91,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
5455,昇益,24.20,42,42.60,23.05,---,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
2374,佳能,78.80,5534,94.96,39.09,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.49%,均線糾擺
6113,亞矽,24.70,415,29.42,18.45,---,均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
6912,益鈞環科*,15.95,124,20.45,13.65,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1443,立益物流,26.45,19,32.25,21.20,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2025,千興,11.65,182,16.70,9.01,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.13%,均線糾擺
6141,柏承,34.50,6655,36.70,9.45,---,進入盤整,無,無,ADX 為 15.97 (低於 20),進入盤整
5243,乙盛-KY,104.50,16909,127.00,44.76,---,均線糾擺,無,連1日大跌,MA 乖離率僅 0.97%,均線糾擺
4771,望隼,194.00,381,207.40,170.00,---,強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
2303,聯電,108.00,227552,113.00,40.40,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3372,典範,19.05,744,25.65,12.65,---,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
4968,立積,113.00,675,166.50,101.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6158,禾昌,17.95,51,24.75,17.70,---,進入盤整,無,無,ADX 為 17.15 (低於 20),進入盤整
8454,富邦媒,194.50,756,284.88,170.00,---,貼軌運行 -> 進入盤整,無,無,ADX 為 13.59 (低於 20),進入盤整
8433,弘帆,52.50,13,71.50,50.00,---,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
00991,主動復華未來50,16.93,63995,18.55,9.66,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
2417,圓剛,47.45,1432,56.90,33.40,---,進入盤整,無,無,ADX 為 18.66 (低於 20),進入盤整
2402,毅嘉,61.90,4362,77.70,35.37,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2351,順德,180.00,6522,190.50,66.04,---,進入盤整,無,無,ADX 為 16.35 (低於 20),進入盤整
2420,新巨,58.90,1053,59.50,47.60,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (58.90 > 1.5σ)，動能強勁,貼軌運行
7893,睿信,203.00,37,249.00,140.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911622,泰聚亨-DR,3.58,15,4.67,3.51,---,均線糾擺,無,無,MA 乖離率僅 0.62%,均線糾擺
8222,寶一,35.30,219,65.53,34.10,---,均線糾擺,無,無,MA 乖離率僅 0.78%,均線糾擺
7743,金利食安,19.40,4,43.00,19.40,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (19.46),離開盤整 (向下)
3499,環天科,14.70,35,21.35,13.10,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6223,旺矽,5680.00,1032,6290.00,650.08,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6261,久元,114.50,3222,133.50,56.72,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7583,國際海洋,54.00,18,87.00,54.00,---,離開盤整 (向下),無,無,跌破布林下軌 (56.97),離開盤整 (向下)
3287,廣寰科,31.20,144,32.10,28.05,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6658,聯策,170.00,2802,213.00,46.40,---,進入盤整,無,連2日大跌,ADX 為 17.52 (低於 20),進入盤整
2497,怡利電,56.10,343,61.30,36.72,---,均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
2059,川湖,4500.00,348,5520.00,1859.41,📅 預告 (20260608),進入盤整,無,無,ADX 為 12.90 (低於 20),進入盤整
7773,富禾生醫,30.30,201,47.00,21.00,---,貼軌運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (30.06)，進入噴發段,強勢突破 (軌外)
3434,哲固,28.25,62,64.30,27.90,---,均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
6913,鴻呈,129.50,391,156.00,95.13,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
00749,凱基新興債10+,30.90,122,32.07,26.75,---,離開盤整 (向下),無,無,跌破布林下軌 (31.08),離開盤整 (向下)
3030,德律,347.00,2332,417.50,100.06,---,進入盤整,無,無,ADX 為 13.13 (低於 20),進入盤整
1786,科妍,59.30,555,123.00,51.50,---,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
6677,瑩碩生技,18.10,37,29.05,16.05,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.07 (低於 20),進入盤整
9802,鈺齊-KY,75.90,1075,112.32,73.90,---,均線糾擺,無,無,MA 乖離率僅 1.28%,均線糾擺
3219,倚強科,82.10,885,109.50,40.66,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.17 (低於 20),進入盤整
00918,大華優利高填息30,25.78,18933,25.87,19.63,---,進入盤整,無,無,ADX 為 11.18 (低於 20),進入盤整
7848,騏億鑫,435.50,37,529.00,279.50,---,均線糾擺 -> 進入盤整,無,無,ADX 為 7.96 (低於 20),進入盤整
4951,精拓科,123.00,194,140.00,58.54,---,進入盤整,連1日大漲,無,ADX 為 17.90 (低於 20),進入盤整
3022,威強電,68.10,461,82.11,56.20,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
4537,旭東,165.00,49,195.00,26.49,---,均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
5906,台南-KY,46.45,0,55.80,45.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4167,松瑞藥,18.90,283,21.85,17.00,---,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
00641,富邦日本反1,4.04,4118,5.93,3.88,---,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
7842,天能綠電,100.50,86,276.68,100.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00912,中信臺灣智慧50,29.21,1181,31.05,15.98,---,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
2743,山富,67.10,68,103.36,67.10,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (67.15),離開盤整 (向下)
6617,共信-KY,65.80,178,115.50,60.20,---,均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
2412,中華電,139.00,23098,142.50,124.69,📅 預告 (20260527),強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
8354,冠好,16.40,73,19.00,13.92,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
2428,興勤,223.00,3431,223.00,123.89,---,貼軌運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (222.77)，進入噴發段,強勢突破 (軌外)
6818,連騰,59.70,107,100.50,32.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4536,拓凱,158.00,263,195.00,148.00,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (157.37)，進入噴發段,強勢突破 (軌外)
2901,欣欣,22.70,11,27.06,22.60,---,均線糾擺,無,無,MA 乖離率僅 1.08%,均線糾擺
4554,橙的,30.95,97,43.34,24.70,---,均線糾擺,無,無,MA 乖離率僅 0.62%,均線糾擺
6173,信昌電,159.50,3330,172.00,34.78,📅 預告 (20260521),趨勢運行 -> 進入盤整,無,無,ADX 為 18.78 (低於 20),進入盤整
3224,三顧,41.20,85,52.50,33.75,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3231,緯創,132.50,20589,158.50,103.47,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8930,青鋼,28.40,24,35.20,27.25,---,均線糾擺,無,無,MA 乖離率僅 1.08%,均線糾擺
2464,盟立,124.50,26407,139.00,53.30,---,貼軌運行 -> 進入盤整,無,連1日大跌,ADX 為 6.61 (低於 20),進入盤整
2248,華勝-KY,55.20,22,59.90,41.85,---,均線糾擺,無,無,MA 乖離率僅 1.05%,均線糾擺
7758,睿騰能源,48.95,56,58.77,35.05,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.49%,均線糾擺
4765,磐采,19.90,4,31.15,11.45,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2884,玉山金,31.70,32474,35.10,27.55,---,均線糾擺,無,無,MA 乖離率僅 0.32%,均線糾擺
2007,燁興,6.93,199,9.03,6.88,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6842,瑞宇,108.50,398,161.50,30.35,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.75 (低於 20),進入盤整
4150,優你康,5.79,141,11.40,4.59,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5355,佳總,6.40,45,11.30,5.62,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1725,元禎,30.15,103,35.45,26.40,---,均線糾擺,無,無,MA 乖離率僅 0.98%,均線糾擺
006201,元大富櫃50,44.00,336,49.03,18.04,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.49%,均線糾擺
3184,微邦,24.85,737,35.05,8.90,---,進入盤整,無,連1日大跌,ADX 為 11.56 (低於 20),進入盤整
6808,三鼎生技,31.60,144,61.09,30.45,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6116,彩晶,9.85,31662,11.65,6.69,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7815,新特,449.50,90,580.34,107.48,---,均線糾擺,無,無,MA 乖離率僅 1.28%,均線糾擺
2453,凌群,54.70,207,63.80,50.50,---,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
6735,美達科技,107.50,863,145.00,42.28,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6867,坦德科技,22.05,11,29.60,19.80,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3609,三一東林,29.05,303,52.90,21.20,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (29.05 > 1.5σ)，動能強勁,貼軌運行
4568,科際精密,40.40,3,48.50,40.10,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
8923,時報,19.00,1,22.55,18.55,---,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
7789,開展,33.60,3,65.00,31.45,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.21%,均線糾擺
8068,全達,20.25,207,28.90,17.65,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9958,世紀鋼,101.00,2266,239.72,101.00,---,均線糾擺,無,無,MA 乖離率僅 0.47%,均線糾擺
1586,和勤,22.85,277,30.40,21.55,---,貼軌運行,無,無,股價於高位貼軌 (22.85 > 1.5σ)，動能強勁,貼軌運行
006208,富邦台50,214.10,5275,226.80,98.25,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.05%,均線糾擺
8932,智通*,98.90,4804,118.75,44.86,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1709,和益,18.15,518,19.35,16.40,---,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
8908,欣雄,40.65,126,47.22,38.80,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (40.65 > 1.5σ)，動能強勁,貼軌運行
4174,浩鼎,32.35,211,78.20,31.50,---,均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
00930,永豐ESG低碳高息,21.26,1476,21.91,15.86,---,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6597,立誠,73.80,14,86.70,51.00,---,進入盤整,無,無,ADX 為 14.38 (低於 20),進入盤整
3055,蔚華科,112.00,7914,124.00,49.09,---,強勢突破 (軌外) -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
5276,達輝-KY,18.65,37,22.20,13.44,---,均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
1584,精剛,19.65,599,25.55,19.45,---,均線糾擺,無,無,MA 乖離率僅 0.59%,均線糾擺
2722,夏都,22.30,24,31.99,22.30,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (22.38),離開盤整 (向下)
7562,博來科技,50.20,5,56.50,33.09,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6240,松崗,17.85,2,23.80,17.20,---,均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
2885,元大金,55.10,20086,56.50,28.82,---,均線糾擺,無,無,MA 乖離率僅 1.22%,均線糾擺
6812,梭特,74.40,85,104.00,41.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4119,旭富,42.50,150,70.62,40.40,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8472,夠麻吉,71.80,18,106.50,27.20,---,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
3306,鼎天,44.85,156,68.80,36.86,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
2929,淘帝-KY,5.17,284,11.45,5.17,---,進入盤整,無,無,ADX 為 11.35 (低於 20),進入盤整
6473,美賣*,8.47,57,17.00,5.92,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6645,金萬林-創,11.95,22,26.30,11.95,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7871,安立璽榮-KY,70.00,453,87.00,39.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7792,安葆,263.50,281,406.00,152.38,---,離開盤整 (向下) -> 進入盤整,無,無,ADX 為 18.62 (低於 20),進入盤整
00881,國泰台灣科技龍頭,47.66,12343,50.95,19.32,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
7825,和亞智慧,100.50,93,220.00,43.68,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1717,長興,72.70,27897,82.70,23.90,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (72.97),離開盤整 (向下)
6127,九豪,52.10,27077,52.10,17.90,---,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (51.01)，進入噴發段,強勢突破 (軌外)
7556,意德士,249.00,160,319.00,138.24,---,進入盤整,無,無,ADX 為 11.99 (低於 20),進入盤整
5206,坤悅,22.85,36,38.05,22.40,---,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
4763,材料*-KY,41.15,4114,95.92,41.15,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
2535,達欣工,74.60,563,76.60,55.50,---,均線糾擺,無,無,MA 乖離率僅 0.15%,均線糾擺
5464,霖宏,67.50,913,67.50,22.20,---,進入盤整 -> 貼軌運行,連2日大漲,無,股價於高位貼軌 (67.50 > 1.5σ)，動能強勁,貼軌運行
2013,中鋼構,41.95,81,45.15,39.90,---,均線糾擺,無,無,MA 乖離率僅 0.58%,均線糾擺
3284,太普高,16.90,277,26.55,15.35,---,進入盤整,連1日大漲,無,ADX 為 19.13 (低於 20),進入盤整
4528,江興鍛,15.45,13,21.40,15.45,---,均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
1714,和桐,9.52,2887,10.25,7.18,---,均線糾擺,無,無,MA 乖離率僅 0.59%,均線糾擺
1808,潤隆,29.20,951,35.95,28.30,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
3709,鑫聯大投控,83.40,4191,92.90,33.65,---,均線糾擺,連1日大漲,無,MA 乖離率僅 1.18%,均線糾擺
2352,佳世達,26.05,8646,38.24,22.75,---,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
1568,倉佑,28.00,212,30.20,21.00,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
7854,佐茂,87.30,67,130.00,40.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5353,台林,25.80,59,28.05,23.10,---,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
6129,普誠,14.95,833,18.40,10.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5475,德宏,278.00,2575,400.00,11.20,---,進入盤整,無,無,ADX 為 11.35 (低於 20),進入盤整
5289,宜鼎,1675.00,4020,1865.00,210.19,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5514,三豐,15.25,1,18.46,15.20,---,均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
3587,閎康,321.50,1017,396.00,136.18,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
5202,力新,11.65,262,26.09,11.65,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2020,美亞,21.35,234,27.09,21.10,---,均線糾擺,無,無,MA 乖離率僅 1.05%,均線糾擺
6532,瑞耘,96.80,3262,114.00,49.30,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00927,群益半導體收益,33.63,12299,35.87,15.16,---,進入盤整,無,無,ADX 為 16.67 (低於 20),進入盤整
00950,凱基A級公司債,13.82,8701,14.35,12.41,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (13.84),離開盤整 (向下)
7843,英柏得,128.00,112,143.50,25.70,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3685,元創精密,26.95,148,45.75,11.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4529,淳紳,6.08,164,6.08,3.04,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (6.08 > 1.5σ)，動能強勁,貼軌運行
3523,迎輝,9.99,8,20.55,9.91,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4908,前鼎,247.00,745,250.00,69.20,---,進入盤整,連1日大漲,無,ADX 為 13.28 (低於 20),進入盤整
3029,零壹,94.50,943,130.50,93.00,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
7769,鴻勁,6980.00,451,7560.00,2385.00,---,進入盤整,連1日大漲,無,ADX 為 16.59 (低於 20),進入盤整
4958,臻鼎-KY,439.00,62122,442.50,95.51,---,趨勢運行,連2日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6245,立端,82.60,1078,87.00,60.60,---,均線糾擺,無,無,MA 乖離率僅 0.15%,均線糾擺
2754,亞洲藏壽司,77.00,923,100.50,65.90,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (73.70)，進入噴發段,強勢突破 (軌外)
3447,展達,36.30,149,82.40,35.30,---,進入盤整,無,無,ADX 為 8.05 (低於 20),進入盤整
00726,國泰新興投等債,32.33,443,33.85,28.74,---,均線糾擺,無,無,MA 乖離率僅 0.32%,均線糾擺
3583,辛耘,826.00,1581,966.00,269.53,---,進入盤整,無,無,ADX 為 17.09 (低於 20),進入盤整
