
📅 投資日報表: 2026-05-20
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 246.50   | 246.50   | 239.50   | 240.00   | 62,525,441   | 241.21      | 2000     | ▼2,420    |   -0.50%
4142     | 國光生        | 17.40    | 17.55    | 17.20    | 17.35    | 913,031      | 25.32       | 1000     | ▼7,970    |  -31.48%
0050     | 元大台灣50     | 93.00    | 93.50    | 92.45    | 92.50    | 121,367,466  | 46.60       | 16016    | ▲735,134  |  +98.50%
0056     | 元大高股息      | 44.15    | 44.46    | 44.00    | 44.04    | 28,598,532   | 36.43       | 8000     | ▲60,880   |  +20.89%
00635U   | 期元大S&P黃金   | 47.15    | 47.15    | 46.68    | 46.86    | 7,128,912    | 55.25       | 3000     | ▼25,170   |  -15.19%
00738U   | 期元大道瓊白銀    | 60.20    | 60.25    | 59.05    | 59.75    | 17,281,500   | 66.26       | 1000     | ▼6,510    |   -9.82%
00929    | 復華台灣科技優息   | 25.26    | 25.45    | 24.98    | 25.07    | 23,167,110   | 19.73       | 8000     | ▲42,720   |  +27.07%
009816   | 凱基台灣TOP50  | 13.41    | 13.50    | 13.30    | 13.34    | 131,037,829  | 11.01       | 63000    | ▲146,790  |  +21.16%
00990A   | 主動元大AI新經濟  | 16.54    | 16.67    | 16.48    | 16.57    | 30,628,299   | 11.48       | 5000     | ▲25,450   |  +44.34%
2009     | 第一銅        | 37.70    | 38.20    | 37.70    | 38.00    | 1,041,727    | 50.56       | 4000     | ▼50,240   |  -24.84%
2337     | 旺宏         | 144.50   | 148.00   | 136.50   | 141.00   | 112,333,207  | 95.28       | 2000     | ▲91,440   |  +47.98%
2409     | 友達         | 19.25    | 19.30    | 18.60    | 18.75    | 117,930,378  | 16.21       | 2000     | ▲5,080    |  +15.67%
3481     | 群創         | 37.80    | 38.00    | 36.00    | 36.95    | 623,707,539  | 25.10       | 4000     | ▲47,400   |  +47.21%
6806     | 森崴能源       | 11.40    | 11.40    | 11.40    | 11.40    | 172,374      | 45.39       | 5000     | ▼169,950  |  -74.88%
3105     | 穩懋         | 459.50   | 478.00   | 442.50   | 446.50   | 28,310,239   | 556.47      | 300      | ▼32,991   |  -19.76%
4966     | 譜瑞-KY      | 741.00   | 760.00   | 703.00   | 757.00   | 1,397,405    | 1921.64     | 1000     | ▼1,164,640 |  -60.61%
00403A   | 主動統一升級50   | 9.73     | 9.77     | 9.64     | 9.66     | 750,901,878  | 10.68       | 26026    | ▼26,547   |   -9.55%
00981A   | 主動統一台股增長   | 27.49    | 27.72    | 27.10    | 27.23    | 252,078,906  | 27.48       | 2000     | ▼500      |   -0.91%
2313     | 華通         | 263.00   | 269.00   | 250.00   | 255.00   | 90,638,136   | 250.71      | 1000     | ▲4,290    |   +1.71%
2330     | 台積電        | 2205.00  | 2210.00  | 2185.00  | 2185.00  | 32,728,279   | 225.55      | 10       | ▲19,594   | +868.74%
6239     | 力成         | 225.00   | 240.50   | 224.50   | 234.50   | 20,394,201   | 243.21      | 1000     | ▼8,710    |   -3.58%
6789     | 采鈺         | 523.00   | 525.00   | 506.00   | 519.00   | 3,969,384    | 593.50      | 400      | ▼29,800   |  -12.55%
5276     | 達輝-KY      | 19.60    | 19.65    | 18.35    | 18.65    | 37,945       | 22.18       | 300      | ▼1,059    |  -15.92%
5474     | 聰泰         | 161.00   | 167.00   | 161.00   | 165.50   | 420,179      | 175.15      | 2000     | ▼19,300   |   -5.51%
6849     | 奇鼎科技       | 221.00   | 226.00   | 198.00   | 200.50   | 441,625      | 266.40      | 280      | ▼18,452   |  -24.74%
7853     | 政美應用       | 344.00   | 357.50   | 335.00   | 336.50   | 419,245      | 409.29      | 280      | ▼20,381   |  -17.78%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,140,197    📊 未實現損益:        -405,861 (  -5.68%)
