日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-20,2317,鴻海,240.0,241.21,2000,-2420,-0.50%
2026-05-20,4142,國光生,17.35,25.32,1000,-7970,-31.48%
2026-05-20,0050,元大台灣50,92.5,46.6,16016,735134,98.50%
2026-05-20,0056,元大高股息,44.04,36.43,8000,60880,20.89%
2026-05-20,00635U,期元大S&P黃金,46.86,55.25,3000,-25170,-15.19%
2026-05-20,00738U,期元大道瓊白銀,59.75,66.26,1000,-6510,-9.82%
2026-05-20,00929,復華台灣科技優息,25.07,19.73,8000,42720,27.07%
2026-05-20,009816,凱基台灣TOP50,13.34,11.01,63000,146790,21.16%
2026-05-20,00990A,主動元大AI新經濟,16.57,11.48,5000,25450,44.34%
2026-05-20,2009,第一銅,38.0,50.56,4000,-50240,-24.84%
2026-05-20,2337,旺宏,141.0,95.28,2000,91440,47.98%
2026-05-20,2409,友達,18.75,16.21,2000,5080,15.67%
2026-05-20,3481,群創,36.95,25.1,4000,47400,47.21%
2026-05-20,6806,森崴能源,11.4,45.39,5000,-169950,-74.88%
2026-05-20,3105,穩懋,446.5,556.47,300,-32991,-19.76%
2026-05-20,4966,譜瑞-KY,757.0,1921.64,1000,-1164640,-60.61%
2026-05-20,00403A,主動統一升級50,9.66,10.68,26026,-26547,-9.55%
2026-05-20,00981A,主動統一台股增長,27.23,27.48,2000,-500,-0.91%
2026-05-20,2313,華通,255.0,250.71,1000,4290,1.71%
2026-05-20,2330,台積電,2185.0,225.55,10,19594,868.74%
2026-05-20,6239,力成,234.5,243.21,1000,-8710,-3.58%
2026-05-20,6789,采鈺,519.0,593.5,400,-29800,-12.55%
2026-05-20,5276,達輝-KY,18.65,22.18,300,-1059,-15.92%
2026-05-20,5474,聰泰,165.5,175.15,2000,-19300,-5.51%
2026-05-20,6849,奇鼎科技,200.5,266.4,280,-18452,-24.74%
2026-05-20,7853,政美應用,336.5,409.29,280,-20381,-17.78%
