股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
3093.TWO,港建*,🔥 訊號出現,52.5999984741,59.43,🟢 黃金標的,42.86%,71.43%,21.61%,-2.24%,7,51.42,0.7143,0.2161
6285.TW,啟��,🔥 訊號出現,197.0,61.34,🟢 黃金標的,50.00%,66.67%,11.83%,-2.21%,6,192.64,0.6667,0.1183
1323.TW,永裕,🔥 訊號出現,24.6499996185,78.4,🟡 妖股/高波動,66.67%,33.33%,10.99%,-0.87%,3,24.44,0.3333,0.1099
6261.TWO,久元,🔥 訊號出現,79.1999969482,73.49,⚪ 一般監控,20.00%,60.00%,1.41%,-3.24%,5,76.64,0.6,0.0141
7751.TWO,竑騰,🔥 訊號出現,1830.0,68.86,⚪ 一般監控,50.00%,50.00%,5.44%,-4.22%,8,1752.72,0.5,0.0544
1309.TW,台達化,🔥 訊號出現,26.5,79.14,⚪ 一般監控,37.50%,50.00%,6.17%,-5.04%,8,25.16,0.5,0.0617
3556.TWO,禾瑞亞,🔥 訊號出現,45.7000007629,61.88,⚪ 一般監控,0.00%,50.00%,7.27%,-2.26%,2,44.67,0.5,0.0727
6451.TW,訊芯-KY,🔥 訊號出現,325.0,66.99,⚪ 一般監控,33.33%,50.00%,4.60%,-7.35%,6,301.12,0.5,0.046
8109.TWO,博大,🔥 訊號出現,111.0,83.53,⚪ 一般監控,33.33%,50.00%,4.68%,-1.28%,6,109.58,0.5,0.0468
6838.TW,台新藥,🔥 訊號出現,30.7000007629,85.81,⚪ 一般監控,50.00%,50.00%,6.43%,-0.90%,4,30.43,0.5,0.0643
3086.TWO,華義,🔥 訊號出現,335.0,85.55,⚪ 一般監控,40.00%,40.00%,2.37%,-5.18%,5,317.66,0.4,0.0237
9960.TWO,邁達康,🔥 訊號出現,25.0499992371,86.0,⚪ 一般監控,50.00%,33.33%,1.60%,-0.82%,6,24.84,0.3333,0.016
1324.TW,地球,🔥 訊號出現,12.75,77.91,⚪ 一般監控,20.00%,20.00%,2.69%,-2.89%,5,12.38,0.2,0.0269
00945B.TW,凱基美國非投等債,🔥 訊號出現,14.6000003815,66.19,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,14.6,0.0,
2020.TW,美亞,🔥 訊號出現,25.2999992371,68.75,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,2,25.3,0.0,
7822.TW,倍利科,🔥 訊號出現,1740.0,58.11,⚪ 一般監控,50.00%,0.00%,nan%,0.00%,2,1740.0,0.0,
5487.TWO,通泰,🔥 訊號出現,27.8500003815,46.03,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,2,27.85,0.0,
4549.TWO,桓達,🔥 訊號出現,106.5,69.91,⚪ 一般監控,50.00%,0.00%,nan%,0.00%,2,106.5,0.0,
6692.TWO,進能服,🔥 訊號出現,32.3499984741,62.6,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,32.35,0.0,
8091.TWO,翔名,🔥 訊號出現,166.5,76.61,🔴 空頭陷阱,50.00%,50.00%,-1.33%,-2.86%,6,161.74,0.5,-0.0133
3167.TW,大量,🔥 訊號出現,490.0,67.28,🔴 空頭陷阱,20.00%,40.00%,-0.14%,-4.58%,5,467.55,0.4,-0.0014
2460.TW,建通,🔥 訊號出現,26.5499992371,62.71,🔴 空頭陷阱,40.00%,40.00%,-0.29%,-4.04%,5,25.48,0.4,-0.0029
6703.TWO,軒郁,🔥 訊號出現,118.0,59.92,🔴 空頭陷阱,0.00%,33.33%,-2.65%,-3.93%,3,113.36,0.3333,-0.0265
2461.TW,光群雷,🔥 訊號出現,19.0,87.23,🔴 空頭陷阱,20.00%,20.00%,-1.46%,-3.30%,5,18.37,0.2,-0.0146
00958B.TWO,永豐ESG銀行債15+,🔥 訊號出現,9.3500003815,54.87,🔴 空頭陷阱,16.67%,16.67%,-0.50%,-0.67%,6,9.29,0.1667,-0.005
3673.TW,TPK-KY,🔥 訊號出現,48.7000007629,76.78,🔴 空頭陷阱,0.00%,0.00%,-3.07%,-3.41%,3,47.04,0.0,-0.0307
3444.TWO,利機,🔥 訊號出現,65.4000015259,58.61,🔴 空頭陷阱,0.00%,0.00%,-8.02%,-7.64%,2,60.4,0.0,-0.0802
2415.TW,錩新,🔥 訊號出現,30.6499996185,65.54,🔴 空頭陷阱,33.33%,0.00%,-0.90%,-1.61%,3,30.16,0.0,-0.009
00970B.TWO,新光BBB投等債20+,🔥 訊號出現,9.4499998093,57.33,🔴 空頭陷阱,0.00%,0.00%,-0.52%,-1.15%,2,9.34,0.0,-0.0052
2883B.TW,凱基金乙特,🔥 訊號出現,8.3900003433,88.1,🔴 空頭陷阱,33.33%,0.00%,-0.25%,-0.50%,6,8.35,0.0,-0.0025
6218.TWO,豪勉,🔥 訊號出現,28.6000003815,71.48,🔴 空頭陷阱,0.00%,0.00%,-6.65%,-10.08%,2,25.72,0.0,-0.0665
3162.TWO,精確,🔥 訊號出現,61.0,56.14,🔴 空頭陷阱,0.00%,0.00%,-9.64%,-8.58%,2,55.76,0.0,-0.0964
1789.TW,神隆,無,21.8500003815,51.49,🟢 黃金標的,100.00%,100.00%,15.78%,-1.98%,2,0.0,1.0,0.1578
3044.TW,健鼎,無,357.0,47.92,🟢 黃金標的,100.00%,100.00%,4.78%,-0.29%,2,0.0,1.0,0.0478
6446.TW,藥華藥,無,638.0,47.24,🟢 黃金標的,50.00%,100.00%,9.52%,-1.87%,4,0.0,1.0,0.0952
1717.TW,長興,無,61.0,44.63,🟢 黃金標的,80.00%,100.00%,16.85%,-3.23%,5,0.0,1.0,0.1685
6129.TWO,普誠,無,14.4499998093,49.36,🟢 黃金標的,100.00%,100.00%,3.03%,0.61%,1,0.0,1.0,0.0303
3054.TW,立萬利,無,60.7000007629,36.23,🟢 黃金標的,100.00%,100.00%,60.48%,9.93%,1,0.0,1.0,0.6048
4905.TWO,台聯電,無,83.0,65.36,🟢 黃金標的,50.00%,100.00%,16.18%,4.66%,2,0.0,1.0,0.1618
8042.TWO,金山電,無,51.7999992371,43.16,🟢 黃金標的,50.00%,100.00%,4.33%,-5.26%,2,0.0,1.0,0.0433
00947.TW,台新臺灣IC設計,無,23.0499992371,44.41,🟢 黃金標的,66.67%,100.00%,3.09%,-2.42%,3,0.0,1.0,0.0309
2243.TW,宏旭-KY,無,20.8999996185,63.94,🟢 黃金標的,100.00%,100.00%,10.79%,8.16%,1,0.0,1.0,0.1079
3324.TWO,雙鴻,無,918.0,35.41,🟢 黃金標的,33.33%,100.00%,5.64%,-7.26%,3,0.0,1.0,0.0564
3521.TWO,台鋼建設,無,12.8500003815,35.29,🟢 黃金標的,0.00%,100.00%,4.02%,-5.88%,1,0.0,1.0,0.0402
3023.TW,信邦,無,266.5,60.47,🟢 黃金標的,0.00%,100.00%,5.94%,-3.45%,2,0.0,1.0,0.0594
3226.TWO,龍鋒,無,44.8499984741,38.42,🟢 黃金標的,100.00%,100.00%,10.45%,-1.40%,6,0.0,1.0,0.1045
2755.TWO,揚秦,無,140.5,34.43,🟢 黃金標的,50.00%,100.00%,8.38%,-0.26%,4,0.0,1.0,0.0838
6515.TW,穎崴,無,7100.0,59.36,🟢 黃金標的,33.33%,100.00%,4.52%,-6.17%,3,0.0,1.0,0.0452
8027.TWO,鈦昇,無,151.5,76.25,🟢 黃金標的,33.33%,100.00%,21.30%,-4.79%,3,0.0,1.0,0.213
00941.TW,中信上游半導體,無,21.9200000763,53.26,🟢 黃金標的,100.00%,100.00%,4.69%,0.78%,1,0.0,1.0,0.0469
3149.TW,正達,無,41.4500007629,35.2,🟢 黃金標的,100.00%,100.00%,7.31%,-0.91%,3,0.0,1.0,0.0731
6588.TWO,東典光電,無,130.0,71.43,🟢 黃金標的,66.67%,100.00%,10.28%,-4.82%,3,0.0,1.0,0.1028
6155.TW,鈞寶,無,41.2999992371,41.81,🟢 黃金標的,0.00%,100.00%,3.46%,-9.39%,1,0.0,1.0,0.0346
00965.TW,元大航太防衛科技,無,25.0900001526,43.75,🟢 黃金標的,100.00%,100.00%,5.15%,-0.36%,1,0.0,1.0,0.0515
2073.TWO,雄順,無,25.7999992371,27.12,🟢 黃金標的,0.00%,100.00%,3.77%,0.00%,1,0.0,1.0,0.0377
6548.TWO,長科*,無,47.25,54.68,🟢 黃金標的,0.00%,100.00%,4.76%,-6.53%,2,0.0,1.0,0.0476
7740.TW,熙特爾-創,無,169.5,24.53,🟢 黃金標的,50.00%,100.00%,4.56%,-5.56%,2,0.0,1.0,0.0456
6282.TW,康舒,無,42.7000007629,44.08,🟢 黃金標的,66.67%,100.00%,13.84%,-1.16%,6,0.0,1.0,0.1384
6148.TWO,驊宏資,無,32.0499992371,44.32,🟢 黃金標的,0.00%,100.00%,6.05%,-6.85%,1,0.0,1.0,0.0605
6683.TWO,雍智科技,無,1480.0,64.71,🟢 黃金標的,60.00%,100.00%,32.08%,-0.67%,5,0.0,1.0,0.3208
5516.TWO,雙喜,無,12.6499996185,33.33,🟢 黃金標的,100.00%,100.00%,5.25%,1.64%,1,0.0,1.0,0.0525
3526.TWO,凡甲,無,291.0,55.47,🟢 黃金標的,66.67%,100.00%,8.61%,-3.14%,3,0.0,1.0,0.0861
5225.TW,東科-KY,無,79.4000015259,25.55,🟢 黃金標的,100.00%,100.00%,6.97%,0.00%,1,0.0,1.0,0.0697
3131.TWO,弘塑,無,3150.0,88.08,🟢 黃金標的,50.00%,100.00%,10.09%,-2.42%,6,0.0,1.0,0.1009
2426.TW,鼎元,無,35.5499992371,51.73,🟢 黃金標的,100.00%,100.00%,36.47%,-1.05%,5,0.0,1.0,0.3647
5386.TWO,青雲,無,303.5,44.67,🟢 黃金標的,85.71%,100.00%,35.74%,-1.85%,7,0.0,1.0,0.3574
2340.TW,台亞,無,27.5499992371,44.93,🟢 黃金標的,100.00%,100.00%,3.28%,0.00%,1,0.0,1.0,0.0328
5347.TWO,世界,無,121.0,54.17,🟢 黃金標的,50.00%,100.00%,15.73%,-2.33%,6,0.0,1.0,0.1573
6680.TWO,鑫創電子,無,57.2000007629,44.14,🟢 黃金標的,100.00%,100.00%,10.64%,-0.94%,1,0.0,1.0,0.1064
6542.TWO,隆中,無,55.0999984741,78.34,🟢 黃金標的,100.00%,100.00%,5.29%,0.56%,2,0.0,1.0,0.0529
4768.TWO,晶呈科技,無,435.0,47.66,🟢 黃金標的,0.00%,100.00%,3.14%,-6.29%,1,0.0,1.0,0.0314
00640L.TW,富邦日本正2,無,87.9000015259,53.95,🟢 黃金標的,100.00%,100.00%,7.52%,5.23%,1,0.0,1.0,0.0752
1471.TW,首利,無,11.8000001907,34.4,🟢 黃金標的,100.00%,100.00%,8.91%,8.33%,2,0.0,1.0,0.0891
00910.TW,第一金太空衛星,無,63.0,63.95,🟢 黃金標的,100.00%,100.00%,7.38%,1.67%,2,0.0,1.0,0.0738
2610.TW,華航,無,18.2000007629,42.19,🟢 黃金標的,83.33%,100.00%,3.43%,-0.79%,6,0.0,1.0,0.0343
2379.TW,瑞昱,無,499.0,61.45,🟢 黃金標的,0.00%,100.00%,3.13%,-2.19%,1,0.0,1.0,0.0313
3702.TW,大聯大,無,89.0999984741,61.46,🟢 黃金標的,66.67%,100.00%,3.64%,-2.60%,6,0.0,1.0,0.0364
2468.TW,華經,無,33.2000007629,35.96,🟢 黃金標的,0.00%,100.00%,3.94%,-6.11%,1,0.0,1.0,0.0394
6949.TW,沛爾生醫-創,無,592.0,56.52,🟢 黃金標的,100.00%,100.00%,23.86%,0.98%,5,0.0,1.0,0.2386
6547.TWO,高端疫苗,無,59.2999992371,81.59,🟢 黃金標的,100.00%,100.00%,7.34%,-6.61%,1,0.0,1.0,0.0734
6220.TWO,岳豐,無,33.4500007629,45.45,🟢 黃金標的,60.00%,100.00%,5.70%,-1.89%,10,0.0,1.0,0.057
6669.TW,緯穎,無,3395.0,23.71,🟢 黃金標的,0.00%,100.00%,3.94%,-2.71%,1,0.0,1.0,0.0394
6655.TW,科定,無,128.0,50.0,🟢 黃金標的,100.00%,100.00%,3.50%,-0.39%,1,0.0,1.0,0.035
2432.TW,倚天酷��-創,無,26.25,36.19,🟢 黃金標的,50.00%,100.00%,3.02%,-0.99%,2,0.0,1.0,0.0302
1439.TW,雋揚,無,27.5499992371,49.04,🟢 黃金標的,100.00%,100.00%,4.45%,0.43%,2,0.0,1.0,0.0445
2740.TWO,天蔥,無,38.2999992371,37.45,🟢 黃金標的,80.00%,100.00%,19.73%,-3.95%,5,0.0,1.0,0.1973
2363.TW,矽統,無,47.3499984741,38.87,🟢 黃金標的,0.00%,100.00%,4.03%,-4.61%,2,0.0,1.0,0.0403
6510.TWO,精測,無,3325.0,39.49,🟢 黃金標的,50.00%,100.00%,6.27%,-4.35%,2,0.0,1.0,0.0627
3296.TW,勝德,無,21.5499992371,46.51,🟢 黃金標的,0.00%,100.00%,3.67%,-0.41%,1,0.0,1.0,0.0367
3230.TWO,錦明,無,39.0499992371,43.13,🟢 黃金標的,100.00%,100.00%,8.09%,-3.80%,1,0.0,1.0,0.0809
6944.TW,兆聯實業,無,815.0,52.28,🟢 黃金標的,50.00%,100.00%,6.26%,-0.94%,2,0.0,1.0,0.0626
3491.TWO,昇達科,無,1640.0,62.03,🟢 黃金標的,75.00%,100.00%,9.52%,-1.02%,4,0.0,1.0,0.0952
5381.TWO,合正,無,26.4705905914,22.86,🟢 黃金標的,50.00%,100.00%,8.77%,-5.69%,2,0.0,1.0,0.0877
6584.TWO,南俊國際,無,596.0,74.94,🟢 黃金標的,66.67%,100.00%,15.67%,-1.78%,3,0.0,1.0,0.1567
2368.TW,金像電,無,927.0,51.91,🟢 黃金標的,50.00%,100.00%,10.51%,-3.63%,2,0.0,1.0,0.1051
00961.TW,FT臺灣永續高息,無,9.8599996567,34.95,🟢 黃金標的,100.00%,100.00%,3.83%,0.31%,2,0.0,1.0,0.0383
1519.TW,華城,無,785.0,29.61,🟢 黃金標的,50.00%,100.00%,10.76%,-1.14%,2,0.0,1.0,0.1076
3711.TW,日月光投控,無,352.0,54.85,🟢 黃金標的,100.00%,100.00%,18.96%,4.43%,1,0.0,1.0,0.1896
