Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
00642U.TW,期元大S&P石油,2026-04-02,看漲 FVG,30.21,27.83,31.72,⏳ 待回測,⚡結構突破,0,61.1,-,2,True
2303.TW,聯電,2026-03-30,看跌 FVG,56.9,57.39,54.05,❌ 已失效,實體過中線,0,38.96,-,3,True
2481.TW,強茂,2026-04-02,看漲 FVG,95.8,90.94,100.59,⏳ 待回測,監控中 🧹,1,48.18,-,3,False
3037.TW,欣興,2026-04-02,看漲 FVG,545.0,486.06,572.25,⏳ 待回測,監控中 🧹,1,51.4,-,3,False
3673.TW,TPK-KY,2026-04-02,看漲 FVG,45.3,44.87,47.56,⏳ 待回測,監控中 🧹,0,67.89,-,3,True
4956.TW,光鋐,2026-04-02,看漲 FVG,33.6,33.23,35.28,⏳ 待回測,監控中 🧹,0,55.29,-,3,True
5347.TWO,世界,2026-03-24,看漲 FVG,116.0,114.42,121.8,💰 已達標,獲利點,0,46.67,-,3,True
6919.TW,康霈*,2026-04-02,看漲 FVG,97.0,94.43,101.85,⏳ 待回測,監控中,1,30.25,-,3,True
8046.TW,南電,2026-04-02,看漲 FVG,593.0,571.13,622.65,⏳ 待回測,監控中,1,56.74,-,3,True
00715L.TW,期街口S&P布蘭特油正2,2026-04-02,看漲 FVG,64.0,60.25,67.2,⏳ 待回測,監控中 ⚠️過熱,0,58.91,-,4,True
2455.TW,全新,2026-03-25,看漲 FVG,268.5,242.28,281.93,❌ 已失效,實體破中線,0,65.7,2026-03-27,4,True
2489.TW,瑞軒,2026-03-24,看跌 FVG,34.65,34.97,32.92,💰 已達標,獲利點,1,35.75,-,4,True
3105.TWO,穩懋,2026-04-02,看漲 FVG,391.0,383.07,410.55,⏳ 待回測,監控中 ⚠️過熱,0,61.98,-,4,True
3163.TWO,波若威,2026-04-02,看漲 FVG,955.0,861.67,1002.75,⏳ 待回測,監控中 ⚠️過熱,1,54.17,-,4,True
