日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-07,00653L.TW,富邦印度正2,43.09,5.23,533,🔥 MJ強勢攻擊,38.95,0.34
2026-04-07,3141.TWO,晶宏,43.0,4.37,502,🔥 MJ強勢攻擊,44.4,0.05
2026-04-07,6196.TW,帆宣,292.0,3.55,2024,🔥 MJ強勢攻擊,45.02,0.39
2026-04-07,4968.TW,立積,105.5,3.43,779,🔥 MJ強勢攻擊,29.94,0.44
2026-04-07,3490.TWO,單井,26.8,2.68,1530,🔥 MJ強勢攻擊,48.37,0.06
2026-04-07,1569.TWO,濱川,50.6,2.64,538,🔥 MJ強勢攻擊,44.15,0.14
2026-04-07,8932.TWO,智通*,81.9,2.25,817,🔥 MJ強勢攻擊,38.98,0.58
2026-04-07,2542.TW,興富發,35.65,1.86,2414,🔥 MJ強勢攻擊,49.59,0.04
2026-04-07,00951.TW,台新日本半導體,13.15,1.39,1989,🔥 MJ強勢攻擊,49.91,0.01
2026-04-07,4939.TWO,亞電,28.0,1.27,737,🔥 MJ強勢攻擊,24.38,0.09
2026-04-07,4105.TWO,東洋,74.2,0.82,906,🔥 MJ強勢攻擊,43.45,0.15
2026-04-07,3078.TWO,僑威,57.2,0.7,501,🔥 MJ強勢攻擊,45.38,0.12
2026-04-07,4915.TW,致伸,71.3,0.42,2821,🔥 MJ強勢攻擊,41.29,0.23
2026-04-07,5905.TWO,南仁湖,7.83,0.38,1384,🔥 MJ強勢攻擊,32.95,0.02
2026-04-07,00753L.TW,中信中國50正2,10.04,0.1,4105,🔥 MJ強勢攻擊,43.92,0.06
2026-04-07,00752.TW,中信中國50,23.66,0.08,628,🔥 MJ強勢攻擊,37.09,0.05
2026-04-07,9904.TW,寶成,28.45,0.0,3694,🔥 MJ強勢攻擊,43.85,0.09
2026-04-07,2641.TWO,正德,17.9,0.0,873,🔥 MJ強勢攻擊,37.49,0.04
2026-04-07,5521.TW,工信,12.65,0.0,3232,🔥 MJ強勢攻擊,45.94,0.47
