日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-07,3481.TW,群創,24.05,-2.43,179180,🚀 MJ低檔反彈,22.28,-0.34
2026-04-07,3702.TW,大聯大,89.1,1.25,10518,💧 築底觀察,0.91,-2.28
2026-04-07,3049.TW,精金,10.95,-1.79,6277,💧 築底觀察,-12.34,-0.88
