代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,29.61,29.4,2981,30.8,2998,30.80,29.40,30.10,30.80,56536,-,
1269,乾杯,58.55,59.6,4000,62.5,2999,62.50,59.60,59.90,62.50,13867,-,
1271,晨暉生技,59.41,59.3,5000,59.8,3000,59.80,59.30,59.50,59.50,23316,-,
1293,利統,24.10,23.0,3000,23.15,2000,24.20,23.00,23.08,23.15,12957,-,
1343,旭東環保,31.03,30.95,3000,31.15,2999,31.15,30.70,30.88,31.15,20312,-,
1480,東盟開發,7.95,7.87,5000,7.99,10000,-,-,-,-,-,-,
1594,日高,7.75,7.75,1900,8.1,4998,8.10,7.75,7.75,8.10,3102,-,
2071,震南鐵,33.96,34.45,3000,35.95,3000,35.75,33.45,35.12,34.90,50317,-,
2245,詠勝昌*,24.80,23.85,3000,24.75,3000,24.80,23.80,24.02,24.30,7426,-,
2249,湧盛,91.98,97.1,2905,99.0,2899,100.00,90.00,95.85,99.00,98770,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,19.99,20.85,3000,21.75,5000,21.85,20.00,21.01,21.75,636479,-,
2255,凱銳光電,13.75,13.6,5000,14.1,5000,14.10,13.60,13.66,14.10,14506,-,
2256,歐特明,80.52,79.5,6000,80.3,3000,82.20,79.40,80.04,80.00,128440,-,
2644,中信造船,76.54,74.7,6000,76.2,2995,78.00,74.80,75.81,76.20,23257,-,
2733,維格餅家,10.50,10.45,10000,10.95,5000,10.95,10.95,10.95,10.95,51,-,
2741,老四川,20.60,20.0,6000,20.9,2976,21.05,20.00,20.54,20.90,14232,-,
2758,路易莎咖啡,67.00,66.7,6000,68.6,3000,68.60,67.00,67.89,67.90,7915,-,
2760,巨宇翔,8.80,8.8,4750,8.83,4999,8.83,8.80,8.80,8.80,5251,-,
2761,橘焱胡同,15.32,14.7,5000,15.3,5000,15.30,14.75,14.93,15.30,36326,-,
2938,床的世界,24.41,23.3,3000,24.0,3000,24.85,23.50,23.96,23.50,46603,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.05,23.9,6000,24.4,3000,24.10,24.00,24.05,24.10,6000,-,
2942,京站,36.69,36.85,3000,38.2,1156,38.70,38.20,38.20,38.20,1848,-,
3097,拍檔,24.95,24.75,3000,26.0,6000,26.00,25.95,25.95,25.95,22,-,
3117,年程,29.04,28.55,3000,29.85,2999,30.50,28.50,29.34,29.85,96966,-,
3184,微邦,13.11,12.55,4998,13.1,4980,13.50,12.55,12.90,13.10,126466,-,
3194,圓方科技,30.50,29.5,2999,30.9,2996,30.90,29.50,30.60,30.90,1005,-,
3473,智通聯網,79.00,76.4,3000,79.0,3000,-,-,-,-,-,-,
3585,聯致,46.66,46.55,6000,47.15,10996,47.35,45.50,46.49,47.15,1059033,-,
3595,山太士,1752.02,1690.0,2000,1710.0,2000,1805.00,1655.00,1706.10,1710.00,584383,115/08/26,櫃買中心同意上櫃契約
3603,建祥國際,6.48,6.16,9000,6.48,10000,6.16,6.16,6.16,6.16,1000,-,
3633,云光,145.19,145.0,4000,147.5,3000,150.00,146.50,147.59,147.50,9863,-,
3644,凌嘉科,269.52,260.0,1140,265.0,1897,271.00,256.00,263.57,265.00,180308,-,
3659,百辰,14.70,9.67,5000,9.88,10000,14.20,9.26,9.91,9.68,1365975,-,
3678,聯享,50.11,49.05,1000,49.95,2000,51.20,48.05,49.62,49.95,23162,-,
4115,善德生技,7.23,7.05,5000,7.29,5000,7.29,6.94,7.12,7.29,47271,-,
4117,普生,9.13,9.25,1988,9.5,8996,9.73,9.01,9.32,9.25,58321,-,
4150,優你康,1.52,1.74,9000,1.83,10000,1.91,1.50,1.75,1.78,4018613,-,
4170,鑫品生醫,12.30,12.05,4000,12.5,4900,12.55,12.00,12.16,12.50,24200,-,
4172,因華,11.04,11.15,10000,11.25,15000,11.25,11.00,11.13,11.20,308703,-,
4186,尖端醫,7.33,7.19,5000,7.54,5000,7.55,7.18,7.33,7.50,34142,-,
4194,禾生技,6.80,7.06,10000,7.43,10000,7.42,6.82,7.11,7.28,164123,-,
4197,暐世,8.57,8.18,5000,8.57,5000,8.57,8.57,8.57,8.57,1,-,
4431,敏成健康,19.83,19.55,5000,20.4,7999,20.45,19.90,20.08,20.40,57004,-,
4537,旭東,131.61,131.5,4000,132.5,3989,132.50,131.00,132.03,132.50,34640,115/07/09,送件申請上市
4544,春日,14.15,13.5,10000,14.15,10000,-,-,-,-,-,-,
4553,盛復,16.06,15.6,5000,16.0,5000,15.95,15.65,15.80,15.80,33002,-,
4559,久裕興,8.72,8.5,3000,8.9,5000,8.60,8.50,8.53,8.50,9000,-,
4565,宏偉,141.63,147.0,4000,148.5,2000,150.50,144.00,148.60,148.00,131121,115/08/26,櫃買中心同意上櫃契約
4570,傑生,70.10,68.5,2999,70.5,5000,70.50,68.50,70.50,68.50,2001,-,
4573,高明鐵,568.74,614.0,2000,622.0,5999,632.00,586.00,611.59,622.00,2018483,-,
4575,銓寶,22.33,22.4,3000,23.05,2999,23.05,22.30,22.59,23.05,2093,-,
4587,寶元數控,42.63,42.3,2932,44.35,2960,44.35,42.30,43.06,44.35,108,-,
4589,碩陽電機,33.91,33.55,2000,33.9,6000,34.00,33.55,33.73,33.55,20111,-,
4724,宣捷幹細胞,9.09,8.82,5000,9.26,5000,9.68,8.80,9.22,9.21,76149,-,
4732,彥臣,18.07,17.85,2000,18.5,5000,18.70,17.85,18.14,18.00,18418,-,
4738,大同精化,6.18,5.96,9999,6.25,9999,6.27,5.95,6.05,6.25,97303,-,
4765,磐采,17.26,16.55,10000,17.3,5000,-,-,-,-,-,-,
4925,智微,136.85,118.0,5000,121.5,3000,137.00,113.00,123.26,120.00,738148,-,
4980,佐臻,39.21,38.95,6000,40.8,2999,40.95,38.95,39.27,40.80,27096,-,
5240,建騰,18.08,17.1,5000,17.8,1996,18.50,17.30,17.71,17.80,38038,-,
5246,勵威,79.57,79.6,2500,80.3,2965,80.80,78.70,79.60,80.30,317939,-,
5248,景傳,37.73,37.85,6000,38.15,3000,39.00,37.45,38.16,38.15,36715,-,
5254,欣訊科技,44.73,43.65,3000,45.0,7993,49.45,43.70,46.95,45.00,307187,-,
5262,立達,43.54,43.35,3000,43.65,1800,44.25,43.35,43.60,43.65,44027,-,
5267,龍翩,44.31,49.75,2900,51.6,1997,51.70,43.30,48.57,51.60,146249,-,
5271,紘通,9.91,9.72,5000,9.94,4998,10.50,9.66,9.88,9.94,381898,-,
5297,廣化,69.56,70.4,3000,71.9,1999,75.00,68.00,71.41,71.90,503299,-,
5859,遠壽,13.71,13.7,25000,14.05,15000,14.10,13.50,13.85,14.00,84405,-,
5863,瑞興銀,10.78,10.8,5000,10.95,5000,10.95,10.75,10.81,10.85,35170,-,
6027,德信,13.06,13.3,10000,13.95,5000,14.05,13.05,13.49,13.50,90564,-,
6035,悠遊卡,50.29,49.8,13000,50.7,1793,51.00,49.80,50.25,50.70,22497,-,
6407,相互,22.01,24.05,3000,24.25,2000,24.25,21.85,23.33,24.25,596512,-,
6428,淘米,28.38,27.75,2970,29.1,2990,29.10,27.75,28.81,29.10,141,-,
6434,達輝光電,14.78,15.5,5000,16.1,6000,16.15,14.80,15.68,16.10,1402233,-,
6467,泰合,152.18,151.0,12000,152.5,10000,156.50,149.50,151.92,151.50,886330,115/05/28,證交所同意上市契約
6473,美賣*,6.07,6.06,9999,6.32,9998,6.32,6.00,6.09,6.32,14109,-,
6483,原創生醫,13.84,13.8,5000,14.0,9999,14.00,13.80,13.94,14.00,67281,-,
6493,雷虎生,39.04,38.5,2900,39.25,3000,39.75,38.50,38.77,38.65,47360,-,
6518,康科特,31.33,31.0,3000,31.6,2990,31.60,31.00,31.02,31.60,7010,-,
6536,碩豐,16.75,16.75,4990,17.15,5000,16.90,16.75,16.82,16.75,3681,-,
6539,麗彤,40.90,39.0,5997,41.05,6000,39.00,39.00,39.00,39.00,3,-,
6543,普惠醫工,17.96,17.8,5000,18.25,5000,18.30,17.70,18.12,18.25,6071,-,
6549,景凱,6.84,6.57,5000,6.9,9998,7.14,6.41,6.82,6.90,117192,-,
6555,榮炭,14.83,14.15,5000,14.65,5000,15.00,14.10,14.50,14.30,60576,-,
6559,研晶,17.39,16.45,5000,17.2,8000,18.25,16.15,17.14,17.25,201322,-,
6563,映智,19.11,18.9,7900,19.1,15000,19.65,18.90,19.04,19.05,100907,-,
6564,安特羅,16.01,15.85,14745,16.45,4999,16.45,15.85,15.95,16.45,11528,-,
6565,物聯,18.25,17.3,10000,18.0,4980,18.20,17.50,17.83,18.00,67794,-,
6572,博錸,7.86,7.71,5000,8.09,5000,8.09,7.71,7.85,8.09,31323,-,
6580,台睿,12.71,12.6,1000,12.9,5000,12.90,12.60,12.60,12.90,4017,-,
6583,友松,11.67,11.6,2000,11.85,5000,11.60,11.60,11.60,11.60,3000,-,
6586,醣基,111.44,108.5,7000,110.0,5989,111.50,108.50,109.81,110.00,278420,-,
6595,光禹國際,30.54,29.5,2990,30.9,2996,30.90,29.50,29.90,30.90,14,-,
6599,普達系統,38.30,38.0,3000,38.35,3000,38.30,38.00,38.27,38.15,1192,115/07/31,送件申請上櫃
6604,儒億,30.59,30.5,3000,30.9,1064,30.95,30.50,30.78,30.90,11937,115/07/02,櫃買中心同意上櫃契約
6610,安成生技,39.67,36.65,3000,38.0,3990,41.10,35.30,37.83,38.00,2331750,-,
6618,永虹先進,18.85,18.0,5000,18.65,19999,19.10,18.00,18.47,18.65,1470791,-,
6621,華宇藥,11.26,10.9,3999,11.3,9999,11.45,10.90,11.25,11.30,29015,-,
6622,百聿數碼,7.26,6.94,5000,7.27,5000,7.28,7.28,7.28,7.28,1,-,
6634,欣耀,57.86,55.1,3000,56.0,4111,57.90,55.10,56.12,56.00,135445,-,
6638,沅聖,46.43,45.55,3000,47.8,3000,47.80,45.55,45.72,45.55,543,-,
6639,源大環能,4.74,4.7,5000,4.93,5000,4.94,4.94,4.94,4.94,1,-,
6648,斯其大,15.39,15.4,1721,16.1,5000,16.10,14.70,15.44,15.40,18287,-,
6650,帝圖,29.25,28.5,3000,29.6,3000,28.80,28.50,28.62,28.80,5005,-,
6659,天明製藥,19.17,19.4,5000,20.3,3000,20.30,18.90,19.39,20.30,72007,-,
6665,康聯生醫,17.88,17.4,5000,18.1,4990,18.10,17.40,17.66,18.10,35116,-,
6673,和詮,13.52,15.1,5000,15.8,5000,15.80,14.00,14.96,15.40,506253,-,
6676,祥翊,12.07,12.0,5000,12.1,9998,12.20,11.95,12.03,12.05,257606,-,
6677,瑩碩生技,17.01,16.8,15000,17.2,14995,17.20,16.90,16.95,17.20,8056,-,
6682,華旭先進,33.84,33.55,5000,34.95,5000,35.20,33.50,33.98,34.95,329276,-,
6696,仁新*,96.04,86.5,5000,86.9,10000,99.00,86.30,89.25,86.40,18487505,-,
6704,國璽幹細胞,19.27,19.0,5000,19.4,5000,19.85,18.90,19.12,19.40,84039,-,
6705,振躍精密,100.13,95.0,3000,99.4,2999,102.00,95.00,96.84,99.40,70645,-,
6707,富基電通,33.92,33.15,3000,34.1,2995,34.20,33.05,33.95,34.10,71236,-,
6709,昱厚生技,24.28,24.0,6000,25.2,5999,25.20,25.20,25.20,25.20,1,-,
6723,傑智環境,36.78,36.05,3000,37.5,5000,38.25,36.00,36.54,36.50,59378,-,
6729,機光科技,41.98,43.8,3000,46.0,2995,46.10,41.10,44.09,46.00,121426,-,
6734,安盛生,6.05,5.76,5000,6.05,4990,6.24,5.76,6.01,6.05,101823,-,
6737,秀育,24.92,24.05,3000,25.0,2947,25.00,24.00,24.69,25.00,3584,-,
6738,鼎恒,78.98,78.2,6000,79.1,5000,79.90,78.30,79.02,79.10,73194,-,
6744,豐技生技,14.18,14.0,5000,14.4,5000,-,-,-,-,-,-,
6748,亞果生醫,176.35,173.5,1900,175.0,5980,179.50,173.00,174.50,175.00,201189,-,
6750,泰創工程,53.09,53.4,2000,54.3,2998,54.40,53.30,53.91,54.30,84819,-,
6755,連鋐科技,11.97,11.8,5000,12.0,4999,12.35,11.80,11.81,12.00,5102,-,
6758,冠亞,29.10,28.5,3000,29.35,3000,29.10,29.10,29.10,29.10,6000,-,
6775,穎台科技,31.27,41.05,3000,41.6,3000,42.15,32.50,39.60,41.40,2389456,-,
6780,學習王,39.93,39.85,3000,41.75,3000,-,-,-,-,-,-,
6784,天凱科技,17.56,17.0,5000,17.6,10000,17.85,17.00,17.30,17.60,68926,-,
6786,芯測,56.51,55.2,3000,57.9,2000,57.90,55.10,56.48,57.90,34586,-,
6787,晶瑞光,30.12,29.8,6000,30.1,3000,30.35,29.80,29.92,29.90,203585,-,
6793,天力離岸,5.27,5.14,4999,5.36,5000,5.40,5.10,5.20,5.36,71172,-,
6797,圓點奈米,11.48,11.1,4999,11.6,5000,11.60,11.05,11.18,11.60,45915,-,
6798,展逸,63.60,63.6,3000,65.0,3000,65.30,63.60,64.43,64.80,32005,-,
6808,三鼎生技,31.97,30.95,2000,31.4,2000,32.40,30.80,31.03,31.40,135160,-,
6810,新穎生醫,20.55,20.6,6000,21.45,2993,21.45,20.65,20.93,21.45,36643,-,
