代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.36,23.8,3000,24.95,3000,24.95,23.80,24.41,24.50,25419,-,
1269,乾杯,74.11,68.5,4959,72.1,5999,74.10,68.50,70.67,72.10,18503,-,
1271,晨暉生技,61.07,61.3,5890,61.9,6000,62.60,61.20,61.88,61.30,39817,-,
1293,利統,25.64,27.7,3000,29.0,2999,29.10,26.40,27.37,29.00,55522,-,
1343,旭東環保,22.79,22.5,4999,23.3,2999,23.30,22.50,23.18,23.30,12056,-,
1480,東盟開發,9.01,8.95,5000,9.05,5000,9.00,9.00,9.00,9.00,2000,-,
1594,日高,8.13,7.7,5000,8.0,2950,8.15,7.70,7.83,8.00,60051,-,
2071,震南鐵,24.03,24.95,3000,25.6,2500,26.00,24.05,24.45,25.60,2050300,-,
2237,華德動能,39.59,39.85,2000,40.15,3000,40.15,39.55,39.94,40.00,170404,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,27.48,27.35,3000,27.8,2000,27.80,27.30,27.49,27.80,18362,-,
2249,湧盛,110.34,114.5,3840,115.5,3988,115.50,110.50,112.91,115.50,47330,115/05/08,送件申請上櫃
2252,為昇科,18.53,19.6,5000,19.95,10000,20.10,18.10,19.48,19.75,382430,-,
2255,凱銳光電,17.68,17.2,13000,18.05,5000,17.60,17.10,17.31,17.60,104858,-,
2256,歐特明,67.79,67.9,6000,70.2,1000,71.60,68.60,70.10,70.20,86505,-,
2644,中信造船,82.21,84.2,3000,86.0,8000,88.00,81.40,84.22,86.10,211203,-,
2733,維格餅家,10.64,10.5,5000,10.8,5000,11.05,10.55,10.55,10.95,5003,-,
2741,老四川,20.90,20.2,1000,20.8,2913,20.90,20.20,20.36,20.80,37227,-,
2758,路易莎咖啡,71.81,69.1,3000,72.1,1684,72.10,71.80,72.08,72.10,1418,-,
2760,巨宇翔,12.84,12.35,10000,13.0,8998,13.00,12.65,12.71,13.00,6523,-,
2761,橘焱胡同,15.11,14.85,10000,15.55,5000,15.30,15.30,15.30,15.30,4050,-,
2938,床的世界,26.25,26.15,2000,26.3,3000,26.25,26.00,26.18,26.15,16035,115/06/22,上櫃審議會通過
2940,歐都納,24.00,24.05,3000,24.85,3000,24.15,24.00,24.08,24.15,14000,-,
2942,京站,38.60,37.9,3000,38.45,3000,37.90,37.90,37.90,37.90,2000,-,
3097,拍檔,26.31,25.1,3000,26.3,2993,26.30,25.20,25.34,26.30,7008,-,
3117,年程,27.03,29.85,3000,30.4,3000,31.25,26.80,29.80,29.85,583285,-,
3184,微邦,15.80,16.5,5000,17.0,5000,17.35,15.75,16.32,16.60,201650,-,
3473,智通聯網,90.80,90.0,3000,92.0,2999,92.00,90.00,90.19,92.00,8002,-,
3585,聯致,72.58,72.2,6000,72.9,6984,75.30,71.60,73.21,72.90,743806,-,
3595,山太士,2286.21,2525.0,2000,2555.0,4000,2625.00,2255.00,2425.62,2530.00,352863,115/06/17,送件申請上櫃
3603,建祥國際,7.63,7.45,1000,7.7,5000,7.60,7.30,7.50,7.45,46010,-,
3633,云光,122.27,121.5,2000,123.5,1999,123.50,120.50,122.22,123.50,5127,-,
3644,凌嘉科,344.99,353.0,4000,357.5,2000,359.50,343.50,353.09,355.00,424142,-,
3659,百辰,22.44,22.0,3000,23.0,3000,23.00,23.00,23.00,23.00,1,-,
3678,聯享,50.11,49.55,1800,50.4,8610,50.50,49.55,50.19,50.40,9735,-,
4115,善德生技,7.67,7.62,5000,7.88,6000,7.89,7.40,7.63,7.88,42004,-,
4117,普生,10.07,10.1,4999,10.35,6000,10.55,9.90,10.24,10.35,179819,-,
4150,優你康,4.83,4.83,4000,4.88,8669,4.93,4.77,4.82,4.83,256733,-,
4170,鑫品生醫,12.02,11.95,1000,12.45,4900,12.45,11.90,11.97,12.45,20227,-,
4172,因華,11.41,11.75,5000,12.15,10000,12.25,11.60,12.01,12.10,531060,-,
4186,尖端醫,9.93,9.86,4998,10.1,8991,10.10,9.80,9.96,10.10,260126,-,
4194,禾生技,7.05,7.7,2000,7.8,9980,7.80,7.11,7.35,7.80,280483,-,
4197,暐世,9.40,9.3,3500,9.7,4789,9.70,9.30,9.35,9.30,1711,-,
4431,敏成健康,17.05,17.1,1000,17.6,5000,17.15,16.85,17.04,17.10,43125,-,
4537,旭東,172.18,174.5,2000,176.0,6000,176.00,174.00,174.73,175.00,41039,-,
4544,春日,13.78,13.85,5000,14.5,4897,14.50,13.90,13.98,14.50,10105,-,
4546,長亨,109.48,117.5,2000,122.0,3990,122.00,109.50,115.75,122.00,142658,-,
4553,盛復,17.25,16.8,3957,17.3,5000,17.10,16.50,16.98,16.80,20046,-,
4559,久裕興,7.97,9.3,5000,9.65,3995,9.69,7.90,9.07,9.65,229525,-,
4565,宏偉,120.95,120.5,1000,121.5,2000,122.50,120.50,121.23,121.00,8330,115/06/26,送件申請上櫃
4570,傑生,70.75,68.0,2999,71.0,3989,71.00,68.00,70.75,68.00,12,-,
4573,高明鐵,413.73,405.0,2000,410.5,2000,423.00,401.00,410.05,407.50,312626,-,
4575,銓寶,26.02,25.4,1000,26.05,3000,26.15,25.40,25.66,25.90,107100,-,
4587,寶元數控,56.75,55.7,3000,58.0,5977,58.00,56.00,56.31,58.00,6024,-,
4589,碩陽電機,39.15,39.0,3000,40.85,2970,40.85,39.00,39.09,40.85,13162,-,
4724,宣捷幹細胞,9.97,9.91,5000,10.15,4999,10.15,9.90,9.99,10.15,57061,-,
4732,彥臣,16.73,16.65,5000,17.3,1224,17.30,16.70,17.07,17.30,7776,-,
4738,大同精化,6.94,6.81,10000,7.14,9999,7.15,6.81,6.99,7.14,83998,-,
4765,磐采,16.04,15.85,5000,16.55,5000,16.50,15.90,16.11,16.35,27851,-,
4925,智微,145.05,149.0,4600,150.5,51999,150.50,142.50,148.48,150.50,153932,-,
4980,佐臻,44.59,43.8,3000,45.8,3000,45.80,43.75,44.54,44.85,136550,-,
5240,建騰,20.52,20.35,3000,21.15,2999,21.20,20.40,20.83,21.15,8053,-,
5246,勵威,154.29,146.0,2000,149.0,2948,154.50,146.00,148.41,146.00,640172,-,
5248,景傳,28.85,28.75,6000,29.1,7870,30.60,28.75,29.50,29.10,140691,-,
5254,欣訊科技,41.06,40.75,3000,42.0,4980,42.00,40.75,40.76,42.00,2020,-,
5262,立達,44.23,44.55,3000,46.0,6000,45.00,44.40,44.71,45.00,44471,-,
5267,龍翩,48.00,47.1,3000,49.0,3000,49.00,46.85,47.60,48.00,59551,-,
5271,紘通,15.11,15.05,5000,15.45,9978,15.60,15.00,15.24,15.45,198577,-,
5297,廣化,87.34,90.3,3000,91.3,2196,92.00,84.60,89.37,90.40,515497,-,
5859,遠壽,13.44,13.65,10000,13.85,9800,13.85,13.15,13.50,13.85,85413,-,
5863,瑞興銀,11.02,10.85,10000,11.05,9993,11.15,10.80,10.96,11.05,18695,-,
6027,德信,11.42,11.25,10000,11.65,4900,11.65,11.25,11.44,11.65,8557,-,
6035,悠遊卡,51.40,49.9,3000,52.3,2963,52.30,51.00,51.17,52.30,1548,-,
6407,相互,29.21,30.7,5000,31.0,3000,31.10,28.90,29.50,30.70,530844,-,
6428,淘米,25.11,24.8,3000,26.0,3000,26.00,24.60,25.26,25.40,15762,-,
6434,達輝光電,17.77,18.45,5000,19.0,6999,19.50,17.60,18.82,18.75,836668,-,
6467,泰合,109.38,105.5,3000,108.5,5000,111.50,105.00,106.53,106.00,316091,115/05/28,證交所同意上市契約
6473,美賣*,7.40,7.6,3000,7.79,4990,7.79,7.17,7.57,7.79,63112,-,
6483,原創生醫,13.80,13.6,1000,13.8,4999,14.10,13.45,13.75,13.80,88241,-,
6493,雷虎生,31.95,38.45,2000,39.15,3000,39.50,31.90,35.52,38.45,575819,-,
6518,康科特,32.62,31.6,8000,32.8,2998,33.55,31.85,32.75,32.80,35305,-,
6536,碩豐,19.55,19.7,5000,20.55,3000,20.50,20.50,20.50,20.50,2015,-,
6539,麗彤,41.00,41.0,4293,41.65,2958,41.65,41.00,41.45,41.65,2754,-,
6543,普惠醫工,18.21,18.3,5000,18.7,4998,19.25,18.00,18.60,18.70,63261,-,
6549,景凱,7.15,7.07,8600,7.15,8998,7.19,6.95,7.08,7.07,282288,-,
6555,榮炭,18.93,18.9,14850,19.25,5000,19.30,18.90,19.14,19.25,71557,-,
6559,研晶,17.29,17.7,5000,18.35,4999,18.45,17.50,18.14,18.35,90776,-,
6563,映智,26.04,26.6,3000,27.25,2999,27.40,25.75,27.09,27.25,22252,-,
6564,安特羅,16.00,15.95,5000,16.55,5000,16.60,16.00,16.20,16.55,37012,-,
6565,物聯,19.36,19.05,2000,19.35,4890,19.95,19.00,19.11,19.35,46803,-,
6572,博錸,6.77,6.78,5000,7.07,5000,7.07,6.78,7.02,7.07,44808,-,
6580,台睿,13.12,13.15,5000,13.35,5000,13.35,13.05,13.25,13.25,60270,-,
6583,友松,13.16,12.45,2994,12.75,5000,12.85,12.45,12.72,12.45,22019,-,
6586,醣基,131.66,123.5,4000,126.0,1994,142.50,123.00,132.01,126.00,1928766,-,
6595,光禹國際,30.06,29.0,6000,30.45,2999,30.50,30.10,30.10,30.45,1002,-,
6599,普達系統,41.90,40.05,3000,41.75,2950,41.80,41.75,41.77,41.75,99,-,
6604,儒億,37.59,37.1,3000,37.7,3000,38.00,36.10,37.07,37.75,82256,115/07/02,櫃買中心同意上櫃契約
6610,安成生技,25.75,26.35,3000,27.05,3000,27.05,26.05,26.60,26.80,195845,-,
6618,永虹先進,22.08,22.35,10000,22.6,4999,23.10,21.40,22.39,22.60,2309935,-,
6621,華宇藥,11.10,11.1,4000,11.35,10000,11.30,11.00,11.18,11.30,46032,-,
6622,百聿數碼,7.05,6.77,5000,7.05,9999,7.05,7.05,7.05,7.05,1,-,
6634,欣耀,68.08,67.5,1900,68.4,2990,69.90,67.00,67.81,68.40,67266,-,
6638,沅聖,46.10,44.85,3000,46.5,3000,46.45,46.00,46.22,46.00,4130,-,
6639,源大環能,5.70,5.9,2000,6.1,3000,6.10,5.80,5.87,6.10,70000,-,
6648,斯其大,16.28,15.75,5000,15.9,2345,16.00,15.75,15.84,15.90,56679,-,
6650,帝圖,28.57,28.2,3000,29.45,3000,29.10,27.65,28.49,29.00,53292,-,
6659,天明製藥,19.95,19.45,10000,20.35,3000,20.40,19.45,19.98,20.25,152265,-,
6665,康聯生醫,19.52,19.25,5000,20.0,3000,19.95,19.50,19.70,19.85,35580,-,
6673,和詮,17.36,17.3,2000,18.05,4899,18.05,16.20,16.96,17.30,242450,-,
6676,祥翊,12.67,12.7,5000,12.8,5000,13.25,12.40,12.71,12.85,1005642,-,
6677,瑩碩生技,16.80,17.05,2000,17.7,3200,17.70,17.00,17.35,17.70,62361,-,
6682,華旭先進,50.25,52.1,10000,53.4,29527,54.90,49.90,52.41,53.40,720708,-,
6696,仁新,415.64,468.5,5000,471.5,4995,490.00,418.50,455.89,471.50,1747712,-,
6704,國璽幹細胞,20.34,20.0,3000,20.55,4999,20.55,19.80,20.15,20.55,47347,-,
6705,振躍精密,91.05,91.0,3000,93.9,3000,93.80,90.70,92.23,93.80,6266,-,
6707,富基電通,32.16,31.75,3000,32.65,2895,32.90,31.55,32.45,32.65,39043,-,
6709,昱厚生技,24.80,24.05,5000,25.15,6000,25.15,24.50,24.84,25.15,34010,-,
6723,傑智環境,37.58,37.05,3000,38.65,5000,38.65,37.80,37.95,38.65,6405,-,
6729,機光科技,51.01,53.5,3000,55.0,3000,54.50,51.50,53.44,53.90,69154,-,
6734,安盛生,6.68,6.7,9000,7.05,9770,7.05,6.52,6.71,7.05,49435,-,
6737,秀育,29.03,29.05,3000,30.15,5999,30.20,29.70,29.98,30.15,16009,-,
6738,鼎恒,64.54,64.1,3000,65.0,8000,65.10,64.00,64.57,65.00,90877,-,
6744,豐技生技,15.23,15.35,5000,16.0,4999,16.00,15.25,15.48,15.35,5578,-,
6748,亞果生醫,160.36,151.0,2000,152.0,5892,159.50,150.50,153.31,152.00,781471,-,
6750,泰創工程,65.05,65.3,1000,66.1,3000,67.00,64.60,65.52,66.20,174221,-,
6755,連鋐科技,15.53,16.65,5000,17.35,4994,17.35,15.90,16.09,17.35,74916,-,
6758,冠亞,30.00,28.8,3000,30.0,4998,30.00,28.80,29.23,30.00,3002,-,
6775,穎台科技,39.35,40.9,5000,41.15,3000,42.05,38.95,40.61,41.10,241153,-,
6780,學習王,40.08,39.8,3000,41.8,3000,39.85,39.85,39.85,39.85,120,-,
6784,天凱科技,20.04,19.8,5000,20.5,1990,20.90,19.80,20.05,20.50,49157,-,
6786,芯測,73.26,71.1,3000,72.9,2800,73.90,71.00,71.73,72.90,105245,-,
6787,晶瑞光,38.56,38.05,7994,38.35,4000,39.75,37.35,38.11,38.05,857901,-,
6793,天力離岸,5.03,4.91,2240,5.15,5000,5.14,4.86,4.99,4.91,168738,-,
6797,圓點奈米,13.65,13.65,3000,14.25,4990,14.25,13.30,13.70,13.65,39237,-,
6798,展逸,51.20,50.0,9000,51.2,5000,51.20,50.00,51.08,51.20,16000,-,
6808,三鼎生技,33.03,34.05,3000,34.65,4000,34.70,33.10,34.00,34.65,144417,-,
6810,新穎生醫,21.39,20.9,8000,21.4,33980,21.55,21.00,21.31,21.40,78814,-,
6812,梭特,67.98,67.4,7955,70.2,4998,70.20,67.40,67.95,70.20,55166,-,
6814,路迦生醫,25.24,24.25,3000,25.4,2970,26.10,25.20,25.52,25.40,12032,-,
6815,晶鑽生醫,26.90,26.8,6000,27.1,5999,27.10,26.60,26.82,27.00,67848,-,
6816,捷智商訊,36.00,35.85,4000,37.7,5995,37.70,35.85,35.96,37.70,8005,-,
6817,溫士頓,59.14,58.8,3000,60.3,5999,60.40,58.10,59.64,60.30,23833,-,
6818,連騰,57.76,56.8,8000,58.1,2938,58.80,56.80,57.81,58.10,7296,-,
6819,眾智,37.26,36.8,2000,37.95,2999,38.15,36.65,37.45,37.95,23825,-,
6820,連訊,246.92,249.0,6000,254.5,2000,261.00,245.00,252.01,256.00,32134,-,
6825,和暢科技,44.28,43.55,5000,45.3,3000,44.65,44.00,44.51,44.55,21610,115/06/17,送件申請上櫃
6826,和淞,537.30,540.0,4000,543.0,3000,552.00,535.00,541.93,543.00,154453,-,
6827,巨生醫,12.43,12.0,5000,12.3,2000,12.40,11.90,12.10,12.10,166000,-,
6832,金鼎科,75.45,77.0,3000,79.5,3000,82.00,75.10,77.56,79.70,17690,-,
6833,太康精密,22.37,22.0,3000,23.0,5991,23.00,21.95,22.36,23.00,17464,-,
6839,開陽能源,12.75,12.55,5000,12.8,4000,12.80,12.75,12.79,12.80,6111,-,
6842,瑞宇,89.21,89.6,3000,90.6,3000,90.50,88.50,89.64,90.50,69606,-,
6847,普瑞博,76.55,78.7,3000,80.7,2999,83.30,78.00,80.88,80.70,165827,-,
6848,拉法醫,21.57,22.65,3000,23.25,2997,24.10,21.55,23.04,23.25,137280,-,
6849,奇鼎科技,172.21,171.0,5000,172.5,2000,177.50,166.50,171.48,172.00,303235,-,
6850,光鼎生技,34.07,33.9,3000,34.45,3000,34.25,33.90,34.03,34.25,14004,-,
6857,宏碁智醫,93.00,93.0,3000,94.5,1999,94.50,94.50,94.50,94.50,1001,-,
6858,愛比科技,23.57,23.25,3000,24.2,3000,23.50,23.50,23.50,23.50,3000,-,
6864,元樟生技,43.16,42.7,5000,43.0,5999,43.80,42.70,42.89,42.85,18031,-,
6867,坦德科技,21.37,21.25,3000,21.5,4999,22.05,21.20,21.33,21.50,17246,-,
6868,采威國際,27.78,27.0,6000,28.3,3000,28.30,28.20,28.25,28.20,6000,-,
6876,朗齊生醫*,15.86,16.25,5000,16.75,5000,16.80,16.00,16.16,16.80,123699,-,
6878,歐付寶,9.71,9.31,5000,9.6,4990,9.70,9.40,9.48,9.60,22810,-,
6879,大江基因,35.37,35.15,6000,37.0,5980,37.00,37.00,37.00,37.00,20,-,
6882,甲尚,17.44,17.1,1987,17.5,3598,18.00,16.40,17.14,17.50,46472,-,
