advice,est_price,rev_yoy,eps,om,prev_eps,prev_year,date,prev_eps_yoy,prev_rev_yoy,status,gm,symbol,price,eps_yoy,expansion,pe,name
⚪ 中性觀察,121.64999999999999,181.13,0.13,N/A,3.43,2025,2026-03,44.34,30.88,📉 獲利侵蝕,N/A,6272.TW,32.5,-84.88,-266.01,4.007398273736128,驊陞
⚪ 中性觀察,46.050000000000004,170.66,0.02,N/A,1.3,2025,2026-03,-46.94,-16.56,📉 獲利侵蝕,N/A,8011.TW,18.0,-95.74,-266.4,5.8631921824104225,台通
⚪ 中性觀察,133.05,288.16,1.04,6.32%,3.56,2025,2026-03,108.46,-19.52,⚠️ 獲利稀釋,18.52%,2607.TW,46.25,20.93,-267.23,5.214205186020292,榮運
⚪ 中性觀察,218.54999999999998,295.0,2.03,10.08%,5.5,2025,2026-03,4.17,2.72,⚠️ 獲利稀釋,28.35%,1726.TW,78.4000015259,26.87,-268.13,5.380919802738504,永記
❌ 暫避觀望,330.3,318.79,2.94,15.49%,9.28,2025,2026-03,30.18,16.1,⚠️ 獲利稀釋,34.18%,1560.TW,756.0,50.26,-268.53000000000003,34.33242506811989,中砂
⚪ 中性觀察,111.44999999999999,316.39,1.04,N/A,3.41,2025,2026-03,-2.59,13.17,⚠️ 獲利稀釋,N/A,8383.TWO,66.0,47.14,-269.25,8.882907133243608,千附
⚪ 中性觀察,337.5,264.0,2.61,N/A,10.13,2025,2026-03,-8.89,42.88,📉 獲利侵蝕,N/A,8499.TW,315.0,-5.43,-269.43,14.0,鼎炫-KY
⚪ 數據不足,-38.849999999999994,269.74,-0.22,-86.00%,-1.17,2025,2026-03,10.0,-59.26,📉 獲利侵蝕,15.04%,2924.TWO,18.9500007629,0.0,-269.74,0.0,宏太-KY
⚪ 中性觀察,120.45000000000002,268.33,0.7,22.79%,3.3,2025,2026-03,-15.42,3.75,📉 獲利侵蝕,27.76%,2504.TW,32.7000007629,-1.41,-269.74,4.072229235728517,國產
❌ 暫避觀望,7.95,32.58,-0.92,N/A,0.23,2025,2026-03,-75.0,-34.63,📉 獲利侵蝕,N/A,6692.TWO,25.5499992371,-237.31,-269.89,48.207545730377355,進能服
⚪ 中性觀察,37.5,142.21,-0.09,N/A,0.98,2025,2026-03,-28.99,-3.71,📉 獲利侵蝕,N/A,2904.TW,14.3999996185,-128.13,-270.34000000000003,5.7599998474000005,匯僑
⚪ 中性觀察,1095.3000000000002,273.05,7.9,20.51%,32.84,2025,2026-03,-14.37,7.77,⚠️ 獲利稀釋,34.25%,3406.TW,636.0,2.07,-270.98,8.709942481511913,玉晶光
⚪ 數據不足,-66.15,266.99,-0.45,-404.30%,-1.45,2025,2026-03,34.68,-42.16,📉 獲利侵蝕,-184.95%,3523.TWO,16.8500003815,-4.65,-271.64,0.0,迎輝
❌ 暫避觀望,13.2,322.32,0.03,N/A,0.61,2025,2026-03,25.0,12.22,⚠️ 獲利稀釋,N/A,6603.TWO,25.5,50.0,-272.32,28.977272727272727,富強鑫
⚪ 中性觀察,30.749999999999996,432.53,0.13,15.00%,1.0,2025,2026-03,-5.94,22.15,⚠️ 獲利稀釋,31.61%,4164.TW,29.7000007629,160.0,-272.53,14.487805250195123,承業醫
⚪ 中性觀察,382.04999999999995,229.47,1.86,N/A,9.65,2025,2026-03,-39.94,-6.28,📉 獲利侵蝕,N/A,4961.TW,173.0,-43.25,-272.72,6.79230467216333,天鈺
⚪ 中性觀察,74.7,298.43,0.54,1.25%,2.14,2025,2026-03,5.94,3.54,⚠️ 獲利稀釋,27.39%,2945.TW,41.9000015259,25.58,-272.85,8.413654924879518,三商家購
⚪ 數據不足,-7.95,230.0,-0.1,N/A,-0.23,2025,2026-03,23.33,-90.1,📉 獲利侵蝕,N/A,6198.TWO,20.6000003815,-42.86,-272.86,0.0,瑞築
⚪ 數據不足,-10.8,438.24,0.45,N/A,-0.65,2025,2026-03,-332.14,-0.13,🔄 轉虧為盈,N/A,5220.TWO,20.8999996185,164.71,-273.53,0.0,萬達光電
⚪ 數據不足,-5.7,175.44,0.02,4.48%,0.24,2025,2026-03,-95.68,-24.52,📉 獲利侵蝕,15.90%,3226.TWO,45.5,-98.33,-273.77,0.0,龍鋒
⚪ 中性觀察,318.45,278.53,2.68,N/A,8.73,2025,2026-03,31.08,26.34,⚠️ 獲利稀釋,N/A,6290.TWO,316.0,4.3,-274.22999999999996,14.884597268016957,良維
❌ 暫避觀望,11.55,252.41,0.07,N/A,0.47,2025,2026-03,-9.62,0.06,📉 獲利侵蝕,N/A,2906.TW,14.5,-22.22,-274.63,18.83116883116883,高林
⚪ 數據不足,-69.6,390.11,0.02,-153.80%,-3.62,2025,2026-03,-922.73,-32.33,🔄 轉虧為盈,55.83%,2923.TW,27.3500003815,113.33,-276.78000000000003,0.0,鼎固-KY
❌ 暫避觀望,8.1,430.66,0.76,7.11%,0.53,2025,2026-03,-74.4,1.33,⚠️ 獲利稀釋,25.17%,4543.TWO,36.8499984741,153.33,-277.33000000000004,68.24073791500001,萬在
⚪ 數據不足,-59.1,86.45,-1.04,N/A,-1.13,2025,2026-03,54.88,-36.53,📉 獲利侵蝕,N/A,6674.TW,17.0,-191.43,-277.88,0.0,鋐寶科技
⚪ 中性觀察,84.6,271.13,0.62,N/A,2.4,2025,2026-03,-20.27,-7.81,📉 獲利侵蝕,N/A,8930.TWO,28.7000007629,-7.58,-278.71,5.088652617535462,青鋼
⚪ 數據不足,-21.15,445.75,0.08,N/A,-0.96,2025,2026-03,-700.0,-8.43,🔄 轉虧為盈,N/A,6578.TWO,16.4500007629,166.67,-279.08000000000004,0.0,達邦蛋白
⚪ 中性觀察,153.75,277.44,1.09,N/A,4.02,2025,2026-03,288.24,12.97,📉 獲利侵蝕,N/A,6165.TW,49.0999984741,-1.9,-279.34,4.790243753570731,浪凡
❌ 暫避觀望,13.950000000000001,334.94,0.72,N/A,0.48,2025,2026-03,-71.34,10.3,⚠️ 獲利稀釋,N/A,6432.TWO,78.5999984741,55.56,-279.38,84.51612739150538,今展科
❌ 暫避觀望,20.7,205.16,0.15,-3.44%,0.74,2025,2026-03,155.22,29.09,📉 獲利侵蝕,27.46%,3540.TWO,25.3999996185,-74.58,-279.74,18.405796825000003,曜越
⚪ 數據不足,-4.2,521.37,0.51,3.38%,0.41,2025,2026-03,193.18,3.52,⚠️ 獲利稀釋,17.05%,2413.TW,48.4500007629,240.0,-281.37,0.0,環科
⚪ 中性觀察,285.75,312.22,2.36,16.47%,7.94,2025,2026-03,45.05,27.72,⚠️ 獲利稀釋,32.82%,2421.TW,149.0,30.64,-281.58000000000004,7.821522309711286,建準
⚪ 數據不足,0.0,272.22,1.45,N/A,5.97,2025,2026-03,-21.86,-5.89,📉 獲利侵蝕,N/A,8342.TWO,0.0,-9.38,-281.6,0.0,益張
❌ 暫避觀望,270.9,249.4,1.89,N/A,7.64,2025,2026-03,-6.83,-4.53,📉 獲利侵蝕,N/A,6271.TW,279.0,-32.26,-281.66,15.448504983388705,同欣電
⚪ 中性觀察,58.50000000000001,313.98,0.61,6.69%,1.55,2025,2026-03,-21.93,-6.24,⚠️ 獲利稀釋,19.14%,1402.TW,29.1000003815,31.82,-282.16,7.461538559358973,遠東新
⚪ 數據不足,-26.999999999999996,283.09,-0.22,N/A,-0.5,2025,2026-03,-1080.0,-43.95,📉 獲利侵蝕,N/A,6264.TWO,6.1100001335,0.0,-283.09,0.0,富裔
❌ 暫避觀望,147.45,299.83,1.63,N/A,3.95,2025,2026-03,-30.21,19.87,⚠️ 獲利稀釋,N/A,6829.TWO,233.5,16.43,-283.4,23.75381485249237,千附精密
❌ 暫避觀望,94.2,226.98,0.19,N/A,2.59,2025,2026-03,40.56,5.3,📉 獲利侵蝕,N/A,5443.TWO,121.0,-56.82,-283.8,19.26751592356688,均豪
⚪ 中性觀察,39.00000000000001,225.33,0.07,N/A,1.36,2025,2026-03,-11.69,19.79,📉 獲利侵蝕,N/A,6148.TWO,34.0,-58.82,-284.15000000000003,13.076923076923075,驊宏資
⚪ 中性觀察,428.40000000000003,356.69,4.5,N/A,10.99,2025,2026-03,29.29,40.66,⚠️ 獲利稀釋,N/A,6894.TWO,360.5,72.41,-284.28,12.622549019607842,衛司特
⚪ 中性觀察,63.9,324.54,0.61,N/A,2.05,2025,2026-03,-31.43,-23.26,⚠️ 獲利稀釋,N/A,2362.TW,41.5,40.0,-284.54,9.741784037558686,藍天
⚪ 中性觀察,100.80000000000001,222.27,0.25,N/A,3.59,2025,2026-03,-65.19,-13.29,📉 獲利侵蝕,N/A,6873.TW,86.0999984741,-62.69,-284.96000000000004,12.812499772931547,泓德能源
⚪ 中性觀察,106.65,291.37,0.68,N/A,2.68,2025,2026-03,1.52,5.91,⚠️ 獲利稀釋,N/A,9926.TW,49.7999992371,6.25,-285.12,7.004219301983123,新海
⚪ 中性觀察,117.30000000000001,182.49,-0.01,N/A,1.92,2025,2026-03,-80.22,-50.97,📉 獲利侵蝕,N/A,2545.TW,38.6500015259,-102.86,-285.35,4.942455438094629,皇翔
❌ 暫避觀望,15.899999999999997,364.8,0.43,N/A,-0.55,2025,2026-03,-191.67,23.94,🔄 轉虧為盈,N/A,8374.TW,92.6999969482,79.17,-285.63,87.45282730962265,羅昇
⚪ 中性觀察,263.70000000000005,372.28,2.63,N/A,6.57,2025,2026-03,-2.48,15.94,⚠️ 獲利稀釋,N/A,9958.TW,120.0,86.52,-285.76,6.8259385665529,世紀鋼
⚪ 中性觀察,295.2,295.87,1.94,17.59%,8.07,2025,2026-03,10.14,7.18,⚠️ 獲利稀釋,27.00%,1513.TW,176.5,8.57,-287.3,8.96849593495935,中興電
❌ 暫避觀望,85.05,301.45,0.84,15.60%,1.66,2025,2026-03,-33.33,9.65,⚠️ 獲利稀釋,29.13%,3317.TWO,96.1999969482,13.51,-287.94,16.9664897615873,尼克森
❌ 暫避觀望,1645.05,326.04,11.66,18.37%,46.57,2025,2026-03,98.71,31.74,⚠️ 獲利稀釋,31.93%,3665.TW,1995.0,37.66,-288.38,18.19093644570074,貿聯-KY
⚪ 中性觀察,73.19999999999999,228.62,0.08,9.28%,2.28,2025,2026-03,13.43,19.95,📉 獲利侵蝕,28.39%,4148.TW,30.7999992371,-60.0,-288.62,6.311475253504099,全宇生技-KY
⚪ 中性觀察,22.200000000000003,324.71,0.31,18.03%,0.78,2025,2026-03,-30.97,1.99,⚠️ 獲利稀釋,30.30%,1470.TW,21.0,34.78,-289.92999999999995,14.189189189189188,大統新創
❌ 暫避觀望,130.2,301.8,2.22,N/A,3.63,2025,2026-03,-51.37,7.87,⚠️ 獲利稀釋,N/A,7788.TW,246.5,11.56,-290.24,28.398617511520737,松川精密
⚪ 中性觀察,215.85,308.39,2.08,N/A,5.62,2025,2026-03,-8.97,13.91,⚠️ 獲利稀釋,N/A,1342.TW,115.5,16.2,-292.19,8.02640722724114,八貫
⚪ 中性觀察,200.70000000000002,265.83,1.17,10.88%,5.23,2025,2026-03,52.37,29.61,📉 獲利侵蝕,27.73%,4442.TWO,51.7999992371,-26.58,-292.40999999999997,3.8714498682436473,竣邦-KY
⚪ 中性觀察,251.85,310.78,2.22,N/A,6.45,2025,2026-03,-5.85,11.55,⚠️ 獲利稀釋,N/A,3479.TWO,143.0,18.09,-292.69,8.51697438951757,安勤
⚪ 數據不足,-19.5,269.43,-0.21,-30.10%,-0.49,2025,2026-03,-2550.0,-9.87,📉 獲利侵蝕,27.13%,2722.TW,23.0499992371,-23.53,-292.96000000000004,0.0,夏都
⚪ 中性觀察,50.699999999999996,285.87,0.5,N/A,1.38,2025,2026-03,-36.28,-1.77,📉 獲利侵蝕,N/A,5353.TWO,31.6000003815,-7.55,-293.42,9.349112538905326,台林
⚪ 數據不足,-60.44999999999999,270.61,-0.43,N/A,-1.15,2025,2026-03,-428.57,-1.12,📉 獲利侵蝕,N/A,6240.TWO,18.0499992371,-22.86,-293.47,0.0,松崗
⚪ 中性觀察,51.45,280.23,1.36,N/A,1.16,2025,2026-03,-77.08,-5.35,📉 獲利侵蝕,N/A,8941.TWO,43.3499984741,-14.47,-294.70000000000005,12.63848352014577,關中
⚪ 中性觀察,152.7,242.32,0.37,N/A,5.56,2025,2026-03,-69.48,373.32,📉 獲利侵蝕,N/A,5314.TWO,71.5,-52.56,-294.88,7.023575638506877,世紀*
❌ 暫避觀望,16.35,314.37,0.37,N/A,0.55,2025,2026-03,-63.09,16.61,⚠️ 獲利稀釋,N/A,8222.TW,44.75,19.35,-295.02,41.05504587155963,寶一
⚪ 中性觀察,140.85000000000002,224.56,0.51,N/A,4.36,2025,2026-03,-34.8,3.44,📉 獲利侵蝕,N/A,6284.TWO,108.0,-70.52,-295.08,11.501597444089457,佳邦
⚪ 數據不足,-4.199999999999994,120.26,-1.43,N/A,0.17,2025,2026-03,104.91,-32.24,📉 獲利侵蝕,N/A,5227.TWO,35.1500015259,-175.0,-295.26,0.0,立凱-KY
⚪ 中性觀察,169.35,323.3,1.57,N/A,4.21,2025,2026-03,13.48,3.01,⚠️ 獲利稀釋,N/A,1618.TW,41.7000007629,27.64,-295.66,3.6935341685473873,合機
❌ 暫避觀望,10.799999999999999,596.06,0.04,2.96%,0.37,2025,2026-03,188.1,23.11,⚠️ 獲利稀釋,18.05%,1587.TW,28.2000007629,300.0,-296.05999999999995,39.166667726250004,吉茂
⚪ 中性觀察,167.7,336.78,1.58,N/A,4.34,2025,2026-03,-2.92,21.66,⚠️ 獲利稀釋,N/A,6913.TWO,123.0,40.18,-296.59999999999997,11.001788908765652,鴻呈
⚪ 中性觀察,163.65,307.38,0.92,7.42%,4.56,2025,2026-03,-12.98,-9.29,⚠️ 獲利稀釋,19.83%,2488.TW,54.4000015259,9.52,-297.86,4.986251285600367,漢平
❌ 暫避觀望,60.44999999999999,163.62,-0.45,N/A,2.51,2025,2026-03,-48.7,-11.79,📉 獲利侵蝕,N/A,6597.TWO,67.5999984741,-136.07,-299.69,16.774193169751864,立誠
⚪ 中性觀察,137.7,329.53,1.62,12.74%,3.71,2025,2026-03,-30.65,-7.95,⚠️ 獲利稀釋,23.43%,1341.TW,58.5,29.6,-299.92999999999995,6.372549019607844,富林-KY
⚪ 中性觀察,155.39999999999998,265.7,0.63,N/A,4.27,2025,2026-03,3.41,6.42,📉 獲利侵蝕,N/A,3484.TWO,53.0,-34.37,-300.07,5.115830115830116,崧騰
❌ 暫避觀望,4.050000000000001,277.89,0.07,N/A,0.22,2025,2026-03,-80.53,-8.96,📉 獲利侵蝕,N/A,5450.TWO,15.25,-22.22,-300.11,56.48148148148148,南良
⚪ 中性觀察,98.39999999999999,251.13,0.54,N/A,3.08,2025,2026-03,-26.71,-8.15,📉 獲利侵蝕,N/A,9924.TW,40.5,-49.06,-300.19,6.173780487804878,福興
⚪ 中性觀察,85.35000000000001,285.59,0.46,N/A,2.24,2025,2026-03,6.16,2.91,📉 獲利侵蝕,N/A,5902.TWO,33.9000015259,-14.81,-300.4,5.957821006309315,德記
⚪ 數據不足,-57.15,241.39,-0.51,-8.96%,-1.3,2025,2026-03,-6600.0,-18.27,📉 獲利侵蝕,23.89%,3499.TWO,14.9499998093,-59.38,-300.77,0.0,環天科
❌ 暫避觀望,216.15,374.3,2.58,9.96%,5.46,2025,2026-03,11.43,11.63,⚠️ 獲利稀釋,14.11%,2645.TW,216.5,73.15,-301.15,15.024288688410826,長榮航太
⚪ 數據不足,-36.75,291.48,-0.45,N/A,-0.8,2025,2026-03,-480.95,-81.41,📉 獲利侵蝕,N/A,2509.TW,13.6000003815,-9.76,-301.24,0.0,全坤建
⚪ 中性觀察,154.2,269.93,0.83,N/A,4.01,2025,2026-03,-22.33,9.39,📉 獲利侵蝕,N/A,6469.TWO,76.6999969482,-31.4,-301.33,7.46108919729572,大樹
❌ 暫避觀望,61.800000000000004,370.94,0.27,N/A,2.3,2025,2026-03,69.12,6.1,⚠️ 獲利稀釋,N/A,5432.TWO,156.5,68.75,-302.19,37.98543689320388,新門
⚪ 中性觀察,631.05,344.68,5.66,N/A,16.28,2025,2026-03,41.2,59.94,⚠️ 獲利稀釋,N/A,7744.TWO,466.5,41.75,-302.93,11.088661754219158,崴寶
⚪ 數據不足,-6.15,108.1,-0.4,N/A,0.1,2025,2026-03,-93.2,2.56,📉 獲利侵蝕,N/A,7402.TWO,138.5,-195.24,-303.34000000000003,0.0,邑錡
⚪ 中性觀察,825.45,283.01,6.96,N/A,22.45,2025,2026-03,-18.94,5.01,📉 獲利侵蝕,N/A,6670.TW,259.0,-20.46,-303.46999999999997,4.706523714337634,復盛應用
❌ 暫避觀望,165.0,316.58,1.42,27.31%,4.99,2025,2026-03,-18.86,2.53,⚠️ 獲利稀釋,32.82%,3374.TWO,313.0,12.7,-303.88,28.454545454545453,精材
❌ 暫避觀望,65.1,342.78,0.75,7.20%,1.86,2025,2026-03,-9.71,3.65,⚠️ 獲利稀釋,23.30%,3624.TWO,155.0,38.89,-303.89,35.714285714285715,光頡
⚪ 數據不足,-24.15,153.95,-0.05,N/A,-1.13,2025,2026-03,-337.5,-10.48,📉 獲利侵蝕,N/A,6988.TW,13.5500001907,-150.0,-303.95,0.0,威力暘-創
⚪ 中性觀察,71.55000000000001,243.32,0.6,3.31%,1.42,2025,2026-03,-56.6,-6.64,📉 獲利侵蝕,18.31%,1563.TW,70.5,-61.07,-304.39,14.779874213836477,巧新
⚪ 數據不足,-28.650000000000006,207.42,0.02,-7.17%,-4.64,2025,2026-03,-270.99,-17.79,🔄 轉虧為盈,20.78%,3545.TW,57.0999984741,-97.44,-304.86,0.0,敦泰
⚪ 數據不足,0.0,163.56,-0.62,N/A,4.58,2025,2026-03,-40.21,-12.03,📉 獲利侵蝕,N/A,6887.TW,0.0,-141.61,-305.17,0.0,寶綠特-KY
⚪ 中性觀察,197.55,319.74,1.76,19.26%,5.48,2025,2026-03,-12.04,11.55,⚠️ 獲利稀釋,25.97%,3265.TWO,185.0,14.29,-305.45,14.047076689445708,台星科
⚪ 數據不足,-13.649999999999997,253.31,0.14,9.68%,1.06,2025,2026-03,46.48,12.09,📉 獲利侵蝕,22.41%,4433.TWO,21.6499996185,-53.33,-306.64,0.0,興采
⚪ 中性觀察,384.6,310.34,2.48,N/A,9.97,2025,2026-03,10.9,2.6,⚠️ 獲利稀釋,N/A,5520.TWO,82.4000015259,3.33,-307.01,3.213728608654446,力泰
❌ 暫避觀望,662.1,244.27,3.9,24.28%,11.51,2025,2026-03,-69.45,9.26,📉 獲利侵蝕,37.30%,2327.TW,1045.0,-63.79,-308.06,23.67467149977345,國巨*
❌ 暫避觀望,46.349999999999994,308.22,0.26,2.92%,1.24,2025,2026-03,18.27,20.59,📉 獲利侵蝕,23.91%,3059.TW,50.2999992371,0.0,-308.22,16.278316905210357,華晶科
⚪ 中性觀察,289.65000000000003,473.15,2.64,N/A,7.91,2025,2026-03,9.74,12.89,⚠️ 獲利稀釋,N/A,6214.TW,133.5,164.0,-309.15,6.913516312791299,精誠
⚪ 中性觀察,94.65,317.56,0.6,8.89%,2.61,2025,2026-03,-6.99,0.46,⚠️ 獲利稀釋,25.14%,3168.TW,45.0499992371,7.14,-310.42,7.139461051838352,眾福科
⚪ 中性觀察,92.85,255.86,0.35,N/A,2.35,2025,2026-03,-33.33,2.45,📉 獲利侵蝕,N/A,6221.TWO,22.7000007629,-55.13,-310.99,3.667205292875606,晉泰
⚪ 中性觀察,49.65,345.16,0.52,4.10%,1.33,2025,2026-03,-30.16,-3.8,⚠️ 獲利稀釋,23.19%,1227.TW,30.0,33.33,-311.83000000000004,9.06344410876133,佳格
❌ 暫避觀望,112.64999999999999,381.92,1.19,N/A,3.26,2025,2026-03,11.72,8.9,⚠️ 獲利稀釋,N/A,6173.TWO,350.5,70.0,-311.92,46.6711051930759,信昌電
❌ 暫避觀望,13.35,101.24,-0.48,N/A,0.51,2025,2026-03,-79.59,-1.9,📉 獲利侵蝕,N/A,5244.TW,36.1500015259,-211.63,-312.87,40.61797924258427,弘凱
⚪ 數據不足,-30.449999999999996,356.44,-0.19,-1.86%,-0.52,2025,2026-03,35.21,195.34,⚠️ 獲利稀釋,30.65%,1316.TW,10.9499998093,41.38,-315.06,0.0,上曜
❌ 暫避觀望,169.65,344.16,3.22,0.74%,4.13,2025,2026-03,-47.66,25.19,⚠️ 獲利稀釋,15.14%,4569.TW,177.0,29.03,-315.13,15.649867374005304,六方科-KY
❌ 暫避觀望,15.450000000000001,303.58,0.36,N/A,0.27,2025,2026-03,-74.77,-4.08,📉 獲利侵蝕,N/A,6508.TWO,24.5,-12.2,-315.78,23.78640776699029,惠光
⚪ 中性觀察,60.44999999999999,343.04,0.57,6.75%,1.5,2025,2026-03,-39.27,-5.68,⚠️ 獲利稀釋,22.84%,2105.TW,32.1500015259,26.67,-316.37,7.977667872431764,正新
⚪ 數據不足,0.0,338.66,0.12,-2.51%,-0.34,2025,2026-03,-132.32,-9.81,🔄 轉虧為盈,21.48%,3591.TW,0.0,22.22,-316.44000000000005,0.0,艾笛森
⚪ 中性觀察,75.0,293.89,0.5,N/A,2.2,2025,2026-03,-50.0,-10.14,📉 獲利侵蝕,N/A,5009.TWO,33.9500007629,-24.19,-318.08,6.790000152579999,榮剛
⚪ 中性觀察,129.75,242.64,0.61,N/A,3.0,2025,2026-03,-73.47,-14.3,📉 獲利侵蝕,N/A,6863.TW,91.8000030518,-75.79,-318.43,10.612717115815029,永道-KY
⚪ 數據不足,-73.94999999999999,313.28,-0.4,N/A,-2.07,2025,2026-03,17.15,-1.12,📉 獲利侵蝕,N/A,6431.TW,17.8500003815,-5.26,-318.53999999999996,0.0,光麗-KY
⚪ 數據不足,-9.3,168.9,-0.05,N/A,-0.09,2025,2026-03,95.65,79.86,📉 獲利侵蝕,N/A,6969.TW,25.8500003815,-150.0,-318.9,0.0,成信實業*-創
⚪ 數據不足,-30.450000000000003,74.47,-0.32,N/A,-0.92,2025,2026-03,-38.46,13.75,📉 獲利侵蝕,N/A,6617.TWO,92.5999984741,-244.44,-318.90999999999997,0.0,共信-KY
⚪ 數據不足,-60.6,364.7,-0.28,N/A,-1.35,2025,2026-03,-338.6,-14.66,⚠️ 獲利稀釋,N/A,5230.TWO,21.1499996185,44.9,-319.8,0.0,雷笛克光學
⚪ 數據不足,-13.799999999999999,271.71,0.25,N/A,0.06,2025,2026-03,-97.61,-4.99,📉 獲利侵蝕,N/A,5015.TWO,23.1000003815,-48.98,-320.69,0.0,華祺
⚪ 中性觀察,505.34999999999997,314.69,3.6,9.15%,13.02,2025,2026-03,-11.43,-6.24,📉 獲利侵蝕,23.64%,3023.TW,336.5,-6.49,-321.18,9.988127040664887,信邦
⚪ 中性觀察,388.79999999999995,334.59,2.51,14.20%,10.26,2025,2026-03,30.29,20.3,⚠️ 獲利稀釋,28.44%,3357.TWO,292.0,13.18,-321.40999999999997,11.265432098765434,臺慶科
❌ 暫避觀望,705.45,411.46,6.87,24.30%,19.47,2025,2026-03,64.8,54.05,⚠️ 獲利稀釋,33.66%,2368.TW,1305.0,89.33,-322.13,27.748245800552837,金像電
⚪ 中性觀察,38.550000000000004,292.45,0.37,0.16%,1.1,2025,2026-03,-50.0,-16.5,📉 獲利侵蝕,20.87%,3038.TW,22.4500007629,-30.61,-323.06,8.735408857159532,全台
❌ 暫避觀望,19.650000000000002,316.3,0.25,4.03%,0.66,2025,2026-03,-79.88,-22.51,📉 獲利侵蝕,19.95%,4561.TWO,42.9500007629,-7.41,-323.71000000000004,32.78626012435114,健椿
⚪ 中性觀察,130.05,257.7,0.35,5.11%,3.45,2025,2026-03,-51.27,-7.71,📉 獲利侵蝕,21.08%,1582.TW,82.6999969482,-66.67,-324.37,9.53863863301038,信錦
⚪ 中性觀察,63.6,366.19,0.35,12.75%,1.81,2025,2026-03,58.77,3.4,⚠️ 獲利稀釋,25.38%,2415.TW,37.9000015259,41.67,-324.52,8.938679605165094,錩新
⚪ 中性觀察,64.64999999999999,345.97,0.33,N/A,1.72,2025,2026-03,0.6,1.69,⚠️ 獲利稀釋,N/A,9908.TW,29.7999992371,18.52,-327.45000000000005,6.91415295524362,大台北
⚪ 中性觀察,242.10000000000002,333.31,2.19,N/A,6.22,2025,2026-03,-43.71,-7.67,⚠️ 獲利稀釋,N/A,6732.TWO,190.0,5.8,-327.51,11.771995043370508,昇佳電子
⚪ 中性觀察,113.25000000000001,310.12,0.76,-1.87%,2.49,2025,2026-03,-28.03,14.61,📉 獲利侵蝕,25.36%,2397.TW,61.0999984741,-18.28,-328.4,8.092715029682118,友通
⚪ 中性觀察,78.75,331.39,0.8,10.08%,2.37,2025,2026-03,-21.36,-3.38,⚠️ 獲利稀釋,25.76%,2497.TW,60.7999992371,2.67,-328.71999999999997,11.580952235638096,怡利電
⚪ 中性觀察,115.50000000000001,330.21,0.9,4.56%,3.12,2025,2026-03,1.96,7.21,⚠️ 獲利稀釋,24.39%,2453.TW,57.4000015259,1.12,-329.09,7.454545652714285,凌群
⚪ 中性觀察,140.85000000000002,397.14,1.07,N/A,4.02,2025,2026-03,26.43,5.45,⚠️ 獲利稀釋,N/A,6967.TWO,74.0,66.67,-330.46999999999997,7.880724174653887,汎瑋材料
❌ 暫避觀望,51.45,1078.36,1.51,8.56%,1.56,2025,2026-03,9.15,51.17,⚠️ 獲利稀釋,14.91%,4739.TW,113.5,747.83,-330.52999999999986,33.09037900874635,康普
❌ 暫避觀望,45.3,447.51,0.52,N/A,1.35,2025,2026-03,15.38,4.4,⚠️ 獲利稀釋,N/A,8074.TWO,69.5,116.67,-330.84,23.013245033112582,鉅橡
❌ 暫避觀望,35.550000000000004,506.19,0.44,14.09%,1.74,2025,2026-03,230.83,6.6,⚠️ 獲利稀釋,31.94%,3530.TW,69.6999969482,175.0,-331.19,29.40928141274261,晶相光
⚪ 數據不足,-75.75,125.31,-0.49,N/A,-1.95,2025,2026-03,-78.9,-71.56,📉 獲利侵蝕,N/A,8291.TWO,37.2000007629,-206.25,-331.56,0.0,尚茂
⚪ 中性觀察,136.35,324.12,0.85,N/A,4.23,2025,2026-03,4.19,5.64,📉 獲利侵蝕,N/A,6261.TWO,96.5999984741,-7.53,-331.65,10.627062538404841,久元
❌ 暫避觀望,104.99999999999999,339.67,1.48,15.45%,3.13,2025,2026-03,26.02,22.86,⚠️ 獲利稀釋,26.27%,4931.TWO,237.5,7.25,-332.42,33.92857142857143,新盛力
⚪ 中性觀察,40.95,389.13,0.39,8.66%,1.19,2025,2026-03,13.33,-14.65,⚠️ 獲利稀釋,22.79%,1409.TW,31.0,56.0,-333.13,11.355311355311356,新纖
❌ 暫避觀望,4.500000000000001,133.35,-0.09,-5.47%,0.1,2025,2026-03,-56.52,-3.61,📉 獲利侵蝕,34.00%,4130.TWO,27.7999992371,-200.0,-333.35,92.66666412366665,健亞
⚪ 中性觀察,62.85000000000001,418.94,0.87,N/A,2.04,2025,2026-03,-45.45,-4.56,⚠️ 獲利稀釋,N/A,5215.TW,45.7999992371,85.11,-333.83,10.930787407422434,科嘉-KY
❌ 暫避觀望,342.3,390.31,3.67,N/A,9.52,2025,2026-03,56.88,25.24,⚠️ 獲利稀釋,N/A,6435.TWO,382.0,56.17,-334.14,16.739702015775634,大中
⚪ 數據不足,-90.45,458.27,0.17,N/A,-1.61,2025,2026-03,-348.39,-16.91,🔄 轉虧為盈,N/A,6425.TWO,71.5,123.61,-334.65999999999997,0.0,易發
⚪ 數據不足,-10.5,320.5,0.33,4.80%,0.3,2025,2026-03,-77.78,-18.09,📉 獲利侵蝕,22.74%,3531.TWO,23.3500003815,-15.38,-335.88,0.0,先益
⚪ 中性觀察,94.19999999999999,321.35,0.52,N/A,3.06,2025,2026-03,-26.62,7.48,📉 獲利侵蝕,N/A,4942.TW,38.0999984741,-14.75,-336.1,6.0668787379140126,嘉彰
