日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-03,2317,鴻海,239.0,241.21,2000,-4420,-0.92%
2026-07-03,4142,國光生,17.4,25.32,1000,-7920,-31.28%
2026-07-03,0050,元大台灣50,109.69,46.6,16000,1009440,135.39%
2026-07-03,0056,元大高股息,52.57,36.43,4000,64560,44.30%
2026-07-03,00635U,期元大S&P黃金,42.41,55.25,3000,-38520,-23.24%
2026-07-03,00738U,期元大道瓊白銀,48.31,66.26,1000,-17950,-27.09%
2026-07-03,00929,復華台灣科技優息,30.9,19.73,8000,89360,56.61%
2026-07-03,009816,凱基台灣TOP50,15.87,11.01,63000,306180,44.14%
2026-07-03,00990A,主動元大AI新經濟,20.78,11.48,5000,46500,81.01%
2026-07-03,2009,第一銅,38.65,50.56,4000,-47640,-23.56%
2026-07-03,2337,旺宏,145.5,95.28,2000,100440,52.71%
2026-07-03,2409,友達,30.5,16.21,2000,28580,88.16%
2026-07-03,3481,群創,67.6,25.1,4000,170000,169.32%
2026-07-03,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-07-03,3105,穩懋,411.0,556.47,300,-43641,-26.14%
2026-07-03,4966,譜瑞-KY,656.0,1921.64,1000,-1265640,-65.86%
2026-07-03,2327,國巨*,1055.0,1030.0,1,25,2.43%
2026-07-03,00403A,主動統一升級50,11.21,10.68,26000,13780,4.96%
2026-07-03,00981A,主動統一台股增長,32.13,27.48,2000,9300,16.92%
2026-07-03,2330,台積電,2465.0,225.55,10,22394,992.88%
2026-07-03,6789,采鈺,530.0,593.5,400,-25400,-10.70%
2026-07-03,6849,奇鼎科技,176.5,266.4,280,-25172,-33.75%
2026-07-03,7853,政美應用,390.5,409.29,280,-5261,-4.59%
2026-07-03,3576,聯合再生,17.05,18.15,5000,-5500,-6.06%
2026-07-03,1721,三晃,27.0,27.88,3000,-2650,-3.17%
2026-07-03,8215,明基材,30.1,31.6,200,-300,-4.75%
2026-07-03,00405A,主動富邦台灣龍耀,9.44,9.34,11000,1100,1.07%
2026-07-03,5498,凱崴,61.3,69.61,188,-1562,-11.94%
2026-07-03,1301,台塑,59.7,50.5,100,920,18.22%
2026-07-03,6498,久禾光,94.8,67.3,12,330,40.86%
2026-07-03,009821,野村稀土關鍵資源,14.21,17.3,12000,-37080,-17.86%
