日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-09,2317,鴻海,251.5,241.21,2000,20580,4.27%
2026-09-09,4142,國光生,17.55,25.32,1000,-7770,-30.69%
2026-09-09,0050,元大台灣50,109.9,46.6,16000,1012800,135.84%
2026-09-09,0056,元大高股息,55.4,36.43,4000,75880,52.07%
2026-09-09,00635U,期元大S&P黃金,46.21,55.25,3000,-27120,-16.36%
2026-09-09,00738U,期元大道瓊白銀,52.4,66.26,1000,-13860,-20.92%
2026-09-09,00929,復華台灣科技優息,29.4,19.73,8000,77360,49.01%
2026-09-09,009816,凱基台灣TOP50,15.9,11.01,63000,308070,44.41%
2026-09-09,00990A,主動元大AI新經濟,15.17,11.48,5000,18450,32.14%
2026-09-09,2009,第一銅,40.6,50.56,4000,-39840,-19.70%
2026-09-09,2337,旺宏,126.0,95.28,2000,61440,32.24%
2026-09-09,2409,友達,29.6,16.21,2000,26780,82.60%
2026-09-09,3481,群創,48.8,25.1,4000,94800,94.42%
2026-09-09,3105,穩懋,441.5,556.47,300,-34491,-20.66%
2026-09-09,4966,譜瑞-KY,547.0,1921.64,1000,-1374640,-71.53%
2026-09-09,2327,國巨*,567.0,1030.0,1,-463,-44.95%
2026-09-09,00403A,主動統一升級50,10.26,10.68,26000,-10920,-3.93%
2026-09-09,00981A,主動統一台股增長,29.77,27.48,2000,4580,8.33%
2026-09-09,2330,台積電,2470.0,225.55,10,22444,995.10%
2026-09-09,6789,采鈺,463.0,593.5,400,-52200,-21.99%
2026-09-09,6849,奇鼎科技,152.0,266.4,280,-32032,-42.94%
2026-09-09,7853,政美應用,313.0,409.29,280,-26961,-23.53%
2026-09-09,3576,聯合再生,16.9,18.15,5000,-6250,-6.89%
2026-09-09,1721,三晃,24.6,27.88,3000,-9850,-11.78%
2026-09-09,8215,明基材,25.15,31.6,200,-1290,-20.41%
2026-09-09,00405A,主動富邦台灣龍耀,8.83,9.34,11000,-5610,-5.46%
2026-09-09,5498,凱崴,53.6,69.61,188,-3010,-23.00%
2026-09-09,1301,台塑,65.1,50.5,100,1460,28.91%
2026-09-09,6498,久禾光,70.4,67.3,12,37,4.61%
2026-09-09,009821,野村稀土關鍵資源,15.15,17.3,12000,-25800,-12.43%
