symbol,expansion,advice,price,status,rev_yoy,eps,prev_eps_yoy,date,gm,prev_year,prev_eps,est_price,eps_yoy,name,pe,prev_rev_yoy,om
6799.TW,-94.61,⚪ 中性觀察,80.4000015259,📉 獲利侵蝕,94.61,1.14,26.76,2026-03,N/A,2025,3.7,120.3,0.0,來頡,10.024937846122194,6.56,N/A
3257.TW,-94.62,⚪ 中性觀察,47.2999992371,📉 獲利侵蝕,24.31,0.19,39.18,2026-03,45.11%,2025,3.42,117.0,-70.31,虹冠電,6.064102466294872,29.32,18.06%
4127.TWO,-94.82,⚪ 數據不足,62.7999992371,🔄 轉虧為盈,187.13,0.75,-184.62,2026-03,56.44%,2025,-0.22,-4.800000000000001,92.31,天良,0.0,32.86,-18.66%
1439.TW,-96.0,⚪ 中性觀察,29.2999992371,📉 獲利侵蝕,76.82,0.59,84.48,2026-03,25.21%,2025,3.21,106.64999999999999,-19.18,雋揚,4.120956292137834,728.61,13.53%
6666.TW,-96.49,⚪ 中性觀察,44.9000015259,📉 獲利侵蝕,51.66,0.32,42.35,2026-03,N/A,2025,2.42,109.94999999999999,-44.83,羅麗芬-KY,6.125511804351979,-1.2,N/A
4129.TWO,-96.89,⚪ 中性觀察,82.5999984741,🏰 高護城河,42.85,0.91,23.26,2026-03,78.77%,2025,5.83,205.05,-54.04,聯合,6.042428564308705,21.54,11.96%
3049.TW,-97.04,⚪ 數據不足,12.5,⚠️ 獲利稀釋,180.37,-0.04,41.28,2026-03,-12.51%,2025,-0.64,-27.150000000000002,83.33,精金,0.0,1.22,-21.51%
8472.TWO,-98.33,⚪ 數據不足,76.0999984741,⚠️ 獲利稀釋,174.03,-0.26,70.36,2026-03,N/A,2025,-1.31,-65.7,75.7,夠麻吉,0.0,41.85,N/A
6909.TW,-99.24,❌ 暫避觀望,40.0499992371,📉 獲利侵蝕,27.24,0.07,-37.25,2026-03,N/A,2025,1.01,13.500000000000002,-72.0,創控,44.49999915233333,11.08,N/A
6526.TW,-99.57000000000001,⚪ 中性觀察,643.0,⚠️ 獲利稀釋,102.09,4.47,7.78,2026-03,N/A,2025,17.32,671.85,2.52,達發,14.355883009600358,9.43,N/A
6612.TWO,-99.7,❌ 暫避觀望,70.0,📉 獲利侵蝕,73.34,0.81,-54.81,2026-03,N/A,2025,1.09,49.65,-26.36,奈米醫材,21.148036253776436,31.54,N/A
3008.TW,-100.14,❌ 暫避觀望,6870.0,📉 獲利侵蝕,95.17,46.63,-17.91,2026-03,47.97%,2025,159.41,5566.650000000001,-4.97,大立光,18.512031473148124,2.84,36.75%
5222.TW,-100.93,❌ 暫避觀望,104.5,📉 獲利侵蝕,25.37,0.22,-49.48,2026-03,N/A,2025,2.51,89.10000000000001,-75.56,全訊,17.59259259259259,-26.68,N/A
4585.TW,-100.96000000000001,❌ 暫避觀望,292.0,🏰 高護城河,90.0,0.65,16.35,2026-03,50.62%,2025,1.46,49.8,-10.96,達明,87.95180722891567,23.03,5.77%
3617.TW,-100.99000000000001,⚪ 中性觀察,241.0,🏰 高護城河,94.17,4.13,-40.33,2026-03,51.62%,2025,14.47,521.8500000000001,-6.82,碩天,6.927277953434894,-4.98,10.14%
2596.TWO,-101.33000000000001,⚪ 中性觀察,35.0999984741,📉 獲利侵蝕,44.81,0.2,177.61,2026-03,32.97%,2025,1.86,63.6,-56.52,綠意,8.278301526910376,59.65,26.41%
5269.TW,-101.50999999999999,⚪ 中性觀察,1395.0,⚠️ 獲利稀釋,152.85,24.85,45.15,2026-03,N/A,2025,72.7,2723.7000000000003,51.34,祥碩,7.682564159048352,66.0,N/A
2360.TW,-103.72999999999999,❌ 暫避觀望,2335.0,🏰 高護城河,185.89,9.12,122.05,2026-03,60.80%,2025,27.7,1022.4,82.16,致茂,34.257629107981224,31.05,34.82%
6664.TWO,-103.95,⚪ 中性觀察,353.5,📉 獲利侵蝕,92.55,3.73,-9.46,2026-03,N/A,2025,15.06,528.9000000000001,-11.4,群翊,10.025524673851388,3.07,N/A
4994.TW,-104.03,❌ 暫避觀望,84.5,📉 獲利侵蝕,55.25,0.42,-59.0,2026-03,N/A,2025,1.96,79.64999999999999,-48.78,傳奇,15.913370998116761,-25.18,N/A
6263.TWO,-104.44,⚪ 中性觀察,157.0,📉 獲利侵蝕,104.44,2.1,-3.37,2026-03,N/A,2025,8.32,305.25,0.0,普萊德,7.714987714987714,0.24,N/A
5289.TWO,-104.47000000000003,⚪ 中性觀察,1355.0,⚠️ 獲利稀釋,1546.32,57.49,75.21,2026-03,N/A,2025,21.72,1460.5500000000002,1441.85,宜鼎,13.915990551504567,59.96,N/A
5864.TWO,-104.48999999999995,⚪ 中性觀察,36.2999992371,⚠️ 獲利稀釋,495.09,3.4,56.1,2026-03,N/A,2025,2.56,100.5,390.6,致和證,5.417910333895523,42.16,N/A
1418.TW,-104.86,⚪ 數據不足,17.5499992371,🏰 高護城河,95.77,-0.75,-373.33,2026-03,208.69%,2025,-1.29,-87.00000000000001,-9.09,東華,0.0,-48.0,-991.43%
2752.TWO,-105.65,⚪ 中性觀察,181.0,🏰 高護城河,111.9,4.08,-3.09,2026-03,52.30%,2025,15.04,557.25,6.25,豆府,4.8721399730821,11.58,11.29%
4763.TW,-106.18,⚪ 中性觀察,48.2999992371,🏰 高護城河,11.68,1.13,-92.76,2026-03,57.83%,2025,6.1,239.25,-94.5,材料*-KY,3.02821311831348,-15.8,50.09%
3260.TWO,-106.47000000000003,⚪ 中性觀察,414.5,⚠️ 獲利稀釋,1813.26,30.05,144.7,2026-03,48.37%,2025,23.18,1017.0,1706.79,威剛,6.113569321533924,32.13,35.36%
3310.TWO,-107.1,⚪ 中性觀察,67.5,📉 獲利侵蝕,22.14,0.34,34.17,2026-03,21.56%,2025,3.39,136.35,-84.96,佳穎,7.425742574257426,84.93,5.55%
6658.TW,-107.41000000000003,❌ 暫避觀望,176.5,⚠️ 獲利稀釋,436.36,1.63,24.77,2026-03,N/A,2025,1.38,55.04999999999999,328.95,聯策,48.09264305177113,30.53,N/A
1540.TW,-107.52,⚪ 中性觀察,19.5499992371,📉 獲利侵蝕,71.52,0.32,-47.64,2026-03,N/A,2025,1.11,31.5,-36.0,喬福,9.309523446238094,-0.53,N/A
1786.TW,-107.71000000000001,⚪ 中性觀察,44.7000007629,🏰 高護城河,44.42,0.29,-35.61,2026-03,75.32%,2025,2.24,67.2,-63.29,科妍,9.977678741718748,0.37,19.86%
3217.TWO,-109.0,⚪ 中性觀察,128.5,📉 獲利侵蝕,104.27,2.82,12.8,2026-03,49.95%,2025,12.69,453.6,-4.73,優群,4.249338624338624,19.44,28.69%
7734.TWO,-109.34,❌ 暫避觀望,2980.0,⚠️ 獲利稀釋,153.11,14.68,-26.31,2026-03,N/A,2025,33.5,1336.05,43.77,印能科技,33.45683170540025,27.91,N/A
6791.TWO,-109.71,⚪ 中性觀察,99.0999984741,⚠️ 獲利稀釋,187.97,1.64,0.0,2026-03,N/A,2025,4.16,168.75,78.26,虎門科技,8.808888753253333,19.26,N/A
4198.TWO,-109.91999999999999,⚪ 數據不足,49.9500007629,📉 獲利侵蝕,95.21,-0.39,-14.62,2026-03,30.43%,2025,-1.96,-74.55000000000001,-14.71,欣大健康,0.0,-15.0,-23.61%
2640.TWO,-110.06,⚪ 中性觀察,154.0,🏰 高護城河,119.83,2.36,0.9,2026-03,51.63%,2025,9.01,333.29999999999995,9.77,大車隊,6.930693069306931,4.37,21.47%
3152.TWO,-110.48,⚪ 中性觀察,231.0,📉 獲利侵蝕,105.69,1.39,51.69,2026-03,44.03%,2025,9.42,391.95000000000005,-4.79,璟德,8.840413318025258,-15.61,18.21%
6859.TWO,-110.68,❌ 暫避觀望,117.5,📉 獲利侵蝕,64.12,1.01,-8.36,2026-03,N/A,2025,2.86,100.35000000000001,-46.56,伯特光,17.56352765321375,35.45,N/A
2379.TW,-111.19,⚪ 中性觀察,705.0,📉 獲利侵蝕,101.71,8.44,-4.02,2026-03,48.08%,2025,28.77,1165.6499999999999,-9.48,瑞昱,9.072191481147858,8.21,8.88%
2633.TW,-111.27,⚪ 中性觀察,26.1000003815,⚠️ 獲利稀釋,123.39,0.37,1.74,2026-03,43.22%,2025,1.17,45.75000000000001,12.12,台灣高鐵,8.557377174262294,2.75,38.82%
3051.TW,-111.60000000000001,⚪ 中性觀察,21.5,⚠️ 獲利稀釋,113.93,0.45,-49.5,2026-03,33.67%,2025,1.01,34.5,2.33,力特,9.347826086956523,-0.63,15.38%
5508.TWO,-112.39,⚪ 中性觀察,53.7999992371,📉 獲利侵蝕,76.83,0.87,-80.85,2026-03,N/A,2025,3.07,119.39999999999999,-35.56,永信建,6.758793874007539,-74.75,N/A
4583.TW,-112.84,❌ 暫避觀望,455.0,🏰 高護城河,98.42,3.56,-15.13,2026-03,51.18%,2025,12.0,438.9,-14.42,台灣精銳,15.550239234449762,1.32,30.40%
5212.TWO,-112.86,⚪ 中性觀察,46.2999992371,⚠️ 獲利稀釋,125.36,0.54,23.44,2026-03,N/A,2025,4.74,122.09999999999998,12.5,凌網,5.687960594238331,15.91,N/A
5523.TWO,-113.7,⚪ 數據不足,30.3500003815,📉 獲利侵蝕,13.7,-0.04,-116.36,2026-03,N/A,2025,-0.09,-3.9000000000000004,-100.0,豐謙,0.0,-98.98,N/A
3526.TWO,-113.8,⚪ 中性觀察,278.0,⚠️ 獲利稀釋,128.79,4.7,5.64,2026-03,48.09%,2025,16.97,633.6,14.99,凡甲,6.581439393939394,22.33,32.41%
6907.TWO,-113.94999999999999,⚪ 數據不足,195.5,⚠️ 獲利稀釋,403.24,1.16,24.55,2026-03,N/A,2025,2.08,0.0,289.29,雅特力-KY,0.0,1.91,N/A
7738.TWO,-114.82000000000001,⚪ 中性觀察,165.0,⚠️ 獲利稀釋,117.76,2.8,44.26,2026-03,N/A,2025,14.61,545.5500000000001,2.94,東聯互動,4.536706076436623,30.15,N/A
6904.TWO,-114.91999999999999,⚪ 中性觀察,123.0,⚠️ 獲利稀釋,164.92,1.83,-48.04,2026-03,N/A,2025,5.44,183.6,50.0,伯鑫,10.049019607843137,-3.05,N/A
3066.TWO,-115.12,⚪ 數據不足,23.6499996185,🔄 轉虧為盈,269.86,0.52,-207.69,2026-03,38.23%,2025,-1.4,-67.35000000000001,154.74,李洲,0.0,10.12,-18.85%
2915.TW,-115.60000000000001,⚪ 中性觀察,57.4000015259,🏰 高護城河,97.54,2.59,-28.5,2026-03,58.30%,2025,9.29,339.15,-18.06,潤泰全,2.5386997578903143,-16.33,5.98%
3164.TW,-116.14000000000001,⚪ 中性觀察,16.0,📉 獲利侵蝕,42.46,0.05,0.0,2026-03,N/A,2025,0.66,17.700000000000003,-73.68,景岳,13.559322033898303,4.11,N/A
2727.TW,-117.19999999999999,⚪ 中性觀察,229.0,⚠️ 獲利稀釋,131.29,5.04,2.75,2026-03,47.07%,2025,16.02,614.25,14.09,王品,5.592185592185592,5.21,7.36%
1784.TWO,-117.75,❌ 暫避觀望,59.9000015259,🏰 高護城河,99.89,0.25,-38.61,2026-03,56.51%,2025,1.02,37.8,-17.86,訊聯,23.769841875357145,1.19,-0.97%
6491.TW,-118.16000000000001,⚪ 中性觀察,373.0,📉 獲利侵蝕,114.65,6.06,-11.08,2026-03,N/A,2025,20.87,789.0,-3.51,晶碩,7.091254752851711,3.26,N/A
6752.TWO,-119.32,⚪ 中性觀察,97.0999984741,📉 獲利侵蝕,119.32,1.39,20.95,2026-03,N/A,2025,7.41,262.2,0.0,叡揚,5.554919821172769,16.33,N/A
2454.TW,-119.82,❌ 暫避觀望,4625.0,📉 獲利侵蝕,102.07,15.17,-1.14,2026-03,46.13%,2025,66.16,2535.1499999999996,-17.75,聯發科,27.365244660079288,12.32,14.55%
6104.TWO,-119.94,⚪ 中性觀察,93.1999969482,📉 獲利侵蝕,76.96,1.34,66.87,2026-03,N/A,2025,5.62,230.1,-42.98,創惟,6.075619097014341,27.6,N/A
6910.TWO,-120.44,⚪ 中性觀察,24.6000003815,📉 獲利侵蝕,104.82,0.27,58.93,2026-03,N/A,2025,2.0,72.30000000000001,-15.62,德鴻,5.103734518983402,30.1,N/A
2740.TWO,-120.76,⚪ 數據不足,31.25,📉 獲利侵蝕,0.01,-1.32,35.27,2026-03,41.62%,2025,-3.19,-137.1,-120.75,華軒,0.0,-45.74,-45.63%
6530.TWO,-121.67,❌ 暫避觀望,96.0,⚠️ 獲利稀釋,162.97,0.65,18.9,2026-03,N/A,2025,1.95,72.30000000000001,41.3,創威,19.91701244813278,16.68,N/A
6921.TW,-121.88,❌ 暫避觀望,63.9000015259,🌑 雙重衰退,-53.12,-0.27,-55.26,2026-03,N/A,2025,0.35,7.649999999999999,-175.0,嘉雨思-創,125.29412063901964,28.45,N/A
7751.TWO,-121.99000000000001,❌ 暫避觀望,1610.0,⚠️ 獲利稀釋,196.55,7.0,60.48,2026-03,N/A,2025,20.5,748.35,74.56,竑騰,32.27099619162157,62.42,N/A
6538.TWO,-122.89,❌ 暫避觀望,349.0,📉 獲利侵蝕,110.02,0.9,-87.49,2026-03,N/A,2025,1.15,74.55,-12.87,倉和,70.22132796780684,-34.5,N/A
9941.TW,-123.75,⚪ 中性觀察,80.3000030518,📉 獲利侵蝕,115.84,1.82,-12.45,2026-03,N/A,2025,7.68,288.15000000000003,-7.91,裕融,4.180114682550755,-4.66,N/A
5534.TW,-124.1,⚪ 中性觀察,75.8000030518,📉 獲利侵蝕,44.79,0.19,-23.57,2026-03,N/A,2025,6.0,140.85000000000002,-79.31,長虹,8.072417790394036,-29.66,N/A
6730.TWO,-124.7,⚪ 中性觀察,32.0,📉 獲利侵蝕,106.18,0.44,-10.33,2026-03,N/A,2025,2.14,78.89999999999999,-18.52,常廣,6.083650190114069,7.33,N/A
2420.TW,-124.86,⚪ 中性觀察,54.2000007629,⚠️ 獲利稀釋,127.83,1.05,-10.32,2026-03,49.30%,2025,3.91,141.3,2.97,新巨,5.753715579925689,-2.6,35.64%
3176.TWO,-124.99,⚪ 數據不足,36.2000007629,🏰 高護城河,-26.36,-0.38,46.94,2026-03,56.72%,2025,-0.78,-9.600000000000001,-151.35,基亞,0.0,15.28,-48.58%
4807.TW,-125.00999999999999,⚪ 數據不足,29.0,🔄 轉虧為盈,769.01,1.7,84.62,2026-03,18.47%,2025,-0.24,-3.4499999999999997,644.0,日成-KY,0.0,19.6,4.68%
6655.TW,-127.46000000000001,⚪ 中性觀察,121.5,⚠️ 獲利稀釋,148.24,0.95,-18.72,2026-03,N/A,2025,3.92,135.6,20.78,科定,13.440265486725664,3.86,N/A
3085.TWO,-127.63,⚪ 數據不足,11.5,🏰 高護城河,86.45,-0.24,41.67,2026-03,73.88%,2025,-0.56,-23.400000000000002,-41.18,新零售,0.0,5.58,-74.64%
4580.TWO,-127.81999999999996,⚪ 中性觀察,82.0999984741,⚠️ 獲利稀釋,298.59,1.76,-42.92,2026-03,31.57%,2025,5.03,195.6,170.77,捷流閥業,6.29601215292178,-5.55,12.43%
4908.TWO,-127.85000000000001,❌ 暫避觀望,242.0,⚠️ 獲利稀釋,129.18,0.76,-29.79,2026-03,46.40%,2025,1.98,75.3,1.33,前鼎,48.20717131474104,-12.98,17.75%
3533.TW,-128.04,⚪ 中性觀察,1625.0,🏰 高護城河,133.38,21.37,-15.21,2026-03,51.54%,2025,70.17,2491.8,5.34,嘉澤,9.782085239585841,12.28,29.92%
6146.TWO,-128.85,⚪ 中性觀察,181.0,⚠️ 獲利稀釋,133.06,2.97,-14.93,2026-03,N/A,2025,10.77,405.75,4.21,耕興,6.691312384473197,-1.34,N/A
5904.TWO,-129.17000000000002,⚪ 中性觀察,72.9000015259,⚠️ 獲利稀釋,153.5,9.3,10.48,2026-03,N/A,2025,29.54,1085.5500000000002,24.33,寶雅,1.0073234976633962,7.16,N/A
6899.TWO,-129.32000000000002,⚪ 中性觀察,49.7999992371,⚠️ 獲利稀釋,133.24,1.08,7.23,2026-03,N/A,2025,3.59,130.65,3.92,創為精密,5.7175659284845,27.05,N/A
4166.TWO,-130.9,⚪ 中性觀察,23.8999996185,🏰 高護城河,100.47,0.16,79.17,2026-03,60.10%,2025,0.9,28.35,-30.43,友霖,12.645502443650793,14.52,23.50%
7750.TW,-131.37,❌ 暫避觀望,2270.0,⚠️ 獲利稀釋,234.77,15.38,51.69,2026-03,N/A,2025,35.12,1357.5,103.4,新代,25.082872928176794,29.17,N/A
6205.TW,-132.45,⚪ 中性觀察,64.1999969482,📉 獲利侵蝕,86.74,0.38,-25.66,2026-03,N/A,2025,2.0,71.55,-45.71,詮欣,13.45911885706499,-3.02,N/A
4968.TW,-132.72000000000003,❌ 暫避觀望,89.8000030518,⚠️ 獲利稀釋,239.86,0.58,56.47,2026-03,N/A,2025,2.66,68.55000000000001,107.14,立積,19.649891258599563,2.24,N/A
5490.TWO,-133.04999999999998,⚪ 中性觀察,25.8500003815,📉 獲利侵蝕,127.49,0.7,382.35,2026-03,N/A,2025,1.69,67.64999999999999,-5.56,同亨,5.731707401662971,12.01,N/A
3680.TWO,-133.55,❌ 暫避觀望,566.0,⚠️ 獲利稀釋,149.46,2.55,-22.51,2026-03,43.28%,2025,9.43,282.3,15.91,家登,30.074388947927737,12.26,17.47%
2948.TWO,-133.64,⚪ 中性觀察,38.0,⚠️ 獲利稀釋,136.2,0.4,-2.28,2026-03,48.05%,2025,2.14,77.25,2.56,寶陞,7.3786407766990285,1.84,9.02%
3131.TWO,-134.24,❌ 暫避觀望,2555.0,⚠️ 獲利稀釋,215.25,16.11,56.98,2026-03,42.10%,2025,45.48,1553.55,81.01,弘塑,24.66930578352805,59.93,29.56%
5906.TW,-134.56,⚪ 中性觀察,41.5499992371,📉 獲利侵蝕,64.29,0.11,-41.32,2026-03,N/A,2025,0.98,42.45,-70.27,台南-KY,14.681978529010602,-7.04,N/A
6171.TWO,-135.08,⚪ 中性觀察,25.8999996185,⚠️ 獲利稀釋,301.75,0.08,-33.33,2026-03,N/A,2025,3.82,158.10000000000002,166.67,大城地產,2.457305466650854,-35.35,N/A
3138.TW,-136.5,❌ 暫避觀望,92.3000030518,⚠️ 獲利稀釋,226.98,-0.02,-51.49,2026-03,41.30%,2025,1.5,15.3,90.48,耀登,90.49019907039217,2.05,7.58%
5278.TWO,-136.71,⚪ 中性觀察,23.9500007629,📉 獲利侵蝕,115.09,0.29,56.72,2026-03,N/A,2025,1.05,38.849999999999994,-21.62,尚凡*,9.247104541660232,18.28,N/A
6642.TWO,-136.76,⚪ 中性觀察,77.1999969482,📉 獲利侵蝕,124.86,0.74,-27.37,2026-03,N/A,2025,2.6,93.15,-11.9,富致,12.431561505346215,3.61,N/A
4109.TWO,-136.98000000000002,⚪ 中性觀察,11.0500001907,⚠️ 獲利稀釋,182.43,0.15,-80.37,2026-03,24.70%,2025,0.43,13.35,45.45,加捷生醫,12.415730551348314,-9.62,-7.54%
6680.TWO,-137.41,⚪ 數據不足,53.2999992371,🔄 轉虧為盈,237.41,0.08,-106.78,2026-03,N/A,2025,-0.29,-35.849999999999994,100.0,鑫創電子,0.0,-15.41,N/A
1319.TW,-137.46,⚪ 數據不足,0.0,📉 獲利侵蝕,102.78,1.62,-13.11,2026-03,33.68%,2025,6.43,0.0,-34.68,東陽,0.0,-1.96,18.07%
6517.TWO,-137.54000000000002,❌ 暫避觀望,66.8000030518,📉 獲利侵蝕,102.54,0.52,-55.59,2026-03,N/A,2025,1.63,45.3,-35.0,保勝光學,22.11920630854305,-1.73,N/A
2913.TW,-137.61,⚪ 數據不足,11.1000003815,📉 獲利侵蝕,137.61,-0.04,31.82,2026-03,40.70%,2025,-0.15,-5.7,0.0,農林,0.0,9.13,-7.01%
8422.TW,-137.88,⚪ 中性觀察,26.25,📉 獲利侵蝕,43.67,0.21,-87.79,2026-03,N/A,2025,1.29,299.54999999999995,-94.21,可寧衛*,1.3144717075613421,-7.53,N/A
6206.TW,-138.13,⚪ 中性觀察,137.5,⚠️ 獲利稀釋,148.7,2.51,-0.43,2026-03,N/A,2025,6.9,277.65000000000003,10.57,飛捷,7.428417071853052,9.26,N/A
6532.TWO,-138.3,⚪ 中性觀察,99.8000030518,📉 獲利侵蝕,103.42,0.84,81.39,2026-03,N/A,2025,7.31,175.2,-34.88,瑞耘,8.544520809229452,-6.21,N/A
5211.TWO,-138.5,⚪ 數據不足,21.1499996185,⚠️ 獲利稀釋,174.21,-0.18,34.19,2026-03,N/A,2025,-0.77,-33.3,35.71,蒙恬,0.0,34.16,N/A
3306.TWO,-138.67999999999998,⚪ 中性觀察,44.5,⚠️ 獲利稀釋,312.01,0.11,-33.45,2026-03,25.80%,2025,1.95,83.55000000000001,173.33,鼎天,7.989228007181328,10.49,1.28%
8109.TWO,-138.73,⚪ 中性觀察,129.5,⚠️ 獲利稀釋,148.79,1.75,-4.63,2026-03,N/A,2025,6.18,223.8,10.06,博大,8.679624664879357,15.04,N/A
1414.TW,-139.09000000000003,❌ 暫避觀望,17.6499996185,⚠️ 獲利稀釋,539.09,0.06,-19.23,2026-03,15.75%,2025,0.19,5.8500000000000005,400.0,東和,45.256409278205126,-10.66,-3.56%
7770.TWO,-139.35,⚪ 中性觀察,37.0,📉 獲利侵蝕,51.4,0.1,-47.4,2026-03,N/A,2025,3.0,78.0,-87.95,君曜,7.115384615384615,12.79,N/A
7765.TW,-139.45,⚪ 中性觀察,218.5,⚠️ 獲利稀釋,142.19,3.38,2.97,2026-03,N/A,2025,11.47,440.70000000000005,2.74,中華資安,7.4370319945541175,3.64,N/A
1295.TWO,-139.69,⚪ 中性觀察,45.4000015259,📉 獲利侵蝕,70.64,0.39,-6.08,2026-03,49.97%,2025,5.29,193.95,-69.05,生合,3.511214348484146,4.97,11.73%
6243.TW,-140.07,⚪ 數據不足,38.1500015259,📉 獲利侵蝕,30.39,-0.03,-147.27,2026-03,N/A,2025,-0.52,-18.6,-109.68,迅杰,0.0,-12.93,N/A
4584.TWO,-140.25,⚪ 中性觀察,38.5,📉 獲利侵蝕,108.67,0.91,-4.72,2026-03,34.23%,2025,3.43,134.39999999999998,-31.58,君帆,4.296875,-1.51,12.30%
2729.TWO,-140.68,⚪ 中性觀察,155.0,📉 獲利侵蝕,104.46,1.64,-24.75,2026-03,N/A,2025,6.76,290.85,-36.22,瓦城,7.993811242908715,0.46,N/A
3035.TW,-141.57,❌ 暫避觀望,176.5,📉 獲利侵蝕,71.65,0.4,-29.75,2026-03,42.16%,2025,2.81,99.74999999999999,-69.92,智原,26.54135338345865,62.61,2.86%
6292.TWO,-141.77,❌ 暫避觀望,66.3000030518,⚠️ 獲利稀釋,244.55,0.73,-48.05,2026-03,N/A,2025,2.0,52.95,102.78,迅德,18.781870552917848,-3.28,N/A
8081.TW,-141.78,⚪ 中性觀察,251.0,📉 獲利侵蝕,137.6,4.62,-0.84,2026-03,N/A,2025,17.76,659.1,-4.18,致新,5.71233500227583,5.0,N/A
6527.TWO,-141.87,⚪ 中性觀察,76.0999984741,📉 獲利侵蝕,133.59,1.33,15.63,2026-03,N/A,2025,5.8,215.7,-8.28,明達醫,5.292072216557719,9.33,N/A
6461.TWO,-141.93,⚪ 數據不足,25.75,⚠️ 獲利稀釋,143.49,-0.63,18.35,2026-03,N/A,2025,-2.57,-88.05,1.56,益得,0.0,170.31,N/A
7715.TWO,-142.2,⚪ 中性觀察,28.6499996185,📉 獲利侵蝕,89.96,0.64,-39.84,2026-03,N/A,2025,3.09,127.64999999999999,-52.24,裕山,3.3666274522326676,-27.76,N/A
1590.TW,-142.26,⚪ 中性觀察,1330.0,⚠️ 獲利稀釋,180.17,13.35,10.18,2026-03,47.51%,2025,42.0,1583.5500000000002,37.91,亞德客-KY,12.598276025386,11.97,31.25%
1538.TW,-142.72,⚪ 數據不足,8.1000003815,📉 獲利侵蝕,51.34,-1.11,6.47,2026-03,32.24%,2025,-1.59,-39.0,-91.38,正峰,0.0,1.9,-58.77%
5468.TWO,-143.05,⚪ 數據不足,26.7000007629,🔄 轉虧為盈,443.05,0.12,-246.15,2026-03,N/A,2025,-0.65,-13.65,300.0,凱鈺,0.0,36.88,N/A
3034.TW,-143.09,⚪ 中性觀察,543.0,📉 獲利侵蝕,114.65,6.19,-19.62,2026-03,38.19%,2025,26.87,1029.8999999999999,-28.44,聯詠,7.908534809204777,-2.07,16.92%
8033.TW,-144.31,❌ 暫避觀望,174.5,⚠️ 獲利稀釋,185.98,0.34,14.0,2026-03,N/A,2025,0.58,35.24999999999999,41.67,雷虎,74.25531914893618,14.37,N/A
4966.TWO,-144.99,⚪ 中性觀察,550.0,📉 獲利侵蝕,125.8,6.77,6.64,2026-03,N/A,2025,34.51,1293.4499999999998,-19.19,譜瑞-KY,6.378290618114346,1.76,N/A
7769.TW,-145.23999999999998,❌ 暫避觀望,6720.0,⚠️ 獲利稀釋,206.98,25.7,110.03,2026-03,N/A,2025,75.71,2791.5,61.74,鴻勁,36.109618484685654,116.34,N/A
4995.TWO,-145.57999999999998,⚪ 中性觀察,50.0999984741,⚠️ 獲利稀釋,237.89,1.01,-50.22,2026-03,N/A,2025,2.25,72.45,92.31,晶達,10.37267049153209,-7.32,N/A
4155.TW,-145.98999999999998,❌ 暫避觀望,14.1000003815,⚠️ 獲利稀釋,269.52,0.39,-10.94,2026-03,N/A,2025,0.58,11.549999999999999,123.53,訊映,18.311688807142858,-6.81,N/A
1203.TW,-146.18,⚪ 中性觀察,44.5999984741,📉 獲利侵蝕,130.66,0.49,-23.5,2026-03,33.56%,2025,1.81,63.3,-15.52,味王,10.568720017559242,-10.06,14.34%
7642.TWO,-146.45999999999998,⚪ 中性觀察,77.3000030518,📉 獲利侵蝕,79.57,0.5,-50.94,2026-03,N/A,2025,3.29,130.35000000000002,-66.89,昶瑞機電,8.895282284441887,-15.67,N/A
7810.TWO,-147.03,❌ 暫避觀望,223.0,⚠️ 獲利稀釋,177.74,1.83,47.62,2026-03,N/A,2025,6.25,202.2,30.71,捷創科技,16.543026706231455,34.56,N/A
8932.TWO,-147.64000000000001,⚪ 中性觀察,93.4000015259,📉 獲利侵蝕,107.87,0.53,-7.07,2026-03,N/A,2025,1.85,107.1,-39.77,智通*,13.081232706708683,51.84,N/A
6821.TWO,-147.67999999999998,⚪ 中性觀察,40.2000007629,⚠️ 獲利稀釋,151.01,0.32,-5.93,2026-03,N/A,2025,1.13,41.699999999999996,3.33,聯寶,14.46043192910072,2.84,N/A
5234.TW,-147.81,❌ 暫避觀望,296.5,⚠️ 獲利稀釋,165.36,2.21,32.55,2026-03,N/A,2025,7.37,275.1,17.55,達興材料,16.166848418756818,12.43,N/A
6671.TW,-148.18,⚪ 中性觀察,23.0,📉 獲利侵蝕,118.45,0.26,-25.47,2026-03,N/A,2025,2.37,76.94999999999999,-29.73,三能-KY,4.483430799220274,-2.1,N/A
8923.TWO,-148.53,⚪ 中性觀察,18.0499992371,📉 獲利侵蝕,86.03,0.18,3.23,2026-03,N/A,2025,0.96,34.199999999999996,-62.5,時報,7.916666332061404,2.69,N/A
4572.TW,-148.87,❌ 暫避觀望,140.5,📉 獲利侵蝕,119.1,0.92,-58.85,2026-03,N/A,2025,3.0,106.8,-29.77,駐龍,19.73314606741573,-23.02,N/A
3653.TW,-149.18,❌ 暫避觀望,5760.0,📉 獲利侵蝕,148.55,9.53,49.96,2026-03,41.25%,2025,36.75,1359.6,-0.63,健策,63.54810238305384,42.0,31.26%
2231.TW,-149.42000000000002,⚪ 數據不足,90.1999969482,🔄 轉虧為盈,106.56,0.4,-148.96,2026-03,23.65%,2025,-1.63,-24.3,-42.86,為升,0.0,-21.77,-15.73%
4188.TWO,-150.01,⚪ 數據不足,14.0500001907,⚠️ 獲利稀釋,166.01,-0.21,-10.0,2026-03,N/A,2025,-0.88,-33.75,16.0,安克,0.0,-42.69,N/A
