symbol,expansion,advice,price,status,rev_yoy,eps,prev_eps_yoy,date,gm,prev_year,prev_eps,est_price,eps_yoy,name,pe,prev_rev_yoy,om
9914.TW,-347.21,⚪ 中性觀察,79.1999969482,📉 獲利侵蝕,325.07,1.09,271.37,2026-03,N/A,2025,4.01,189.45000000000002,-22.14,美利達,6.270783606349959,-9.71,N/A
2755.TWO,-347.43,⚪ 中性觀察,99.1999969482,📉 獲利侵蝕,345.63,1.65,8.73,2026-03,27.43%,2025,6.44,243.15,-1.8,揚秦,6.11967902209747,20.09,9.66%
8099.TWO,-347.71999999999997,⚪ 中性觀察,59.0,⚠️ 獲利稀釋,423.28,0.79,9.52,2026-03,N/A,2025,2.53,86.39999999999999,75.56,大世科,10.243055555555555,27.49,N/A
2520.TW,-347.81,⚪ 中性觀察,36.9000015259,📉 獲利侵蝕,312.37,0.52,-74.55,2026-03,23.17%,2025,2.61,91.79999999999998,-35.44,冠德,6.029412014035949,-20.24,15.06%
6438.TW,-348.15,⚪ 中性觀察,152.0,⚠️ 獲利稀釋,367.88,1.76,-29.85,2026-03,N/A,2025,5.24,216.75,19.73,迅得,10.519031141868513,26.29,N/A
4551.TW,-348.83,⚪ 中性觀察,168.0,⚠️ 獲利稀釋,379.26,2.7,-27.14,2026-03,23.25%,2025,6.04,205.05,30.43,智伸科,12.28968544257498,1.71,11.86%
2480.TW,-349.53999999999996,⚪ 中性觀察,155.5,⚠️ 獲利稀釋,366.95,2.63,6.67,2026-03,24.08%,2025,8.0,310.95,17.41,敦陽科,7.501205981669078,11.38,10.67%
2027.TW,-349.59,⚪ 中性觀察,48.5999984741,⚠️ 獲利稀釋,426.15,1.17,77.93,2026-03,25.55%,2025,2.88,108.3,76.56,大成鋼,6.731301727714682,12.63,14.07%
8201.TW,-350.82,⚪ 數據不足,11.6999998093,📉 獲利侵蝕,340.82,-0.11,60.23,2026-03,N/A,2025,-0.35,-16.950000000000003,-10.0,無敵,0.0,1.42,N/A
1104.TW,-351.45,⚪ 中性觀察,27.4500007629,📉 獲利侵蝕,349.07,0.41,18.52,2026-03,N/A,2025,2.56,86.25,-2.38,環泥,4.773913176156522,-0.42,N/A
5309.TWO,-351.84,❌ 暫避觀望,51.0999984741,📉 獲利侵蝕,318.51,0.09,-57.38,2026-03,N/A,2025,0.27,8.100000000000001,-33.33,系統電,94.62962680388888,9.13,N/A
4440.TW,-352.17999999999995,⚪ 中性觀察,17.6000003815,⚠️ 獲利稀釋,1180.75,0.51,-35.23,2026-03,N/A,2025,1.14,38.1,828.57,宜新實業,6.929134008464566,-4.85,N/A
6754.TW,-352.58,⚪ 中性觀察,42.5999984741,📉 獲利侵蝕,293.96,0.12,-46.72,2026-03,N/A,2025,3.41,99.3,-58.62,匯僑設計,6.435045086722054,-30.87,N/A
2383.TW,-352.75,❌ 暫避觀望,5375.0,⚠️ 獲利稀釋,401.75,14.9,47.96,2026-03,28.58%,2025,41.67,1617.45,49.0,台光電,49.846981359547435,46.42,19.80%
6276.TWO,-353.52,❌ 暫避觀望,20.6000003815,📉 獲利侵蝕,155.69,-0.9,142.59,2026-03,N/A,2025,0.92,16.35,-197.83,安鈦克,18.899082918807338,20.19,N/A
6807.TW,-353.81000000000006,⚪ 中性觀察,34.2000007629,📉 獲利侵蝕,286.97,0.63,-47.18,2026-03,N/A,2025,4.69,174.14999999999998,-66.84,峰源-KY,2.9457364998191213,-14.72,N/A
3413.TW,-354.47999999999996,⚪ 中性觀察,282.0,📉 獲利侵蝕,318.21,4.28,-12.83,2026-03,23.90%,2025,21.44,780.75,-36.27,京鼎,5.417867435158501,26.66,11.87%
8931.TWO,-354.85999999999996,⚪ 中性觀察,40.9500007629,📉 獲利侵蝕,306.21,0.38,-19.4,2026-03,N/A,2025,1.87,82.94999999999999,-48.65,大汽電,7.405063429095841,-1.74,N/A
3704.TW,-354.98,⚪ 中性觀察,39.4000015259,📉 獲利侵蝕,296.16,0.29,10.87,2026-03,30.58%,2025,1.56,41.1,-58.82,合勤控,14.379562600693431,-2.6,1.57%
1595.TWO,-355.28999999999996,⚪ 數據不足,64.3000030518,📉 獲利侵蝕,237.64,-0.74,-3800.0,2026-03,26.86%,2025,-1.95,-88.5,-117.65,川寶,0.0,-21.77,-13.38%
6215.TW,-355.85,❌ 暫避觀望,97.4000015259,⚠️ 獲利稀釋,572.52,1.14,-1.42,2026-03,N/A,2025,2.08,77.10000000000001,216.67,和椿,18.94941663928015,50.12,N/A
2106.TW,-356.64,❌ 暫避觀望,17.0499992371,⚠️ 獲利稀釋,428.07,0.12,-90.0,2026-03,20.30%,2025,0.13,4.35,71.43,建大,58.79310081758621,-0.7,1.48%
1503.TW,-357.75,⚪ 中性觀察,206.0,⚠️ 獲利稀釋,376.47,2.79,7.92,2026-03,17.20%,2025,6.27,278.55,18.72,士電,11.093161012385568,6.01,7.03%
6624.TWO,-357.90000000000003,❌ 暫避觀望,40.4500007629,⚠️ 獲利稀釋,529.33,0.05,-52.17,2026-03,N/A,2025,0.36,2.5500000000000003,171.43,萬年清,237.94118095823526,-10.21,N/A
6928.TW,-359.76,⚪ 數據不足,48.2999992371,📉 獲利侵蝕,242.37,-0.04,6.41,2026-03,N/A,2025,-0.73,-11.1,-117.39,攸泰科技,0.0,-2.54,N/A
8426.TWO,-360.16,❌ 暫避觀望,20.75,⚠️ 獲利稀釋,395.54,-0.42,-63.22,2026-03,N/A,2025,1.85,3.300000000000003,35.38,紅木-KY,94.31818181818173,-5.62,N/A
3501.TW,-360.24,⚪ 中性觀察,39.25,📉 獲利侵蝕,271.35,0.15,-50.98,2026-03,18.84%,2025,3.0,115.95,-88.89,維熹,5.077619663648124,-6.46,5.60%
1537.TW,-360.24,⚪ 中性觀察,115.5,📉 獲利侵蝕,346.01,2.11,-32.28,2026-03,18.72%,2025,7.95,292.8,-14.23,廣隆,5.917008196721311,-18.5,9.93%
3004.TW,-360.29999999999995,⚪ 中性觀察,122.5,📉 獲利侵蝕,356.78,1.92,-24.15,2026-03,24.39%,2025,5.85,229.8,-3.52,豐達科,7.996083550913838,15.8,9.60%
1473.TW,-360.43,⚪ 中性觀察,20.1000003815,📉 獲利侵蝕,315.63,0.69,-81.13,2026-03,13.69%,2025,0.57,44.1,-44.8,台南,6.836734823639456,-10.32,-4.13%
3430.TWO,-360.71,⚪ 中性觀察,105.0,⚠️ 獲利稀釋,384.64,1.45,-34.24,2026-03,23.03%,2025,3.15,119.25,23.93,奇鈦科,13.20754716981132,16.19,7.70%
5243.TW,-361.08,⚪ 中性觀察,92.1999969482,⚠️ 獲利稀釋,408.08,1.47,30.95,2026-03,N/A,2025,4.4,171.0,47.0,乙盛-KY,8.087719030543859,-7.74,N/A
3050.TW,-361.12,⚪ 數據不足,11.3500003815,📉 獲利侵蝕,172.23,-0.07,-92.73,2026-03,27.89%,2025,0.04,-2.7,-188.89,鈺德,0.0,0.72,-1.07%
2449.TW,-362.65,⚪ 中性觀察,270.0,📉 獲利侵蝕,315.93,1.87,41.67,2026-03,37.66%,2025,9.01,350.09999999999997,-46.72,京元電子,11.568123393316197,30.08,28.21%
8162.TW,-363.38,⚪ 中性觀察,60.2000007629,📉 獲利侵蝕,303.38,0.12,23.62,2026-03,N/A,2025,1.57,61.49999999999999,-60.0,微矽電子-創,14.682927015341464,19.79,N/A
3167.TW,-364.06,❌ 暫避觀望,900.0,⚠️ 獲利稀釋,572.88,3.19,474.47,2026-03,42.12%,2025,8.13,296.70000000000005,208.82,大量,45.5005055611729,95.35,18.24%
3027.TW,-364.25,⚪ 數據不足,18.0499992371,🔄 轉虧為盈,280.38,0.05,-342.86,2026-03,N/A,2025,-1.06,-12.75,-83.87,盛達,0.0,4.18,N/A
3044.TW,-365.02,⚪ 中性觀察,509.0,⚠️ 獲利稀釋,390.24,5.61,21.94,2026-03,25.47%,2025,19.45,734.1,25.22,健鼎,10.40049039640376,11.54,17.08%
6153.TW,-365.13,⚪ 數據不足,17.8500003815,⚠️ 獲利稀釋,409.13,-0.56,0.46,2026-03,N/A,2025,-4.38,-148.64999999999998,44.0,嘉聯益,0.0,-25.69,N/A
2478.TW,-368.14,⚪ 中性觀察,122.5,⚠️ 獲利稀釋,396.55,1.14,8.95,2026-03,24.27%,2025,3.45,129.14999999999998,28.41,大毅,14.227642276422765,7.81,12.13%
6155.TW,-368.59999999999997,❌ 暫避觀望,57.7000007629,📉 獲利侵蝕,311.46,0.18,-23.71,2026-03,N/A,2025,0.74,16.2,-57.14,鈞寶,53.42592663231482,10.87,N/A
2108.TW,-368.68,⚪ 中性觀察,29.5,⚠️ 獲利稀釋,378.36,0.34,-27.19,2026-03,25.29%,2025,0.83,31.049999999999997,9.68,南帝,14.2512077294686,-16.0,9.12%
1530.TW,-369.19,⚪ 數據不足,28.5,🔄 轉虧為盈,474.55,0.18,-152.78,2026-03,N/A,2025,-2.45,-137.25,105.36,亞崴,0.0,0.45,N/A
8936.TWO,-369.86,⚪ 中性觀察,51.2000007629,⚠️ 獲利稀釋,403.64,0.99,21.07,2026-03,N/A,2025,4.08,144.45,33.78,國統,5.316718666967809,20.29,N/A
3057.TW,-370.95,⚪ 數據不足,16.6000003815,🔄 轉虧為盈,273.28,0.02,46.34,2026-03,29.42%,2025,-0.88,-14.55,-97.67,喬鼎,0.0,1.86,-21.05%
5426.TWO,-371.24,❌ 暫避觀望,28.2000007629,📉 獲利侵蝕,341.24,0.28,-47.47,2026-03,N/A,2025,0.52,22.05,-30.0,振發,19.183673988367346,17.01,N/A
6924.TW,-371.5,⚪ 中性觀察,125.5,⚠️ 獲利稀釋,442.71,2.26,-16.96,2026-03,N/A,2025,5.68,193.2,71.21,榮惠-KY創,9.743788819875776,-3.92,N/A
6194.TWO,-372.25,⚪ 中性觀察,29.8999996185,📉 獲利侵蝕,305.92,0.33,-47.23,2026-03,N/A,2025,2.19,82.05000000000001,-66.33,育富,5.466179089305301,-2.95,N/A
2063.TWO,-372.75,⚪ 中性觀察,23.8999996185,📉 獲利侵蝕,336.21,0.33,-10.88,2026-03,17.29%,2025,1.72,60.75,-36.54,世鎧,5.901234473703704,-13.1,2.75%
2374.TW,-373.78999999999996,⚪ 中性觀察,67.6999969482,⚠️ 獲利稀釋,507.12,0.73,28.57,2026-03,21.67%,2025,2.44,80.99999999999999,133.33,佳能,12.53703647188889,60.25,8.17%
3206.TWO,-373.94,⚪ 中性觀察,35.4500007629,📉 獲利侵蝕,315.88,0.26,-50.73,2026-03,21.42%,2025,2.02,73.20000000000002,-58.06,志豐,7.264344418627047,-13.21,4.13%
6474.TWO,-374.61,⚪ 中性觀察,36.5,📉 獲利侵蝕,352.87,0.9,19.85,2026-03,N/A,2025,3.49,138.6,-21.74,華豫寧,3.95021645021645,-5.94,N/A
1717.TW,-375.40000000000003,❌ 暫避觀望,72.3000030518,⚠️ 獲利稀釋,398.73,0.37,-9.62,2026-03,21.29%,2025,1.41,52.050000000000004,23.33,長興,20.83573574979827,-7.93,3.94%
2484.TW,-375.42,❌ 暫避觀望,70.5,⚠️ 獲利稀釋,412.92,0.33,-34.34,2026-03,21.81%,2025,0.65,20.55,37.5,希華,51.459854014598534,10.07,6.31%
8039.TW,-375.75,❌ 暫避觀望,289.5,⚠️ 獲利稀釋,478.88,0.65,-11.69,2026-03,N/A,2025,2.07,67.5,103.13,台虹,64.33333333333333,6.75,N/A
3026.TW,-375.76,❌ 暫避觀望,758.0,⚠️ 獲利稀釋,446.0,2.86,12.1,2026-03,17.62%,2025,6.58,258.9,70.24,禾伸堂,43.91657010428737,5.01,5.81%
3483.TWO,-376.49,⚪ 中性觀察,80.5,⚠️ 獲利稀釋,559.82,0.17,-53.89,2026-03,18.01%,2025,3.74,127.95000000000002,183.33,力致,9.43728018757327,0.02,2.40%
6835.TW,-378.04,⚪ 中性觀察,31.1000003815,📉 獲利侵蝕,283.66,0.05,-76.35,2026-03,N/A,2025,0.97,35.550000000000004,-94.38,圓裕,13.122363030168776,-2.38,N/A
5288.TW,-379.13,⚪ 中性觀察,182.5,📉 獲利侵蝕,374.33,3.59,-27.39,2026-03,N/A,2025,12.25,446.99999999999994,-4.8,豐祥-KY,6.124161073825504,-6.57,N/A
8038.TWO,-379.19999999999993,⚪ 中性觀察,30.7999992371,⚠️ 獲利稀釋,612.53,0.24,160.13,2026-03,N/A,2025,0.92,31.350000000000005,233.33,長園科,14.736841740239232,237.84,N/A
8249.TW,-379.2,⚪ 中性觀察,39.7999992371,📉 獲利侵蝕,316.24,0.37,15.99,2026-03,N/A,2025,4.03,154.2,-62.96,菱光,3.871595256527238,-11.42,N/A
6753.TW,-379.52,⚪ 中性觀察,135.0,⚠️ 獲利稀釋,461.95,2.7,-6.72,2026-03,N/A,2025,5.98,215.85000000000002,82.43,龍德造船,9.381514940931202,2.49,N/A
2206.TW,-380.01,⚪ 中性觀察,64.1999969482,📉 獲利侵蝕,368.25,1.37,-3.34,2026-03,18.31%,2025,5.78,222.15,-11.76,三陽工業,4.3349086393112755,-4.56,4.93%
2115.TW,-380.22999999999996,⚪ 中性觀察,24.2000007629,📉 獲利侵蝕,326.78,0.27,-22.93,2026-03,18.21%,2025,1.58,68.55000000000001,-53.45,六暉-KY,5.295404980940919,-4.72,6.19%
8349.TWO,-380.58,⚪ 中性觀察,38.5,⚠️ 獲利稀釋,382.05,0.61,-53.88,2026-03,N/A,2025,1.93,65.7,1.47,�矬�,8.789954337899543,-12.83,N/A
9910.TW,-380.99,⚪ 中性觀察,68.5999984741,📉 獲利侵蝕,339.61,0.68,-14.14,2026-03,N/A,2025,5.1,169.8,-41.38,豐泰,6.060070536581272,-4.54,N/A
3444.TWO,-383.32000000000005,❌ 暫避觀望,82.3000030518,📉 獲利侵蝕,335.22,0.41,-10.04,2026-03,18.10%,2025,2.15,81.15,-48.1,利機,15.212569880184843,10.54,4.42%
4720.TW,-383.87,⚪ 中性觀察,18.5499992371,📉 獲利侵蝕,344.48,0.2,-47.52,2026-03,23.02%,2025,0.74,27.0,-39.39,德淵,10.305555131722222,-2.31,3.03%
8927.TWO,-384.15999999999997,❌ 暫避觀望,18.7999992371,⚠️ 獲利稀釋,734.16,0.18,-72.09,2026-03,N/A,2025,0.35,10.799999999999999,350.0,北基,26.111110051527778,-14.5,N/A
6708.TWO,-385.19000000000005,❌ 暫避觀望,37.7999992371,📉 獲利侵蝕,62.97,-0.2,180.65,2026-03,N/A,2025,0.25,2.0999999999999996,-322.22,天擎,269.99999455071435,42.33,N/A
2609.TW,-386.04,⚪ 中性觀察,58.5,📉 獲利侵蝕,304.43,0.41,-73.34,2026-03,5.67%,2025,4.9,180.9,-81.61,陽明,4.850746268656716,-26.56,-1.94%
3015.TW,-386.2,⚪ 中性觀察,52.5,⚠️ 獲利稀釋,471.2,0.37,-13.89,2026-03,17.44%,2025,1.86,63.15,85.0,全漢,12.470308788598574,12.58,-0.45%
2491.TW,-386.24,❌ 暫避觀望,41.75,⚠️ 獲利稀釋,559.52,0.85,457.5,2026-03,43.42%,2025,1.43,32.699999999999996,173.28,吉祥全,19.151376146788994,-10.43,-66.51%
6982.TWO,-386.54,❌ 暫避觀望,45.0,📉 獲利侵蝕,299.04,0.1,-97.61,2026-03,N/A,2025,0.06,24.45,-87.5,大井泵浦,27.607361963190186,0.3,N/A
3609.TWO,-389.33000000000004,⚪ 中性觀察,19.5,📉 獲利侵蝕,371.35,-1.05,248.27,2026-03,8.05%,2025,6.42,161.1,-17.98,三一東林,1.8156424581005586,70.72,-11.23%
3380.TW,-390.0,⚪ 數據不足,30.3999996185,🔄 轉虧為盈,540.0,0.1,-190.0,2026-03,18.44%,2025,-0.36,-15.3,150.0,明泰,0.0,4.75,1.17%
3045.TW,-390.3,⚪ 中性觀察,119.5,⚠️ 獲利稀釋,403.57,1.37,4.58,2026-03,19.71%,2025,4.77,178.95,13.27,台灣大,10.016764459346186,-0.31,10.58%
2065.TWO,-390.48,❌ 暫避觀望,36.0,⚠️ 獲利稀釋,404.06,0.92,-67.92,2026-03,N/A,2025,1.12,29.85,13.58,世豐,18.09045226130653,-10.76,N/A
7743.TWO,-391.2,❌ 暫避觀望,21.9500007629,📉 獲利侵蝕,332.87,0.05,-69.73,2026-03,N/A,2025,0.57,18.45,-58.33,金利食安,17.845529075528457,6.19,N/A
4729.TWO,-391.4,❌ 暫避觀望,18.3999996185,📉 獲利侵蝕,327.76,0.04,-60.0,2026-03,N/A,2025,0.16,5.7,-63.64,熒茂,48.42105162763158,8.46,N/A
3402.TWO,-391.52,⚪ 中性觀察,126.0,📉 獲利侵蝕,381.69,1.56,10.62,2026-03,N/A,2025,7.5,285.15000000000003,-9.83,漢科,6.628090478695423,-4.4,N/A
4979.TWO,-392.18,❌ 暫避觀望,610.0,⚠️ 獲利稀釋,398.1,1.62,43.01,2026-03,N/A,2025,5.43,194.54999999999998,5.92,華星光,47.031611410948344,27.06,N/A
2457.TW,-392.45,⚪ 數據不足,22.75,📉 獲利侵蝕,389.42,-0.34,-410.42,2026-03,21.21%,2025,-1.48,-58.35,-3.03,飛宏,0.0,-10.11,-6.90%
4535.TWO,-392.65,⚪ 中性觀察,28.0,📉 獲利侵蝕,342.65,0.29,-46.94,2026-03,N/A,2025,1.3,44.550000000000004,-50.0,至興,9.427609427609427,-13.43,N/A
3597.TWO,-392.97,❌ 暫避觀望,26.2000007629,📉 獲利侵蝕,337.41,0.08,-74.05,2026-03,25.04%,2025,0.34,6.450000000000001,-55.56,映興,60.930234332325576,16.57,8.41%
3605.TW,-393.32,⚪ 中性觀察,129.5,📉 獲利侵蝕,343.32,0.67,74.89,2026-03,26.65%,2025,4.35,158.55,-50.0,宏致,12.251655629139073,11.14,5.06%
2939.TW,-394.19,⚪ 數據不足,19.7000007629,⚠️ 獲利稀釋,408.48,-0.3,-24.32,2026-03,8.14%,2025,-3.68,-148.5,14.29,永邑-KY,0.0,-0.82,-46.94%
8024.TWO,-394.41,⚪ 數據不足,13.1499996185,📉 獲利侵蝕,394.41,-0.55,-121.74,2026-03,N/A,2025,-2.55,-97.19999999999999,0.0,佑華,0.0,-31.37,N/A
4113.TWO,-395.32000000000005,⚪ 數據不足,15.9499998093,🌑 雙重衰退,-71.35,-0.22,-112.91,2026-03,37.85%,2025,-0.43,-12.0,-466.67,聯上,0.0,-89.32,-47.25%
6768.TW,-395.65999999999997,⚪ 中性觀察,63.4000015259,📉 獲利侵蝕,340.44,1.2,-17.06,2026-03,N/A,2025,6.77,266.25,-55.22,志強-KY,3.5718310718816904,10.46,N/A
6294.TWO,-395.68,⚪ 中性觀察,28.75,📉 獲利侵蝕,208.18,-0.07,55.31,2026-03,N/A,2025,2.78,114.60000000000001,-187.5,智基,3.7630890052356016,-7.81,N/A
6890.TW,-396.01,⚪ 中性觀察,157.0,📉 獲利侵蝕,316.5,0.75,-14.96,2026-03,N/A,2025,13.02,450.75,-79.51,來億-KY,5.224625623960066,5.05,N/A
6235.TW,-396.06,⚪ 中性觀察,38.4500007629,📉 獲利侵蝕,344.45,0.3,-2.36,2026-03,N/A,2025,2.9,108.60000000000001,-51.61,華孚,5.310773586035911,13.71,N/A
4430.TWO,-397.4,⚪ 數據不足,17.25,🔄 轉虧為盈,374.82,0.24,67.24,2026-03,N/A,2025,-0.19,-9.9,-22.58,耀億,0.0,-2.42,N/A
8086.TWO,-397.88,⚪ 中性觀察,113.5,⚠️ 獲利稀釋,657.4,1.51,26.79,2026-03,N/A,2025,3.36,117.30000000000001,259.52,宏捷科,14.514066496163682,-7.61,N/A
3189.TW,-398.64000000000004,❌ 暫避觀望,812.0,⚠️ 獲利稀釋,471.97,1.17,3072.73,2026-03,22.14%,2025,3.51,121.94999999999999,73.33,景碩,99.87699876998771,28.87,8.52%
1709.TW,-398.93,⚪ 數據不足,0.0,⚠️ 獲利稀釋,438.93,0.55,-20.13,2026-03,17.58%,2025,1.23,0.0,40.0,和益,0.0,-12.57,8.28%
8210.TW,-399.15999999999997,⚪ 中性觀察,916.0,⚠️ 獲利稀釋,492.63,10.73,77.66,2026-03,N/A,2025,29.06,1089.6,93.47,勤誠,12.610132158590309,51.55,N/A
4950.TWO,-400.02,⚪ 數據不足,16.0,🔄 轉虧為盈,586.98,0.2,23.4,2026-03,N/A,2025,-0.36,-11.850000000000001,186.96,金耘國際,0.0,191.86,N/A
6854.TW,-400.92,⚪ 數據不足,90.5999984741,📉 獲利侵蝕,14.56,-2.14,-276.79,2026-03,N/A,2025,-1.02,-149.25000000000003,-386.36,錼創科技-KY創,0.0,-23.56,N/A
4402.TWO,-401.32,⚪ 數據不足,14.3000001907,📉 獲利侵蝕,334.65,-0.05,-44.44,2026-03,15.04%,2025,-0.13,-5.3999999999999995,-66.67,郡都開發,0.0,28.81,-80.56%
3037.TW,-401.76000000000005,❌ 暫避觀望,993.0,⚠️ 獲利稀釋,830.09,3.28,18.07,2026-03,15.77%,2025,4.38,155.1,428.33,欣興,96.0348162475822,13.75,6.82%
5276.TWO,-402.18,⚪ 中性觀察,17.2000007629,⚠️ 獲利稀釋,474.91,0.57,54.05,2026-03,N/A,2025,1.14,47.699999999999996,72.73,達輝-KY,5.408805271352202,3.13,N/A
2611.TW,-402.75,❌ 暫避觀望,14.0500001907,⚠️ 獲利稀釋,557.65,0.28,-68.29,2026-03,37.12%,2025,0.52,12.6,154.9,志信,16.726190703214286,-2.19,5.53%
5488.TWO,-402.80999999999995,❌ 暫避觀望,11.75,⚠️ 獲利稀釋,752.81,0.09,1000.0,2026-03,N/A,2025,0.11,6.6,350.0,松普,26.704545454545453,-8.11,N/A
3003.TW,-403.37,❌ 暫避觀望,59.5999984741,⚠️ 獲利稀釋,407.81,0.47,-74.48,2026-03,21.28%,2025,0.99,28.799999999999997,4.44,健和興,31.041665871927083,-3.28,6.05%
4566.TW,-403.44,❌ 暫避觀望,63.9000015259,📉 獲利侵蝕,349.69,0.37,-41.88,2026-03,22.67%,2025,1.36,34.50000000000001,-53.75,時碩工業,27.782609359086955,3.73,3.55%
6803.TWO,-403.49,⚪ 數據不足,0.0,⚠️ 獲利稀釋,403.93,4.54,5.99,2026-03,N/A,2025,18.44,0.0,0.44,崑鼎,0.0,13.2,N/A
6133.TW,-403.8,❌ 暫避觀望,22.6499996185,⚠️ 獲利稀釋,412.13,0.13,10.77,2026-03,N/A,2025,0.72,19.799999999999997,8.33,金橋,17.15909062007576,17.93,N/A
6884.TWO,-404.41,⚪ 中性觀察,30.7000007629,📉 獲利侵蝕,404.41,0.42,-10.78,2026-03,N/A,2025,2.05,71.39999999999999,0.0,海柏特,6.449579992205883,1.55,N/A
4907.TWO,-404.69000000000005,⚪ 中性觀察,43.8499984741,⚠️ 獲利稀釋,1224.69,2.76,-79.5,2026-03,N/A,2025,1.23,88.94999999999999,820.0,富宇,7.394603452630691,-72.18,N/A
1735.TW,-405.93,❌ 暫避觀望,20.2999992371,⚠️ 獲利稀釋,423.58,0.2,-19.59,2026-03,19.87%,2025,0.78,17.7,17.65,日勝化,17.203389183983052,-12.95,1.24%
6667.TWO,-406.05,⚪ 中性觀察,250.5,⚠️ 獲利稀釋,414.73,3.63,39.39,2026-03,N/A,2025,13.77,511.79999999999995,8.68,信紘科,7.341735052754983,75.17,N/A
4743.TWO,-406.06,⚪ 數據不足,45.7999992371,⚠️ 獲利稀釋,414.88,-0.31,10.29,2026-03,41.13%,2025,-2.18,-100.49999999999999,8.82,合一,0.0,9.49,-478.52%
6176.TW,-407.8,⚪ 中性觀察,90.1999969482,📉 獲利侵蝕,404.8,2.29,-40.24,2026-03,N/A,2025,9.4,348.3,-3.0,瑞儀,3.8845821252454775,-5.52,N/A
9950.TWO,-407.82,⚪ 數據不足,10.3000001907,📉 獲利侵蝕,286.39,-0.03,-126.47,2026-03,N/A,2025,-0.27,-15.9,-121.43,萬國通,0.0,-17.71,N/A
1776.TW,-408.66999999999996,❌ 暫避觀望,17.3999996185,⚠️ 獲利稀釋,558.67,0.35,-64.1,2026-03,22.50%,2025,0.28,10.65,150.0,展宇,24.507041716197183,-15.76,10.88%
2235.TWO,-408.66999999999996,⚪ 中性觀察,28.2999992371,📉 獲利侵蝕,360.59,0.27,-64.42,2026-03,16.15%,2025,0.95,28.35,-48.08,謚源,14.973544569894178,-6.01,1.41%
4441.TW,-408.67,⚪ 數據不足,0.0,⚠️ 獲利稀釋,410.79,4.81,-11.39,2026-03,24.81%,2025,14.79,0.0,2.12,振大環球,0.0,28.28,9.90%
3443.TW,-409.07,❌ 暫避觀望,5925.0,⚠️ 獲利稀釋,480.34,12.28,9.24,2026-03,19.04%,2025,28.13,1093.5,71.27,創意,81.27572016460904,36.32,10.13%
2208.TW,-410.07000000000005,⚪ 數據不足,18.8999996185,🔄 轉虧為盈,520.84,0.07,18.81,2026-03,11.98%,2025,-1.77,-84.29999999999998,110.77,台船,0.0,50.27,7.19%
6548.TWO,-410.11,❌ 暫避觀望,71.6999969482,⚠️ 獲利稀釋,421.47,0.51,-20.6,2026-03,N/A,2025,1.63,57.3,11.36,長科*,18.76963270895288,12.02,N/A
7718.TWO,-410.32,⚪ 中性觀察,46.5499992371,⚠️ 獲利稀釋,471.19,1.5,-40.13,2026-03,N/A,2025,3.75,124.05,60.87,友鋮,5.628778626009674,1.44,N/A
4912.TW,-410.77,⚪ 中性觀察,97.5,⚠️ 獲利稀釋,426.7,1.35,-70.28,2026-03,22.10%,2025,1.98,116.7,15.93,聯德控股-KY,12.532133676092545,10.44,9.53%
4119.TW,-411.77000000000004,❌ 暫避觀望,57.7000007629,📉 獲利侵蝕,374.73,0.17,-79.87,2026-03,28.02%,2025,0.9,31.5,-37.04,旭富,27.47619083947619,-11.81,12.04%
1809.TW,-413.58,❌ 暫避觀望,39.0,📉 獲利侵蝕,413.58,0.05,-42.42,2026-03,21.38%,2025,0.19,6.6,0.0,中釉,88.63636363636364,3.41,1.74%
6414.TW,-414.90999999999997,⚪ 中性觀察,378.5,📉 獲利侵蝕,400.46,5.15,10.59,2026-03,N/A,2025,23.26,833.55,-14.45,樺漢,6.811229080439086,-2.8,N/A
2427.TW,-415.94,⚪ 中性觀察,22.2999992371,📉 獲利侵蝕,368.77,0.28,6.99,2026-03,16.95%,2025,1.53,56.55,-47.17,三商電,5.915119161034482,33.95,3.22%
9931.TW,-416.09999999999997,⚪ 中性觀察,34.2000007629,📉 獲利侵蝕,406.89,0.69,-14.34,2026-03,N/A,2025,2.45,90.9,-9.21,欣高,5.643564482326732,-19.51,N/A
2301.TW,-417.82,❌ 暫避觀望,292.5,⚠️ 獲利稀釋,427.96,1.66,28.09,2026-03,21.72%,2025,6.64,241.95,10.14,光寶科,18.133911965282085,21.11,10.49%
6831.TW,-417.94000000000005,❌ 暫避觀望,575.0,⚠️ 獲利稀釋,617.94,0.66,151.41,2026-03,N/A,2025,4.94,140.85000000000002,200.0,邁科,61.235356762513305,84.7,N/A
3338.TW,-418.01,⚪ 中性觀察,68.0999984741,📉 獲利侵蝕,361.34,0.27,-40.47,2026-03,21.43%,2025,1.8,69.00000000000001,-56.67,泰碩,14.804347494369564,-3.54,4.40%
6441.TWO,-420.65000000000003,⚪ 數據不足,23.75,📉 獲利侵蝕,311.42,-1.36,-94.72,2026-03,N/A,2025,-5.16,-198.90000000000003,-109.23,廣錠,0.0,-56.46,N/A
4923.TWO,-421.78,⚪ 數據不足,57.7999992371,🔄 轉虧為盈,527.37,0.1,-124.23,2026-03,25.62%,2025,-5.26,-207.6,105.59,力士,0.0,10.31,-11.28%
6147.TWO,-421.85,❌ 暫避觀望,198.0,📉 獲利侵蝕,387.41,0.59,-32.79,2026-03,N/A,2025,3.74,126.15,-34.44,頎邦,23.543400713436384,5.49,N/A
