代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.52,30.0,3000,31.45,3000,31.45,30.00,30.54,30.80,49394,-,
1269,乾杯,55.68,55.6,3000,58.3,1468,58.40,56.20,56.71,58.30,7533,-,
1271,晨暉生技,59.65,59.4,3000,59.6,1000,59.70,58.10,59.04,59.60,91517,-,
1293,利統,23.00,22.1,3000,23.1,2962,23.10,23.10,23.10,23.10,38,-,
1343,旭東環保,30.34,29.75,2770,30.65,1000,30.65,29.75,30.24,30.65,11235,-,
1480,東盟開發,7.99,7.68,5000,7.95,5000,7.99,7.86,7.88,7.90,14111,-,
1594,日高,7.96,7.8,5000,8.2,5000,8.11,7.71,8.05,8.08,17519,-,
2071,震南鐵,33.63,32.8,5000,33.9,2999,33.90,32.50,33.02,33.90,43844,-,
2245,詠勝昌*,24.01,23.7,1000,24.65,3000,24.10,23.65,23.81,24.00,6250,-,
2249,湧盛,92.83,89.5,3000,90.8,3000,93.00,90.00,91.22,90.00,43491,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,23.00,25.15,2000,25.45,1990,26.25,23.50,24.97,25.45,466822,-,
2255,凱銳光電,13.84,14.3,4000,14.85,4000,14.85,13.90,14.08,14.85,68638,-,
2256,歐特明,84.25,84.9,3000,86.3,3000,87.60,82.50,85.12,86.30,219431,-,
2644,中信造船,76.45,75.3,3000,77.3,15000,77.30,75.30,76.89,77.30,21116,-,
2733,維格餅家,10.70,10.05,5000,10.5,4999,10.95,10.45,10.45,10.50,7513,-,
2741,老四川,20.62,20.0,3000,20.6,3000,20.80,20.30,20.42,20.70,21179,-,
2758,路易莎咖啡,66.80,66.1,3000,68.4,3000,68.40,66.50,66.72,68.40,3180,-,
2760,巨宇翔,8.66,8.5,5000,8.8,5000,8.80,8.50,8.60,8.50,20000,-,
2761,橘焱胡同,13.17,12.6,5000,13.05,5000,13.55,13.00,13.07,13.05,12583,-,
2938,床的世界,22.14,21.9,3000,22.75,3000,22.95,22.70,22.81,22.70,24005,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,23.95,23.9,6000,24.1,6000,24.00,23.90,23.95,24.00,6000,-,
2942,京站,37.75,36.85,2998,38.5,2999,38.50,36.85,37.40,38.50,3,-,
3097,拍檔,25.04,24.25,3000,25.35,3000,25.35,25.15,25.32,25.35,6,-,
3117,年程,29.87,29.25,3000,30.1,3000,30.70,28.80,29.67,30.15,99626,-,
3184,微邦,24.56,19.5,5000,20.1,5000,23.00,19.40,20.14,19.80,2265570,-,
3194,圓方科技,32.36,31.2,6000,32.5,3000,31.35,31.30,31.32,31.30,3900,-,
3473,智通聯網,78.28,76.2,3000,79.5,2870,79.50,79.50,79.50,79.50,130,-,
3585,聯致,49.72,47.45,5832,47.85,5996,51.00,47.35,47.96,47.85,1065487,-,
3595,山太士,1564.49,1555.0,2000,1575.0,3000,1595.00,1485.00,1548.23,1570.00,370723,115/08/26,櫃買中心同意上櫃契約
3603,建祥國際,6.40,6.15,5000,6.39,1000,6.39,6.27,6.36,6.39,11000,-,
3633,云光,145.54,144.5,5000,147.0,2000,148.50,144.50,144.94,147.00,11208,-,
3644,凌嘉科,279.95,297.0,3895,301.0,1999,311.50,295.00,303.18,301.00,441523,-,
3659,百辰,7.64,7.7,10000,7.9,7000,8.07,7.27,7.69,7.90,253192,-,
3678,聯享,49.22,49.85,7000,50.7,2970,50.70,48.85,49.90,50.70,10848,-,
4115,善德生技,7.63,7.41,5000,7.72,5000,8.00,7.25,7.61,7.40,89243,-,
