股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,48.45,50,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,60.90,0,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
6831,邁科,575.00,917,956.00,157.83,---,0.74%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,27.86,1138,30.21,27.56,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.20%,均線糾擺
6153,嘉聯益,17.85,3014,24.45,13.50,---,---,均線糾擺,無,無,MA 乖離率僅 1.06%,均線糾擺
8261,富鼎,170.50,1714,346.94,83.30,---,4.05%,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,64.20,229,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.33,3,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
3479,安勤,131.50,1527,156.50,83.70,---,5.22%,均線糾擺,連1日大漲,無,MA 乖離率僅 0.89%,均線糾擺
1789,神隆,19.15,257,28.25,16.75,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
3171,炎洲流通,59.90,85,79.40,45.00,---,7.01%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (61.13),離開盤整 (向下)
4721,美琪瑪,71.20,292,101.00,61.20,---,3.35%,均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
911608,明輝-DR,2.70,42,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.18%,均線糾擺
6924,榮惠-KY創,125.50,13,193.50,47.80,---,7.45%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (125.50 > 1.5σ)，動能強勁,貼軌運行
3044,健鼎,509.00,4453,573.00,290.00,---,4.08%,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (509.00 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,10.00,348,15.90,9.97,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,88.00,197,107.70,39.08,---,---,均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
00676,富邦臺灣加權反1,5.38,3124,11.00,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
4961,天鈺,177.00,1430,179.00,135.00,---,5.89%,強勢突破 (軌外),無,無,股價衝破布林上軌 (175.01)，進入噴發段,強勢突破 (軌外)
2012,春雨,14.50,34,17.70,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
8114,振樺電,180.00,525,274.50,164.00,---,2.62%,離開盤整 (向下),無,無,跌破布林下軌 (180.32),離開盤整 (向下)
6638,沅聖,45.20,28,66.90,24.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
8028,昇陽半導體,236.00,1542,356.50,146.00,📅 預告 (20260910),1.49%,均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
6972,博瑞達應材,23.50,0,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
6443,元晶,23.95,2621,52.30,11.95,---,1.64%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,9.88,1170,10.11,9.88,---,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
00987,野村10+澳洲公債,9.95,1402,10.15,9.92,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2748,雲品,39.40,112,47.70,37.76,---,4.02%,強勢突破 (軌外),無,無,股價衝破布林上軌 (39.33)，進入噴發段,強勢突破 (軌外)
6525,捷敏-KY,130.50,815,221.00,73.00,---,5.85%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,40.17,111,42.30,35.72,---,---,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
6877,鏵友益,117.50,53,186.00,80.00,---,0.1%,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
4582,聚恆-創,23.10,55,43.20,17.05,---,---,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 0.58%,均線糾擺
2758,路易莎咖啡,68.40,3,99.89,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
1802,台玻,60.20,11869,76.60,25.65,---,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
7642,昶瑞機電,77.30,7,127.00,63.20,---,4.08%,均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
