股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
0056.TW,元大高股息,無,40.9500007629,76.01,⚪ 一般監控,66.67%,50.00%,0.48%,-0.26%,6,0,0.5,0.0048
0050.TW,元大台灣50,無,89.9499969482,94.2,🔴 空頭陷阱,66.67%,66.67%,-0.97%,-1.98%,3,0,0.6667,-0.0097
00635U.TW,期元大S&P黃金,無,49.0499992371,47.84,🔴 空頭陷阱,25.00%,25.00%,-4.68%,-8.88%,4,0,0.25,-0.0468
00918.TW,大華優利高填息30,無,23.3600006104,78.85,🔴 空頭陷阱,33.33%,0.00%,-1.85%,-1.99%,3,0,0.0,-0.0185
00919.TW,群益台灣精選高息,無,23.5,71.74,🔴 空頭陷阱,75.00%,0.00%,-1.98%,-2.17%,4,0,0.0,-0.0198
