股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6789.TW,采鈺,🔥 訊號出現,566.0,93.06,⚪ 一般監控,66.67%,50.00%,7.33%,-1.86%,6,555.49,0.5,0.0733
3209.TW,全科,🔥 訊號出現,54.5,93.81,⚪ 一般監控,25.00%,50.00%,2.71%,-1.31%,4,53.79,0.5,0.0271
3189.TW,景碩,🔥 訊號出現,526.0,84.67,⚪ 一般監控,30.00%,40.00%,0.28%,-8.07%,10,483.56,0.4,0.0028
3019.TW,亞光,🔥 訊號出現,139.5,73.17,⚪ 一般監控,25.00%,25.00%,0.85%,-3.13%,4,135.14,0.25,0.0085
4958.TW,臻鼎-KY,🔥 訊號出現,347.5,91.61,🔴 空頭陷阱,50.00%,16.67%,-1.21%,-6.24%,6,325.81,0.1667,-0.0121
6190.TWO,萬泰科,🔥 訊號出現,74.5,82.37,🔴 空頭陷阱,50.00%,12.50%,-4.50%,-5.81%,8,70.17,0.125,-0.045
2464.TW,盟立,🔥 訊號出現,91.6999969482,74.71,🔴 空頭陷阱,25.00%,12.50%,-3.75%,-4.46%,8,87.61,0.125,-0.0375
3711.TW,日月光投控,無,496.0,86.49,🟢 黃金標的,100.00%,100.00%,11.55%,1.04%,2,0.0,1.0,0.1155
8027.TWO,鈦昇,無,156.5,51.06,🟢 黃金標的,33.33%,100.00%,21.30%,-4.79%,3,0.0,1.0,0.213
4720.TW,德淵,無,27.3500003815,81.88,🟢 黃金標的,40.00%,80.00%,10.16%,-3.35%,5,0.0,0.8,0.1016
2476.TW,鉅祥,無,123.5,87.5,🟢 黃金標的,62.50%,75.00%,10.37%,-1.89%,8,0.0,0.75,0.1037
8046.TW,南電,無,874.0,90.05,🟢 黃金標的,70.00%,60.00%,9.35%,-3.80%,10,0.0,0.6,0.0935
3374.TWO,精材,無,198.5,73.16,🟢 黃金標的,22.22%,55.56%,4.07%,-5.09%,9,0.0,0.5556,0.0407
5443.TWO,均豪,無,117.0,69.91,🔵 穩健標的,33.33%,66.67%,0.65%,-4.01%,3,0.0,0.6667,0.0065
2454.TW,聯發科,無,2435.0,90.76,🟡 妖股/高波動,71.43%,28.57%,3.25%,0.31%,7,0.0,0.2857,0.0325
6147.TWO,頎邦,無,145.0,80.08,⚪ 一般監控,33.33%,50.00%,1.97%,-5.59%,6,0.0,0.5,0.0197
2399.TW,映泰,無,43.6500015259,67.37,⚪ 一般監控,54.55%,45.45%,4.75%,-4.25%,11,0.0,0.4545,0.0475
8064.TWO,東捷,無,84.1999969482,67.77,⚪ 一般監控,27.27%,36.36%,2.37%,-6.14%,11,0.0,0.3636,0.0237
6672.TW,騰輝電子-KY,無,210.5,83.64,⚪ 一般監控,60.00%,20.00%,1.59%,-4.79%,5,0.0,0.2,0.0159
00631L.TW,元大台灣50正2,無,28.4400005341,89.96,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
3035.TW,智原,無,185.0,78.05,⚪ 一般監控,50.00%,0.00%,nan%,-6.89%,2,0.0,0.0,
00663L.TW,國泰臺灣加權正2,無,81.5500030518,90.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
8028.TW,昇陽半導體,無,242.0,76.09,🔴 空頭陷阱,25.00%,50.00%,-2.40%,-7.86%,4,0.0,0.5,-0.024
3264.TWO,欣銓,無,210.0,69.92,🔴 空頭陷阱,60.00%,20.00%,-1.73%,-6.84%,5,0.0,0.2,-0.0173
1727.TW,中華化,無,70.6999969482,83.04,🔴 空頭陷阱,28.57%,14.29%,-1.39%,-8.45%,7,0.0,0.1429,-0.0139
2355.TW,敬鵬,無,53.0999984741,53.47,🔴 空頭陷阱,40.00%,10.00%,-4.09%,-6.48%,10,0.0,0.1,-0.0409
