eps_yoy,prev_rev_yoy,pe,symbol,date,est_price,prev_year,rev_yoy,advice,om,status,price,prev_eps,prev_eps_yoy,eps,gm,name,expansion
33.97,-6.86,5.682582380632145,8478.TW,2025-12,446.09999999999997,2025,5.83,💎 強力關注,N/A,🚀 利潤擴張,169.0,10.64,-16.29,13.25,N/A,東哥遊艇,28.14
13.33,-10.34,6.447876742432432,1409.TW,2025-12,38.85,2025,-14.65,💎 強力關注,8.66%,🧐 疑業外收益,16.7000007629,0.97,15.66,1.19,22.79%,新纖,27.98
41.18,18.72,56.56249920520833,3094.TW,2025-12,7.2,2025,13.2,⚠️ 追價風險,-7.29%,🏰 高護城河,27.1499996185,0.16,128.57,0.25,73.82%,聯傑,27.98
19.44,17.74,0.0,6535.TWO,2025-12,-88.64999999999999,2025,-8.49,⚪ 數據不足,N/A,🧐 疑業外收益,125.0,-1.71,-0.6,-2.05,N/A,順藥,27.93
34.97,2.87,15.086206896551722,3264.TWO,2025-12,208.8,2025,7.08,✅ 穩健價值,26.59%,🚀 利潤擴張,210.0,4.2,19.76,5.99,37.83%,欣銓,27.89
21.43,-5.16,12.538860498911918,1907.TW,2025-12,28.95,2025,-6.08,✅ 穩健價值,-0.03%,🧐 疑業外收益,24.2000007629,0.87,33.85,1.19,13.94%,永豐餘,27.509999999999998
-8.41,-38.21,9.03532608695652,6419.TWO,2025-12,220.80000000000004,2025,-35.84,💎 強力關注,N/A,🌑 雙重衰退,133.0,4.29,-50.97,9.58,N/A,京晨科,27.430000000000003
15.99,-8.11,4.392693924575343,8249.TW,2025-12,164.25,2025,-11.42,💎 強力關注,N/A,🧐 疑業外收益,48.0999984741,3.8,30.36,4.03,N/A,菱光,27.41
31.55,11.68,0.0,6218.TWO,2025-12,-37.65,2025,4.45,⚪ 數據不足,N/A,🚀 利潤擴張,33.1500015259,-0.69,54.0,-1.15,N/A,豪勉,27.1
-13.83,-32.65,24.40789854652846,3661.TW,2025-12,2590.35,2025,-40.49,⚠️ 追價風險,25.70%,🌑 雙重衰退,4215.0,50.89,-11.99,69.18,42.25%,世芯-KY,26.660000000000004
0.46,-25.38,0.0,6153.TW,2025-12,-155.7,2025,-25.69,⚪ 數據不足,N/A,🧐 疑業外收益,18.5499992371,-2.86,20.51,-4.38,N/A,嘉聯益,26.150000000000002
77.66,43.27,17.941874258600237,8210.TW,2025-12,1011.5999999999999,2025,51.55,⚪ 中性觀察,N/A,🚀 利潤擴張,1210.0,20.45,64.4,29.06,N/A,勤誠,26.11
39.0,16.97,3.1089953036178595,4417.TWO,2025-12,228.45000000000002,2025,12.91,💎 強力關注,19.04%,🚀 利潤擴張,47.3499984741,4.69,56.86,6.13,29.73%,金洲,26.09
39.35,14.61,7.376425855513308,3702.TW,2025-12,197.24999999999997,2025,13.46,💎 強力關注,2.13%,🚀 利潤擴張,97.0,4.07,44.82,5.77,4.26%,大聯大,25.89
20.0,-3.4,4.870466123601036,2069.TW,2025-12,57.900000000000006,2025,-5.8,💎 強力關注,4.08%,🧐 疑業外收益,18.7999992371,1.1,27.91,1.62,10.04%,運錩,25.8
59.69,87.04,0.0,2424.TW,2025-12,-54.15,2025,34.04,⚪ 數據不足,-40.94%,🚀 利潤擴張,22.8999996185,-1.3,57.33,-1.34,27.86%,隴華,25.65
30.0,2.28,13.513513513513512,2481.TW,2025-12,111.0,2025,4.45,✅ 穩健價值,7.81%,🚀 利潤擴張,100.0,2.18,16.58,3.12,32.67%,強茂,25.55
73.24,68.78,0.0,2712.TW,2025-12,-15.15,2025,47.9,⚪ 數據不足,-30.62%,🚀 利潤擴張,17.2000007629,-0.11,90.52,-0.38,2.82%,遠雄來,25.339999999999996
25.0,34.28,22.24298994121495,6179.TWO,2025-12,16.05,2025,-0.22,⚠️ 追價風險,N/A,🧐 疑業外收益,23.7999992371,0.36,130.0,0.05,N/A,亞通,25.22
46.43,27.31,231.91489361702125,2359.TW,2025-12,7.050000000000001,2025,21.27,⚠️ 追價風險,2.82%,🚀 利潤擴張,109.0,0.1,400.0,1.23,24.10%,所羅門,25.16
17.02,0.72,0.0,6512.TWO,2025-12,-22.950000000000003,2025,-8.12,⚪ 數據不足,N/A,🧐 疑業外收益,19.1000003815,-0.33,25.0,-0.78,N/A,啟發電,25.14
16.53,-5.29,0.0,6961.TWO,2025-12,0.0,2025,-8.56,⚪ 數據不足,N/A,🧐 疑業外收益,58.0,4.06,24.54,4.23,N/A,旅天下,25.090000000000003
25.52,-0.37,0.0,3058.TW,2025-12,-32.400000000000006,2025,0.46,⚪ 數據不足,-20.80%,🚀 利潤擴張,8.970000267,-0.51,59.68,-1.44,2.21%,立德,25.06
44.71,2.61,0.0,6228.TWO,2025-12,-28.049999999999997,2025,19.96,⚪ 數據不足,N/A,🚀 利潤擴張,24.3999996185,-0.69,-7.81,-0.47,N/A,全譜,24.75
51.58,31.53,22.616822429906545,8028.TW,2025-12,160.5,2025,26.97,⚠️ 追價風險,N/A,🚀 利潤擴張,242.0,3.08,81.07,4.37,N/A,昇陽半導體,24.61
39.41,14.41,6.636636636636637,6782.TW,2025-12,499.49999999999994,2025,15.02,💎 強力關注,N/A,🚀 利潤擴張,221.0,10.1,24.08,14.08,N/A,視陽,24.389999999999997
-9.3,-15.17,10.765306317040817,8176.TWO,2025-12,14.7,2025,-33.62,💎 強力關注,N/A,🌑 雙重衰退,10.5500001907,0.33,557.14,0.4,N/A,智捷,24.319999999999997
25.86,0.21,0.0,8423.TWO,2025-12,0.0,2025,1.95,⚪ 數據不足,N/A,🚀 利潤擴張,0.0,0.49,28.95,0.73,N/A,保綠-KY,23.91
-38.16,-52.22,0.0,6872.TWO,2025-12,-78.00000000000001,2025,-61.92,⚪ 數據不足,N/A,🌑 雙重衰退,18.8999996185,-1.54,-17.19,-2.14,N/A,浩宇生醫,23.760000000000005
22.0,2.21,9.61722506291866,3296.TW,2025-12,31.349999999999998,2025,-1.66,💎 強力關注,1.75%,🧐 疑業外收益,20.1000003815,0.69,6800.0,0.61,19.21%,勝德,23.66
3.51,-18.74,29.047619047619047,1410.TW,2025-12,15.75,2025,-20.15,⚠️ 追價風險,4.46%,🧐 疑業外收益,30.5,0.41,0.0,0.58,31.89%,南染,23.659999999999997
3.03,-8.13,0.0,3672.TWO,2025-12,-78.30000000000001,2025,-20.4,⚪ 數據不足,-34.01%,🧐 疑業外收益,11.6999998093,-1.5,33.88,-2.25,28.80%,康聯訊,23.43
33.33,-8.43,0.0,5484.TW,2025-12,-45.3,2025,9.99,⚪ 數據不足,N/A,🚀 利潤擴張,37.1500015259,-0.69,2.82,-0.6,N/A,慧友,23.339999999999996
8.85,-15.17,7.781690275176056,2910.TW,2025-12,42.599999999999994,2025,-14.47,💎 強力關注,51.79%,🏰 高護城河,22.1000003815,0.9,8.43,1.23,87.61%,統領,23.32
18.87,-4.12,0.0,1626.TW,2025-12,-16.2,2025,-4.14,⚪ 數據不足,-2.32%,🧐 疑業外收益,11.0,-0.3,53.13,-0.86,20.74%,艾美特-KY,23.01
32.45,13.41,4.826291223089202,6170.TWO,2025-12,159.75,2025,9.65,💎 強力關注,N/A,🚀 利潤擴張,51.4000015259,3.38,78.84,4.49,N/A,統振,22.800000000000004
52.37,39.34,4.050724748253623,4442.TWO,2025-12,207.0,2025,29.61,💎 強力關注,10.88%,🚀 利潤擴張,55.9000015259,3.98,81.37,5.23,27.73%,竣邦-KY,22.759999999999998
31.82,18.12,0.0,2913.TW,2025-12,-5.7,2025,9.13,⚪ 數據不足,-7.01%,🚀 利潤擴張,11.3500003815,-0.11,35.29,-0.15,40.70%,農林,22.689999999999998
24.55,0.12,0.0,6907.TWO,2025-12,0.0,2025,1.91,⚪ 數據不足,N/A,🚀 利潤擴張,131.5,1.38,56.82,2.08,N/A,雅特力-KY,22.64
51.69,26.18,0.0,7750.TW,2025-12,0.0,2025,29.17,⚪ 數據不足,N/A,🚀 利潤擴張,0.0,22.8,21.35,35.12,N/A,新代,22.519999999999996
27.34,7.7,6.713286535454546,1733.TW,2025-12,64.35,2025,5.0,💎 強力關注,7.57%,🚀 利潤擴張,28.7999992371,1.13,25.56,1.63,30.15%,五鼎,22.34
60.88,38.83,3.9231824940260633,6591.TW,2025-12,218.7,2025,38.81,💎 強力關注,N/A,🚀 利潤擴張,57.2000007629,4.65,74.3,5.37,N/A,動力-KY,22.07
45.42,26.88,6.034308702028254,3694.TW,2025-12,148.65,2025,23.39,💎 強力關注,3.72%,🚀 利潤擴張,59.7999992371,3.27,51.89,4.03,15.30%,海華,22.03
24.44,9.42,12.298387096774194,2032.TW,2025-12,18.6,2025,2.45,✅ 穩健價值,2.25%,🚀 利潤擴張,15.25,0.37,12.12,0.56,6.08%,新鋼,21.990000000000002
24.88,-3.77,6.18153364632238,1256.TW,2025-12,383.3999999999999,2025,2.94,💎 強力關注,6.32%,🚀 利潤擴張,158.0,9.32,13.52,11.19,24.61%,鮮活果汁-KY,21.939999999999998
40.52,21.52,4.5123062898814945,2211.TW,2025-12,329.1,2025,18.61,💎 強力關注,19.61%,🚀 利潤擴張,99.0,7.36,46.61,8.6,25.25%,長榮鋼,21.910000000000004
73.18,55.74,28.9012979172955,6805.TW,2025-12,993.9000000000001,2025,51.62,⚠️ 追價風險,N/A,🚀 利潤擴張,1915.0,20.04,68.69,31.0,N/A,富世達,21.56000000000001
-40.62,-51.12,0.0,6550.TW,2025-12,-163.35,2025,-62.05,⚪ 數據不足,N/A,🌑 雙重衰退,17.4500007629,-2.91,-31.08,-5.1,N/A,北極星藥業-KY,21.43
31.02,10.85,0.0,4128.TWO,2025-12,0.0,2025,9.94,⚪ 數據不足,-18.87%,🚀 利潤擴張,0.0,-1.23,8.21,-1.29,42.56%,中天,21.08
40.61,17.61,7.03869036266369,5607.TW,2025-12,100.80000000000001,2025,19.58,💎 強力關注,N/A,🚀 利潤擴張,47.2999992371,2.13,41.06,2.77,N/A,遠雄港,21.03
26.43,-1.08,8.491620111731843,6967.TWO,2025-12,134.25000000000003,2025,5.45,💎 強力關注,N/A,🚀 利潤擴張,76.0,2.87,14.98,4.02,N/A,汎瑋材料,20.98
39.69,20.43,0.0,6217.TWO,2025-12,-78.60000000000001,2025,19.12,⚪ 數據不足,N/A,🚀 利潤擴張,295.0,-1.31,10.71,-1.65,N/A,中探針,20.569999999999997
-34.98,-39.92,2.2822580029919357,6212.TWO,2025-12,185.99999999999997,2025,-55.31,💎 強力關注,N/A,🌑 雙重衰退,28.2999992371,3.26,59.8,3.96,N/A,理銘,20.330000000000005
57.43,42.84,5.6681224040087335,6203.TWO,2025-12,171.75,2025,37.15,💎 強力關注,N/A,🚀 利潤擴張,64.9000015259,3.28,26.15,5.51,N/A,海韻電,20.28
26.76,6.38,11.529850366691543,6799.TW,2025-12,120.6,2025,6.56,💎 強力關注,N/A,🚀 利潤擴張,92.6999969482,2.29,5.14,3.7,N/A,來頡,20.200000000000003
32.41,23.84,0.0,4577.TWO,2025-12,-48.449999999999996,2025,12.25,⚪ 數據不足,7.93%,🚀 利潤擴張,179.0,-0.92,35.66,-0.73,23.60%,達航科技,20.159999999999997
40.48,20.49,13.252569750367106,6870.TWO,2025-12,204.3,2025,20.33,✅ 穩健價值,N/A,🚀 利潤擴張,180.5,4.38,64.04,7.08,N/A,騰雲,20.15
32.55,12.88,23.542476401998893,5234.TW,2025-12,270.15,2025,12.43,⚠️ 追價風險,N/A,🚀 利潤擴張,424.0,5.33,39.9,7.37,N/A,達興材料,20.119999999999997
16.48,-2.98,64.59677296298388,4973.TWO,2025-12,18.6,2025,-3.19,⚠️ 追價風險,N/A,🔄 轉虧為盈,80.0999984741,-0.17,-108.72,2.11,N/A,廣穎,19.67
38.78,22.11,11.577381406488096,6259.TWO,2025-12,25.2,2025,19.41,💎 強力關注,N/A,🚀 利潤擴張,19.4500007629,0.45,15.38,0.7,N/A,百徽,19.37
26.8,12.18,5.181451766733872,2516.TW,2025-12,37.199999999999996,2025,7.45,💎 強力關注,4.30%,🚀 利潤擴張,12.8500003815,0.57,-5.0,1.23,6.67%,新建,19.35
19.51,-0.82,12.670940007927351,1259.TWO,2025-12,70.19999999999999,2025,0.27,✅ 穩健價值,0.36%,🚀 利潤擴張,59.2999992371,1.03,-53.6,2.45,23.02%,安心,19.240000000000002
16.9,2.3,0.0,8067.TWO,2025-12,-25.200000000000003,2025,-2.17,⚪ 數據不足,N/A,🧐 疑業外收益,13.3000001907,0.02,110.53,-0.59,N/A,志旭,19.07
17.15,2.36,0.0,6431.TW,2025-12,-74.85,2025,-1.12,⚪ 數據不足,N/A,🧐 疑業外收益,20.2000007629,-1.44,11.69,-2.07,N/A,光麗-KY,18.27
-15.31,-31.52,0.0,8444.TWO,2025-12,-315.75,2025,-33.25,⚪ 數據不足,N/A,🌑 雙重衰退,5.0,-5.84,-22.62,-10.06,N/A,綠河-KY,17.939999999999998
31.15,26.94,23.21167883211679,3450.TW,2025-12,205.5,2025,13.44,⚠️ 追價風險,15.62%,🚀 利潤擴張,318.0,3.48,91.21,5.01,26.67%,聯鈞,17.71
17.57,-0.63,0.0,4147.TWO,2025-12,-20.55,2025,0.19,⚪ 數據不足,-58.34%,🚀 利潤擴張,48.2999992371,-0.36,-20.0,-0.61,28.91%,中裕,17.38
14.36,0.76,6.864261299467353,2221.TWO,2025-12,87.30000000000001,2025,-2.98,💎 強力關注,8.37%,🧐 疑業外收益,39.9500007629,1.72,28.36,2.31,20.63%,大甲,17.34
45.05,27.79,7.899022801302931,2421.TW,2025-12,276.3,2025,27.72,💎 強力關注,16.47%,🚀 利潤擴張,145.5,5.65,45.85,7.94,32.82%,建準,17.33
13.93,13.75,30.10033444816053,6187.TWO,2025-12,583.0500000000001,2025,-3.04,⚠️ 追價風險,N/A,🧐 疑業外收益,1170.0,12.1,29.69,15.46,N/A,萬潤,16.97
22.61,11.11,11.93236690404187,7547.TWO,2025-12,93.14999999999999,2025,5.66,💎 強力關注,N/A,🚀 利潤擴張,74.0999984741,2.13,41.18,2.65,N/A,碩網,16.95
24.54,8.92,9.329367225527312,2472.TW,2025-12,277.35,2025,7.68,💎 強力關注,21.55%,🚀 利潤擴張,172.5,5.19,4.85,8.73,32.60%,立隆電,16.86
31.78,71.04,7.9734219269103,8034.TWO,2025-12,45.15,2025,15.15,💎 強力關注,N/A,🚀 利潤擴張,24.0,1.09,208.57,1.42,N/A,榮群,16.630000000000003
32.54,28.4,4.707602339181286,5515.TW,2025-12,128.25,2025,15.92,💎 強力關注,N/A,🚀 利潤擴張,40.25,2.91,20.75,4.48,N/A,建國,16.619999999999997
16.56,-7.87,4.033556944577181,2851.TW,2025-12,111.75,2025,0.05,💎 強力關注,21.14%,🚀 利潤擴張,30.0499992371,2.0,-23.95,3.66,24.99%,中再保,16.509999999999998
41.55,43.83,0.0,3593.TW,2025-12,-66.3,2025,25.06,⚪ 數據不足,-22.91%,🚀 利潤擴張,19.2000007629,-1.8,7.69,-1.4,-4.13%,力銘,16.49
12.64,-3.22,6.223958333333334,8436.TWO,2025-12,288.0,2025,-3.47,💎 強力關注,N/A,🧐 疑業外收益,119.5,5.89,16.0,8.68,N/A,大江,16.11
41.92,23.74,3.842112176540128,2357.TW,2025-12,2283.9,2025,25.86,💎 強力關注,4.63%,🚀 利潤擴張,585.0,44.63,11.41,59.99,15.94%,華碩,16.060000000000002
43.01,34.44,46.93084693084693,4979.TWO,2025-12,193.04999999999998,2025,27.06,⚠️ 追價風險,N/A,🚀 利潤擴張,604.0,3.73,37.64,5.43,N/A,華星光,15.95
28.24,12.07,6.894736842105263,1593.TWO,2025-12,71.25,2025,12.31,💎 強力關注,10.89%,🚀 利潤擴張,32.75,1.28,26.73,2.18,31.32%,祺驊,15.929999999999998
55.56,22.1,0.0,5302.TWO,2025-12,-8.85,2025,39.69,⚪ 數據不足,N/A,🚀 利潤擴張,11.9499998093,-0.2,0.0,-0.12,N/A,太欣,15.870000000000005
95.65,95.06,0.0,6969.TW,2025-12,-8.85,2025,79.86,⚪ 數據不足,N/A,🚀 利潤擴張,29.5,-0.24,87.3,-0.09,N/A,成信實業*-創,15.790000000000006
34.88,19.64,0.0,3234.TWO,2025-12,-41.099999999999994,2025,19.09,⚪ 數據不足,-32.45%,🚀 利潤擴張,106.0,-0.94,45.03,-1.4,8.38%,光環,15.790000000000003
24.18,7.92,24.089363768819815,3711.TW,2025-12,308.85,2025,8.39,⚠️ 追價風險,9.94%,🚀 利潤擴張,496.0,5.99,11.64,9.37,19.52%,日月光投控,15.79
26.25,12.53,0.0,1799.TWO,2025-12,0.0,2025,10.54,⚪ 數據不足,-18.36%,🚀 利潤擴張,0.0,-0.35,44.44,-0.59,41.11%,易威,15.71
16.81,12.2,0.0,6124.TWO,2025-12,-49.95,2025,1.16,⚪ 數據不足,N/A,🚀 利潤擴張,31.1000003815,-0.86,-22.86,-0.99,N/A,業強,15.649999999999999
75.21,41.37,24.90817263544536,5289.TWO,2025-12,653.4000000000001,2025,59.96,⚠️ 追價風險,N/A,🚀 利潤擴張,1085.0,12.46,33.7,21.72,N/A,宜鼎,15.249999999999993
20.66,4.13,8.335787698689249,2423.TW,2025-12,101.85,2025,5.54,💎 強力關注,18.42%,🏰 高護城河,56.5999984741,2.0,26.58,2.92,51.76%,固緯,15.120000000000001
14.63,12.72,0.0,6222.TWO,2025-12,-15.449999999999998,2025,-0.4,⚪ 數據不足,N/A,🧐 疑業外收益,20.6000003815,-0.31,16.13,-0.4,N/A,立軒,15.030000000000001
46.42,36.39,13.982210277084535,2330.TW,2025-12,2344.0499999999997,2025,31.61,✅ 穩健價值,54.00%,🏰 高護城河,2185.0,46.75,51.8,66.26,62.33%,台積電,14.810000000000002
17.48,4.39,5.671140939597315,6509.TWO,2025-12,111.75000000000001,2025,2.77,💎 強力關注,N/A,🚀 利潤擴張,42.25,2.35,9.22,2.87,N/A,聚和,14.71
11.54,-0.96,0.0,6722.TW,2025-12,0.0,2025,-2.79,⚪ 數據不足,N/A,🧐 疑業外收益,39.25,2.02,-11.4,2.9,N/A,輝創,14.329999999999998
8.0,-5.83,8.035714285714286,1225.TW,2025-12,58.8,2025,-6.25,💎 強力關注,5.38%,🧐 疑業外收益,31.5,1.12,-6.67,1.62,10.74%,福懋油,14.25
11.76,15.97,0.0,6614.TW,2025-12,0.0,2025,-2.37,⚪ 數據不足,N/A,🧐 疑業外收益,0.0,0.87,163.64,2.08,N/A,資拓宏宇,14.129999999999999
44.26,32.44,0.0,7738.TWO,2025-12,0.0,2025,30.15,⚪ 數據不足,N/A,🚀 利潤擴張,184.5,11.58,75.19,14.61,N/A,東聯互動,14.11
30.18,15.28,25.427756653992397,1560.TW,2025-12,315.59999999999997,2025,16.1,⚠️ 追價風險,15.49%,🚀 利潤擴張,535.0,6.02,9.71,9.28,34.18%,中砂,14.079999999999998
56.1,-34.55,12.441314553990612,5864.TWO,2025-12,31.95,2025,42.16,✅ 穩健價值,N/A,🚀 利潤擴張,26.5,1.17,-53.39,2.56,N/A,致和證,13.940000000000005
13.14,-5.79,11.1826092264,8048.TWO,2025-12,86.25,2025,-0.76,💎 強力關注,N/A,🧐 疑業外收益,64.3000030518,1.67,5.03,2.67,N/A,德勝,13.9
25.87,-3.98,6.608833048233438,3703.TW,2025-12,47.55,2025,11.98,💎 強力關注,7.24%,🚀 利潤擴張,20.9500007629,0.92,-42.14,1.8,13.84%,欣陸,13.89
14.29,-19.16,0.0,6225.TW,2025-12,-7.199999999999999,2025,0.42,⚪ 數據不足,N/A,🚀 利潤擴張,18.3500003815,-0.19,-375.0,-0.06,N/A,天瀚,13.87
21.15,11.53,6.29251700680272,5457.TWO,2025-12,88.20000000000002,2025,7.36,💎 強力關注,N/A,🚀 利潤擴張,37.0,1.54,-11.11,2.77,N/A,宣德,13.79
28.3,13.69,7.269938884355828,2836.TW,2025-12,24.45,2025,14.52,💎 強力關注,32.37%,🏰 高護城河,11.8500003815,0.49,28.21,0.68,89.95%,高雄銀,13.780000000000001
-9.8,-17.76,0.0,2007.TW,2025-12,-76.95,2025,-23.43,⚪ 數據不足,-33.95%,🌑 雙重衰退,7.5399999619,-1.54,0.0,-2.24,-29.22%,燁興,13.629999999999999
22.08,-2.39,26.81058495821727,6727.TWO,2025-12,215.39999999999998,2025,8.58,⚠️ 追價風險,N/A,🚀 利潤擴張,385.0,4.14,-7.17,6.8,N/A,亞泰金屬,13.499999999999998
10.87,6.34,10.93650817869841,3704.TW,2025-12,47.25000000000001,2025,-2.6,💎 強力關注,1.57%,🧐 疑業外收益,34.4500007629,1.13,633.33,1.56,30.58%,合勤控,13.469999999999999
44.34,41.28,0.0,6272.TW,2025-12,0.0,2025,30.88,⚪ 數據不足,N/A,🚀 利潤擴張,0.0,2.94,137.1,3.43,N/A,驊陞,13.460000000000004
6.63,-4.71,0.0,4927.TW,2025-12,-262.95000000000005,2025,-6.83,⚪ 數據不足,-27.74%,🧐 疑業外收益,53.2999992371,-4.9,31.27,-8.65,-13.35%,泰鼎-KY,13.46
10.59,-3.72,5.5368532955350815,6414.TW,2025-12,846.5999999999999,2025,-2.8,💎 強力關注,N/A,🧐 疑業外收益,312.5,17.04,28.02,23.26,N/A,樺漢,13.39
19.71,10.95,8.689138576779026,8261.TW,2025-12,200.25000000000003,2025,6.37,💎 強力關注,N/A,🚀 利潤擴張,116.0,4.05,26.73,5.73,N/A,富鼎,13.34
47.62,23.91,0.0,7810.TWO,2025-12,0.0,2025,34.56,⚪ 數據不足,N/A,🚀 利潤擴張,213.5,3.21,56.59,6.25,N/A,捷創科技,13.059999999999995
25.0,9.61,31.20689611321839,6603.TWO,2025-12,13.05,2025,12.22,⚠️ 追價風險,N/A,🚀 利潤擴張,27.1499996185,0.27,-35.71,0.61,N/A,富強鑫,12.78
51.64,33.28,3.859374920526042,6625.TW,2025-12,288.0,2025,38.99,💎 強力關注,N/A,🚀 利潤擴張,74.0999984741,6.5,68.94,9.13,N/A,必應,12.649999999999999
17.71,4.44,12.801932367149757,8103.TW,2025-12,124.20000000000002,2025,5.25,✅ 穩健價值,N/A,🚀 利潤擴張,106.0,2.47,2.54,3.92,N/A,瀚荃,12.46
17.23,4.46,17.845257903494176,2313.TW,2025-12,180.29999999999998,2025,4.87,⚪ 中性觀察,10.97%,🚀 利潤擴張,214.5,3.61,9.06,5.51,18.70%,華通,12.36
22.25,13.82,5.789122455789123,8416.TWO,2025-12,449.54999999999995,2025,9.96,💎 強力關注,N/A,🚀 利潤擴張,173.5,8.34,24.85,13.46,N/A,實威,12.29
19.21,15.92,8.250428554734135,2356.TW,2025-12,87.44999999999999,2025,6.95,💎 強力關注,1.48%,🚀 利潤擴張,48.0999984741,1.85,35.04,2.42,5.21%,英業達,12.260000000000002
94.5,71.69,11.694915254237287,3379.TWO,2025-12,44.25,2025,82.32,💎 強力關注,7.02%,🚀 利潤擴張,34.5,0.5,100.0,2.12,13.52%,彬台,12.180000000000007
52.82,52.48,68.2880026697814,5274.TWO,2025-12,3595.8,2025,40.64,⚠️ 追價風險,N/A,🚀 利潤擴張,16370.0,72.23,67.72,103.92,N/A,信驊,12.18
66.99,56.94,1.8709678034596773,5206.TWO,2025-12,186.0,2025,55.14,💎 強力關注,N/A,🚀 利潤擴張,23.2000007629,3.69,61.14,3.44,N/A,坤悅,11.849999999999994
18.15,10.09,5.683646317144772,2013.TW,2025-12,111.9,2025,6.36,💎 強力關注,2.40%,🚀 利潤擴張,42.4000015259,2.27,13.5,3.19,4.40%,中鋼構,11.79
1.75,-35.17,0.0,4142.TW,2025-12,-48.6,2025,-9.99,⚪ 數據不足,23.11%,🧐 疑業外收益,17.8999996185,-1.09,-137.78,-0.57,49.56%,國光生,11.74
41.67,27.65,11.44915932746197,2449.TW,2025-12,374.69999999999993,2025,30.08,💎 強力關注,28.21%,🚀 利潤擴張,286.0,7.17,52.55,9.01,37.66%,京元電子,11.590000000000003
13.14,-12.49,9.497487245477389,6016.TWO,2025-12,29.849999999999998,2025,1.59,💎 強力關注,N/A,🚀 利潤擴張,18.8999996185,1.11,-23.97,1.98,N/A,康和證,11.55
-20.55,-39.2,0.0,3055.TW,2025-12,-99.60000000000001,2025,-31.79,⚪ 數據不足,-125.48%,🌑 雙重衰退,78.9000015259,-1.73,-19.72,-2.68,16.83%,蔚華科,11.239999999999998
31.09,19.97,11.285960167199411,6788.TWO,2025-12,610.05,2025,19.97,💎 強力關注,N/A,🚀 利潤擴張,459.0,12.09,34.48,17.36,N/A,華景電,11.120000000000001
15.38,4.12,27.55474452554744,8074.TWO,2025-12,41.1,2025,4.4,⚠️ 追價風險,N/A,🚀 利潤擴張,75.5,0.81,-10.99,1.35,N/A,鉅橡,10.98
64.8,49.83,31.76416819012797,2368.TW,2025-12,656.4,2025,54.05,⚠️ 追價風險,24.30%,🚀 利潤擴張,1390.0,13.61,50.06,19.47,33.66%,金像電,10.75
21.94,11.61,10.050198703200167,3044.TW,2025-12,717.1500000000001,2025,11.54,💎 強力關注,17.08%,🚀 利潤擴張,480.5,14.75,25.96,19.45,25.47%,健鼎,10.400000000000002
30.21,25.51,12.204300801827959,2468.TW,2025-12,41.85,2025,19.94,✅ 穩健價值,4.34%,🚀 利潤擴張,34.0499992371,0.77,32.76,1.25,11.41%,華經,10.27
-80.68,-70.82,423.75001907375025,2527.TW,2025-12,1.1999999999999993,2025,-90.93,⚠️ 追價風險,12.48%,🏰 高護城河,33.9000015259,0.6,-55.04,0.93,61.03%,宏璟,10.25
4.73,-6.62,0.0,1218.TW,2025-12,0.0,2025,-5.32,⚪ 數據不足,2.59%,🧐 疑業外收益,0.0,1.07,-16.8,1.59,16.49%,泰山,10.05
32.83,19.83,7.41430700447094,3036.TW,2025-12,402.59999999999997,2025,22.78,💎 強力關注,1.75%,🚀 利潤擴張,199.0,8.11,41.71,11.61,3.74%,文曄,10.049999999999997
30.29,20.14,6.618508395158141,3357.TWO,2025-12,384.15,2025,20.3,✅ 穩健價值,14.20%,🚀 利潤擴張,169.5,7.84,58.06,10.26,28.44%,臺慶科,9.989999999999998
39.18,22.45,6.59393957889697,3257.TW,2025-12,123.75,2025,29.32,✅ 穩健價值,18.06%,🚀 利潤擴張,54.4000015259,2.65,26.19,3.42,45.11%,虹冠電,9.86
30.06,15.61,6.106941695515948,2884.TW,2025-12,79.95,2025,20.44,✅ 穩健價值,40.48%,🏰 高護城河,32.5499992371,1.62,23.66,2.12,91.14%,玉山金,9.619999999999997
-25.0,-27.03,53.86363809772727,1471.TW,2025-12,3.3,2025,-34.37,⚠️ 追價風險,-72.91%,🔄 轉虧為盈,11.8500003815,-0.05,-117.24,0.03,5.75%,首利,9.369999999999997
5.37,-2.5,4.307791469793947,2006.TW,2025-12,232.95,2025,-3.84,✅ 穩健價值,10.83%,🧐 疑業外收益,66.9000015259,4.55,-0.44,6.47,15.94%,東和鋼鐵,9.21
31.94,21.32,8.391261171797417,6138.TWO,2025-12,453.15000000000003,2025,22.89,✅ 穩健價值,N/A,🚀 利潤擴張,253.5,9.27,24.31,13.04,N/A,茂達,9.05
13.1,1.87,7.675438596491229,2880.TW,2025-12,68.39999999999999,2025,4.06,✅ 穩健價值,45.93%,🏰 高護城河,35.0,1.43,10.0,1.9,97.25%,華南金,9.04
6.41,5.88,0.0,6928.TW,2025-12,-7.05,2025,-2.54,⚪ 數據不足,N/A,🧐 疑業外收益,47.0999984741,-0.1,79.17,-0.73,N/A,攸泰科技,8.95
2.44,-6.16,10.483870967741936,5381.TWO,2025-12,32.55,2025,-5.88,✅ 穩健價值,N/A,🧐 疑業外收益,22.75,0.65,12.28,0.72,N/A,光譜,8.32
10.9,3.98,0.0,5520.TWO,2025-12,0.0,2025,2.6,⚪ 數據不足,N/A,🚀 利潤擴張,0.0,7.92,17.13,9.97,N/A,力泰,8.3
