eps_yoy,prev_rev_yoy,pe,symbol,date,est_price,prev_year,rev_yoy,advice,om,status,price,prev_eps,prev_eps_yoy,eps,gm,name,expansion
-23.41,-6.83,20.950570342205324,6679.TWO,2025-12,197.24999999999997,2025,-7.01,❌ 暫避觀望,N/A,🌑 雙重衰退,275.5,3.84,-43.52,6.81,N/A,鈺太,-16.4
-29.83,-10.84,0.0,1304.TW,2025-12,-96.6,2025,-13.41,⚪ 數據不足,-4.30%,🌑 雙重衰退,14.3999996185,-1.85,-51.82,-2.6,5.34%,台聚,-16.419999999999998
-15.13,0.39,24.212993971868723,4583.TW,2025-12,447.8999999999999,2025,1.32,❌ 暫避觀望,30.40%,🏰 高護城河,723.0,8.37,-26.19,12.0,51.18%,台灣精銳,-16.45
5.64,24.44,6.472142170989433,3526.TWO,2025-12,624.6,2025,22.33,⚪ 中性觀察,32.41%,⚠️ 獲利稀釋,269.5,12.33,9.74,16.97,48.09%,凡甲,-16.689999999999998
-29.79,-4.58,35.02994011976048,4908.TWO,2025-12,75.14999999999999,2025,-12.98,❌ 暫避觀望,17.75%,🌑 雙重衰退,175.5,1.39,-22.03,1.98,46.40%,前鼎,-16.81
-7.18,12.71,12.5,7747.TWO,2025-12,157.20000000000002,2025,9.7,⚪ 中性觀察,N/A,📉 獲利侵蝕,131.0,3.01,-10.23,4.04,N/A,昕奇雲端,-16.88
34.08,58.45,3.984045120877522,2546.TW,2025-12,319.65000000000003,2025,51.01,⚪ 中性觀察,7.58%,⚠️ 獲利稀釋,84.9000015259,6.59,67.26,9.52,9.56%,根基,-16.93
-32.89,-41.9,11.899696512431612,2542.TW,2025-12,49.35,2025,-15.9,⚪ 中性觀察,27.38%,🌑 雙重衰退,39.1500015259,0.95,-37.41,2.1,33.40%,興富發,-16.990000000000002
16.83,16.84,0.0,3067.TWO,2025-12,-35.099999999999994,2025,33.85,⚪ 數據不足,-17.20%,⚠️ 獲利稀釋,18.3999996185,-0.82,-38.98,-0.84,28.85%,全域,-17.020000000000003
-12.03,-6.01,87.61160714285715,3491.TWO,2025-12,268.79999999999995,2025,5.02,❌ 暫避觀望,27.57%,🏰 高護城河,1570.0,4.6,-25.66,7.83,58.57%,昇達科,-17.049999999999997
0.0,7.82,0.0,3360.TWO,2025-12,-28.5,2025,17.25,⚪ 數據不足,0.87%,📉 獲利侵蝕,13.6499996185,-0.65,-58.54,-0.48,3.88%,尚立,-17.25
-5.51,16.23,9.380530973451329,8917.TWO,2025-12,84.74999999999999,2025,11.76,⚪ 中性觀察,N/A,📉 獲利侵蝕,53.0,1.71,-11.4,2.23,N/A,欣泰,-17.27
67.87,106.86,15.326009922041106,7749.TW,2025-12,423.29999999999995,2025,85.22,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,432.5,9.12,113.1,11.77,N/A,意騰-KY,-17.349999999999994
-116.36,-99.19,0.0,5523.TWO,2025-12,0.0,2025,-98.98,⚪ 數據不足,N/A,🌑 雙重衰退,0.0,-0.08,-115.09,-0.09,N/A,豐謙,-17.379999999999995
-10.36,10.44,0.0,3158.TWO,2025-12,0.0,2025,7.07,⚪ 數據不足,24.73%,🏰 高護城河,89.9000015259,4.7,-5.06,7.27,63.24%,嘉實,-17.43
-22.2,-9.08,7.267303284713605,2606.TW,2025-12,125.69999999999999,2025,-4.75,⚪ 中性觀察,30.49%,🌑 雙重衰退,60.9000015259,2.76,-37.98,4.31,35.36%,裕民,-17.45
-7.14,0.51,4.899387576552931,1795.TW,2025-12,685.8,2025,10.36,⚪ 中性觀察,23.84%,🏰 高護城河,224.0,13.82,-8.92,18.14,55.31%,美時,-17.5
-19.62,0.41,5.877390326209223,3034.TW,2025-12,1066.8000000000002,2025,-2.07,⚪ 中性觀察,16.92%,🌑 雙重衰退,418.0,20.8,-18.56,26.87,38.19%,聯詠,-17.55
11.73,23.13,5.321931743048291,2891.TW,2025-12,149.1,2025,29.29,⚪ 中性觀察,31.38%,🏰 高護城河,52.9000015259,3.06,3.78,4.08,70.98%,中信金,-17.56
-10.33,4.58,0.0,6730.TWO,2025-12,0.0,2025,7.33,⚪ 數據不足,N/A,📉 獲利侵蝕,38.7999992371,1.66,0.61,2.14,N/A,常廣,-17.66
-19.4,2.2,7.105262898828522,8931.TWO,2025-12,88.35000000000001,2025,-1.74,⚪ 中性觀察,N/A,🌑 雙重衰退,41.8499984741,1.84,8.24,1.87,N/A,大汽電,-17.66
-34.78,-24.86,9.171974522292993,2637.TW,2025-12,117.75,2025,-17.06,⚪ 中性觀察,36.66%,🌑 雙重衰退,72.0,2.44,-61.76,5.27,37.77%,慧洋-KY,-17.720000000000002
-4.98,10.16,19.144144144144143,8438.TW,2025-12,66.60000000000001,2025,12.79,❌ 暫避觀望,N/A,📉 獲利侵蝕,85.0,1.21,-31.64,2.1,N/A,昶昕,-17.77
-21.74,-9.55,0.0,5355.TWO,2025-12,-36.6,2025,-3.95,⚪ 數據不足,N/A,🌑 雙重衰退,6.5300002098,-0.82,-28.12,-1.12,N/A,佳總,-17.79
2.69,25.9,6.049382788499525,2364.TW,2025-12,157.95,2025,20.5,⚪ 中性觀察,7.82%,⚠️ 獲利稀釋,63.7000007629,3.14,-4.85,4.2,39.87%,倫飛,-17.81
9.84,24.72,14.060568603213845,4760.TWO,2025-12,242.7,2025,27.79,⚪ 中性觀察,15.04%,⚠️ 獲利稀釋,227.5,4.61,11.3,7.05,22.01%,勤凱,-17.95
9.52,24.12,11.955720120258304,8099.TWO,2025-12,81.3,2025,27.49,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,64.8000030518,1.52,0.66,2.53,N/A,大世科,-17.97
-21.36,0.55,11.230769524211539,2497.TW,2025-12,78.0,2025,-3.38,⚪ 中性觀察,10.08%,🌑 雙重衰退,58.4000015259,1.49,-29.38,2.37,25.76%,怡利電,-17.98
-20.89,7.51,3.7565088023803623,4536.TW,2025-12,604.9499999999999,2025,-2.91,⚪ 中性觀察,10.54%,🌑 雙重衰退,151.5,12.08,-0.58,14.92,32.65%,拓凱,-17.98
-22.93,-3.67,4.405737704918033,2115.TW,2025-12,73.2,2025,-4.72,⚪ 中性觀察,6.19%,🌑 雙重衰退,21.5,1.48,-1.99,1.58,18.21%,六暉-KY,-18.21
-2.48,20.49,6.295843520782396,9958.TW,2025-12,245.39999999999998,2025,15.94,⚪ 中性觀察,N/A,📉 獲利侵蝕,103.0,4.78,-23.95,6.57,N/A,世紀鋼,-18.419999999999998
-11.69,2.03,33.093525179856115,8039.TW,2025-12,62.55,2025,6.75,❌ 暫避觀望,N/A,📉 獲利侵蝕,138.0,1.33,-41.96,2.07,N/A,台虹,-18.439999999999998
-19.0,-4.67,4.962717607779619,2248.TW,2025-12,181.05,2025,-0.48,⚪ 中性觀察,17.40%,🌑 雙重衰退,59.9000015259,3.36,-30.34,5.32,31.94%,華勝-KY,-18.52
-26.71,-7.04,6.228813343799435,9924.TW,2025-12,106.2,2025,-8.15,⚪ 中性觀察,N/A,🌑 雙重衰退,44.0999984741,2.14,-30.54,3.08,N/A,福興,-18.560000000000002
-7.56,6.64,8.831417332203063,6843.TWO,2025-12,78.30000000000001,2025,11.04,⚪ 中性觀察,N/A,📉 獲利侵蝕,46.0999984741,1.52,-1.94,2.2,N/A,進典,-18.599999999999998
-33.16,-10.54,15.10989010989011,6720.TWO,2025-12,163.8,2025,-14.48,❌ 暫避觀望,N/A,🌑 雙重衰退,165.0,2.98,-37.15,3.89,N/A,久昌,-18.679999999999996
-14.2,1.91,0.0,6770.TW,2025-12,-73.35000000000001,2025,4.48,⚪ 數據不足,N/A,📉 獲利侵蝕,52.9000015259,-1.71,-33.86,-1.86,N/A,力積電,-18.68
11.79,37.75,0.0,7792.TWO,2025-12,0.0,2025,30.49,⚪ 數據不足,N/A,⚠️ 獲利稀釋,345.5,6.03,14.64,8.72,N/A,安葆,-18.7
41.2,75.55,0.0,7744.TWO,2025-12,0.0,2025,59.94,⚪ 數據不足,N/A,⚠️ 獲利稀釋,542.0,12.91,74.46,16.28,N/A,崴寶,-18.739999999999995
-10.24,9.03,3.6939150875291946,8938.TWO,2025-12,244.04999999999998,2025,8.55,⚪ 中性觀察,N/A,📉 獲利侵蝕,60.0999984741,3.56,-26.95,6.18,N/A,明安,-18.79
-48.08,-51.26,0.0,6934.TW,2025-12,0.0,2025,-29.22,⚪ 數據不足,N/A,🌑 雙重衰退,0.0,-4.17,-37.5,-3.92,N/A,心誠鎂,-18.86
-47.37,-43.41,28.962963598888887,2867.TW,2025-12,4.050000000000001,2025,-28.43,❌ 暫避觀望,0.03%,🌑 雙重衰退,7.8200001717,0.16,-68.0,0.2,3.78%,三商壽,-18.939999999999998
28.04,54.5,11.71061762664816,6691.TW,2025-12,864.6000000000001,2025,47.13,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,675.0,16.64,27.98,24.76,N/A,洋基工程,-19.090000000000003
-15.42,4.82,4.4402986023507465,2504.TW,2025-12,120.6,2025,3.75,⚪ 中性觀察,22.79%,📉 獲利侵蝕,35.7000007629,2.45,-20.71,3.3,27.76%,國產,-19.17
0.0,19.53,11.870845204178538,6791.TWO,2025-12,157.95,2025,19.26,⚪ 中性觀察,N/A,📉 獲利侵蝕,125.0,3.37,-2.88,4.16,N/A,虎門科技,-19.26
-28.57,-8.87,0.0,9919.TW,2025-12,-63.3,2025,-9.24,⚪ 數據不足,N/A,🌑 雙重衰退,14.25,-1.49,-0.68,-2.43,N/A,康那香,-19.33
-7.65,11.06,11.657534037547945,6117.TW,2025-12,109.50000000000001,2025,11.78,⚪ 中性觀察,N/A,📉 獲利侵蝕,85.0999984741,2.21,-26.01,3.77,N/A,迎廣,-19.43
-8.26,7.39,6.806020194473243,6997.TWO,2025-12,179.4,2025,11.23,⚪ 中性觀察,N/A,📉 獲利侵蝕,81.4000015259,3.18,-38.85,5.11,N/A,博弘,-19.490000000000002
3.78,7.55,21.946440235140432,8299.TWO,2025-12,1148.25,2025,23.29,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,1680.0,19.9,-27.04,41.98,N/A,群聯,-19.509999999999998
-22.56,-10.95,12.133332994244444,2070.TWO,2025-12,67.5,2025,-2.97,⚪ 中性觀察,17.87%,🌑 雙重衰退,54.5999984741,1.25,-44.93,2.3,45.13%,精湛,-19.59
0.37,16.0,6.298888431453272,2597.TW,2025-12,364.35,2025,19.99,⚪ 中性觀察,15.81%,⚠️ 獲利稀釋,153.0,7.25,7.57,10.75,18.77%,潤弘,-19.619999999999997
-4.63,9.06,8.231707317073171,8109.TWO,2025-12,221.4,2025,15.04,⚪ 中性觀察,N/A,📉 獲利侵蝕,121.5,4.41,-14.37,6.18,N/A,博大,-19.669999999999998
-30.29,-9.94,10.671140939597313,6411.TWO,2025-12,111.75000000000001,2025,-10.51,⚪ 中性觀察,N/A,🌑 雙重衰退,79.5,2.46,-25.46,3.18,N/A,晶焱,-19.78
7.23,24.69,6.19653161550289,6899.TWO,2025-12,129.75,2025,27.05,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,53.5999984741,2.65,6.94,3.59,N/A,創為精密,-19.82
-24.63,-3.47,2.633663404108911,9904.TW,2025-12,151.5,2025,-4.71,⚪ 中性觀察,N/A,🌑 雙重衰退,26.6000003815,3.03,-35.26,4.1,N/A,寶成,-19.919999999999998
-14.96,8.16,4.824029126213592,6890.TW,2025-12,494.40000000000003,2025,5.05,⚪ 中性觀察,N/A,📉 獲利侵蝕,159.0,9.16,-12.51,13.02,N/A,來億-KY,-20.01
-16.94,5.39,6.927957429390094,1476.TW,2025-12,732.9,2025,3.15,⚪ 中性觀察,19.16%,📉 獲利侵蝕,338.5,14.33,-20.3,20.1,30.19%,儒鴻,-20.09
-14.53,8.42,32.51533742331288,3645.TW,2025-12,48.900000000000006,2025,5.64,❌ 暫避觀望,12.18%,📉 獲利侵蝕,106.0,0.94,-42.24,1.54,31.33%,達邁,-20.169999999999998
-33.63,-11.06,2.914375371099764,2615.TW,2025-12,381.90000000000003,2025,-13.25,⚪ 中性觀察,18.94%,🌑 雙重衰退,74.1999969482,7.64,-38.09,11.21,23.92%,萬海,-20.380000000000003
-26.4,-0.64,4.943710230053842,6523.TWO,2025-12,306.45000000000005,2025,-5.92,⚪ 中性觀察,N/A,🌑 雙重衰退,101.0,5.84,-21.61,7.78,N/A,達爾膚,-20.479999999999997
-10.04,10.26,15.716753022452504,3444.TWO,2025-12,86.85,2025,10.54,❌ 暫避觀望,4.42%,📉 獲利侵蝕,91.0,1.64,3.14,2.15,18.10%,利機,-20.58
-25.35,-6.88,8.633674018289403,6957.TW,2025-12,278.85,2025,-4.74,⚪ 中性觀察,N/A,🌑 雙重衰退,160.5,5.41,-29.25,10.18,N/A,裕慶-KY,-20.61
-20.27,3.67,21.569966130682594,6204.TWO,2025-12,43.949999999999996,2025,0.36,❌ 暫避觀望,N/A,📉 獲利侵蝕,63.2000007629,0.98,-8.41,1.18,N/A,艾華,-20.63
6.88,42.64,0.0,3508.TWO,2025-12,-59.7,2025,27.53,⚪ 數據不足,-34.06%,⚠️ 獲利稀釋,25.7000007629,-1.14,18.25,-1.51,1.54%,位速,-20.650000000000002
-18.46,-4.79,12.42603550295858,6239.TW,2025-12,253.49999999999997,2025,2.2,⚪ 中性觀察,N/A,📉 獲利侵蝕,210.0,4.96,-30.26,7.48,N/A,力成,-20.66
-66.41,-36.93,0.0,3018.TW,2025-12,-81.14999999999999,2025,-45.66,⚪ 數據不足,-73.69%,🌑 雙重衰退,10.6000003815,-2.36,-161.36,-2.16,-18.95%,隆銘綠能,-20.75
-17.91,6.5,6.760382015237687,3008.TW,2025-12,5591.4,2025,2.84,⚪ 中性觀察,36.75%,📉 獲利侵蝕,2520.0,109.06,-15.56,159.41,47.97%,大立光,-20.75
-18.35,11.19,5.075187969924812,4933.TWO,2025-12,199.5,2025,2.41,⚪ 中性觀察,12.48%,📉 獲利侵蝕,67.5,3.81,-26.64,5.77,28.71%,友輝,-20.76
-27.39,-7.59,5.65188396132044,5288.TW,2025-12,449.85,2025,-6.57,⚪ 中性觀察,N/A,🌑 雙重衰退,169.5,8.74,-18.99,12.25,N/A,豐祥-KY,-20.82
24.26,55.99,9.039943938332165,7714.TWO,2025-12,214.04999999999998,2025,45.1,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,129.0,4.34,60.59,6.33,N/A,創泓科技,-20.84
45.15,60.07,7.480360443622921,5269.TW,2025-12,2596.8,2025,66.0,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,1295.0,52.62,40.25,72.7,N/A,祥碩,-20.85
-32.69,-12.22,5.858283509271456,4138.TWO,2025-12,150.3,2025,-11.82,⚪ 中性觀察,12.42%,🌑 雙重衰退,58.7000007629,2.89,-27.93,3.81,44.64%,曜亞,-20.869999999999997
-15.57,7.28,11.05585309869931,3042.TW,2025-12,196.05,2025,5.34,⚪ 中性觀察,14.07%,📉 獲利侵蝕,144.5,3.95,-13.57,5.28,32.18%,晶技,-20.91
-40.68,-24.68,34.629628687777775,3285.TWO,2025-12,12.15,2025,-19.66,❌ 暫避觀望,8.69%,🌑 雙重衰退,28.0499992371,0.32,-56.16,0.7,28.61%,微端,-21.02
-23.02,-1.72,9.065550906555089,5483.TWO,2025-12,215.10000000000002,2025,-1.89,⚪ 中性觀察,N/A,🌑 雙重衰退,130.0,4.07,18.54,6.71,N/A,中美晶,-21.13
-17.45,1.46,6.412859818257193,8213.TW,2025-12,88.64999999999999,2025,3.73,⚪ 中性觀察,N/A,📉 獲利侵蝕,37.9000015259,1.77,-8.29,2.27,N/A,志超,-21.18
-18.86,-1.5,18.31180811808118,3374.TWO,2025-12,162.6,2025,2.53,❌ 暫避觀望,27.31%,📉 獲利侵蝕,198.5,3.09,-30.87,4.99,32.82%,精材,-21.39
-27.23,-3.53,5.1229508196721305,2385.TW,2025-12,366.00000000000006,2025,-5.73,⚪ 中性觀察,6.72%,🌑 雙重衰退,125.0,8.01,-12.04,9.05,16.76%,群光,-21.5
-0.48,22.78,8.763388510223953,5493.TWO,2025-12,154.04999999999998,2025,21.03,⚪ 中性觀察,N/A,📉 獲利侵蝕,90.0,3.44,3.3,4.18,N/A,三聯,-21.51
-31.07,-8.33,4.08256880733945,2020.TW,2025-12,81.75,2025,-9.51,⚪ 中性觀察,12.02%,🌑 雙重衰退,22.25,1.66,-41.75,2.13,19.71%,美亞,-21.560000000000002
-26.32,-6.36,13.169571865942949,6208.TWO,2025-12,94.64999999999999,2025,-4.59,⚪ 中性觀察,N/A,🌑 雙重衰退,83.0999984741,1.78,-28.8,2.52,N/A,日揚,-21.73
-22.0,4.37,10.882353315171569,2328.TW,2025-12,61.2,2025,-0.23,⚪ 中性觀察,4.05%,🌑 雙重衰退,44.4000015259,1.22,-13.48,1.56,12.48%,廣宇,-21.77
-23.53,-1.49,10.456769734763459,6546.TWO,2025-12,91.95,2025,-1.73,⚪ 中性觀察,N/A,🌑 雙重衰退,64.0999984741,1.72,-32.02,2.73,N/A,正基,-21.8
-52.99,-37.61,15.096359743040685,7709.TWO,2025-12,70.05,2025,-31.16,❌ 暫避觀望,N/A,🌑 雙重衰退,70.5,0.91,-75.62,2.48,N/A,榮田,-21.830000000000002
-15.66,10.72,0.0,3322.TWO,2025-12,-39.300000000000004,2025,6.3,⚪ 數據不足,-5.35%,📉 獲利侵蝕,14.5,-0.75,-2.74,-0.96,12.86%,建舜電,-21.96
-22.62,-1.42,28.139980824544583,2049.TW,2025-12,156.45,2025,-0.53,❌ 暫避觀望,4.85%,🌑 雙重衰退,293.5,3.01,-35.13,4.31,27.05%,上銀,-22.09
-14.37,0.68,7.054625308811419,3406.TW,2025-12,1092.9,2025,7.77,⚪ 中性觀察,20.51%,📉 獲利侵蝕,514.0,22.41,-27.07,32.84,34.25%,玉晶光,-22.14
21.08,41.35,0.0,6499.TWO,2025-12,-281.84999999999997,2025,43.24,⚪ 數據不足,N/A,⚠️ 獲利稀釋,82.1999969482,-5.76,10.97,-7.24,N/A,益安,-22.160000000000004
5.88,28.6,0.0,6908.TW,2025-12,0.0,2025,28.36,⚪ 數據不足,N/A,⚠️ 獲利稀釋,0.0,1.05,41.89,1.44,N/A,宏�砦C戲-創,-22.48
-25.74,-0.4,16.357504215851602,6488.TWO,2025-12,533.6999999999999,2025,-3.24,❌ 暫避觀望,N/A,🌑 雙重衰退,582.0,10.68,-45.48,15.29,N/A,環球晶,-22.5
-21.14,1.48,10.080645161290322,6844.TWO,2025-12,93.0,2025,1.36,⚪ 中性觀察,N/A,📉 獲利侵蝕,62.5,1.44,-32.39,2.35,N/A,諾貝兒,-22.5
-28.68,-6.32,9.446254071661237,7712.TWO,2025-12,184.20000000000002,2025,-6.13,⚪ 中性觀察,N/A,🌑 雙重衰退,116.0,3.57,-47.73,5.42,N/A,博盛半導體,-22.55
-19.59,7.33,8.405797101449275,6862.TW,2025-12,310.5,2025,2.98,⚪ 中性觀察,N/A,📉 獲利侵蝕,174.0,6.02,-29.18,8.29,N/A,三集瑞-KY,-22.57
-27.57,-1.21,12.38615664845173,8240.TWO,2025-12,82.35000000000001,2025,-5.0,⚪ 中性觀察,N/A,🌑 雙重衰退,68.0,1.54,-45.77,2.18,N/A,華宏,-22.57
-18.72,1.29,15.786516853932584,6655.TW,2025-12,133.5,2025,3.86,❌ 暫避觀望,N/A,📉 獲利侵蝕,140.5,2.48,-33.88,3.92,N/A,科定,-22.58
-73.98,-48.42,0.0,2258.TW,2025-12,-66.3,2025,-51.34,⚪ 數據不足,-262.93%,🌑 雙重衰退,29.3999996185,-1.29,-74.32,-2.15,19.82%,鴻華先進-創,-22.64
-25.66,-0.59,15.363457160746561,6205.TW,2025-12,76.35,2025,-3.02,❌ 暫避觀望,N/A,🌑 雙重衰退,78.1999969482,1.51,-32.58,2.0,N/A,詮欣,-22.64
-8.99,24.0,8.947081287506819,6922.TWO,2025-12,274.95000000000005,2025,13.67,⚪ 中性觀察,N/A,📉 獲利侵蝕,164.0,5.79,-0.69,6.9,N/A,宸曜,-22.66
-30.65,-5.97,6.92395005675369,1341.TW,2025-12,132.14999999999998,2025,-7.95,⚪ 中性觀察,12.74%,🌑 雙重衰退,61.0,2.32,-36.61,3.71,23.43%,富林-KY,-22.7
-18.46,-3.9,50.95729013254786,2455.TW,2025-12,101.85,2025,4.29,❌ 暫避觀望,21.78%,📉 獲利侵蝕,346.0,1.92,-34.36,2.97,37.27%,全新,-22.75
-49.48,-28.87,20.81447963800905,5222.TW,2025-12,99.45,2025,-26.68,❌ 暫避觀望,N/A,🌑 雙重衰退,138.0,1.89,-50.93,2.51,N/A,全訊,-22.799999999999997
-8.03,17.25,5.576923076923077,6776.TW,2025-12,156.0,2025,14.84,⚪ 中性觀察,N/A,📉 獲利侵蝕,58.0,3.18,2.91,4.2,N/A,展�眥篕�,-22.869999999999997
41.25,60.19,0.0,6944.TW,2025-12,0.0,2025,64.2,⚪ 數據不足,N/A,⚠️ 獲利稀釋,0.0,22.26,39.26,32.29,N/A,兆聯實業,-22.950000000000003
-112.33,-89.05,0.0,4909.TWO,2025-12,-71.25,2025,-89.32,⚪ 數據不足,-63.96%,🌑 雙重衰退,56.2999992371,-1.46,-117.3,-1.25,-26.90%,新復興,-23.010000000000005
-39.91,-16.8,8.535211052704225,2324.TW,2025-12,53.25,2025,-16.78,⚪ 中性觀察,1.38%,🌑 雙重衰退,30.2999992371,1.06,-42.93,1.38,5.82%,仁寶,-23.129999999999995
-19.33,-5.13,6.97127924056571,1294.TWO,2025-12,172.35,2025,4.02,⚪ 中性觀察,21.70%,📉 獲利侵蝕,80.0999984741,3.37,-27.88,4.6,37.68%,漢田生技,-23.349999999999998
-25.47,-0.04,5.725190839694657,6671.TW,2025-12,78.6,2025,-2.1,⚪ 中性觀察,N/A,🌑 雙重衰退,30.0,1.65,-24.66,2.37,N/A,三能-KY,-23.369999999999997
-18.02,5.21,8.665207543566739,2375.TW,2025-12,137.10000000000002,2025,5.35,⚪ 中性觀察,7.43%,📉 獲利侵蝕,79.1999969482,2.77,-20.4,3.73,19.39%,凱美,-23.369999999999997
-24.32,17.04,0.0,2939.TW,2025-12,-149.25000000000003,2025,-0.82,⚪ 數據不足,-46.94%,🌑 雙重衰退,25.2000007629,-3.2,-25.49,-3.68,8.14%,永邑-KY,-23.5
29.9,57.65,0.0,7786.TW,2025-12,0.0,2025,53.42,⚪ 數據不足,N/A,⚠️ 獲利稀釋,0.0,9.06,49.5,11.11,N/A,東方風能,-23.520000000000003
-12.04,10.78,13.397683397683398,3265.TWO,2025-12,194.25,2025,11.55,⚪ 中性觀察,19.26%,📉 獲利侵蝕,173.5,3.73,-20.3,5.48,25.97%,台星科,-23.59
-112.91,-87.01,0.0,4113.TWO,2025-12,-7.800000000000001,2025,-89.32,⚪ 數據不足,-47.25%,🌑 雙重衰退,15.0500001907,-0.16,-105.26,-0.43,37.85%,聯上,-23.590000000000003
-51.27,-24.42,4.555071372009956,2348.TW,2025-12,241.05,2025,-27.63,⚪ 中性觀察,22.47%,🌑 雙重衰退,73.1999969482,3.61,-70.84,6.85,34.04%,海悅,-23.640000000000004
15.09,87.79,18.4431133155988,3093.TWO,2025-12,50.099999999999994,2025,38.76,❌ 暫避觀望,11.18%,⚠️ 獲利稀釋,61.5999984741,1.04,100.0,1.22,40.97%,港建*,-23.669999999999998
-23.39,0.47,4.594203009115942,1307.TW,2025-12,103.49999999999999,2025,0.33,⚪ 中性觀察,13.66%,📉 獲利侵蝕,31.7000007629,2.01,-27.17,2.85,31.96%,三芳,-23.72
-29.63,-8.68,20.218749046312496,3071.TWO,2025-12,24.0,2025,-5.82,❌ 暫避觀望,7.94%,🌑 雙重衰退,32.3499984741,0.53,10.42,0.57,30.11%,協禧,-23.81
1.86,20.85,7.9520697167756,8032.TWO,2025-12,68.85,2025,25.77,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,36.5,1.45,-11.59,2.19,N/A,光菱,-23.91
-28.85,-1.39,0.0,4737.TW,2025-12,-69.75,2025,-4.92,⚪ 數據不足,-24.14%,🌑 雙重衰退,61.7999992371,-1.31,16.13,-2.68,39.56%,華廣,-23.93
-25.6,-2.96,9.054404342733159,6277.TW,2025-12,115.80000000000001,2025,-1.49,⚪ 中性觀察,N/A,🌑 雙重衰退,69.9000015259,2.29,-15.81,3.08,N/A,宏正,-24.110000000000003
-34.28,0.15,0.0,6482.TWO,2025-12,0.0,2025,-10.07,⚪ 數據不足,N/A,🌑 雙重衰退,0.0,1.59,-21.29,2.32,N/A,弘煜科,-24.21
-14.04,26.61,52.04011065006916,6640.TWO,2025-12,433.79999999999995,2025,10.19,❌ 暫避觀望,N/A,📉 獲利侵蝕,1505.0,9.4,0.87,12.75,N/A,均華,-24.229999999999997
-68.84,-49.07,477.14287894142865,2101.TW,2025-12,1.0499999999999998,2025,-44.61,❌ 暫避觀望,4.39%,🔄 轉虧為盈,33.4000015259,-0.37,-111.11,1.01,20.96%,南港,-24.230000000000004
-30.72,-6.27,6.26878881749779,2393.TW,2025-12,169.64999999999998,2025,-6.36,⚪ 中性觀察,9.23%,🌑 雙重衰退,70.9000015259,3.34,-29.98,4.6,30.24%,億光,-24.36
-39.39,-16.15,4.183457132863201,6962.TW,2025-12,141.45000000000002,2025,-15.03,⚪ 中性觀察,N/A,🌑 雙重衰退,39.4500007629,2.6,-35.9,2.87,N/A,奕力-KY,-24.36
-21.15,3.44,7.500000174977063,1609.TW,2025-12,65.4,2025,3.39,⚪ 中性觀察,8.70%,📉 獲利侵蝕,32.7000007629,1.62,-11.48,1.65,13.61%,大亞,-24.54
-28.08,-3.19,7.990147632916257,6245.TWO,2025-12,152.25,2025,-3.53,⚪ 中性觀察,N/A,🌑 雙重衰退,81.0999984741,2.89,-32.55,4.38,N/A,立端,-24.549999999999997
1.06,23.4,8.01675998963687,2432.TW,2025-12,53.7,2025,25.63,⚪ 中性觀察,7.25%,⚠️ 獲利稀釋,28.7000007629,0.96,-15.52,1.88,14.91%,倚天酷��-創,-24.57
-2.92,29.26,12.546641791044777,6913.TWO,2025-12,160.79999999999998,2025,21.66,⚪ 中性觀察,N/A,📉 獲利侵蝕,134.5,3.41,32.81,4.34,N/A,鴻呈,-24.58
17.08,49.53,5.748233782915864,6227.TWO,2025-12,233.55,2025,41.88,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,89.5,4.69,12.47,7.54,N/A,茂綸,-24.800000000000004
25.55,49.49,6.780016792611251,2382.TW,2025-12,714.6,2025,50.54,⚪ 中性觀察,3.76%,⚠️ 獲利稀釋,323.0,13.7,20.44,19.45,6.33%,廣達,-24.99
-21.62,2.96,10.795106800336393,6151.TWO,2025-12,49.05,2025,3.42,⚪ 中性觀察,N/A,📉 獲利侵蝕,35.2999992371,1.06,-10.17,1.16,N/A,晉倫,-25.04
-15.24,2.59,62.35632183908046,1597.TW,2025-12,26.1,2025,9.81,❌ 暫避觀望,9.16%,📉 獲利侵蝕,108.5,0.5,-36.36,0.91,38.83%,直得,-25.05
-18.15,4.91,9.886547811993516,1504.TW,2025-12,92.55000000000001,2025,6.99,⚪ 中性觀察,6.47%,📉 獲利侵蝕,61.0,1.98,-17.76,2.42,23.29%,東元,-25.14
-10.28,15.7,6.885119741850424,6143.TWO,2025-12,194.55,2025,15.03,⚪ 中性觀察,N/A,📉 獲利侵蝕,89.3000030518,3.72,-24.7,6.46,N/A,振曜,-25.31
24.8,47.68,5.275481988574381,2535.TW,2025-12,217.79999999999998,2025,50.25,⚪ 中性觀察,8.34%,⚠️ 獲利稀釋,76.5999984741,4.37,25.0,6.5,12.33%,達欣工,-25.45
