Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
3209.TW,全科,2026-04-08,看漲 FVG,43.2,41.29,45.36,💰 已達標,獲利點,0,42.08,-,3,True
00631L.TW,元大台灣50正2,2026-04-21,看漲 FVG,26.74,26.17,28.08,💰 已達標,獲利點,0,78.83,2026-04-23,4,True
00663L.TW,國泰臺灣加權正2,2026-04-23,看漲 FVG,78.35,77.76,82.27,⏳ 待回測,監控中 ⚠️過熱,1,79.64,-,4,True
1727.TW,中華化,2026-04-23,看漲 FVG,65.6,64.58,68.88,⏳ 待回測,⚡結構突破 ⚠️過熱,1,75.99,-,4,True
2399.TW,映泰,2026-04-21,看漲 FVG,40.1,38.31,42.11,💰 已達標,獲利點,0,71.59,2026-04-23,4,True
2454.TW,聯發科,2026-04-23,看漲 FVG,2330.0,2283.53,2446.5,⏳ 待回測,⚡結構突破 ⚠️過熱,1,88.66,-,4,True
2464.TW,盟立,2026-04-20,看漲 FVG,84.0,79.6,88.2,💰 已達標,獲利點,1,73.01,-,4,True
2476.TW,鉅祥,2026-04-20,看漲 FVG,119.0,115.42,124.95,💰 已達標,獲利點,0,85.71,2026-04-22,4,True
3035.TW,智原,2026-04-21,看漲 FVG,177.0,173.63,185.85,❌ 已失效,實體破中線,1,74.45,-,4,True
3189.TW,景碩,2026-04-21,看漲 FVG,484.5,428.35,508.73,💰 已達標,獲利點,0,75.1,2026-04-23,4,True
3264.TWO,欣銓,2026-04-21,看漲 FVG,202.5,187.56,212.62,💰 已達標,獲利點,0,68.97,2026-04-23,4,True
4720.TW,德淵,2026-04-21,看漲 FVG,24.8,24.18,26.04,💰 已達標,獲利點,0,77.42,2026-04-23,4,True
5443.TWO,均豪,2026-04-09,看漲 FVG,111.0,108.45,116.55,💰 已達標,獲利點,1,68.55,-,4,True
6672.TW,騰輝電子-KY,2026-04-20,看漲 FVG,179.0,175.12,187.95,💰 已達標,獲利點,1,85.23,-,4,True
8027.TWO,鈦昇,2026-03-31,看漲 FVG,149.5,143.28,156.97,💰 已達標,獲利點,1,76.47,2026-04-02,4,True
8046.TW,南電,2026-04-23,看漲 FVG,835.0,820.88,876.75,⏳ 待回測,監控中 ⚠️過熱,0,85.76,-,4,True
8064.TWO,東捷,2026-04-09,看漲 FVG,74.3,70.84,78.02,💰 已達標,獲利點,1,60.22,-,4,True
