代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
3481.TW,群創,48.55,34595,22,-1677,20260612,-2911762,78853,2990616,-0.0x,-7.51%,★ 壓低偷買
9105.TW,泰金寶-DR,9.53,3418,0,-156,20260612,-107747,196914,304661,-1.8x,-16.77%,★ 壓低偷買
8150.TW,南茂,97.0,5938,0,-999,20260612,-198995,53106,252102,-0.3x,0.21%,★ 壓低偷買
6282.TW,康舒,58.1,-3210,57,-402,20260612,-132636,54197,186833,-0.4x,-8.93%,★ 壓低偷買
3673.TW,TPK-KY,79.8,-759,0,-139,20260612,-157586,8649,166235,-0.1x,-7.21%,★ 壓低偷買
6147.TWO,頎邦,224.0,10670,-3719,-764,20260612,948,114086,113137,120.2x,-17.04%,★ 壓低偷買
4540.TW,全球傳動,61.5,380,0,0,20260612,-75272,2913,78186,-0.0x,-11.64%,★ 壓低偷買
6209.TW,今國光,82.4,-1933,0,-90,20260612,-27524,46660,74184,-1.7x,-6.26%,★ 壓低偷買
3550.TW,聯穎,29.05,3584,0,-17,20260612,27287,97818,70531,3.6x,20.79%,▲ 順勢追意
6244.TWO,茂迪,31.1,6244,0,147,20260612,8288,68015,59727,8.2x,8.36%,▲ 順勢追意
6284.TWO,佳邦,98.6,348,0,-111,20260612,-49601,7271,56873,-0.1x,-11.17%,★ 壓低偷買
3714.TW,富采,64.4,2132,0,-117,20260612,-37766,8748,46515,-0.2x,-8.26%,★ 壓低偷買
6207.TWO,雷科,124.0,-324,0,-380,20260612,-39027,7357,46384,-0.2x,-14.19%,★ 壓低偷買
6278.TW,台表科,211.0,2912,-2946,214,20260612,936,45608,44671,48.7x,2.18%,▲ 順勢追意
6155.TW,鈞寶,82.0,2344,0,12,20260612,41679,84972,43292,2.0x,3.40%,▲ 順勢追意
6174.TWO,安��,50.3,1879,0,12,20260612,-661,35267,35929,-53.3x,15.10%,▲ 順勢追意
8021.TW,尖點,522.0,-325,732,-195,20260612,1033,32312,31278,31.3x,13.97%,▲ 順勢追意
8289.TWO,泰藝,68.0,1804,0,6,20260612,-11039,19202,30242,-1.7x,0.89%,▲ 順勢追意
8110.TW,華東,54.8,923,0,-11,20260612,-26781,3140,29921,-0.1x,-3.01%,★ 壓低偷買
