代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,23.26,23.05,3000,24.15,3000,23.45,23.05,23.14,23.45,18301,-,
1269,乾杯,69.07,66.3,3000,69.5,1998,69.50,69.00,69.22,69.50,5007,-,
1271,晨暉生技,62.93,62.9,3000,63.2,6000,64.00,62.60,63.04,63.30,53482,-,
1293,利統,26.85,26.15,3000,27.35,6000,27.35,27.35,27.35,27.35,1,-,
1343,旭東環保,19.39,19.1,5000,19.7,1950,19.95,19.05,19.74,19.70,56085,-,
1480,東盟開發,9.31,9.1,5000,9.41,4999,9.41,9.41,9.41,9.41,1,-,
1594,日高,9.06,8.6,5000,9.0,5000,9.15,8.27,8.58,8.68,64568,-,
1780,立弘,28.98,29.25,3000,29.6,3000,29.60,28.80,29.25,29.40,445265,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.37,20.4,1000,20.6,3000,20.60,20.40,20.45,20.40,2600,-,
2237,華德動能,39.19,38.15,5930,38.85,2000,40.40,38.05,38.56,38.85,215411,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,26.65,26.6,8000,28.0,8996,28.00,26.60,26.61,28.00,1024,-,
2249,湧盛,115.47,112.5,2000,113.5,2000,117.00,112.50,113.59,113.00,66137,115/05/08,送件申請上櫃
2252,為昇科,16.68,16.8,13000,17.1,10000,17.40,16.80,17.04,16.80,58058,-,
2255,凱銳光電,18.02,17.8,3984,18.4,5000,18.60,17.80,18.06,17.80,26614,-,
2256,歐特明,72.46,72.7,6000,76.4,3000,75.10,72.50,73.51,74.00,221364,-,
2644,中信造船,78.11,78.0,3000,78.7,3000,78.90,77.60,78.15,78.70,408857,-,
2733,維格餅家,10.61,10.85,6000,11.3,5000,11.30,10.85,10.93,11.30,11304,-,
2741,老四川,20.60,20.1,3000,21.1,4904,21.10,20.90,20.93,21.10,7220,-,
2758,路易莎咖啡,64.39,64.5,3000,65.9,2985,66.80,64.30,65.84,65.80,4375,-,
2760,巨宇翔,17.51,16.6,10000,17.45,6486,17.45,17.45,17.45,17.45,3514,-,
2761,橘焱胡同,15.30,15.0,5000,15.55,9987,15.55,15.50,15.54,15.55,16,-,
2938,床的世界,22.13,22.4,3000,22.95,2000,23.10,22.60,22.80,22.95,16759,115/04/29,送件申請上櫃
2940,歐都納,24.85,24.15,3000,24.8,6000,-,-,-,-,-,-,
2942,京站,37.50,37.5,3000,38.5,2985,38.50,37.45,37.55,37.65,12015,-,
3097,拍檔,25.29,24.75,3000,26.0,2999,26.00,25.55,25.75,26.00,7002,-,
3117,年程,28.29,29.5,3000,30.5,3000,33.20,28.30,31.17,30.50,405114,-,
3184,微邦,18.47,17.75,5000,18.55,4999,19.40,17.65,18.18,18.55,887001,-,
3473,智通聯網,89.33,88.1,3000,91.0,2999,91.00,90.00,90.19,91.00,8002,-,
3585,聯致,70.46,69.8,19000,70.5,10000,74.30,69.70,71.11,70.20,932707,-,
3595,山太士,2042.02,2015.0,1980,2045.0,1868,2350.00,1990.00,2136.64,2045.00,612633,-,
3603,建祥國際,7.59,7.7,5000,7.96,5000,7.95,7.77,7.92,7.90,6001,-,
3633,云光,122.05,120.0,10000,121.5,6900,123.00,119.50,120.26,121.50,64056,-,
3659,百辰,21.84,21.5,3000,22.3,6000,22.45,21.50,21.96,21.65,51009,-,
3678,聯享,53.71,51.0,3000,52.1,3000,55.00,49.10,50.81,51.10,132889,-,
4115,善德生技,7.52,7.47,5000,7.77,4999,7.77,7.42,7.47,7.77,15206,-,
4117,普生,0.00,11.45,5000,11.95,4000,13.25,4.24,10.35,11.95,2104556,-,
4150,優你康,4.96,5.0,10000,5.07,10000,5.14,4.92,5.01,5.06,227608,-,
4170,鑫品生醫,12.63,12.35,5000,12.6,5000,12.65,12.35,12.51,12.50,139200,-,
4172,因華,11.07,10.9,1000,11.3,5000,11.35,10.85,11.03,10.90,168265,-,
4186,尖端醫,9.97,10.0,5000,10.25,9970,10.35,9.80,10.06,10.25,455553,-,
4194,禾生技,6.86,6.84,10000,7.2,10000,7.20,6.84,6.97,7.18,54881,-,
4197,暐世,8.69,8.66,5000,9.1,10000,9.09,8.69,8.95,9.00,10000,-,
4431,敏成健康,16.26,16.3,5000,16.65,1890,17.05,16.20,16.59,16.65,34010,-,
4537,旭東,176.24,175.0,4000,178.0,4000,189.50,175.00,181.84,176.00,222288,-,
4544,春日,14.55,14.55,4999,15.25,5000,14.55,14.55,14.55,14.55,1,-,
4546,長亨,115.81,112.5,3000,114.0,1964,120.50,110.50,113.86,114.00,62608,-,
4553,盛復,16.89,16.5,5000,17.2,10000,17.00,16.40,16.99,17.00,7101,-,
4559,久裕興,8.59,8.2,5000,8.43,6995,8.60,8.22,8.41,8.43,17005,-,
