日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-12,2317,鴻海,260.5,241.21,2000,38580,8.00%
2026-06-12,4142,國光生,17.65,25.32,1000,-7670,-30.29%
2026-06-12,0050,元大台灣50,101.95,46.6,16000,885600,118.78%
2026-06-12,0056,元大高股息,50.6,36.43,4000,56680,38.90%
2026-06-12,00635U,期元大S&P黃金,43.73,55.25,3000,-34560,-20.85%
2026-06-12,00738U,期元大道瓊白銀,53.85,66.26,1000,-12410,-18.73%
2026-06-12,00929,復華台灣科技優息,29.51,19.73,8000,78240,49.57%
2026-06-12,009816,凱基台灣TOP50,14.9,11.01,63000,245070,35.33%
2026-06-12,00990A,主動元大AI新經濟,19.25,11.48,5000,38850,67.68%
2026-06-12,2009,第一銅,40.0,50.56,4000,-42240,-20.89%
2026-06-12,2337,旺宏,146.5,95.28,2000,102440,53.76%
2026-06-12,2409,友達,23.5,16.21,2000,14580,44.97%
2026-06-12,3481,群創,48.55,25.1,4000,93800,93.43%
2026-06-12,6806,森崴能源,4.04,45.39,5000,-206750,-91.10%
2026-06-12,3105,穩懋,505.0,556.47,300,-15441,-9.25%
2026-06-12,4966,譜瑞-KY,675.0,1921.64,1000,-1246640,-64.87%
2026-06-12,00403A,主動統一升級50,10.25,10.68,26000,-11180,-4.03%
2026-06-12,00981A,主動統一台股增長,30.6,27.48,2000,6240,11.35%
2026-06-12,2330,台積電,2310.0,225.55,10,20844,924.16%
2026-06-12,6789,采鈺,481.5,593.5,400,-44800,-18.87%
2026-06-12,6849,奇鼎科技,188.0,266.4,280,-21952,-29.43%
2026-06-12,7853,政美應用,336.5,409.29,280,-20381,-17.78%
2026-06-12,3576,聯合再生,19.8,18.5,2000,2600,7.03%
2026-06-12,1721,三晃,23.1,27.88,3000,-14350,-17.15%
2026-06-12,8215,明基材,28.65,31.6,200,-590,-9.34%
2026-06-12,00405A,主動富邦台灣龍耀,9.15,9.34,11000,-2090,-2.03%
2026-06-12,5498,凱崴,69.4,69.61,188,-39,-0.30%
