
📅 投資日報表: 2026-06-12
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 266.50   | 269.00   | 260.00   | 260.50   | 59,871,088   | 241.21      | 2000     | ▲38,580   |   +8.00%
4142     | 國光生        | 17.75    | 17.80    | 17.50    | 17.65    | 871,798      | 25.32       | 1000     | ▼7,670    |  -30.29%
0050     | 元大台灣50     | 103.25   | 103.75   | 101.55   | 101.95   | 76,277,021   | 46.60       | 16000    | ▲885,600  | +118.78%
0056     | 元大高股息      | 51.05    | 51.65    | 50.50    | 50.60    | 42,993,844   | 36.43       | 4000     | ▲56,680   |  +38.90%
00635U   | 期元大S&P黃金   | 43.75    | 43.88    | 43.53    | 43.73    | 2,917,263    | 55.25       | 3000     | ▼34,560   |  -20.85%
00738U   | 期元大道瓊白銀    | 53.85    | 54.30    | 53.45    | 53.85    | 3,842,268    | 66.26       | 1000     | ▼12,410   |  -18.73%
00929    | 復華台灣科技優息   | 29.95    | 29.95    | 29.45    | 29.51    | 35,421,349   | 19.73       | 8000     | ▲78,240   |  +49.57%
009816   | 凱基台灣TOP50  | 15.10    | 15.19    | 14.84    | 14.90    | 114,757,111  | 11.01       | 63000    | ▲245,070  |  +35.33%
00990A   | 主動元大AI新經濟  | 19.33    | 19.58    | 19.13    | 19.25    | 43,443,490   | 11.48       | 5000     | ▲38,850   |  +67.68%
2009     | 第一銅        | 39.60    | 40.65    | 39.55    | 40.00    | 2,491,312    | 50.56       | 4000     | ▼42,240   |  -20.89%
2337     | 旺宏         | 147.00   | 148.00   | 144.00   | 146.50   | 26,196,557   | 95.28       | 2000     | ▲102,440  |  +53.76%
2409     | 友達         | 24.60    | 25.00    | 23.45    | 23.50    | 299,900,469  | 16.21       | 2000     | ▲14,580   |  +44.97%
3481     | 群創         | 50.50    | 50.50    | 48.50    | 48.55    | 95,281,091   | 25.10       | 4000     | ▲93,800   |  +93.43%
6806     | 森崴能源       | 4.04     | 4.04     | 4.04     | 4.04     | 1,006,974    | 45.39       | 5000     | ▼206,750  |  -91.10%
3105     | 穩懋         | 513.00   | 516.00   | 496.50   | 505.00   | 17,897,803   | 556.47      | 300      | ▼15,441   |   -9.25%
4966     | 譜瑞-KY      | 688.00   | 696.00   | 673.00   | 675.00   | 1,520,742    | 1921.64     | 1000     | ▼1,246,640 |  -64.87%
00403A   | 主動統一升級50   | 10.30    | 10.50    | 10.20    | 10.25    | 488,316,839  | 10.68       | 26000    | ▼11,180   |   -4.03%
00981A   | 主動統一台股增長   | 30.95    | 31.40    | 30.31    | 30.60    | 278,472,870  | 27.48       | 2000     | ▲6,240    |  +11.35%
2330     | 台積電        | 2325.00  | 2325.00  | 2290.00  | 2310.00  | 22,748,498   | 225.55      | 10       | ▲20,844   | +924.16%
6789     | 采鈺         | 475.00   | 490.50   | 470.00   | 481.50   | 2,696,015    | 593.50      | 400      | ▼44,800   |  -18.87%
6849     | 奇鼎科技       | 193.50   | 195.00   | 185.00   | 188.00   | 127,561      | 266.40      | 280      | ▼21,952   |  -29.43%
7853     | 政美應用       | 346.50   | 361.00   | 336.50   | 336.50   | 541,238      | 409.29      | 280      | ▼20,381   |  -17.78%
3576     | 聯合再生       | 18.60    | 19.80    | 18.55    | 19.80    | 74,241,380   | 18.50       | 2000     | ▲2,600    |   +7.03%
1721     | 三晃         | 23.20    | 23.60    | 23.00    | 23.10    | 1,128,369    | 27.88       | 3000     | ▼14,350   |  -17.15%
8215     | 明基材        | 29.30    | 29.85    | 28.65    | 28.65    | 1,728,725    | 31.60       | 200      | ▼590      |   -9.34%
00405A   | 主動富邦台灣龍耀   | 9.35     | 9.35     | 9.09     | 9.15     | 147,031,453  | 9.34        | 11000    | ▼2,090    |   -2.03%
5498     | 凱崴         | 68.00    | 70.80    | 67.30    | 69.40    | 29,753,738   | 69.61       | 188      | ▼39       |   -0.30%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,385,376    📊 未實現損益:         -97,569 (  -1.53%)
