gm,est_price,symbol,prev_year,eps_yoy,prev_eps_yoy,rev_yoy,prev_eps,advice,name,status,pe,prev_rev_yoy,eps,date,expansion,om,price
35.79%,-52.5,3535.TW,2025,306.25,-255.07,1172.94,-1.07,⚪ 數據不足,晶彩科,🔄 轉虧為盈,0.0,-31.12,0.99,2026-03,-866.69,12.45%,112.0
N/A,-204.45,8171.TWO,2025,90.34,-275.59,959.14,-5.17,⚪ 數據不足,天宇,⚠️ 獲利稀釋,0.0,-66.93,-0.2,2026-03,-868.8,N/A,21.3500003815
13.87%,330.59999999999997,3147.TWO,2025,3.39,-29.4,877.13,8.43,⚪ 中性觀察,大綜,⚠️ 獲利稀釋,12.681488203266788,64.32,3.66,2026-03,-873.74,5.75%,279.5
-0.79%,-18.6,1441.TW,2025,-210.71,-128.03,663.94,-0.45,⚪ 數據不足,大東,📉 獲利侵蝕,0.0,-6.83,-0.62,2026-03,-874.6500000000001,-10.66%,9.029999733
N/A,-70.94999999999999,4999.TW,2025,-253.33,-272.92,623.3,-1.68,⚪ 數據不足,鑫禾,📉 獲利侵蝕,0.0,-0.19,-0.54,2026-03,-876.63,N/A,20.0
N/A,-84.9,6588.TWO,2025,88.57,57.14,969.39,-1.77,⚪ 數據不足,東典光電,⚠️ 獲利稀釋,0.0,27.54,-0.08,2026-03,-880.8199999999999,N/A,86.5999984741
12.86%,-46.5,3322.TWO,2025,-250.0,-15.66,635.46,-0.96,⚪ 數據不足,建舜電,📉 獲利侵蝕,0.0,6.3,-0.64,2026-03,-885.46,-5.35%,13.8000001907
N/A,75.45,8463.TW,2025,180.0,48.0,1065.47,1.85,⚪ 中性觀察,潤泰材,⚠️ 獲利稀釋,4.224652087475149,8.31,0.42,2026-03,-885.47,N/A,21.25
11.53%,129.60000000000002,2949.TWO,2025,-28.43,6.89,861.36,3.63,⚪ 中性觀察,欣新網,📉 獲利侵蝕,7.9050929458101855,21.07,0.74,2026-03,-889.79,2.34%,68.3000030518
N/A,75.6,8032.TWO,2025,91.84,1.86,984.81,2.19,⚪ 中性觀察,光菱,⚠️ 獲利稀釋,8.511905064662699,25.77,0.94,2026-03,-892.9699999999999,N/A,42.9000015259
N/A,-12.75,6142.TW,2025,-260.0,48.0,633.91,-0.26,⚪ 數據不足,友勁,📉 獲利侵蝕,0.0,52.32,-0.18,2026-03,-893.91,N/A,9.1999998093
N/A,-104.69999999999999,8054.TWO,2025,98.48,-37.72,992.49,-3.19,⚪ 數據不足,安國,⚠️ 獲利稀釋,0.0,30.97,-0.01,2026-03,-894.01,N/A,114.0
N/A,143.55,3188.TWO,2025,918.18,81.45,1815.36,4.05,⚪ 中性觀察,鑫龍騰,⚠️ 獲利稀釋,2.5026124099164053,79.14,2.24,2026-03,-897.18,N/A,23.9500007629
8.38%,37.95,2630.TW,2025,-35.71,49.25,863.6,1.0,❌ 暫避觀望,亞航,📉 獲利侵蝕,17.569170262015806,4.89,0.09,2026-03,-899.3100000000001,2.16%,44.4500007629
10.61%,-82.64999999999999,3011.TW,2025,-14.75,-5.88,891.37,-2.55,⚪ 數據不足,今皓,📉 獲利侵蝕,0.0,-34.5,-0.73,2026-03,-906.12,-45.08%,14.6000003815
N/A,-68.55000000000001,6742.TW,2025,-277.78,-603.33,629.73,-1.52,⚪ 數據不足,澤米,📉 獲利侵蝕,0.0,-20.15,-0.35,2026-03,-907.51,N/A,64.4000015259
17.06%,-33.9,3390.TWO,2025,-357.14,-138.3,551.38,-0.55,⚪ 數據不足,旭軟,📉 獲利侵蝕,0.0,-7.45,-0.18,2026-03,-908.52,1.24%,26.8500003815
N/A,-30.749999999999996,5484.TW,2025,151.56,33.33,1065.26,-0.6,⚪ 數據不足,慧友,🔄 轉虧為盈,0.0,9.99,0.33,2026-03,-913.7,N/A,45.5999984741
N/A,-26.1,8215.TW,2025,-526.67,-283.87,391.62,-1.14,⚪ 數據不足,明基材,📉 獲利侵蝕,0.0,-4.0,-0.64,2026-03,-918.29,N/A,28.8999996185
14.91%,53.99999999999999,2432.TW,2025,8.33,1.06,929.95,1.88,⚪ 中性觀察,倚天酷��-創,⚠️ 獲利稀釋,7.749999894027779,25.63,0.26,2026-03,-921.62,7.25%,27.8999996185
N/A,-26.999999999999996,3346.TW,2025,-368.0,-95.34,557.02,0.11,⚪ 數據不足,麗清,📉 獲利侵蝕,0.0,-8.52,-0.67,2026-03,-925.02,N/A,24.7000007629
N/A,-14.7,6283.TW,2025,53.33,-128.95,979.38,-0.22,⚪ 數據不足,淳安,⚠️ 獲利稀釋,0.0,14.75,-0.07,2026-03,-926.05,N/A,22.7999992371
11.63%,173.85,2439.TW,2025,-26.62,-37.71,902.2,5.36,⚪ 中性觀察,美律,📉 獲利侵蝕,7.730802284219155,6.01,1.03,2026-03,-928.82,3.86%,89.5999984741
N/A,52.35,5016.TWO,2025,-14.29,-12.28,919.31,1.5,⚪ 中性觀察,松和,📉 獲利侵蝕,7.005730877621776,0.57,0.36,2026-03,-933.5999999999999,N/A,24.4500007629
N/A,64.49999999999999,5548.TWO,2025,5.0,9.24,942.93,2.03,⚪ 中性觀察,安倉,⚠️ 獲利稀釋,5.534883543511629,14.56,0.42,2026-03,-937.93,N/A,23.7999992371
N/A,83.55000000000001,8213.TW,2025,-53.13,-17.45,888.91,2.27,⚪ 中性觀察,志超,📉 獲利侵蝕,6.481148738617594,3.73,0.3,2026-03,-942.04,N/A,36.0999984741
N/A,33.0,5310.TWO,2025,-88.24,-82.78,853.85,0.52,⚪ 中性觀察,天剛,📉 獲利侵蝕,10.7727276195,-40.09,0.06,2026-03,-942.09,N/A,23.7000007629
5.79%,203.85,2643.TWO,2025,-61.8,3.11,887.43,6.3,⚪ 中性觀察,捷迅,📉 獲利侵蝕,4.56953631155997,59.7,0.68,2026-03,-949.2299999999999,2.48%,62.0999984741
N/A,-11.55,8921.TWO,2025,-52.94,52.17,901.62,-0.11,⚪ 數據不足,沈氏,📉 獲利侵蝕,0.0,-0.02,-0.26,2026-03,-954.56,N/A,17.75
9.91%,58.35,2331.TW,2025,-89.22,981.25,866.28,1.41,⚪ 中性觀察,精英,📉 獲利侵蝕,5.385604309228792,14.95,0.11,2026-03,-955.5,-0.28%,20.9500007629
37.77%,145.35,2637.TW,2025,766.67,-34.78,1728.18,5.27,⚪ 中性觀察,慧洋-KY,⚠️ 獲利稀釋,7.492259904447885,-17.06,1.6,2026-03,-961.5100000000001,36.66%,72.5999984741
7.45%,-67.64999999999999,2023.TW,2025,-150.0,-129.63,813.75,-1.85,⚪ 數據不足,燁輝,📉 獲利侵蝕,0.0,-8.68,-0.4,2026-03,-963.75,-2.27%,13.6499996185
1.54%,-55.05,3508.TWO,2025,74.36,6.88,1042.99,-1.51,⚪ 數據不足,位速,⚠️ 獲利稀釋,0.0,27.53,-0.1,2026-03,-968.63,-34.06%,17.8500003815
15.17%,-41.400000000000006,3349.TWO,2025,-700.0,9.52,279.91,-1.02,⚪ 數據不足,寶德,📉 獲利侵蝕,0.0,5.58,-0.48,2026-03,-979.9100000000001,-15.09%,18.0499992371
11.02%,-252.15000000000003,2239.TW,2025,51.72,-8644.44,1032.08,-7.87,⚪ 數據不足,英利-KY,⚠️ 獲利稀釋,0.0,-11.17,-1.68,2026-03,-980.3599999999999,-2.22%,21.8999996185
11.56%,43.8,2353.TW,2025,35.29,-31.87,1018.02,1.26,⚪ 中性觀察,宏��,⚠️ 獲利稀釋,11.027397521541095,4.14,0.23,2026-03,-982.73,2.51%,32.2000007629
N/A,54.300000000000004,8183.TWO,2025,130.77,-26.77,1114.03,2.39,⚪ 中性觀察,精星,⚠️ 獲利稀釋,9.419889081243094,-0.51,0.3,2026-03,-983.26,N/A,34.0999984741
N/A,-171.60000000000002,7723.TWO,2025,-909.09,-259.36,75.25,-6.69,⚪ 數據不足,築間,📉 獲利侵蝕,0.0,-14.66,-0.9,2026-03,-984.34,N/A,22.7000007629
15.72%,-44.7,2734.TWO,2025,151.52,-286.84,1136.23,-1.42,⚪ 數據不足,易飛網,🔄 轉虧為盈,0.0,2.6,0.17,2026-03,-984.71,-0.44%,15.25
N/A,-27.599999999999998,6116.TW,2025,76.0,58.56,1061.93,-0.75,⚪ 數據不足,彩晶,⚠️ 獲利稀釋,0.0,14.78,-0.06,2026-03,-985.9300000000001,N/A,19.25
N/A,-118.8,8066.TWO,2025,-495.0,-1354.17,503.59,-3.49,⚪ 數據不足,來思達,📉 獲利侵蝕,0.0,-12.26,-0.91,2026-03,-998.5899999999999,N/A,15.25
N/A,95.7,6189.TW,2025,-24.24,-57.28,974.87,2.73,⚪ 中性觀察,豐藝,📉 獲利侵蝕,7.7194357366771165,-21.83,1.0,2026-03,-999.11,N/A,49.25
22.76%,-112.80000000000001,1338.TW,2025,-753.85,-92.04,246.12,-2.24,⚪ 數據不足,廣華-KY,📉 獲利侵蝕,0.0,2.83,-1.15,2026-03,-999.97,-1.26%,16.7000007629
N/A,-76.95,6872.TWO,2025,6.82,-38.16,1008.82,-2.14,⚪ 數據不足,浩宇生醫,⚠️ 獲利稀釋,0.0,-61.92,-0.41,2026-03,-1002.0,N/A,16.8999996185
N/A,17.099999999999998,6020.TWO,2025,388.24,-45.83,1394.7,0.39,❌ 暫避觀望,大展證,⚠️ 獲利稀釋,19.561402839561406,-32.9,0.49,2026-03,-1006.46,N/A,22.2999992371
11.52%,-7.800000000000001,3207.TWO,2025,-125.0,-440.0,881.55,-0.82,⚪ 數據不足,耀勝,📉 獲利侵蝕,0.0,26.05,-0.45,2026-03,-1006.55,-13.20%,65.5
9.15%,37.49999999999999,2489.TW,2025,-53.13,-31.22,960.71,1.22,❌ 暫避觀望,瑞軒,📉 獲利侵蝕,16.93999938964,6.13,0.15,2026-03,-1013.84,0.67%,42.3499984741
29.43%,2.999999999999999,3191.TWO,2025,-700.0,189.47,325.38,0.51,❌ 暫避觀望,雲嘉南,📉 獲利侵蝕,94.49999809250002,-7.75,-0.32,2026-03,-1025.38,-10.81%,18.8999996185
N/A,-6.6000000000000005,5475.TWO,2025,260.0,88.24,1288.64,-0.16,⚪ 數據不足,德宏,🔄 轉虧為盈,0.0,58.82,0.24,2026-03,-1028.64,N/A,224.5
N/A,-24.150000000000002,6796.TW,2025,-900.0,25.0,129.28,0.2,⚪ 數據不足,晉弘,📉 獲利侵蝕,0.0,22.72,-0.32,2026-03,-1029.28,N/A,55.7000007629
N/A,39.300000000000004,8131.TW,2025,182.35,-33.33,1219.6,1.36,❌ 暫避觀望,福懋科,⚠️ 獲利稀釋,27.061069284694653,11.07,0.96,2026-03,-1037.25,N/A,70.9000015259
N/A,13.649999999999999,8150.TW,2025,200.0,-64.1,1237.92,0.7,❌ 暫避觀望,南茂,⚠️ 獲利稀釋,99.45054945054946,5.45,0.72,2026-03,-1037.92,N/A,90.5
9.65%,13.05,1219.TW,2025,10.0,-15.09,1053.77,0.45,⚪ 中性觀察,福壽,⚠️ 獲利稀釋,14.42528757551724,0.36,0.11,2026-03,-1043.77,1.10%,12.5500001907
N/A,-131.54999999999998,5464.TWO,2025,-46.67,-248.85,1000.02,-2.59,⚪ 數據不足,霖宏,🔄 轉虧為盈,0.0,-7.42,0.16,2026-03,-1046.69,N/A,93.8000030518
10.03%,184.04999999999998,3706.TW,2025,-0.9,57.01,1046.4,5.15,⚪ 中性觀察,神達,📉 獲利侵蝕,7.0415649165362675,72.06,1.1,2026-03,-1047.3000000000002,3.96%,86.4000015259
10.74%,59.7,1225.TW,2025,15.79,8.0,1074.05,1.62,⚪ 中性觀察,福懋油,⚠️ 獲利稀釋,7.324120507160804,-6.25,0.44,2026-03,-1058.26,5.38%,29.1499996185
N/A,-15.0,8105.TW,2025,330.0,-300.0,1393.26,-0.3,⚪ 數據不足,凌巨,🔄 轉虧為盈,0.0,-1.96,0.43,2026-03,-1063.26,N/A,22.8999996185
N/A,412.79999999999995,8454.TW,2025,-28.74,-17.53,1037.73,11.29,⚪ 中性觀察,富邦媒,📉 獲利侵蝕,11.046511627906979,-3.46,2.43,2026-03,-1066.47,N/A,304.0
N/A,38.1,6270.TWO,2025,20.0,66.15,1087.95,1.08,❌ 暫避觀望,倍微,⚠️ 獲利稀釋,15.354330708661417,4.86,0.24,2026-03,-1067.95,N/A,39.0
27.19%,10.949999999999998,1235.TW,2025,-542.86,-140.0,526.87,-0.03,❌ 暫避觀望,興泰,📉 獲利侵蝕,50.00000000000001,55.97,-0.54,2026-03,-1069.73,-0.09%,36.5
10.28%,735.45,2376.TW,2025,69.03,24.57,1138.84,18.2,⚪ 中性觀察,技嘉,⚠️ 獲利稀釋,6.628594737915562,27.07,7.86,2026-03,-1069.81,4.26%,325.0
8.90%,32.7,2483.TW,2025,188.24,71.43,1259.84,0.6,❌ 暫避觀望,百容,⚠️ 獲利稀釋,25.550459065550456,-2.48,0.15,2026-03,-1071.6,-6.13%,55.7000007629
N/A,-111.9,4426.TW,2025,17.65,-116.18,1100.69,-2.94,⚪ 數據不足,利勤,⚠️ 獲利稀釋,0.0,-9.17,-0.28,2026-03,-1083.04,N/A,7.7199997902
N/A,2.8499999999999996,8455.TWO,2025,157.58,102.7,1248.87,0.02,❌ 暫避觀望,大拓-KY,⚠️ 獲利稀釋,142.10526315789477,-6.4,0.19,2026-03,-1091.29,N/A,27.0
N/A,-38.1,5355.TWO,2025,-250.0,-21.74,848.03,-1.12,⚪ 數據不足,佳總,📉 獲利侵蝕,0.0,-3.95,-0.14,2026-03,-1098.03,N/A,6.1100001335
8.57%,23.55,4401.TWO,2025,-5.88,-31.13,1092.42,0.73,⚪ 中性觀察,東隆興,📉 獲利侵蝕,8.88535019700637,-0.68,0.16,2026-03,-1098.3000000000002,1.90%,13.9499998093
3.78%,3.1500000000000004,2867.TW,2025,-200.0,-47.37,907.13,0.2,❌ 暫避觀望,三商壽,📉 獲利侵蝕,39.99999818333333,-28.43,-0.03,2026-03,-1107.13,0.03%,8.3999996185
N/A,18.9,6179.TWO,2025,162.5,25.0,1271.05,0.05,❌ 暫避觀望,亞通,⚠️ 獲利稀釋,20.317460620238098,-0.22,0.27,2026-03,-1108.55,N/A,25.6000003815
N/A,-98.39999999999999,6645.TW,2025,8.54,8.37,1119.98,-2.41,⚪ 數據不足,金萬林-創,⚠️ 獲利稀釋,0.0,9.49,-0.76,2026-03,-1111.44,N/A,16.0
29.35%,12.6,3073.TWO,2025,-100.0,-100.0,1011.49,0.0,❌ 暫避觀望,天方能源,📉 獲利侵蝕,26.01190521607143,58.33,0.0,2026-03,-1111.49,-34.05%,21.8500003815
1.51%,-204.29999999999998,3092.TW,2025,21.49,-147.12,1134.09,-5.14,⚪ 數據不足,鴻碩,⚠️ 獲利稀釋,0.0,-15.24,-0.95,2026-03,-1112.6,-21.28%,29.25
N/A,240.74999999999994,6727.TWO,2025,135.2,22.08,1251.42,6.8,❌ 暫避觀望,亞泰金屬,⚠️ 獲利稀釋,24.922118380062308,8.58,2.94,2026-03,-1116.22,N/A,400.0
N/A,69.3,3114.TWO,2025,140.0,22.78,1259.13,2.22,⚪ 中性觀察,好德,⚠️ 獲利稀釋,10.3138531441342,9.01,0.73,2026-03,-1119.13,N/A,47.6500015259
N/A,123.15,6997.TWO,2025,-260.42,-8.26,860.45,5.11,⚪ 中性觀察,博弘,📉 獲利侵蝕,8.818514193166868,11.23,-2.31,2026-03,-1120.8700000000001,N/A,72.4000015259
N/A,251.25,6227.TWO,2025,64.84,17.08,1189.95,7.54,⚪ 中性觀察,茂綸,⚠️ 獲利稀釋,7.014925373134329,41.88,3.0,2026-03,-1125.1100000000001,N/A,117.5
45.87%,42.3,2605.TW,2025,3200.0,-43.36,4328.03,1.45,⚪ 中性觀察,新興,⚠️ 獲利稀釋,10.602836744148936,-0.1,0.66,2026-03,-1128.0299999999997,37.60%,29.8999996185
6.52%,-60.300000000000004,1308.TW,2025,50.0,-39.68,1180.96,-1.76,⚪ 數據不足,亞聚,⚠️ 獲利稀釋,0.0,-4.78,-0.2,2026-03,-1130.96,2.26%,13.8000001907
12.43%,123.89999999999999,2031.TW,2025,120.75,-26.67,1252.91,3.3,⚪ 中性觀察,新光鋼,⚠️ 獲利稀釋,4.636803781731236,15.12,0.22,2026-03,-1132.16,7.27%,38.2999992371
N/A,-121.05000000000001,3666.TWO,2025,46.58,62.26,1179.43,-3.45,⚪ 數據不足,光耀,⚠️ 獲利稀釋,0.0,-25.98,-0.4,2026-03,-1132.8500000000001,N/A,25.1000003815
7.45%,-4.2,1440.TW,2025,0.0,55.88,1137.15,-0.15,⚪ 數據不足,南紡,📉 獲利侵蝕,0.0,-16.11,-0.05,2026-03,-1137.15,-4.90%,13.25
-12.82%,-0.3000000000000011,4714.TWO,2025,-105.88,-245.95,1033.1,-0.54,⚪ 數據不足,永捷,📉 獲利侵蝕,0.0,85.08,-0.02,2026-03,-1138.98,-39.60%,12.1000003815
46.90%,-11.700000000000001,4806.TWO,2025,60.0,-70.0,1201.0,-0.34,⚪ 數據不足,桂田文創,⚠️ 獲利稀釋,0.0,20.96,-0.04,2026-03,-1141.0,-39.20%,9.8800001144
N/A,-1.7999999999999996,6229.TWO,2025,40.0,-90.74,1190.45,0.05,⚪ 數據不足,研通,⚠️ 獲利稀釋,0.0,19.77,0.14,2026-03,-1150.45,N/A,26.3999996185
N/A,156.75,3046.TW,2025,8.11,4.7,1163.07,4.01,⚪ 中性觀察,建��,⚠️ 獲利稀釋,4.77511976324402,8.17,1.2,2026-03,-1154.96,N/A,49.9000015259
N/A,-1.3499999999999996,1617.TW,2025,166.67,28.3,1325.24,0.68,⚪ 數據不足,榮星,⚠️ 獲利稀釋,0.0,-0.95,0.08,2026-03,-1158.57,N/A,18.9500007629
N/A,305.85,6625.TW,2025,610.0,51.64,1768.76,9.13,⚪ 中性觀察,必應,⚠️ 獲利稀釋,3.869543968901422,38.99,1.42,2026-03,-1158.76,N/A,78.9000015259
N/A,384.29999999999995,6903.TWO,2025,564.0,18.74,1727.49,10.62,⚪ 中性觀察,巨漢,⚠️ 獲利稀釋,14.832162373145982,24.87,6.72,2026-03,-1163.49,N/A,380.0
N/A,959.4,6139.TW,2025,149.34,63.03,1315.37,30.51,⚪ 中性觀察,亞翔,⚠️ 獲利稀釋,14.931207004377736,19.04,9.45,2026-03,-1166.03,N/A,955.0
4.05%,-31.499999999999993,1326.TW,2025,1437.5,-1750.0,2606.42,-0.99,⚪ 數據不足,台化,🔄 轉虧為盈,0.0,-17.66,1.07,2026-03,-1168.92,-1.33%,54.9000015259
N/A,-6.0,3520.TWO,2025,-450.0,-134.48,724.03,-0.1,⚪ 數據不足,華盈,📉 獲利侵蝕,0.0,10.06,-0.07,2026-03,-1174.03,N/A,15.3500003815
20.24%,97.2,1525.TW,2025,-202.5,-22.09,977.75,3.21,⚪ 中性觀察,江申,📉 獲利侵蝕,9.629629865108024,-14.6,-0.82,2026-03,-1180.25,6.22%,62.4000015259
10.48%,-13.799999999999999,3229.TW,2025,685.71,-407.14,1868.89,-0.43,⚪ 數據不足,晟鈦,🔄 轉虧為盈,0.0,13.3,0.55,2026-03,-1183.18,5.07%,41.9500007629
N/A,-14.4,5223.TWO,2025,-780.0,-24.07,410.26,-0.67,⚪ 數據不足,安力-KY,📉 獲利侵蝕,0.0,18.08,-0.44,2026-03,-1190.26,N/A,25.2999992371
N/A,-52.05,6451.TW,2025,-37.86,-35.0,1167.83,0.26,⚪ 數據不足,訊芯-KY,📉 獲利侵蝕,0.0,45.18,-1.45,2026-03,-1205.6899999999998,N/A,563.0
34.83%,74.25,1432.TW,2025,-1180.0,1502.33,32.83,6.03,⚪ 中性觀察,大魯閣,📉 獲利侵蝕,3.070707032181818,4.63,-0.54,2026-03,-1212.83,-28.70%,15.1999998093
5.36%,42.0,2312.TW,2025,0.0,-4.59,1226.55,1.05,⚪ 中性觀察,金寶,📉 獲利侵蝕,11.999999455035715,-0.55,0.35,2026-03,-1226.55,1.66%,33.5999984741
N/A,19.349999999999998,5371.TWO,2025,-700.0,-54.76,530.2,0.95,❌ 暫避觀望,中光電,📉 獲利侵蝕,61.24031007751939,-0.23,-0.3,2026-03,-1230.2,N/A,79.0
53.12%,28.349999999999994,3455.TWO,2025,-1257.14,-49.53,-20.19,2.67,❌ 暫避觀望,由田,🏰 高護城河,116.66666666666669,-9.54,-0.81,2026-03,-1236.95,6.13%,220.5
16.85%,-16.200000000000003,2724.TWO,2025,-975.0,-106.76,264.19,-0.2,⚪ 數據不足,藝舍-KY,📉 獲利侵蝕,0.0,-68.65,-0.43,2026-03,-1239.19,-24.14%,12.1499996185
N/A,-19.050000000000004,6770.TW,2025,1388.46,-14.2,2631.9,-1.86,⚪ 數據不足,力積電,🔄 轉虧為盈,0.0,4.48,3.36,2026-03,-1243.44,N/A,78.9000015259
N/A,-39.0,1454.TW,2025,-200.0,-1277.78,1050.66,-1.12,⚪ 數據不足,台富,📉 獲利侵蝕,0.0,-5.33,-0.2,2026-03,-1250.66,N/A,12.75
N/A,59.25,8096.TWO,2025,75.93,-72.78,1328.22,0.89,❌ 暫避觀望,擎亞,⚠️ 獲利稀釋,36.70886075949367,22.83,1.9,2026-03,-1252.29,N/A,145.0
N/A,-137.7,4989.TW,2025,119.7,-56.76,1381.51,-3.48,⚪ 數據不足,榮科,🔄 轉虧為盈,0.0,-11.09,0.13,2026-03,-1261.81,N/A,79.4000015259
8.50%,-31.049999999999997,2425.TW,2025,87.88,-130.48,1357.18,-0.32,⚪ 數據不足,承啟,🔄 轉虧為盈,0.0,2.17,0.62,2026-03,-1269.3000000000002,0.94%,41.0999984741
9.56%,318.15000000000003,2546.TW,2025,-6.54,34.08,1263.41,9.52,⚪ 中性觀察,根基,📉 獲利侵蝕,4.413012657901933,51.01,1.43,2026-03,-1269.95,7.58%,93.5999984741
1.56%,51.3,3062.TW,2025,-124.0,6600.0,1147.67,0.68,⚪ 中性觀察,建漢,📉 獲利侵蝕,7.266081982894737,16.55,-0.54,2026-03,-1271.67,-12.63%,24.8500003815
4.18%,95.55,3630.TWO,2025,50.0,173.02,1327.87,1.86,⚪ 中性觀察,新鉅科,⚠️ 獲利稀釋,4.599685908492935,19.21,-0.27,2026-03,-1277.87,-22.27%,29.2999992371
N/A,-97.8,5543.TWO,2025,-400.0,54.46,878.17,-2.52,⚪ 數據不足,桓鼎-KY,📉 獲利侵蝕,0.0,-10.68,-0.75,2026-03,-1278.17,N/A,28.2000007629
14.20%,19.5,1714.TW,2025,175.0,19.51,1454.03,0.5,⚪ 中性觀察,和桐,⚠️ 獲利稀釋,14.538461245,16.5,0.23,2026-03,-1279.03,8.91%,18.8999996185
16.83%,-91.95000000000002,3055.TW,2025,76.92,-20.55,1372.33,-2.68,⚪ 數據不足,蔚華科,⚠️ 獲利稀釋,0.0,-31.79,-0.15,2026-03,-1295.4099999999999,-125.48%,105.5
13.39%,132.6,3305.TW,2025,39.17,-4.59,1339.04,3.16,❌ 暫避觀望,昇貿,⚠️ 獲利稀釋,15.10180995475113,29.36,1.73,2026-03,-1299.87,3.80%,133.5
12.45%,61.349999999999994,3528.TW,2025,40.1,-44.71,1340.02,2.3,❌ 暫避觀望,安馳,⚠️ 獲利稀釋,24.009779204938877,69.32,2.83,2026-03,-1299.92,8.05%,98.1999969482
N/A,-2.8499999999999983,9955.TW,2025,141.67,134.62,1447.14,0.54,⚪ 數據不足,佳龍,⚠️ 獲利稀釋,0.0,26.06,0.05,2026-03,-1305.47,N/A,26.4500007629
-3.41%,-108.30000000000001,1536.TW,2025,-40.54,-491.43,1296.21,-2.74,⚪ 數據不足,和大,📉 獲利侵蝕,0.0,-8.7,-0.52,2026-03,-1336.75,-18.43%,47.5999984741
N/A,-34.05,8085.TWO,2025,40.74,-17.44,1380.15,-1.01,⚪ 數據不足,福華,⚠️ 獲利稀釋,0.0,10.43,-0.16,2026-03,-1339.41,N/A,11.5500001907
13.67%,-23.400000000000002,4183.TWO,2025,-1140.0,-145.21,211.07,-0.33,⚪ 數據不足,福永生技,📉 獲利侵蝕,0.0,10.78,-0.52,2026-03,-1351.07,-6.40%,14.0
7.55%,-224.55,2616.TW,2025,11.76,-82.6,1362.88,-6.25,⚪ 數據不足,山隆,⚠️ 獲利稀釋,0.0,-24.55,-1.37,2026-03,-1351.1200000000001,-10.37%,13.4499998093
41.15%,-19.8,3498.TWO,2025,81.37,120.0,1433.26,0.48,⚪ 數據不足,陽程,⚠️ 獲利稀釋,0.0,43.43,-0.2,2026-03,-1351.8899999999999,17.10%,114.5
N/A,-23.400000000000002,6869.TW,2025,45.14,-150.36,1397.45,-4.2,⚪ 數據不足,雲豹能源,⚠️ 獲利稀釋,0.0,96.9,-0.99,2026-03,-1352.31,N/A,74.0
N/A,-50.25,5205.TWO,2025,-9.09,-22.22,1344.23,-1.43,⚪ 數據不足,中茂,📉 獲利侵蝕,0.0,-21.87,-0.36,2026-03,-1353.32,N/A,24.5499992371
4.20%,-51.9,2429.TW,2025,-114.29,9.68,1239.51,-1.4,⚪ 數據不足,銘旺科,📉 獲利侵蝕,0.0,59.22,-0.45,2026-03,-1353.8,-24.63%,40.8499984741
23.60%,-39.599999999999994,4577.TWO,2025,73.75,32.41,1430.94,-0.73,⚪ 數據不足,達航科技,⚠️ 獲利稀釋,0.0,12.25,-0.21,2026-03,-1357.19,7.93%,90.0999984741
N/A,142.35,6874.TWO,2025,76.85,-29.6,1437.19,3.16,⚪ 中性觀察,倍力,⚠️ 獲利稀釋,8.777661017049526,-22.72,1.95,2026-03,-1360.3400000000001,N/A,83.3000030518
12.71%,-8.25,1906.TW,2025,-200.0,-96.0,1186.57,0.01,⚪ 數據不足,寶隆,📉 獲利侵蝕,0.0,-3.11,-0.03,2026-03,-1386.57,7.26%,11.1999998093
8.10%,124.65,2414.TW,2025,42.68,18.73,1442.9,3.17,⚪ 中性觀察,精技,⚠️ 獲利稀釋,7.1119131737785795,18.17,1.17,2026-03,-1400.22,2.38%,59.0999984741
N/A,6.149999999999999,6877.TWO,2025,-1400.0,-47.75,3.74,0.59,❌ 暫避觀望,鏵友益,📉 獲利侵蝕,290.24390243902445,0.0,-0.65,2026-03,-1403.74,N/A,119.0
N/A,-135.45,6443.TW,2025,13.04,-433.33,1417.06,-6.24,⚪ 數據不足,元晶,⚠️ 獲利稀釋,0.0,-59.56,-0.2,2026-03,-1404.02,N/A,34.6500015259
N/A,-53.699999999999996,8097.TWO,2025,-1283.33,-394.74,123.71,-1.14,⚪ 數據不足,常珵,📉 獲利侵蝕,0.0,19.38,-0.72,2026-03,-1407.04,N/A,58.0
9.08%,4.3500000000000005,3481.TW,2025,66.67,-96.3,1474.18,0.03,❌ 暫避觀望,群創,⚠️ 獲利稀釋,231.03448275862067,4.72,0.2,2026-03,-1407.51,-2.06%,67.0
8.16%,-1.05,1220.TW,2025,-70.0,-93.16,1337.58,0.08,⚪ 數據不足,台榮,📉 獲利侵蝕,0.0,-4.37,-0.17,2026-03,-1407.58,-0.43%,11.5
N/A,-11.25,6234.TWO,2025,21.05,-95.24,1436.78,0.05,⚪ 數據不足,高僑,⚠️ 獲利稀釋,0.0,-26.42,0.23,2026-03,-1415.73,N/A,44.8499984741
15.30%,41.85,1722.TW,2025,90.0,-52.74,1515.35,0.95,❌ 暫避觀望,台肥,⚠️ 獲利稀釋,17.096774466989245,1.81,0.19,2026-03,-1425.35,3.04%,47.7000007629
8.77%,317.7,3010.TW,2025,27.32,1.84,1469.21,8.84,⚪ 中性觀察,華立,⚠️ 獲利稀釋,5.830972615675165,-2.3,2.47,2026-03,-1441.89,5.39%,123.5
8.73%,19.35,2634.TW,2025,12.0,-66.09,1466.61,0.78,❌ 暫避觀望,漢翔,⚠️ 獲利稀釋,40.310077519379846,-9.88,0.28,2026-03,-1454.61,4.51%,52.0
