gm,est_price,symbol,prev_year,eps_yoy,prev_eps_yoy,rev_yoy,prev_eps,advice,name,status,pe,prev_rev_yoy,eps,date,expansion,om,price
N/A,550.4999999999999,6683.TWO,2025,64.88,-12.9,216.06,15.42,❌ 暫避觀望,雍智科技,⚠️ 獲利稀釋,45.50408719346049,23.03,6.23,2026-03,-151.18,N/A,1670.0
44.07%,-25.5,3086.TWO,2025,-104.55,-192.54,47.85,-0.62,⚪ 數據不足,華義*,📉 獲利侵蝕,0.0,5.99,-0.01,2026-03,-152.4,-19.63%,32.5499992371
N/A,1842.6000000000001,6515.TW,2025,13.4,40.24,166.0,46.93,❌ 暫避觀望,穎崴,⚠️ 獲利稀釋,65.24747639205471,35.51,19.54,2026-03,-152.6,N/A,8015.0
N/A,144.9,4946.TWO,2025,-82.61,131.69,69.99,3.14,⚪ 中性觀察,辣椒,📉 獲利侵蝕,10.921325051759835,786.25,0.41,2026-03,-152.6,N/A,105.5
N/A,120.60000000000001,6962.TW,2025,-69.68,-39.39,83.05,2.87,⚪ 中性觀察,奕力-KY,📉 獲利侵蝕,4.651741483320896,-15.03,0.58,2026-03,-152.73000000000002,N/A,37.4000015259
49.60%,125.39999999999999,2756.TWO,2025,-3.85,61.83,148.91,3.93,⚪ 中性觀察,聯發國際,📉 獲利侵蝕,7.12918642034689,69.66,0.51,2026-03,-152.76,5.94%,59.5999984741
38.12%,29.250000000000004,3438.TWO,2025,-27.27,-33.77,125.85,1.0,❌ 暫避觀望,類比科,📉 獲利侵蝕,34.87179487179487,4.92,0.24,2026-03,-153.12,-0.86%,68.0
N/A,210.0,6585.TW,2025,-28.46,-45.5,124.98,5.64,⚪ 中性觀察,鼎基,📉 獲利侵蝕,9.178571428571429,-13.21,1.86,2026-03,-153.44,N/A,128.5
23.48%,7.95,3308.TW,2025,-98.28,-32.0,55.25,0.68,❌ 暫避觀望,聯德,📉 獲利侵蝕,39.90565965754717,-88.36,0.01,2026-03,-153.53,-362.94%,21.1499996185
34.04%,208.2,2348.TW,2025,-93.37,-51.27,60.26,6.85,⚪ 中性觀察,海悅,📉 獲利侵蝕,5.144092328955331,-27.63,0.16,2026-03,-153.63,22.47%,71.4000015259
N/A,68.7,1524.TW,2025,-45.92,-45.98,108.08,1.95,⚪ 中性觀察,耿鼎,📉 獲利侵蝕,6.2445415680131005,-12.78,0.53,2026-03,-154.0,N/A,28.6000003815
46.23%,0.0,2617.TW,2025,22.41,3.25,177.0,3.18,⚪ 數據不足,台航,⚠️ 獲利稀釋,0.0,-2.28,0.71,2026-03,-154.59,41.07%,0.0
34.82%,-67.95,3122.TWO,2025,45.28,-22.38,199.88,-1.75,⚪ 數據不足,笙泉,⚠️ 獲利稀釋,0.0,-11.1,-0.29,2026-03,-154.6,-12.95%,30.6499996185
N/A,-87.9,6695.TW,2025,4.29,-355.0,159.07,-1.83,⚪ 數據不足,芯鼎,⚠️ 獲利稀釋,0.0,10.49,-0.68,2026-03,-154.78,N/A,58.9000015259
58.57%,290.7,3491.TWO,2025,70.37,-12.03,225.35,7.83,❌ 暫避觀望,昇達科,🏰 高護城河,67.5954592363261,5.02,3.68,2026-03,-154.98,27.57%,1310.0
N/A,100.05,6161.TWO,2025,45.61,-20.23,200.61,2.72,⚪ 中性觀察,捷波,⚠️ 獲利稀釋,7.5562221178260875,12.38,0.83,2026-03,-155.0,N/A,50.4000015259
N/A,179.25000000000003,4163.TWO,2025,-23.31,-5.16,132.18,5.13,⚪ 中性觀察,鐿鈦,📉 獲利侵蝕,10.418410041841003,1.22,1.29,2026-03,-155.49,N/A,124.5
N/A,269.25,6761.TWO,2025,-14.89,2.89,140.64,7.34,⚪ 中性觀察,穩得,📉 獲利侵蝕,10.027855153203342,-2.32,1.6,2026-03,-155.52999999999997,N/A,180.0
40.97%,44.849999999999994,3093.TWO,2025,-81.4,15.09,74.54,1.22,❌ 暫避觀望,港建*,📉 獲利侵蝕,23.2775914629097,38.76,0.08,2026-03,-155.94,11.18%,69.5999984741
N/A,185.7,5474.TWO,2025,-41.18,-22.13,115.66,5.49,⚪ 中性觀察,聰泰,📉 獲利侵蝕,13.247172859450728,22.92,0.6,2026-03,-156.84,N/A,164.0
N/A,229.95000000000002,6498.TWO,2025,16.67,11.33,173.58,6.51,⚪ 中性觀察,久禾光,⚠️ 獲利稀釋,5.988258516099152,19.77,1.75,2026-03,-156.91000000000003,N/A,91.8000030518
N/A,65.4,9918.TW,2025,16.98,-28.18,174.38,1.61,⚪ 中性觀察,欣天然,⚠️ 獲利稀釋,9.793578156628438,2.96,0.63,2026-03,-157.4,N/A,42.7000007629
N/A,-29.85,8067.TWO,2025,-100.0,16.9,57.79,-0.59,⚪ 數據不足,志旭,📉 獲利侵蝕,0.0,-2.17,-0.62,2026-03,-157.79,N/A,14.1000003815
N/A,-50.4,5272.TWO,2025,-90.0,-1377.78,68.27,-1.33,⚪ 數據不足,笙科,📉 獲利侵蝕,0.0,2.86,-0.57,2026-03,-158.26999999999998,N/A,20.6499996185
24.73%,13.800000000000002,3024.TW,2025,-90.0,-57.58,68.51,0.28,⚪ 中性觀察,憶聲,📉 獲利侵蝕,13.097826294239129,-31.39,0.02,2026-03,-158.51,-2.71%,12.0500001907
N/A,9.0,8080.TWO,2025,-81.82,139.29,76.73,0.12,❌ 暫避觀望,泰霖,📉 獲利侵蝕,46.25,22.38,0.02,2026-03,-158.55,N/A,27.75
N/A,277.65,6862.TW,2025,-68.65,-19.59,90.37,8.29,⚪ 中性觀察,三集瑞-KY,📉 獲利侵蝕,9.913560237709348,2.98,1.0,2026-03,-159.02,N/A,183.5
42.56%,-58.650000000000006,4128.TWO,2025,26.19,31.02,185.58,-1.29,⚪ 數據不足,中天,⚠️ 獲利稀釋,0.0,9.94,-0.31,2026-03,-159.39000000000001,-18.87%,16.1000003815
N/A,419.85,6996.TWO,2025,36.13,-14.17,195.54,12.15,⚪ 中性觀察,力領科技,⚠️ 獲利稀釋,6.966773847802786,-9.4,3.27,2026-03,-159.41,N/A,195.0
34.44%,49.35,1568.TW,2025,-3.77,-13.92,155.84,1.36,⚪ 中性觀察,倉佑,📉 獲利侵蝕,11.352583122826747,0.3,0.51,2026-03,-159.61,17.09%,37.3499984741
N/A,-67.2,6237.TWO,2025,52.94,-462.96,214.29,-1.52,⚪ 數據不足,驊訊,⚠️ 獲利稀釋,0.0,11.69,-0.24,2026-03,-161.35,N/A,44.5
N/A,79.49999999999999,8102.TWO,2025,-61.9,-62.55,100.37,2.25,⚪ 中性觀察,傑霖科技,📉 獲利侵蝕,13.000000287905662,-23.31,0.4,2026-03,-162.27,N/A,68.9000015259
N/A,164.85,6203.TWO,2025,-25.14,57.43,137.15,5.51,⚪ 中性觀察,海韻電,📉 獲利侵蝕,5.978161687734303,37.15,1.37,2026-03,-162.29000000000002,N/A,65.6999969482
N/A,234.00000000000003,6651.TWO,2025,22.89,-22.95,186.39,6.32,⚪ 中性觀察,全宇昕,⚠️ 獲利稀釋,9.262820512820513,3.91,2.47,2026-03,-163.5,N/A,144.5
25.33%,292.35,3213.TWO,2025,-8.48,-12.32,155.73,7.4,⚪ 中性觀察,茂訊,📉 獲利侵蝕,5.95177013853258,1.19,2.59,2026-03,-164.20999999999998,7.00%,116.0
27.86%,-58.8,2424.TW,2025,-114.81,59.69,50.4,-1.34,⚪ 數據不足,隴華,📉 獲利侵蝕,0.0,34.04,-0.58,2026-03,-165.21,-40.94%,10.0
44.64%,145.8,4138.TWO,2025,-26.32,-32.69,139.24,3.81,⚪ 中性觀察,曜亞,📉 獲利侵蝕,5.226337370072017,-11.82,0.84,2026-03,-165.56,12.42%,50.7999992371
35.36%,139.19999999999996,2606.TW,2025,333.33,-22.2,499.13,4.31,⚪ 中性觀察,裕民,⚠️ 獲利稀釋,6.476292939019398,-4.75,1.17,2026-03,-165.8,30.49%,60.0999984741
43.11%,2.55,3252.TWO,2025,12.5,141.94,179.42,0.13,❌ 暫避觀望,海灣,⚠️ 獲利稀釋,103.52941400882354,-3.71,0.09,2026-03,-166.92,22.84%,17.6000003815
N/A,80.1,4949.TW,2025,197.5,240.74,364.73,1.91,⚪ 中性觀察,有成精密,⚠️ 獲利稀釋,14.43820196144195,-0.48,1.19,2026-03,-167.23000000000002,N/A,77.0999984741
N/A,325.49999999999994,6197.TW,2025,96.93,-0.23,264.19,8.67,❌ 暫避觀望,佳必琪,⚠️ 獲利稀釋,15.875576036866363,12.03,3.21,2026-03,-167.26,N/A,344.5
N/A,-160.04999999999998,6550.TW,2025,25.58,-40.62,192.98,-5.1,⚪ 數據不足,北極星藥業-KY,⚠️ 獲利稀釋,0.0,-62.05,-0.64,2026-03,-167.39999999999998,N/A,13.25
35.81%,-45.3,2482.TW,2025,-4.55,-234.57,162.93,-1.09,⚪ 數據不足,連宇,📉 獲利侵蝕,0.0,-16.89,-0.23,2026-03,-167.48000000000002,-38.32%,16.3999996185
N/A,-46.050000000000004,8437.TWO,2025,-11.11,-516.13,157.19,-1.29,⚪ 數據不足,大地-KY,📉 獲利侵蝕,0.0,-31.28,-0.4,2026-03,-168.3,N/A,10.0500001907
39.78%,453.6,2395.TW,2025,21.52,17.26,190.06,12.25,❌ 暫避觀望,研華,⚠️ 獲利稀釋,15.624999999999998,18.56,3.85,2026-03,-168.54,15.69%,472.5
N/A,46.949999999999996,6224.TW,2025,46.51,-69.96,215.08,0.67,❌ 暫避觀望,聚鼎,⚠️ 獲利稀釋,22.428114040958466,-2.5,0.64,2026-03,-168.57000000000002,N/A,70.1999969482
44.02%,432.6,4749.TWO,2025,63.39,32.78,232.49,11.33,❌ 暫避觀望,新應材,⚠️ 獲利稀釋,30.027739251040224,28.3,3.66,2026-03,-169.10000000000002,23.34%,866.0
N/A,103.49999999999999,6937.TW,2025,31.51,-50.25,201.37,3.01,❌ 暫避觀望,天虹,⚠️ 獲利稀釋,37.39130434782609,-13.26,0.96,2026-03,-169.86,N/A,258.0
N/A,358.95000000000005,6690.TWO,2025,21.39,36.27,191.57,10.22,⚪ 中性觀察,安�硌穈T,⚠️ 獲利稀釋,6.707062264939406,13.3,2.27,2026-03,-170.18,N/A,160.5
N/A,10.5,6485.TWO,2025,-100.0,152.21,70.28,0.71,❌ 暫避觀望,點序,📉 獲利侵蝕,116.71428135457143,16.84,0.0,2026-03,-170.28,N/A,81.6999969482
N/A,-49.05,6929.TWO,2025,25.0,-54.29,195.61,-1.63,⚪ 數據不足,佑全,⚠️ 獲利稀釋,0.0,-1.45,-0.21,2026-03,-170.61,N/A,24.1499996185
N/A,161.55,5299.TWO,2025,18.71,-22.77,189.52,4.58,⚪ 中性觀察,杰力,⚠️ 獲利稀釋,10.817084493964716,-12.32,1.65,2026-03,-170.81,N/A,116.5
15.09%,10.2,1323.TW,2025,620.0,-89.88,792.05,0.26,❌ 暫避觀望,永裕,⚠️ 獲利稀釋,28.970589357205885,-23.91,0.36,2026-03,-172.04999999999995,1.25%,19.7000007629
45.13%,65.1,2070.TWO,2025,-43.18,-22.56,129.05,2.3,⚪ 中性觀察,精湛,📉 獲利侵蝕,14.331797410806452,-2.97,0.28,2026-03,-172.23000000000002,17.87%,62.2000007629
N/A,204.29999999999998,6591.TW,2025,-55.88,60.88,116.4,5.37,⚪ 中性觀察,動力-KY,📉 獲利侵蝕,3.8839942383186496,38.81,0.75,2026-03,-172.28,N/A,52.9000015259
40.82%,19.2,2926.TWO,2025,6.25,100.0,178.72,0.54,❌ 暫避觀望,誠品生活,⚠️ 獲利稀釋,26.32812559601562,1.84,0.17,2026-03,-172.47,-1.48%,33.7000007629
30.70%,18.45,3297.TWO,2025,28.57,461.54,201.59,0.47,❌ 暫避觀望,杭特,⚠️ 獲利稀釋,24.878049090650407,20.59,-0.05,2026-03,-173.02,-18.51%,30.6000003815
N/A,73.49999999999999,7704.TWO,2025,42.86,-22.56,216.12,2.07,⚪ 中性觀察,明遠精密,⚠️ 獲利稀釋,12.734694188959185,-11.73,0.7,2026-03,-173.26,N/A,62.4000015259
N/A,96.74999999999999,6844.TWO,2025,18.94,-21.14,192.24,2.35,⚪ 中性觀察,諾貝兒,⚠️ 獲利稀釋,10.062015740449613,1.36,1.57,2026-03,-173.3,N/A,64.9000015259
N/A,487.05000000000007,6640.TWO,2025,218.52,-14.04,392.93,12.75,❌ 暫避觀望,均華,⚠️ 獲利稀釋,31.87557745611333,10.19,5.19,2026-03,-174.41,N/A,1035.0
33.63%,189.75,2412.TW,2025,3.17,3.96,177.66,4.99,⚪ 中性觀察,中華電,⚠️ 獲利稀釋,11.225296442687746,2.67,1.3,2026-03,-174.49,17.33%,142.0
N/A,56.7,9960.TWO,2025,29.27,-13.79,203.95,1.75,⚪ 中性觀察,邁達康,⚠️ 獲利稀釋,8.968254371931216,-3.52,0.53,2026-03,-174.67999999999998,N/A,33.9000015259
N/A,15.3,3021.TW,2025,416.67,-43.1,592.65,0.33,❌ 暫避觀望,鴻名,⚠️ 獲利稀釋,26.813725864215684,-3.87,0.19,2026-03,-175.97999999999996,N/A,27.3500003815
36.51%,92.85,3675.TWO,2025,11.85,-66.46,188.41,2.67,❌ 暫避觀望,德微,⚠️ 獲利稀釋,55.57350565428111,-9.88,1.51,2026-03,-176.56,9.03%,344.0
N/A,221.54999999999998,6579.TW,2025,84.31,-27.15,261.06,5.62,⚪ 中性觀察,研揚,⚠️ 獲利稀釋,10.42654028436019,20.03,3.81,2026-03,-176.75,N/A,154.0
21.75%,8.100000000000001,1805.TW,2025,-30.0,-93.38,147.2,0.2,❌ 暫避觀望,寶徠,📉 獲利侵蝕,19.166667373148144,-54.43,0.14,2026-03,-177.2,10.56%,10.3500003815
31.63%,22.95,3588.TW,2025,42.31,-73.51,219.88,0.5,❌ 暫避觀望,通嘉,⚠️ 獲利稀釋,44.44444444444444,-7.24,0.37,2026-03,-177.57,-1.96%,68.0
30.02%,221.1,3587.TWO,2025,196.0,-40.84,373.81,6.1,❌ 暫避觀望,閎康,⚠️ 獲利稀釋,19.26729986431479,8.51,2.24,2026-03,-177.81,10.45%,284.0
37.27%,105.0,2455.TW,2025,24.71,-18.46,202.94,2.97,❌ 暫避觀望,全新,⚠️ 獲利稀釋,48.0,4.29,1.06,2026-03,-178.23,21.78%,336.0
25.16%,69.89999999999999,3284.TWO,2025,-10.71,-12.16,167.71,2.31,⚪ 中性觀察,太普高,📉 獲利侵蝕,6.341201553025752,-17.82,0.5,2026-03,-178.42000000000002,13.35%,29.5499992371
N/A,146.25,6763.TWO,2025,-9.84,117.01,168.81,4.21,⚪ 中性觀察,綠界科技*,📉 獲利侵蝕,4.799999921753846,8.73,0.55,2026-03,-178.65,N/A,46.7999992371
N/A,-4.35,5251.TWO,2025,-16.67,-50.0,162.23,0.03,⚪ 數據不足,天鉞電,📉 獲利侵蝕,0.0,10.32,0.1,2026-03,-178.89999999999998,N/A,31.5
N/A,295.65000000000003,5403.TWO,2025,-26.34,-0.37,152.96,8.57,⚪ 中性觀察,中菲,📉 獲利侵蝕,4.672754869309995,7.88,1.42,2026-03,-179.3,N/A,92.0999984741
N/A,21.0,3557.TW,2025,-81.89,-99.85,97.83,0.01,❌ 暫避觀望,嘉威,📉 獲利侵蝕,18.0714280265,-24.49,0.48,2026-03,-179.72,N/A,25.2999992371
26.67%,180.75,3450.TW,2025,-70.51,31.15,109.26,5.01,❌ 暫避觀望,聯鈞,📉 獲利侵蝕,41.90871369294606,13.44,0.69,2026-03,-179.77,15.62%,505.0
N/A,164.1,3303.TWO,2025,-23.33,16.97,156.53,4.57,⚪ 中性觀察,岱稜,📉 獲利侵蝕,5.246800870740403,0.49,0.92,2026-03,-179.86,N/A,57.4000015259
37.93%,3.6,1611.TW,2025,8.33,-94.0,188.41,0.03,❌ 暫避觀望,中電,⚠️ 獲利稀釋,54.99999920541666,-8.17,0.13,2026-03,-180.07999999999998,11.05%,13.1999998093
N/A,79.35,8410.TWO,2025,-48.65,-56.63,131.75,3.27,⚪ 中性觀察,森田,📉 獲利侵蝕,6.200377927618148,-4.28,0.57,2026-03,-180.4,N/A,32.7999992371
N/A,172.79999999999998,7736.TW,2025,-24.52,-31.43,156.16,5.04,⚪ 中性觀察,虎山,📉 獲利侵蝕,6.154514021345486,22.39,1.18,2026-03,-180.68,N/A,70.9000015259
N/A,397.80000000000007,8467.TW,2025,-67.69,-10.98,113.25,10.03,⚪ 中性觀察,波力-KY,📉 獲利侵蝕,4.430618401206636,-1.52,0.83,2026-03,-180.94,N/A,117.5
N/A,208.2,5206.TWO,2025,152.58,66.99,334.61,3.44,⚪ 中性觀察,坤悅,⚠️ 獲利稀釋,1.6426512418659944,55.14,2.45,2026-03,-182.03,N/A,22.7999992371
N/A,0.15000000000000013,6168.TW,2025,100.0,66.67,282.06,0.05,❌ 暫避觀望,宏齊,⚠️ 獲利稀釋,2979.9999237099973,5.6,0.02,2026-03,-182.06,N/A,29.7999992371
29.80%,-23.549999999999997,2321.TW,2025,45.45,18.37,228.74,-0.76,⚪ 數據不足,東訊,⚠️ 獲利稀釋,0.0,16.01,-0.12,2026-03,-183.29000000000002,-5.26%,13.8999996185
39.87%,148.65,2364.TW,2025,-42.76,2.69,140.62,4.2,⚪ 中性觀察,倫飛,📉 獲利侵蝕,6.629666695075681,20.5,0.83,2026-03,-183.38,7.82%,65.6999969482
N/A,-152.85,6496.TWO,2025,-34.88,-85.58,148.52,-3.97,⚪ 數據不足,科懋,📉 獲利侵蝕,0.0,4.22,-1.18,2026-03,-183.4,N/A,25.7999992371
N/A,275.7,6922.TWO,2025,2.36,-8.99,186.36,6.9,⚪ 中性觀察,宸曜,⚠️ 獲利稀釋,9.276387377584332,13.67,2.6,2026-03,-184.0,N/A,170.5
33.58%,-13.799999999999999,4121.TWO,2025,8.33,-5.88,192.47,-0.36,⚪ 數據不足,優盛,⚠️ 獲利稀釋,0.0,-1.34,-0.11,2026-03,-184.14,-3.01%,13.3999996185
N/A,126.74999999999999,6684.TWO,2025,-99.76,137.2,84.83,1.57,⚪ 中性觀察,安格,📉 獲利侵蝕,6.958579791372782,-15.36,0.01,2026-03,-184.59,N/A,58.7999992371
33.38%,159.45,3088.TWO,2025,92.31,-37.99,277.35,4.68,⚪ 中性觀察,艾訊,⚠️ 獲利稀釋,12.935089369708374,1.82,2.25,2026-03,-185.04000000000002,10.77%,137.5
N/A,380.4,8279.TWO,2025,-45.58,13.09,139.57,10.02,⚪ 中性觀察,生展,📉 獲利侵蝕,3.489747634069401,6.1,1.23,2026-03,-185.14999999999998,N/A,88.5
31.73%,141.15,1216.TW,2025,26.37,-5.22,211.77,3.45,⚪ 中性觀察,統一,⚠️ 獲利稀釋,8.044633044442083,2.32,1.15,2026-03,-185.4,2.59%,75.6999969482
N/A,92.99999999999999,7547.TWO,2025,-2.33,22.61,183.17,2.65,⚪ 中性觀察,碩網,📉 獲利侵蝕,9.096774439661292,5.66,0.42,2026-03,-185.5,N/A,56.4000015259
N/A,52.2,4952.TW,2025,19.05,-54.63,204.61,1.03,❌ 暫避觀望,凌通,⚠️ 獲利稀釋,16.2931036675,-13.56,0.5,2026-03,-185.56,N/A,56.7000007629
N/A,137.10000000000002,6568.TWO,2025,6.4,4.76,192.19,4.0,❌ 暫避觀望,宏觀,⚠️ 獲利稀釋,17.34135667396061,6.74,1.34,2026-03,-185.79,N/A,158.5
N/A,490.50000000000006,6605.TW,2025,-12.5,-26.4,173.42,13.97,⚪ 中性觀察,帝寶,📉 獲利侵蝕,4.250764525993883,-3.69,4.41,2026-03,-185.92,N/A,139.0
38.51%,262.95,3416.TW,2025,-3.23,4.56,182.83,7.39,⚪ 中性觀察,融程電,📉 獲利侵蝕,9.498003422703938,19.07,1.8,2026-03,-186.06,18.05%,166.5
N/A,76.95,6715.TW,2025,46.38,-65.38,232.47,1.8,❌ 暫避觀望,嘉基,⚠️ 獲利稀釋,82.65107212475634,-25.1,1.02,2026-03,-186.09,N/A,424.0
33.00%,364.8,2474.TW,2025,-38.46,-37.78,147.7,11.33,⚪ 中性觀察,可成,📉 獲利侵蝕,8.34703947368421,3.18,2.63,2026-03,-186.16,13.69%,203.0
N/A,202.05000000000004,8261.TW,2025,9.03,19.71,195.24,5.73,❌ 暫避觀望,富鼎,⚠️ 獲利稀釋,18.262806236080174,6.37,1.57,2026-03,-186.21,N/A,246.0
N/A,469.34999999999997,6138.TWO,2025,40.71,31.94,226.99,13.04,⚪ 中性觀察,茂達,⚠️ 獲利稀釋,11.681048258229467,22.89,3.68,2026-03,-186.28,N/A,365.5
13.84%,51.74999999999999,3703.TW,2025,560.0,25.87,746.29,1.8,⚪ 中性觀察,欣陸,⚠️ 獲利稀釋,6.217391525478261,11.98,0.33,2026-03,-186.28999999999996,7.24%,21.4500007629
N/A,-57.3,6130.TWO,2025,18.42,-129.33,205.02,-1.72,⚪ 數據不足,上亞科技,⚠️ 獲利稀釋,0.0,-20.79,-0.31,2026-03,-186.60000000000002,N/A,23.7999992371
30.67%,127.64999999999999,2303.TW,2025,108.06,-11.97,295.15,3.34,❌ 暫避觀望,聯電,⚠️ 獲利稀釋,19.27144535840188,2.26,1.29,2026-03,-187.08999999999997,19.78%,164.0
18.12%,-0.5999999999999996,1468.TW,2025,-34.62,-77.66,152.59,0.21,⚪ 數據不足,昶和,📉 獲利侵蝕,0.0,-23.26,0.17,2026-03,-187.21,2.42%,11.8500003815
-8.98%,-46.50000000000001,3466.TWO,2025,62.2,58.98,249.55,-1.11,⚪ 數據不足,德晉,⚠️ 獲利稀釋,0.0,-72.48,-0.31,2026-03,-187.35000000000002,-223.66%,29.7000007629
41.27%,-0.5999999999999996,3594.TWO,2025,66.67,-63.43,254.52,0.49,⚪ 數據不足,磐儀,⚠️ 獲利稀釋,0.0,29.3,-0.07,2026-03,-187.85000000000002,10.21%,46.5999984741
38.42%,73.35,4576.TW,2025,118.18,294.12,306.09,2.01,❌ 暫避觀望,大銀微系統,⚠️ 獲利稀釋,41.8200408997955,20.44,0.96,2026-03,-187.90999999999997,13.23%,204.5
25.60%,213.89999999999998,3289.TWO,2025,18.82,-34.26,207.08,4.81,⚪ 中性觀察,宜特,⚠️ 獲利稀釋,11.150070126227211,11.44,2.05,2026-03,-188.26000000000002,4.49%,159.0
30.15%,67.19999999999999,1733.TW,2025,30.65,27.34,219.52,1.63,⚪ 中性觀察,五鼎,⚠️ 獲利稀釋,6.595981972566965,5.0,0.81,2026-03,-188.87,7.57%,29.5499992371
N/A,-268.8,6128.TW,2025,-41.67,-431.94,147.3,-9.56,⚪ 數據不足,上福,🔄 轉虧為盈,0.0,-4.71,0.28,2026-03,-188.97000000000003,N/A,20.3999996185
N/A,158.25,9938.TW,2025,-43.51,-13.68,145.78,4.1,⚪ 中性觀察,百和,📉 獲利侵蝕,4.213270214492891,2.05,0.87,2026-03,-189.29,N/A,44.4500007629
33.75%,111.15,4560.TW,2025,-17.39,48.04,171.96,3.02,⚪ 中性觀察,強信-KY,📉 獲利侵蝕,4.41970310391363,6.92,0.76,2026-03,-189.35000000000002,16.61%,32.75
29.12%,586.35,3693.TWO,2025,-81.73,-38.69,107.78,15.5,⚪ 中性觀察,營邦,📉 獲利侵蝕,12.12586339217191,-11.96,1.54,2026-03,-189.51,0.48%,474.0
36.55%,314.85,3551.TWO,2025,15.17,17.2,205.07,8.36,⚪ 中性觀察,世禾,⚠️ 獲利稀釋,9.266317293949498,16.17,2.46,2026-03,-189.9,18.42%,194.5
42.20%,467.85,1519.TW,2025,9.67,-6.3,200.1,13.99,❌ 暫避觀望,華城,⚠️ 獲利稀釋,25.104200064123116,20.89,3.29,2026-03,-190.43,19.22%,783.0
43.31%,24.15,2495.TW,2025,3.13,-49.1,194.32,1.13,❌ 暫避觀望,普安,⚠️ 獲利稀釋,30.93167654478261,-10.89,0.33,2026-03,-191.19,9.76%,49.7999992371
28.71%,193.65,4933.TWO,2025,-17.11,-18.35,174.54,5.77,⚪ 中性觀察,友輝,📉 獲利侵蝕,5.073586367157242,2.41,1.9,2026-03,-191.64999999999998,12.48%,65.5
N/A,122.25,6117.TW,2025,177.08,-7.65,369.13,3.77,⚪ 中性觀察,迎廣,⚠️ 獲利稀釋,8.846625579644172,11.78,1.33,2026-03,-192.04999999999998,N/A,72.0999984741
N/A,-30.450000000000003,8477.TWO,2025,94.64,53.77,286.81,-0.92,⚪ 數據不足,創業家,⚠️ 獲利稀釋,0.0,-52.73,-0.03,2026-03,-192.17000000000002,N/A,16.5
N/A,148.95,3332.TWO,2025,39.39,61.93,231.62,3.53,⚪ 中性觀察,幸康,⚠️ 獲利稀釋,6.50553861773414,19.44,1.38,2026-03,-192.23000000000002,N/A,64.5999984741
N/A,184.95,6672.TW,2025,64.76,-2.81,257.27,4.85,❌ 暫避觀望,騰輝電子-KY,⚠️ 獲利稀釋,22.830494728304952,0.88,1.73,2026-03,-192.51,N/A,281.5
N/A,-22.8,5201.TWO,2025,-103.03,-102.22,89.63,-0.06,⚪ 數據不足,凱衛,📉 獲利侵蝕,0.0,12.63,-0.67,2026-03,-192.66,N/A,26.6000003815
5.61%,-106.95,3041.TW,2025,-20.0,-35.42,172.74,-3.43,⚪ 數據不足,揚智,📉 獲利侵蝕,0.0,-29.93,-0.48,2026-03,-192.74,-198.78%,26.7999992371
19.80%,78.60000000000001,2066.TWO,2025,-3.47,-77.5,190.77,1.34,⚪ 中性觀察,世德,📉 獲利侵蝕,12.748092185458015,-9.64,1.96,2026-03,-194.24,-4.97%,66.8000030518
N/A,-137.10000000000002,5263.TWO,2025,201.59,-356.73,396.14,-2.87,⚪ 數據不足,智崴,🔄 轉虧為盈,0.0,-3.81,0.67,2026-03,-194.54999999999998,N/A,98.0
N/A,510.59999999999997,6782.TW,2025,24.03,39.41,219.37,14.08,⚪ 中性觀察,視陽,⚠️ 獲利稀釋,5.72855464159812,15.02,3.82,2026-03,-195.34,N/A,195.0
N/A,285.45000000000005,7556.TWO,2025,22.93,19.42,218.89,7.1,⚪ 中性觀察,意德士,⚠️ 獲利稀釋,14.345769837099317,19.26,2.52,2026-03,-195.95999999999998,N/A,273.0
N/A,63.0,8049.TWO,2025,-4.35,-31.2,192.14,1.72,⚪ 中性觀察,晶采,📉 獲利侵蝕,6.607142857142857,-0.92,0.44,2026-03,-196.48999999999998,N/A,27.75
N/A,472.04999999999995,4771.TW,2025,10.24,10.57,206.96,12.71,⚪ 中性觀察,望隼,⚠️ 獲利稀釋,6.069272322847156,16.17,3.66,2026-03,-196.72,N/A,191.0
19.82%,-69.45,2258.TW,2025,-70.0,-73.98,126.74,-2.15,⚪ 數據不足,鴻華先進-創,📉 獲利侵蝕,0.0,-51.34,-0.51,2026-03,-196.74,-262.93%,31.7999992371
23.99%,228.6,3078.TWO,2025,-61.08,8.01,135.88,6.07,⚪ 中性觀察,僑威,📉 獲利侵蝕,3.405511911148294,16.17,0.72,2026-03,-196.95999999999998,12.10%,51.9000015259
33.74%,795.6,4766.TW,2025,8.26,-9.03,205.28,20.25,⚪ 中性觀察,南寶,⚠️ 獲利稀釋,6.391402714932127,0.95,6.55,2026-03,-197.02,16.17%,339.0
N/A,127.95000000000002,8147.TWO,2025,28.57,62.03,226.47,3.08,❌ 暫避觀望,正淩,⚠️ 獲利稀釋,16.881594372801874,29.59,0.9,2026-03,-197.9,N/A,144.0
58.07%,15.9,3040.TW,2025,-91.84,-57.53,106.5,0.32,❌ 暫避觀望,遠見,🏰 高護城河,35.518869364056606,-4.54,0.04,2026-03,-198.34,-3.25%,37.6500015259
24.61%,421.2,1256.TW,2025,350.0,24.88,548.43,11.19,⚪ 中性觀察,鮮活果汁-KY,⚠️ 獲利稀釋,6.267806267806268,2.94,3.24,2026-03,-198.42999999999995,6.32%,176.0
