日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-11,2317,鴻海,258.5,241.21,2000,34580,7.17%
2026-06-11,4142,國光生,17.6,25.32,1000,-7720,-30.49%
2026-06-11,0050,元大台灣50,99.85,46.6,16000,852000,114.27%
2026-06-11,0056,元大高股息,49.59,36.43,4000,52640,36.12%
2026-06-11,00635U,期元大S&P黃金,42.62,55.25,3000,-37890,-22.86%
2026-06-11,00738U,期元大道瓊白銀,51.3,66.26,1000,-14960,-22.58%
2026-06-11,00929,復華台灣科技優息,28.5,19.73,8000,70160,44.45%
2026-06-11,009816,凱基台灣TOP50,14.53,11.01,63000,221760,31.97%
2026-06-11,00990A,主動元大AI新經濟,18.32,11.48,5000,34200,59.58%
2026-06-11,2009,第一銅,38.95,50.56,4000,-46440,-22.96%
2026-06-11,2337,旺宏,140.0,95.28,2000,89440,46.94%
2026-06-11,2409,友達,23.15,16.21,2000,13880,42.81%
2026-06-11,3481,群創,46.95,25.1,4000,87400,87.05%
2026-06-11,6806,森崴能源,4.48,45.39,5000,-204550,-90.13%
2026-06-11,3105,穩懋,481.5,556.47,300,-22491,-13.47%
2026-06-11,4966,譜瑞-KY,657.0,1921.64,1000,-1264640,-65.81%
2026-06-11,00403A,主動統一升級50,9.99,10.68,26000,-17940,-6.46%
2026-06-11,00981A,主動統一台股增長,29.71,27.48,2000,4460,8.11%
2026-06-11,2330,台積電,2250.0,225.55,10,20244,897.56%
2026-06-11,6789,采鈺,455.0,593.5,400,-55400,-23.34%
2026-06-11,6849,奇鼎科技,189.5,266.4,280,-21532,-28.87%
2026-06-11,7853,政美應用,350.0,409.29,280,-16601,-14.49%
2026-06-11,3576,聯合再生,18.0,18.5,2000,-1000,-2.70%
2026-06-11,1721,三晃,22.6,27.88,3000,-15850,-18.95%
2026-06-11,8215,明基材,28.55,31.6,200,-610,-9.65%
2026-06-11,00405A,主動富邦台灣龍耀,8.91,9.35,10000,-4400,-4.71%
