expansion,prev_eps,est_price,gm,symbol,advice,rev_yoy,date,name,price,prev_rev_yoy,prev_year,eps,status,prev_eps_yoy,pe,om,eps_yoy
28.83,1.62,0.0,N/A,6910.TWO,⚪ 數據不足,30.1,2025-12,德鴻,28.8999996185,31.94,2025,2.0,🚀 利潤擴張,305.0,0.0,N/A,58.93
28.62,-1.53,-80.85000000000001,10.61%,3011.TW,⚪ 數據不足,-34.5,2025-12,今皓,14.0500001907,-32.77,2025,-2.55,🌑 雙重衰退,-15.04,0.0,-45.08%,-5.88
28.590000000000003,7.56,0.0,35.24%,2072.TW,⚪ 數據不足,6.33,2025-12,世紀風電,0.0,15.19,2025,11.94,🚀 利潤擴張,-17.2,0.0,30.89%,34.92
28.590000000000003,7.56,0.0,35.24%,2072.TWO,⚪ 數據不足,6.33,2025-12,未知,0.0,15.19,2025,11.94,🚀 利潤擴張,-17.2,0.0,30.89%,34.92
28.560000000000002,3.16,154.05,N/A,6592.TW,💎 強力關注,-18.16,2025-12,和潤企業,66.8000030518,-20.79,2025,4.72,🧐 疑業外收益,-6.98,6.504381991411879,N/A,10.4
28.509999999999998,-1.48,-76.95,N/A,8472.TWO,⚪ 數據不足,41.85,2025-12,夠麻吉,89.0,41.03,2025,-1.31,🚀 利潤擴張,56.34,0.0,N/A,70.36
28.14,10.64,446.09999999999997,N/A,8478.TW,💎 強力關注,5.83,2025-12,東哥遊艇,152.0,-6.86,2025,13.25,🚀 利潤擴張,-16.29,5.110961667787492,N/A,33.97
27.98,0.97,38.85,22.79%,1409.TW,💎 強力關注,-14.65,2025-12,新纖,24.6499996185,-10.34,2025,1.19,🧐 疑業外收益,15.66,9.517374370077219,8.66%,13.33
27.98,0.16,7.2,73.82%,3094.TW,⚠️ 追價風險,13.2,2025-12,聯傑,29.25,18.72,2025,0.25,🏰 高護城河,128.57,60.93749999999999,-7.29%,41.18
27.93,-1.71,-88.64999999999999,N/A,6535.TWO,⚪ 數據不足,-8.49,2025-12,順藥,106.5,17.74,2025,-2.05,🧐 疑業外收益,-0.6,0.0,N/A,19.44
27.89,4.2,208.8,37.83%,3264.TWO,✅ 穩健價值,7.08,2025-12,欣銓,215.0,2.87,2025,5.99,🚀 利潤擴張,19.76,15.445402298850572,26.59%,34.97
27.509999999999998,0.87,28.95,13.94%,1907.TW,✅ 穩健價值,-6.08,2025-12,永豐餘,25.7000007629,-5.16,2025,1.19,🧐 疑業外收益,33.85,13.316062571450777,-0.03%,21.43
27.430000000000003,4.29,220.80000000000004,N/A,6419.TWO,💎 強力關注,-35.84,2025-12,京晨科,140.0,-38.21,2025,9.58,🌑 雙重衰退,-50.97,9.510869565217389,N/A,-8.41
27.41,3.8,164.25,N/A,8249.TW,💎 強力關注,-11.42,2025-12,菱光,49.4000015259,-8.11,2025,4.03,🧐 疑業外收益,30.36,4.511415664465754,N/A,15.99
27.1,-0.69,-37.65,N/A,6218.TWO,⚪ 數據不足,4.45,2025-12,豪勉,31.6000003815,11.68,2025,-1.15,🚀 利潤擴張,54.0,0.0,N/A,31.55
26.660000000000004,50.89,2590.35,42.25%,3661.TW,⚠️ 追價風險,-40.49,2025-12,世芯-KY,4060.0,-32.65,2025,69.18,🌑 雙重衰退,-11.99,23.510336441021483,25.70%,-13.83
26.150000000000002,-2.86,-155.7,N/A,6153.TW,⚪ 數據不足,-25.69,2025-12,嘉聯益,20.2999992371,-25.38,2025,-4.38,🧐 疑業外收益,20.51,0.0,N/A,0.46
26.11,20.45,1011.5999999999999,N/A,8210.TW,⚪ 中性觀察,51.55,2025-12,勤誠,1440.0,43.27,2025,29.06,🚀 利潤擴張,64.4,21.352313167259787,N/A,77.66
26.09,4.69,228.45000000000002,29.73%,4417.TWO,💎 強力關注,12.91,2025-12,金洲,46.25,16.97,2025,6.13,🚀 利潤擴張,56.86,3.036769533814839,19.04%,39.0
25.89,4.07,197.24999999999997,4.26%,3702.TW,💎 強力關注,13.46,2025-12,大聯大,108.5,14.61,2025,5.77,🚀 利潤擴張,44.82,8.250950570342207,2.13%,39.35
25.8,1.1,57.900000000000006,10.04%,2069.TW,💎 強力關注,-5.8,2025-12,運錩,19.5,-3.4,2025,1.62,🧐 疑業外收益,27.91,5.05181347150259,4.08%,20.0
25.65,-1.3,-54.15,27.86%,2424.TW,⚪ 數據不足,34.04,2025-12,隴華,10.3000001907,87.04,2025,-1.34,🚀 利潤擴張,57.33,0.0,-40.94%,59.69
25.55,2.18,111.0,32.67%,2481.TW,⚪ 中性觀察,4.45,2025-12,強茂,137.0,2.28,2025,3.12,🚀 利潤擴張,16.58,18.513513513513512,7.81%,30.0
25.339999999999996,-0.11,-15.15,2.82%,2712.TW,⚪ 數據不足,47.9,2025-12,遠雄來,15.1000003815,68.78,2025,-0.38,🚀 利潤擴張,90.52,0.0,-30.62%,73.24
25.22,0.36,16.05,N/A,6179.TWO,⚪ 中性觀察,-0.22,2025-12,亞通,23.3500003815,34.28,2025,0.05,🧐 疑業外收益,130.0,21.82243026308411,N/A,25.0
25.16,0.1,7.050000000000001,24.10%,2359.TW,⚠️ 追價風險,21.27,2025-12,所羅門,133.5,27.31,2025,1.23,🚀 利潤擴張,400.0,284.04255319148933,2.82%,46.43
25.14,-0.33,-22.950000000000003,N/A,6512.TWO,⚪ 數據不足,-8.12,2025-12,啟發電,19.5499992371,0.72,2025,-0.78,🧐 疑業外收益,25.0,0.0,N/A,17.02
25.090000000000003,4.06,0.0,N/A,6961.TWO,⚪ 數據不足,-8.56,2025-12,旅天下,55.2999992371,-5.29,2025,4.23,🧐 疑業外收益,24.54,0.0,N/A,16.53
25.06,-0.51,-32.400000000000006,2.21%,3058.TW,⚪ 數據不足,0.46,2025-12,立德,9.1099996567,-0.37,2025,-1.44,🚀 利潤擴張,59.68,0.0,-20.80%,25.52
24.75,-0.69,-28.049999999999997,N/A,6228.TWO,⚪ 數據不足,19.96,2025-12,全譜,21.6000003815,2.61,2025,-0.47,🚀 利潤擴張,-7.81,0.0,N/A,44.71
24.61,3.08,160.5,N/A,8028.TW,⚠️ 追價風險,26.97,2025-12,昇陽半導體,304.0,31.53,2025,4.37,🚀 利潤擴張,81.07,28.41121495327103,N/A,51.58
24.389999999999997,10.1,499.49999999999994,N/A,6782.TW,💎 強力關注,15.02,2025-12,視陽,191.5,14.41,2025,14.08,🚀 利潤擴張,24.08,5.750750750750751,N/A,39.41
24.319999999999997,0.33,14.7,N/A,8176.TWO,💎 強力關注,-33.62,2025-12,智捷,10.25,-15.17,2025,0.4,🌑 雙重衰退,557.14,10.459183673469388,N/A,-9.3
23.91,0.49,24.45,N/A,8423.TWO,💎 強力關注,1.95,2025-12,保綠-KY,17.7999992371,0.21,2025,0.73,🚀 利潤擴張,28.95,10.920244930736198,N/A,25.86
23.760000000000005,-1.54,-78.00000000000001,N/A,6872.TWO,⚪ 數據不足,-61.92,2025-12,浩宇生醫,16.25,-52.22,2025,-2.14,🌑 雙重衰退,-17.19,0.0,N/A,-38.16
23.66,0.69,31.349999999999998,19.21%,3296.TW,💎 強力關注,-1.66,2025-12,勝德,24.4500007629,2.21,2025,0.61,🧐 疑業外收益,6800.0,11.69856495832536,1.75%,22.0
23.659999999999997,0.41,15.75,31.89%,1410.TW,⚠️ 追價風險,-20.15,2025-12,南染,24.8999996185,-18.74,2025,0.58,🧐 疑業外收益,0.0,23.71428535095238,4.46%,3.51
23.43,-1.5,-78.30000000000001,28.80%,3672.TWO,⚪ 數據不足,-20.4,2025-12,康聯訊,12.3500003815,-8.13,2025,-2.25,🧐 疑業外收益,33.88,0.0,-34.01%,3.03
23.339999999999996,-0.69,-45.3,N/A,5484.TW,⚪ 數據不足,9.99,2025-12,慧友,49.7000007629,-8.43,2025,-0.6,🚀 利潤擴張,2.82,0.0,N/A,33.33
23.32,0.9,42.599999999999994,87.61%,2910.TW,💎 強力關注,-14.47,2025-12,統領,21.6000003815,-15.17,2025,1.23,🏰 高護城河,8.43,7.605633937147887,51.79%,8.85
23.01,-0.3,-16.2,20.74%,1626.TW,⚪ 數據不足,-4.14,2025-12,艾美特-KY,9.970000267,-4.12,2025,-0.86,🧐 疑業外收益,53.13,0.0,-2.32%,18.87
22.800000000000004,3.38,159.75,N/A,6170.TWO,💎 強力關注,9.65,2025-12,統振,51.7000007629,13.41,2025,4.49,🚀 利潤擴張,78.84,4.854460165530516,N/A,32.45
22.759999999999998,3.98,207.0,27.73%,4442.TWO,💎 強力關注,29.61,2025-12,竣邦-KY,53.7000007629,39.34,2025,5.23,🚀 利潤擴張,81.37,3.891304403108695,10.88%,52.37
22.689999999999998,-0.11,-5.7,40.70%,2913.TW,⚪ 數據不足,9.13,2025-12,農林,11.1000003815,18.12,2025,-0.15,🚀 利潤擴張,35.29,0.0,-7.01%,31.82
22.64,1.38,0.0,N/A,6907.TWO,⚪ 數據不足,1.91,2025-12,雅特力-KY,136.0,0.12,2025,2.08,🚀 利潤擴張,56.82,0.0,N/A,24.55
22.519999999999996,22.8,1242.0000000000002,N/A,7750.TW,⚠️ 追價風險,29.17,2025-12,新代,2090.0,26.18,2025,35.12,🚀 利潤擴張,21.35,25.241545893719803,N/A,51.69
22.34,1.13,64.35,30.15%,1733.TW,💎 強力關注,5.0,2025-12,五鼎,29.1000003815,7.7,2025,1.63,🚀 利潤擴張,25.56,6.783216872144522,7.57%,27.34
22.07,4.65,218.7,N/A,6591.TW,💎 強力關注,38.81,2025-12,動力-KY,54.4000015259,38.83,2025,5.37,🚀 利潤擴張,74.3,3.731138650610426,N/A,60.88
22.03,3.27,148.65,15.30%,3694.TW,💎 強力關注,23.39,2025-12,海華,59.2000007629,26.88,2025,4.03,🚀 利潤擴張,51.89,5.97376395185671,3.72%,45.42
21.990000000000002,0.37,18.6,6.08%,2032.TW,✅ 穩健價值,2.45,2025-12,新鋼,17.1499996185,9.42,2025,0.56,🚀 利潤擴張,12.12,13.830644853629034,2.25%,24.44
21.939999999999998,9.32,383.3999999999999,24.61%,1256.TW,💎 強力關注,2.94,2025-12,鮮活果汁-KY,175.0,-3.77,2025,11.19,🚀 利潤擴張,13.52,6.846635367762129,6.32%,24.88
21.910000000000004,7.36,329.1,25.25%,2211.TW,💎 強力關注,18.61,2025-12,長榮鋼,93.1999969482,21.52,2025,8.6,🚀 利潤擴張,46.61,4.247948812588878,19.61%,40.52
21.56000000000001,20.04,993.9000000000001,N/A,6805.TW,⚠️ 追價風險,51.62,2025-12,富世達,1750.0,55.74,2025,31.0,🚀 利潤擴張,68.69,26.411107757319648,N/A,73.18
21.43,-2.91,-163.35,N/A,6550.TW,⚪ 數據不足,-62.05,2025-12,北極星藥業-KY,13.4499998093,-51.12,2025,-5.1,🌑 雙重衰退,-31.08,0.0,N/A,-40.62
21.08,-1.23,-60.300000000000004,42.56%,4128.TWO,⚪ 數據不足,9.94,2025-12,中天,14.6499996185,10.85,2025,-1.29,🚀 利潤擴張,8.21,0.0,-18.87%,31.02
21.03,2.13,100.80000000000001,N/A,5607.TW,💎 強力關注,19.58,2025-12,遠雄港,52.5999984741,17.61,2025,2.77,🚀 利潤擴張,41.06,7.827380725312499,N/A,40.61
20.98,2.87,134.25000000000003,N/A,6967.TWO,💎 強力關注,5.45,2025-12,汎瑋材料,70.0999984741,-1.08,2025,4.02,🚀 利潤擴張,14.98,7.832402064145251,N/A,26.43
20.569999999999997,-1.31,-78.60000000000001,N/A,6217.TWO,⚪ 數據不足,19.12,2025-12,中探針,228.0,20.43,2025,-1.65,🚀 利潤擴張,10.71,0.0,N/A,39.69
20.330000000000005,3.26,185.99999999999997,N/A,6212.TWO,💎 強力關注,-55.31,2025-12,理銘,28.0499992371,-39.92,2025,3.96,🌑 雙重衰退,59.8,2.262096712669355,N/A,-34.98
20.28,3.28,171.75,N/A,6203.TWO,💎 強力關注,37.15,2025-12,海韻電,67.0999984741,42.84,2025,5.51,🚀 利潤擴張,26.15,5.860261875467249,N/A,57.43
20.200000000000003,2.29,120.6,N/A,6799.TW,💎 強力關注,6.56,2025-12,來頡,83.8000030518,6.38,2025,3.7,🚀 利潤擴張,5.14,10.42288595171642,N/A,26.76
20.159999999999997,-0.92,-48.449999999999996,23.60%,4577.TWO,⚪ 數據不足,12.25,2025-12,達航科技,88.5999984741,23.84,2025,-0.73,🚀 利潤擴張,35.66,0.0,7.93%,32.41
20.15,4.38,204.3,N/A,6870.TWO,⚠️ 追價風險,20.33,2025-12,騰雲,300.0,20.49,2025,7.08,🚀 利潤擴張,64.04,22.026431718061673,N/A,40.48
20.119999999999997,5.33,270.15,N/A,5234.TW,⚪ 中性觀察,12.43,2025-12,達興材料,381.0,12.88,2025,7.37,🚀 利潤擴張,39.9,21.154913936701835,N/A,32.55
19.67,-0.17,18.6,N/A,4973.TWO,⚠️ 追價風險,-3.19,2025-12,廣穎,191.5,-2.98,2025,2.11,🔄 轉虧為盈,-108.72,154.43548387096774,N/A,16.48
19.37,0.45,25.2,N/A,6259.TWO,⚪ 中性觀察,19.41,2025-12,百徽,29.75,22.11,2025,0.7,🚀 利潤擴張,15.38,17.708333333333336,N/A,38.78
19.35,0.57,37.199999999999996,6.67%,2516.TW,💎 強力關注,7.45,2025-12,新建,13.0,12.18,2025,1.23,🚀 利潤擴張,-5.0,5.241935483870969,4.30%,26.8
19.240000000000002,1.03,70.19999999999999,23.02%,1259.TWO,✅ 穩健價值,0.27,2025-12,安心,59.5999984741,-0.82,2025,2.45,🚀 利潤擴張,-53.6,12.735042408995726,0.36%,19.51
19.07,0.02,-25.200000000000003,N/A,8067.TWO,⚪ 數據不足,-2.17,2025-12,志旭,12.3000001907,2.3,2025,-0.59,🧐 疑業外收益,110.53,0.0,N/A,16.9
18.27,-1.44,-74.85,N/A,6431.TW,⚪ 數據不足,-1.12,2025-12,光麗-KY,18.6499996185,2.36,2025,-2.07,🧐 疑業外收益,11.69,0.0,N/A,17.15
17.939999999999998,-5.84,-315.75,N/A,8444.TWO,⚪ 數據不足,-33.25,2025-12,綠河-KY,4.9000000954,-31.52,2025,-10.06,🌑 雙重衰退,-22.62,0.0,N/A,-15.31
17.71,3.48,205.5,26.67%,3450.TW,⚠️ 追價風險,13.44,2025-12,聯鈞,452.5,26.94,2025,5.01,🚀 利潤擴張,91.21,33.02919708029197,15.62%,31.15
17.38,-0.36,-20.55,28.91%,4147.TWO,⚪ 數據不足,0.19,2025-12,中裕,58.5999984741,-0.63,2025,-0.61,🚀 利潤擴張,-20.0,0.0,-58.34%,17.57
17.34,1.58,65.99999999999999,N/A,2477.TW,💎 強力關注,-5.34,2025-12,美隆電,21.6499996185,-5.96,2025,1.68,🧐 疑業外收益,15.33,4.920454458750001,N/A,12.0
17.34,1.72,87.30000000000001,20.63%,2221.TWO,💎 強力關注,-2.98,2025-12,大甲,42.75,0.76,2025,2.31,🧐 疑業外收益,28.36,7.345360824742268,8.37%,14.36
17.33,5.65,276.3,32.82%,2421.TW,💎 強力關注,27.72,2025-12,建準,142.0,27.79,2025,7.94,🚀 利潤擴張,45.85,7.70901194353963,16.47%,45.05
16.97,12.1,583.0500000000001,N/A,6187.TWO,⚠️ 追價風險,-3.04,2025-12,萬潤,1030.0,13.75,2025,15.46,🧐 疑業外收益,29.69,26.498585027013117,N/A,13.93
16.95,2.13,93.14999999999999,N/A,7547.TWO,💎 強力關注,5.66,2025-12,碩網,57.5999984741,11.11,2025,2.65,🚀 利潤擴張,41.18,9.275362073123995,N/A,22.61
16.86,5.19,277.35,32.60%,2472.TW,⚪ 中性觀察,7.68,2025-12,立隆電,350.0,8.92,2025,8.73,🚀 利潤擴張,4.85,18.929150892374253,21.55%,24.54
16.630000000000003,1.09,45.15,N/A,8034.TWO,💎 強力關注,15.15,2025-12,榮群,23.2000007629,71.04,2025,1.42,🚀 利潤擴張,208.57,7.707641449468439,N/A,31.78
16.619999999999997,2.91,128.25,N/A,5515.TW,💎 強力關注,15.92,2025-12,建國,43.5,28.4,2025,4.48,🚀 利潤擴張,20.75,5.087719298245614,N/A,32.54
16.509999999999998,2.0,111.75,24.99%,2851.TW,💎 強力關注,0.05,2025-12,中再保,36.4500007629,-7.87,2025,3.66,🚀 利潤擴張,-23.95,4.892617552067113,21.14%,16.56
16.49,-1.8,-66.3,-4.13%,3593.TW,⚪ 數據不足,25.06,2025-12,力銘,17.2000007629,43.83,2025,-1.4,🚀 利潤擴張,7.69,0.0,-22.91%,41.55
16.11,5.89,288.0,N/A,8436.TWO,💎 強力關注,-3.47,2025-12,大江,119.5,-3.22,2025,8.68,🧐 疑業外收益,16.0,6.223958333333334,N/A,12.64
16.060000000000002,44.63,2283.9,15.94%,2357.TW,💎 強力關注,25.86,2025-12,華碩,784.0,23.74,2025,59.99,🚀 利潤擴張,11.41,5.149087087876001,4.63%,41.92
15.95,3.73,193.04999999999998,N/A,4979.TWO,⚠️ 追價風險,27.06,2025-12,華星光,473.0,34.44,2025,5.43,🚀 利潤擴張,37.64,36.75213675213676,N/A,43.01
15.929999999999998,1.28,71.25,31.32%,1593.TWO,💎 強力關注,12.31,2025-12,祺驊,31.7000007629,12.07,2025,2.18,🚀 利潤擴張,26.73,6.673684371136842,10.89%,28.24
15.870000000000005,-0.2,-8.85,N/A,5302.TWO,⚪ 數據不足,39.69,2025-12,太欣,11.0,22.1,2025,-0.12,🚀 利潤擴張,0.0,0.0,N/A,55.56
15.790000000000006,-0.24,-8.85,N/A,6969.TW,⚪ 數據不足,79.86,2025-12,成信實業*-創,26.75,95.06,2025,-0.09,🚀 利潤擴張,87.3,0.0,N/A,95.65
15.790000000000003,-0.94,-41.099999999999994,8.38%,3234.TWO,⚪ 數據不足,19.09,2025-12,光環,109.0,19.64,2025,-1.4,🚀 利潤擴張,45.03,0.0,-32.45%,34.88
15.79,5.99,308.85,19.52%,3711.TW,⚠️ 追價風險,8.39,2025-12,日月光投控,544.0,7.92,2025,9.37,🚀 利潤擴張,11.64,26.420592520641087,9.94%,24.18
15.71,-0.35,0.0,41.11%,1799.TWO,⚪ 數據不足,10.54,2025-12,易威,0.0,12.53,2025,-0.59,🚀 利潤擴張,44.44,0.0,-18.36%,26.25
15.649999999999999,-0.86,-49.95,N/A,6124.TWO,⚪ 數據不足,1.16,2025-12,業強,30.3500003815,12.2,2025,-0.99,🚀 利潤擴張,-22.86,0.0,N/A,16.81
15.249999999999993,12.46,653.4000000000001,N/A,5289.TWO,⚠️ 追價風險,59.96,2025-12,宜鼎,1710.0,41.37,2025,21.72,🚀 利潤擴張,33.7,39.256198347107436,N/A,75.21
15.120000000000001,2.0,101.85,51.76%,2423.TW,💎 強力關注,5.54,2025-12,固緯,73.5,4.13,2025,2.92,🏰 高護城河,26.58,10.824742268041238,18.42%,20.66
15.030000000000001,-0.31,-15.449999999999998,N/A,6222.TWO,⚪ 數據不足,-0.4,2025-12,立軒,20.2000007629,12.72,2025,-0.4,🧐 疑業外收益,16.13,0.0,N/A,14.63
14.810000000000002,46.75,2344.0499999999997,62.33%,2330.TW,✅ 穩健價值,31.61,2025-12,台積電,2250.0,36.39,2025,66.26,🏰 高護城河,51.8,14.398157035899407,54.00%,46.42
14.71,2.35,111.75000000000001,N/A,6509.TWO,💎 強力關注,2.77,2025-12,聚和,46.4000015259,4.39,2025,2.87,🚀 利潤擴張,9.22,6.228188124281878,N/A,17.48
14.329999999999998,2.02,0.0,N/A,6722.TW,⚪ 數據不足,-2.79,2025-12,輝創,38.5999984741,-0.96,2025,2.9,🧐 疑業外收益,-11.4,0.0,N/A,11.54
14.25,1.12,58.8,10.74%,1225.TW,💎 強力關注,-6.25,2025-12,福懋油,29.3500003815,-5.83,2025,1.62,🧐 疑業外收益,-6.67,7.487244995280612,5.38%,8.0
14.129999999999999,0.87,0.0,N/A,6614.TW,⚪ 數據不足,-2.37,2025-12,資拓宏宇,40.0,15.97,2025,2.08,🧐 疑業外收益,163.64,0.0,N/A,11.76
14.11,11.58,0.0,N/A,7738.TWO,⚪ 數據不足,30.15,2025-12,東聯互動,169.0,32.44,2025,14.61,🚀 利潤擴張,75.19,0.0,N/A,44.26
14.079999999999998,6.02,315.59999999999997,34.18%,1560.TW,⚠️ 追價風險,16.1,2025-12,中砂,628.0,15.28,2025,9.28,🚀 利潤擴張,9.71,29.84790874524715,15.49%,30.18
13.940000000000005,1.17,31.95,N/A,5864.TWO,⚪ 中性觀察,42.16,2025-12,致和證,43.0,-34.55,2025,2.56,🚀 利潤擴張,-53.39,20.187793427230048,N/A,56.1
13.9,1.67,86.25,N/A,8048.TWO,💎 強力關注,-0.76,2025-12,德勝,62.7999992371,-5.79,2025,2.67,🧐 疑業外收益,5.03,10.921738997756522,N/A,13.14
13.89,0.92,47.55,13.84%,3703.TW,💎 強力關注,11.98,2025-12,欣陸,21.7999992371,-3.98,2025,1.8,🚀 利潤擴張,-42.14,6.876971368170347,7.24%,25.87
13.87,-0.19,-7.199999999999999,N/A,6225.TW,⚪ 數據不足,0.42,2025-12,天瀚,23.1000003815,-19.16,2025,-0.06,🚀 利潤擴張,-375.0,0.0,N/A,14.29
13.79,1.54,88.20000000000002,N/A,5457.TWO,💎 強力關注,7.36,2025-12,宣德,32.3499984741,11.53,2025,2.77,🚀 利潤擴張,-11.11,5.501700420765305,N/A,21.15
13.780000000000001,0.49,24.45,89.95%,2836.TW,💎 強力關注,14.52,2025-12,高雄銀,12.1999998093,13.69,2025,0.68,🏰 高護城河,28.21,7.484662459693252,32.37%,28.3
13.629999999999999,-1.54,-76.95,-29.22%,2007.TW,⚪ 數據不足,-23.43,2025-12,燁興,7.3499999046,-17.76,2025,-2.24,🌑 雙重衰退,0.0,0.0,-33.95%,-9.8
13.499999999999998,4.14,215.39999999999998,N/A,6727.TWO,⚠️ 追價風險,8.58,2025-12,亞泰金屬,393.0,-2.39,2025,6.8,🚀 利潤擴張,-7.17,27.367688022284124,N/A,22.08
13.469999999999999,1.13,47.25000000000001,30.58%,3704.TW,✅ 穩健價值,-2.6,2025-12,合勤控,45.9500007629,6.34,2025,1.56,🧐 疑業外收益,633.33,14.587301829492061,1.57%,10.87
13.460000000000004,2.94,0.0,N/A,6272.TW,⚪ 數據不足,30.88,2025-12,驊陞,35.0999984741,41.28,2025,3.43,🚀 利潤擴張,137.1,0.0,N/A,44.34
13.46,-4.9,-262.95000000000005,-13.35%,4927.TW,⚪ 數據不足,-6.83,2025-12,泰鼎-KY,48.7999992371,-4.71,2025,-8.65,🧐 疑業外收益,31.27,0.0,-27.74%,6.63
13.39,17.04,846.5999999999999,N/A,6414.TW,💎 強力關注,-2.8,2025-12,樺漢,395.0,-3.72,2025,23.26,🧐 疑業外收益,28.02,6.998582565556343,N/A,10.59
13.059999999999995,3.21,0.0,N/A,7810.TWO,⚪ 數據不足,34.56,2025-12,捷創科技,199.5,23.91,2025,6.25,🚀 利潤擴張,56.59,0.0,N/A,47.62
12.78,0.27,13.05,N/A,6603.TWO,⚠️ 追價風險,12.22,2025-12,富強鑫,22.1499996185,9.61,2025,0.61,🚀 利潤擴張,-35.71,25.459769676436782,N/A,25.0
12.649999999999999,6.5,288.0,N/A,6625.TW,💎 強力關注,38.99,2025-12,必應,77.6999969482,33.28,2025,9.13,🚀 利潤擴張,68.94,4.046874841052083,N/A,51.64
12.46,2.47,124.20000000000002,N/A,8103.TW,💎 強力關注,5.25,2025-12,瀚荃,94.1999969482,4.44,2025,3.92,🚀 利潤擴張,2.54,11.376811225628018,N/A,17.71
12.36,3.61,180.29999999999998,18.70%,2313.TW,⚠️ 追價風險,4.87,2025-12,華通,275.0,4.46,2025,5.51,🚀 利潤擴張,9.06,22.87853577371048,10.97%,17.23
12.29,8.34,449.54999999999995,N/A,8416.TWO,💎 強力關注,9.96,2025-12,實威,181.0,13.82,2025,13.46,🚀 利潤擴張,24.85,6.039372706039373,N/A,22.25
12.260000000000002,1.85,87.44999999999999,5.21%,2356.TW,💎 強力關注,6.95,2025-12,英業達,65.4000015259,15.92,2025,2.42,🚀 利潤擴張,35.04,11.217839026740995,1.48%,19.21
12.180000000000007,0.5,44.25,13.52%,3379.TWO,✅ 穩健價值,82.32,2025-12,彬台,35.9000015259,71.69,2025,2.12,🚀 利潤擴張,100.0,12.169492042677966,7.02%,94.5
12.18,72.23,3595.8,N/A,5274.TWO,⚠️ 追價風險,40.64,2025-12,信驊,17600.0,52.48,2025,103.92,🚀 利潤擴張,67.72,73.41898882029034,N/A,52.82
11.849999999999994,3.69,186.0,N/A,5206.TWO,💎 強力關注,55.14,2025-12,坤悅,23.2999992371,56.94,2025,3.44,🚀 利潤擴張,61.14,1.8790321965403225,N/A,66.99
11.79,2.27,111.9,4.40%,2013.TW,💎 強力關注,6.36,2025-12,中鋼構,42.7999992371,10.09,2025,3.19,🚀 利潤擴張,13.5,5.737265313284182,2.40%,18.15
11.74,-1.09,-48.6,49.56%,4142.TW,⚪ 數據不足,-9.99,2025-12,國光生,17.6000003815,-35.17,2025,-0.57,🧐 疑業外收益,-137.78,0.0,23.11%,1.75
11.590000000000003,7.17,374.69999999999993,37.66%,2449.TW,💎 強力關注,30.08,2025-12,京元電子,272.0,27.65,2025,9.01,🚀 利潤擴張,52.55,10.88871096877502,28.21%,41.67
11.55,1.11,29.849999999999998,N/A,6016.TWO,✅ 穩健價值,1.59,2025-12,康和證,27.1000003815,-12.49,2025,1.98,🚀 利潤擴張,-23.97,13.61809064396985,N/A,13.14
11.239999999999998,-1.73,-99.60000000000001,16.83%,3055.TW,⚪ 數據不足,-31.79,2025-12,蔚華科,79.5,-39.2,2025,-2.68,🌑 雙重衰退,-19.72,0.0,-125.48%,-20.55
11.120000000000001,12.09,610.05,N/A,6788.TWO,💎 強力關注,19.97,2025-12,華景電,404.5,19.97,2025,17.36,🚀 利潤擴張,34.48,9.945906073272685,N/A,31.09
10.98,0.81,41.1,N/A,8074.TWO,⚠️ 追價風險,4.4,2025-12,鉅橡,70.0,4.12,2025,1.35,🚀 利潤擴張,-10.99,25.54744525547445,N/A,15.38
10.75,13.61,656.4,33.66%,2368.TW,⚠️ 追價風險,54.05,2025-12,金像電,1345.0,49.83,2025,19.47,🚀 利潤擴張,50.06,30.735831809872032,24.30%,64.8
10.400000000000002,14.75,717.1500000000001,25.47%,3044.TW,💎 強力關注,11.54,2025-12,健鼎,484.0,11.61,2025,19.45,🚀 利潤擴張,25.96,10.123405145367078,17.08%,21.94
10.27,0.77,41.85,11.41%,2468.TW,✅ 穩健價值,19.94,2025-12,華經,40.0499992371,25.51,2025,1.25,🚀 利潤擴張,32.76,14.35483843623656,4.34%,30.21
10.25,0.6,1.1999999999999993,61.03%,2527.TW,⚠️ 追價風險,-90.93,2025-12,宏璟,34.5999984741,-70.82,2025,0.93,🏰 高護城河,-55.04,432.4999809262502,12.48%,-80.68
10.05,1.07,0.0,16.49%,1218.TW,⚪ 數據不足,-5.32,2025-12,泰山,0.0,-6.62,2025,1.59,🧐 疑業外收益,-16.8,0.0,2.59%,4.73
10.049999999999997,8.11,402.59999999999997,3.74%,3036.TW,💎 強力關注,22.78,2025-12,文曄,232.5,19.83,2025,11.61,🚀 利潤擴張,41.71,8.662444113263787,1.75%,32.83
9.989999999999998,7.84,384.15,28.44%,3357.TWO,✅ 穩健價值,20.3,2025-12,臺慶科,287.0,20.14,2025,10.26,🚀 利潤擴張,58.06,11.206559937524405,14.20%,30.29
9.86,2.65,123.75,45.11%,3257.TW,✅ 穩健價值,29.32,2025-12,虹冠電,53.4000015259,22.45,2025,3.42,🚀 利潤擴張,26.19,6.472727457684849,18.06%,39.18
9.619999999999997,1.62,79.95,91.14%,2884.TW,✅ 穩健價值,20.44,2025-12,玉山金,33.8499984741,15.61,2025,2.12,🏰 高護城河,23.66,6.350843991388367,40.48%,30.06
