expansion,prev_eps,est_price,gm,symbol,advice,rev_yoy,date,name,price,prev_rev_yoy,prev_year,eps,status,prev_eps_yoy,pe,om,eps_yoy
-13.05,-1.71,-86.25,15.22%,3259.TWO,⚪ 數據不足,17.89,2025-12,鑫創,17.1499996185,4.82,2025,-2.36,⚠️ 獲利稀釋,30.2,0.0,-45.05%,4.84
-13.149999999999999,-2.19,-117.89999999999999,N/A,6657.TW,⚪ 數據不足,-0.97,2025-12,華安,32.9500007629,-5.71,2025,-2.92,🌑 雙重衰退,8.02,0.0,N/A,-14.12
-13.36,1.96,99.00000000000003,N/A,6175.TWO,❌ 暫避觀望,-1.38,2025-12,立敦,103.0,-1.77,2025,2.68,🌑 雙重衰退,-18.83,15.606060606060602,N/A,-14.74
-13.360000000000001,1.21,61.95000000000001,23.30%,3624.TWO,❌ 暫避觀望,3.65,2025-12,光頡,110.0,1.22,2025,1.86,📉 獲利侵蝕,-27.11,26.634382566585952,7.20%,-9.71
-13.44,1.28,64.64999999999999,33.56%,1203.TW,⚪ 中性觀察,-10.06,2025-12,味王,42.75,-4.13,2025,1.81,🌑 雙重衰退,-19.23,9.918793503480279,14.34%,-23.5
-13.46,51.76,2584.0499999999997,46.13%,2454.TW,❌ 暫避觀望,12.32,2025-12,聯發科,4085.0,13.56,2025,66.16,📉 獲利侵蝕,-0.39,23.712776455563944,14.55%,-1.14
-13.51,6.08,295.94999999999993,25.33%,3213.TWO,⚪ 中性觀察,1.19,2025-12,茂訊,134.0,6.38,2025,7.4,📉 獲利侵蝕,-9.93,6.791687785098835,7.00%,-12.32
-13.540000000000006,18.13,891.8999999999999,26.37%,3324.TWO,❌ 暫避觀望,47.52,2025-12,雙鴻,998.0,34.54,2025,28.26,⚠️ 獲利稀釋,13.67,16.784392869155738,14.07%,33.98
-13.59,7.92,403.95,N/A,6146.TWO,⚪ 中性觀察,-1.34,2025-12,耕興,195.5,-2.12,2025,10.77,🌑 雙重衰退,-18.85,7.259561826958782,N/A,-14.93
-13.780000000000001,5.76,298.05,18.72%,1537.TW,⚪ 中性觀察,-18.5,2025-12,廣隆,127.5,-17.19,2025,7.95,🌑 雙重衰退,-37.53,6.4167086059386005,9.93%,-32.28
-13.8,4.09,251.09999999999997,N/A,6534.TW,⚪ 中性觀察,11.21,2025-12,正瀚-創,88.8000030518,9.59,2025,4.51,📉 獲利侵蝕,-8.09,5.3046596805137405,N/A,-2.59
-13.85,4.28,224.4,N/A,6757.TW,⚪ 中性觀察,2.9,2025-12,台灣虎航,55.5999984741,-0.39,2025,5.37,📉 獲利侵蝕,-22.46,3.7165774381082883,N/A,-10.95
-14.18,2.21,134.10000000000002,11.53%,2949.TWO,⚪ 中性觀察,21.07,2025-12,欣新網,65.0,22.59,2025,3.63,⚠️ 獲利稀釋,14.74,7.270693512304249,2.34%,6.89
-14.22,0.88,49.650000000000006,34.44%,1568.TW,⚪ 中性觀察,0.3,2025-12,倉佑,38.0,-1.99,2025,1.36,📉 獲利侵蝕,-33.33,11.480362537764348,17.09%,-13.92
-14.23,2.54,117.6,30.67%,2303.TW,❌ 暫避觀望,2.26,2025-12,聯電,125.0,2.23,2025,3.34,📉 獲利侵蝕,-18.45,15.943877551020408,19.78%,-11.97
-14.27,4.59,235.35,N/A,6231.TWO,❌ 暫避觀望,4.64,2025-12,系微,266.5,4.28,2025,6.66,📉 獲利侵蝕,-14.37,16.98534098151689,N/A,-9.63
-14.3,1.64,84.74999999999999,N/A,6190.TWO,⚪ 中性觀察,6.08,2025-12,萬泰科,79.0,8.02,2025,2.19,📉 獲利侵蝕,-11.9,13.982300884955754,N/A,-8.22
-14.34,15.38,792.1500000000001,N/A,6491.TW,⚪ 中性觀察,3.26,2025-12,晶碩,323.5,1.72,2025,20.87,📉 獲利侵蝕,-15.63,6.125733762544972,N/A,-11.08
-14.39,1.08,77.10000000000001,21.31%,3056.TW,⚪ 中性觀察,-68.21,2025-12,富華新,14.6000003815,1491.72,2025,1.07,🌑 雙重衰退,417.65,2.840467000291828,-1.56%,-82.6
-14.510000000000002,5.3,263.85,38.51%,3416.TW,⚪ 中性觀察,19.07,2025-12,融程電,171.0,18.44,2025,7.39,⚠️ 獲利稀釋,-2.6,9.721432632177374,18.05%,4.56
-14.57,3.42,182.24999999999997,4.09%,4938.TW,⚪ 中性觀察,-0.73,2025-12,和碩,95.4000015259,-0.09,2025,5.39,🌑 雙重衰退,-30.83,7.8518519774403295,1.39%,-15.3
-14.67,11.18,553.65,52.30%,2752.TWO,⚪ 中性觀察,11.58,2025-12,豆府,178.5,12.18,2025,15.04,🏰 高護城河,1.18,4.8360877810891365,11.29%,-3.09
-14.91,0.7,34.95,102.49%,2845.TW,⚪ 中性觀察,0.06,2025-12,遠東銀,12.8500003815,-3.1,2025,0.93,🏰 高護城河,-24.1,5.515021622961373,38.22%,-14.85
-15.050000000000004,3.68,184.2,10.03%,3706.TW,⚪ 中性觀察,72.06,2025-12,神達,86.5,97.96,2025,5.15,⚠️ 獲利稀釋,50.82,7.043973941368079,3.96%,57.01
-15.149999999999999,2.42,106.65,14.02%,1102.TW,⚪ 中性觀察,-6.89,2025-12,亞泥,34.5,-4.13,2025,3.0,🌑 雙重衰退,-10.94,4.852320675105485,10.05%,-22.04
-15.219999999999999,1.37,0.0,4.14%,1725.TW,⚪ 數據不足,-4.68,2025-12,元禎,0.0,2.13,2025,1.53,🌑 雙重衰退,-17.96,0.0,0.97%,-19.9
-15.37,4.81,265.35,N/A,6855.TWO,⚪ 中性觀察,0.7,2025-12,數泓科,126.5,4.61,2025,7.85,📉 獲利侵蝕,-29.26,7.150932730356133,N/A,-14.67
-15.41,-2.71,-222.15,7.87%,1589.TW,⚪ 數據不足,16.77,2025-09,永冠-KY,5.5399999619,18.73,2025,-5.06,⚠️ 獲利稀釋,65.91,0.0,-5.22%,1.36
-15.45,0.25,12.9,9.65%,1219.TW,⚪ 中性觀察,0.36,2025-12,福壽,12.5,0.36,2025,0.45,📉 獲利侵蝕,-30.56,14.534883720930234,1.10%,-15.09
-15.609999999999998,3.07,190.95000000000002,N/A,7631.TW,⚪ 中性觀察,29.58,2025-12,聚賢研發-創,127.0,2.0,2025,6.56,⚠️ 獲利稀釋,-16.19,9.97643362136685,N/A,13.97
-15.66,6.9,355.34999999999997,N/A,6278.TW,⚪ 中性觀察,10.13,2025-12,台表科,192.0,13.01,2025,9.39,📉 獲利侵蝕,-8.37,8.104685521317013,N/A,-5.53
-15.689999999999998,-4.65,-237.15000000000003,N/A,6949.TW,⚪ 數據不足,60.07,2025-12,沛爾生醫-創,704.0,69.11,2025,-7.23,⚠️ 獲利稀釋,7.24,0.0,N/A,44.38
-15.69,1.08,56.25,19.14%,1402.TW,⚪ 中性觀察,-6.24,2025-12,遠東新,27.3999996185,-7.44,2025,1.55,🌑 雙重衰退,-22.9,7.306666564933334,6.69%,-21.93
-15.690000000000005,-1.33,-69.6,N/A,6598.TW,⚪ 數據不足,38.52,2025-12,ABC-KY,24.5,38.99,2025,-1.96,⚠️ 獲利稀釋,28.11,0.0,N/A,22.83
-15.73,3.37,168.29999999999998,N/A,9938.TW,⚪ 中性觀察,2.05,2025-12,百和,45.2000007629,3.55,2025,4.1,📉 獲利侵蝕,-11.78,4.028520567103387,N/A,-13.68
-15.76,1.89,106.35,N/A,8383.TWO,⚪ 中性觀察,13.17,2025-12,千附,58.2000007629,16.5,2025,3.41,📉 獲利侵蝕,-22.31,8.208744818462623,N/A,-2.59
-15.849999999999998,2.29,101.85,N/A,6754.TW,⚪ 中性觀察,-30.87,2025-12,匯僑設計,44.5,-30.5,2025,3.41,🌑 雙重衰退,-54.2,6.553755522827688,N/A,-46.72
-15.969999999999999,4.02,209.09999999999997,N/A,8342.TWO,⚪ 中性觀察,-5.89,2025-12,益張,90.4000015259,-2.74,2025,5.97,🌑 雙重衰退,-24.29,6.48493554705165,N/A,-21.86
-15.99,4.0,199.65,N/A,6024.TW,⚪ 中性觀察,9.98,2025-12,群益期,60.4000015259,14.8,2025,5.48,📉 獲利侵蝕,-15.38,4.537941512088655,N/A,-6.01
-16.07,2.35,113.39999999999999,N/A,6235.TW,⚪ 中性觀察,13.71,2025-12,華孚,40.2000007629,5.83,2025,2.9,📉 獲利侵蝕,-13.92,5.317460418373016,N/A,-2.36
-16.37,2.8,140.54999999999998,N/A,6789.TW,❌ 暫避觀望,-10.64,2025-12,采鈺,455.0,-9.08,2025,4.01,🌑 雙重衰退,-25.2,48.55923159018143,N/A,-27.01
-16.4,3.84,197.24999999999997,N/A,6679.TWO,❌ 暫避觀望,-7.01,2025-12,鈺太,263.5,-6.83,2025,6.81,🌑 雙重衰退,-43.52,20.038022813688215,N/A,-23.41
-16.419999999999998,-1.85,-96.6,5.34%,1304.TW,⚪ 數據不足,-13.41,2025-12,台聚,12.5,-10.84,2025,-2.6,🌑 雙重衰退,-51.82,0.0,-4.30%,-29.83
-16.689999999999998,12.33,624.6,48.09%,3526.TWO,⚪ 中性觀察,22.33,2025-12,凡甲,317.5,24.44,2025,16.97,⚠️ 獲利稀釋,9.74,7.624879923150816,32.41%,5.64
-16.81,1.39,75.14999999999999,46.40%,4908.TWO,❌ 暫避觀望,-12.98,2025-12,前鼎,192.5,-4.58,2025,1.98,🌑 雙重衰退,-22.03,38.423153692614775,17.75%,-29.79
-16.88,3.01,157.20000000000002,N/A,7747.TWO,⚪ 中性觀察,9.7,2025-12,昕奇雲端,128.0,12.71,2025,4.04,📉 獲利侵蝕,-10.23,12.213740458015266,N/A,-7.18
-16.93,6.59,319.65000000000003,9.56%,2546.TW,⚪ 中性觀察,51.01,2025-12,根基,93.0,58.45,2025,9.52,⚠️ 獲利稀釋,67.26,4.364148287189113,7.58%,34.08
-16.990000000000002,0.95,49.35,33.40%,2542.TW,⚪ 中性觀察,-15.9,2025-12,興富發,45.3499984741,-41.9,2025,2.1,🌑 雙重衰退,-37.41,13.784194065075987,27.38%,-32.89
-17.020000000000003,-0.82,-35.099999999999994,28.85%,3067.TWO,⚪ 數據不足,33.85,2025-12,全域,19.5,16.84,2025,-0.84,⚠️ 獲利稀釋,-38.98,0.0,-17.20%,16.83
-17.049999999999997,4.6,268.79999999999995,58.57%,3491.TWO,❌ 暫避觀望,5.02,2025-12,昇達科,1680.0,-6.01,2025,7.83,🏰 高護城河,-25.66,93.75000000000001,27.57%,-12.03
-17.25,-0.65,-28.5,3.88%,3360.TWO,⚪ 數據不足,17.25,2025-12,尚立,14.8000001907,7.82,2025,-0.48,📉 獲利侵蝕,-58.54,0.0,0.87%,0.0
-17.27,1.71,84.74999999999999,N/A,8917.TWO,⚪ 中性觀察,11.76,2025-12,欣泰,52.0,16.23,2025,2.23,📉 獲利侵蝕,-11.4,9.20353982300885,N/A,-5.51
-17.349999999999994,9.12,423.29999999999995,N/A,7749.TW,❌ 暫避觀望,85.22,2025-12,意騰-KY,508.0,106.86,2025,11.77,⚠️ 獲利稀釋,113.1,18.001417434443656,N/A,67.87
-17.379999999999995,-0.08,-3.5999999999999996,N/A,5523.TWO,⚪ 數據不足,-98.98,2025-12,豐謙,30.3999996185,-99.19,2025,-0.09,🌑 雙重衰退,-115.09,0.0,N/A,-116.36
-17.43,4.7,0.0,63.24%,3158.TWO,⚪ 數據不足,7.07,2025-12,嘉實,85.5,10.44,2025,7.27,🏰 高護城河,-5.06,0.0,24.73%,-10.36
-17.45,2.76,125.69999999999999,35.36%,2606.TW,⚪ 中性觀察,-4.75,2025-12,裕民,67.6999969482,-9.08,2025,4.31,🌑 雙重衰退,-37.98,8.078758585704058,30.49%,-22.2
-17.5,13.82,685.8,55.31%,1795.TW,⚪ 中性觀察,10.36,2025-12,美時,194.0,0.51,2025,18.14,🏰 高護城河,-8.92,4.243219597550306,23.84%,-7.14
-17.55,20.8,1066.8000000000002,38.19%,3034.TW,⚪ 中性觀察,-2.07,2025-12,聯詠,488.0,0.41,2025,26.87,🌑 雙重衰退,-18.56,6.86164229471316,16.92%,-19.62
-17.56,3.06,149.1,70.98%,2891.TW,⚪ 中性觀察,29.29,2025-12,中信金,67.5,23.13,2025,4.08,🏰 高護城河,3.78,6.790744466800805,31.38%,11.73
-17.66,1.66,0.0,N/A,6730.TWO,⚪ 數據不足,7.33,2025-12,常廣,35.9000015259,4.58,2025,2.14,📉 獲利侵蝕,0.61,0.0,N/A,-10.33
-17.66,1.84,88.35000000000001,N/A,8931.TWO,⚪ 中性觀察,-1.74,2025-12,大汽電,42.7000007629,2.2,2025,1.87,🌑 雙重衰退,8.24,7.2495756813073,N/A,-19.4
-17.720000000000002,2.44,117.75,37.77%,2637.TW,⚪ 中性觀察,-17.06,2025-12,慧洋-KY,78.3000030518,-24.86,2025,5.27,🌑 雙重衰退,-61.76,9.974522681757962,36.66%,-34.78
-17.77,1.21,66.60000000000001,N/A,8438.TW,❌ 暫避觀望,12.79,2025-12,昶昕,80.0,10.16,2025,2.1,📉 獲利侵蝕,-31.64,18.018018018018015,N/A,-4.98
-17.79,-0.82,-36.6,N/A,5355.TWO,⚪ 數據不足,-3.95,2025-12,佳總,6.6900000572,-9.55,2025,-1.12,🌑 雙重衰退,-28.12,0.0,N/A,-21.74
-17.81,3.14,157.95,39.87%,2364.TW,⚪ 中性觀察,20.5,2025-12,倫飛,68.0,25.9,2025,4.2,⚠️ 獲利稀釋,-4.85,6.4577397910731245,7.82%,2.69
-17.95,4.61,242.7,22.01%,4760.TWO,❌ 暫避觀望,27.79,2025-12,勤凱,364.5,24.72,2025,7.05,⚠️ 獲利稀釋,11.3,22.527812113720643,15.04%,9.84
-17.97,1.52,81.3,N/A,8099.TWO,⚪ 中性觀察,27.49,2025-12,大世科,60.0999984741,24.12,2025,2.53,⚠️ 獲利稀釋,0.66,11.088560604077491,N/A,9.52
-17.98,1.49,78.0,25.76%,2497.TW,⚪ 中性觀察,-3.38,2025-12,怡利電,63.0,0.55,2025,2.37,🌑 雙重衰退,-29.38,12.115384615384615,10.08%,-21.36
-17.98,12.08,604.9499999999999,32.65%,4536.TW,⚪ 中性觀察,-2.91,2025-12,拓凱,163.0,7.51,2025,14.92,🌑 雙重衰退,-0.58,4.041656335234317,10.54%,-20.89
-18.21,1.48,73.2,18.21%,2115.TW,⚪ 中性觀察,-4.72,2025-12,六暉-KY,22.1499996185,-3.67,2025,1.58,🌑 雙重衰退,-1.99,4.538934348053279,6.19%,-22.93
-18.419999999999998,4.78,245.39999999999998,N/A,9958.TW,⚪ 中性觀察,15.94,2025-12,世紀鋼,111.5,20.49,2025,6.57,📉 獲利侵蝕,-23.95,6.815403422982885,N/A,-2.48
-18.439999999999998,1.33,62.55,N/A,8039.TW,❌ 暫避觀望,6.75,2025-12,台虹,136.0,2.03,2025,2.07,📉 獲利侵蝕,-41.96,32.61390887290168,N/A,-11.69
-18.52,3.36,181.05,31.94%,2248.TW,⚪ 中性觀察,-0.48,2025-12,華勝-KY,55.4000015259,-4.67,2025,5.32,🌑 雙重衰退,-30.34,4.589892421367026,17.40%,-19.0
-18.560000000000002,2.14,106.2,N/A,9924.TW,⚪ 中性觀察,-8.15,2025-12,福興,40.4500007629,-7.04,2025,3.08,🌑 雙重衰退,-30.54,5.713276943912429,N/A,-26.71
-18.599999999999998,1.52,78.30000000000001,N/A,6843.TWO,⚪ 中性觀察,11.04,2025-12,進典,41.0,6.64,2025,2.2,📉 獲利侵蝕,-1.94,7.854406130268198,N/A,-7.56
-18.679999999999996,2.98,163.8,N/A,6720.TWO,⚪ 中性觀察,-14.48,2025-12,久昌,148.0,-10.54,2025,3.89,🌑 雙重衰退,-37.15,13.553113553113553,N/A,-33.16
-18.68,-1.71,-73.35000000000001,N/A,6770.TW,⚪ 數據不足,4.48,2025-12,力積電,64.4000015259,1.91,2025,-1.86,📉 獲利侵蝕,-33.86,0.0,N/A,-14.2
-18.7,6.03,0.0,N/A,7792.TWO,⚪ 數據不足,30.49,2025-12,安葆,259.0,37.75,2025,8.72,⚠️ 獲利稀釋,14.64,0.0,N/A,11.79
-18.739999999999995,12.91,0.0,N/A,7744.TWO,⚪ 數據不足,59.94,2025-12,崴寶,501.0,75.55,2025,16.28,⚠️ 獲利稀釋,74.46,0.0,N/A,41.2
-18.79,3.56,244.04999999999998,N/A,8938.TWO,⚪ 中性觀察,8.55,2025-12,明安,53.0,9.03,2025,6.18,📉 獲利侵蝕,-26.95,3.2575291948371237,N/A,-10.24
-18.86,-4.17,0.0,N/A,6934.TW,⚪ 數據不足,-29.22,2025-12,心誠鎂,70.6999969482,-51.26,2025,-3.92,🌑 雙重衰退,-37.5,0.0,N/A,-48.08
-18.939999999999998,0.16,4.050000000000001,3.78%,2867.TW,❌ 暫避觀望,-28.43,2025-12,三商壽,8.1899995804,-43.41,2025,0.2,🌑 雙重衰退,-68.0,30.333331779259257,0.03%,-47.37
-19.090000000000003,16.64,864.6000000000001,N/A,6691.TW,⚪ 中性觀察,47.13,2025-12,洋基工程,637.0,54.5,2025,24.76,⚠️ 獲利稀釋,27.98,11.051353226925745,N/A,28.04
-19.17,2.45,120.6,27.76%,2504.TW,⚪ 中性觀察,3.75,2025-12,國產,37.0,4.82,2025,3.3,📉 獲利侵蝕,-20.71,4.601990049751245,22.79%,-15.42
-19.26,3.37,157.95,N/A,6791.TWO,⚪ 中性觀察,19.26,2025-12,虎門科技,102.5,19.53,2025,4.16,📉 獲利侵蝕,-2.88,9.734093067426402,N/A,0.0
-19.33,-1.49,-63.3,N/A,9919.TW,⚪ 數據不足,-9.24,2025-12,康那香,14.0,-8.87,2025,-2.43,🌑 雙重衰退,-0.68,0.0,N/A,-28.57
-19.43,2.21,109.50000000000001,N/A,6117.TW,⚪ 中性觀察,11.78,2025-12,迎廣,75.5999984741,11.06,2025,3.77,📉 獲利侵蝕,-26.01,10.356164174534246,N/A,-7.65
-19.490000000000002,3.18,179.4,N/A,6997.TWO,⚪ 中性觀察,11.23,2025-12,博弘,78.0,7.39,2025,5.11,📉 獲利侵蝕,-38.85,6.521739130434782,N/A,-8.26
-19.509999999999998,19.9,1148.25,N/A,8299.TWO,❌ 暫避觀望,23.29,2025-12,群聯,2200.0,7.55,2025,41.98,⚠️ 獲利稀釋,-27.04,28.739386022207707,N/A,3.78
-19.59,1.25,67.5,45.13%,2070.TWO,⚪ 中性觀察,-2.97,2025-12,精湛,63.2000007629,-10.95,2025,2.3,🌑 雙重衰退,-44.93,14.044444613977777,17.87%,-22.56
-19.619999999999997,7.25,364.35,18.77%,2597.TW,⚪ 中性觀察,19.99,2025-12,潤弘,204.0,16.0,2025,10.75,⚠️ 獲利稀釋,7.57,8.398517908604363,15.81%,0.37
-19.669999999999998,4.41,221.4,N/A,8109.TWO,⚪ 中性觀察,15.04,2025-12,博大,118.5,9.06,2025,6.18,📉 獲利侵蝕,-14.37,8.028455284552846,N/A,-4.63
-19.78,2.46,111.75000000000001,N/A,6411.TWO,⚪ 中性觀察,-10.51,2025-12,晶焱,93.9000015259,-9.94,2025,3.18,🌑 雙重衰退,-25.46,12.604027050456374,N/A,-30.29
-19.82,2.65,129.75,N/A,6899.TWO,⚪ 中性觀察,27.05,2025-12,創為精密,61.5999984741,24.69,2025,3.59,⚠️ 獲利稀釋,6.94,7.121387106832369,N/A,7.23
-19.919999999999998,3.03,151.5,N/A,9904.TW,⚪ 中性觀察,-4.71,2025-12,寶成,26.2999992371,-3.47,2025,4.1,🌑 雙重衰退,-35.26,2.6039603205049504,N/A,-24.63
-20.01,9.16,494.40000000000003,N/A,6890.TW,⚪ 中性觀察,5.05,2025-12,來億-KY,284.0,8.16,2025,13.02,📉 獲利侵蝕,-12.51,8.616504854368932,N/A,-14.96
-20.09,14.33,732.9,30.19%,1476.TW,⚪ 中性觀察,3.15,2025-12,儒鴻,344.0,5.39,2025,20.1,📉 獲利侵蝕,-20.3,7.040523945968072,19.16%,-16.94
-20.169999999999998,0.94,48.900000000000006,31.33%,3645.TW,❌ 暫避觀望,5.64,2025-12,達邁,89.5,8.42,2025,1.54,📉 獲利侵蝕,-42.24,27.453987730061346,12.18%,-14.53
-20.380000000000003,7.64,381.90000000000003,23.92%,2615.TW,⚪ 中性觀察,-13.25,2025-12,萬海,83.8000030518,-11.06,2025,11.21,🌑 雙重衰退,-38.09,3.2914376689630793,18.94%,-33.63
-20.479999999999997,5.84,306.45000000000005,N/A,6523.TWO,⚪ 中性觀察,-5.92,2025-12,達爾膚,98.1999969482,-0.64,2025,7.78,🌑 雙重衰退,-21.61,4.806656727763093,N/A,-26.4
-20.58,1.64,86.85,18.10%,3444.TWO,❌ 暫避觀望,10.54,2025-12,利機,89.8000030518,10.26,2025,2.15,📉 獲利侵蝕,3.14,15.509499663523316,4.42%,-10.04
-20.61,5.41,278.85,N/A,6957.TW,⚪ 中性觀察,-4.74,2025-12,裕慶-KY,185.5,-6.88,2025,10.18,🌑 雙重衰退,-29.25,9.978483055406132,N/A,-25.35
-20.63,0.98,43.949999999999996,N/A,6204.TWO,❌ 暫避觀望,0.36,2025-12,艾華,105.0,3.67,2025,1.18,📉 獲利侵蝕,-8.41,35.83617747440273,N/A,-20.27
-20.650000000000002,-1.14,-59.7,1.54%,3508.TWO,⚪ 數據不足,27.53,2025-12,位速,18.6000003815,42.64,2025,-1.51,⚠️ 獲利稀釋,18.25,0.0,-34.06%,6.88
-20.66,4.96,253.49999999999997,N/A,6239.TW,❌ 暫避觀望,2.2,2025-12,力成,333.0,-4.79,2025,7.48,📉 獲利侵蝕,-30.26,19.70414201183432,N/A,-18.46
-20.75,-2.36,-81.14999999999999,-18.95%,3018.TW,⚪ 數據不足,-45.66,2025-12,隆銘綠能,11.8500003815,-36.93,2025,-2.16,🌑 雙重衰退,-161.36,0.0,-73.69%,-66.41
-20.75,109.06,5591.4,47.97%,3008.TW,⚪ 中性觀察,2.84,2025-12,大立光,4165.0,6.5,2025,159.41,📉 獲利侵蝕,-15.56,11.173409164073398,36.75%,-17.91
-20.76,3.81,199.5,28.71%,4933.TWO,⚪ 中性觀察,2.41,2025-12,友輝,65.8000030518,11.19,2025,5.77,📉 獲利侵蝕,-26.64,4.947368650511279,12.48%,-18.35
-20.82,8.74,449.85,N/A,5288.TW,⚪ 中性觀察,-6.57,2025-12,豐祥-KY,191.0,-7.59,2025,12.25,🌑 雙重衰退,-18.99,6.368789596532177,N/A,-27.39
-20.84,4.34,214.04999999999998,N/A,7714.TWO,⚪ 中性觀察,45.1,2025-12,創泓科技,127.0,55.99,2025,6.33,⚠️ 獲利稀釋,60.59,8.89978976874562,N/A,24.26
-20.85,52.62,2596.8,N/A,5269.TW,⚪ 中性觀察,66.0,2025-12,祥碩,1330.0,60.07,2025,72.7,⚠️ 獲利稀釋,40.25,7.682532347504621,N/A,45.15
-20.869999999999997,2.89,150.3,44.64%,4138.TWO,⚪ 中性觀察,-11.82,2025-12,曜亞,51.2000007629,-12.22,2025,3.81,🌑 雙重衰退,-27.93,5.10978051525948,12.42%,-32.69
-20.91,3.95,196.05,32.18%,3042.TW,❌ 暫避觀望,5.34,2025-12,晶技,235.0,7.28,2025,5.28,📉 獲利侵蝕,-13.57,17.98010711553175,14.07%,-15.57
-21.02,0.32,12.15,28.61%,3285.TWO,❌ 暫避觀望,-19.66,2025-12,微端,37.6500015259,-24.68,2025,0.7,🌑 雙重衰退,-56.16,46.48148336530864,8.69%,-40.68
-21.13,4.07,215.10000000000002,N/A,5483.TWO,⚪ 中性觀察,-1.89,2025-12,中美晶,145.0,-1.72,2025,6.71,🌑 雙重衰退,18.54,10.1115760111576,N/A,-23.02
-21.18,1.77,88.64999999999999,N/A,8213.TW,⚪ 中性觀察,3.73,2025-12,志超,35.2000007629,1.46,2025,2.27,📉 獲利侵蝕,-8.29,5.956006897275804,N/A,-17.45
-21.39,3.09,162.6,32.82%,3374.TWO,❌ 暫避觀望,2.53,2025-12,精材,223.0,-1.5,2025,4.99,📉 獲利侵蝕,-30.87,20.571955719557195,27.31%,-18.86
-21.5,8.01,366.00000000000006,16.76%,2385.TW,⚪ 中性觀察,-5.73,2025-12,群光,139.0,-3.53,2025,9.05,🌑 雙重衰退,-12.04,5.696721311475409,6.72%,-27.23
-21.51,3.44,154.04999999999998,N/A,5493.TWO,⚪ 中性觀察,21.03,2025-12,三聯,92.5999984741,22.78,2025,4.18,📉 獲利侵蝕,3.3,9.016552918607596,N/A,-0.48
-21.560000000000002,1.66,81.75,19.71%,2020.TW,⚪ 中性觀察,-9.51,2025-12,美亞,21.3500003815,-8.33,2025,2.13,🌑 雙重衰退,-41.75,3.9174312626605503,12.02%,-31.07
-21.73,1.78,94.64999999999999,N/A,6208.TWO,⚪ 中性觀察,-4.59,2025-12,日揚,79.0,-6.36,2025,2.52,🌑 雙重衰退,-28.8,12.519809825673535,N/A,-26.32
-21.77,1.22,61.2,12.48%,2328.TW,⚪ 中性觀察,-0.23,2025-12,廣宇,51.2999992371,4.37,2025,1.56,🌑 雙重衰退,-13.48,12.573529224779412,4.05%,-22.0
-21.8,1.72,91.95,N/A,6546.TWO,⚪ 中性觀察,-1.73,2025-12,正基,72.6999969482,-1.49,2025,2.73,🌑 雙重衰退,-32.02,11.859705864306688,N/A,-23.53
-21.830000000000002,0.91,70.05,N/A,7709.TWO,❌ 暫避觀望,-31.16,2025-12,榮田,112.0,-37.61,2025,2.48,🌑 雙重衰退,-75.62,23.98286937901499,N/A,-52.99
-21.96,-0.75,-39.300000000000004,12.86%,3322.TWO,⚪ 數據不足,6.3,2025-12,建舜電,14.6499996185,10.72,2025,-0.96,📉 獲利侵蝕,-2.74,0.0,-5.35%,-15.66
-22.09,3.01,156.45,27.05%,2049.TW,❌ 暫避觀望,-0.53,2025-12,上銀,318.5,-1.42,2025,4.31,🌑 雙重衰退,-35.13,30.536912751677853,4.85%,-22.62
-22.14,22.41,1092.9,34.25%,3406.TW,⚪ 中性觀察,7.77,2025-12,玉晶光,693.0,0.68,2025,32.84,📉 獲利侵蝕,-27.07,9.511391710129015,20.51%,-14.37
-22.160000000000004,-5.76,-281.84999999999997,N/A,6499.TWO,⚪ 數據不足,43.24,2025-12,益安,72.0,41.35,2025,-7.24,⚠️ 獲利稀釋,10.97,0.0,N/A,21.08
-22.48,1.05,0.0,N/A,6908.TW,⚪ 數據不足,28.36,2025-12,宏碁遊戲-創,38.6500015259,28.6,2025,1.44,⚠️ 獲利稀釋,41.89,0.0,N/A,5.88
-22.5,10.68,533.6999999999999,N/A,6488.TWO,❌ 暫避觀望,-3.24,2025-12,環球晶,786.0,-0.4,2025,15.29,🌑 雙重衰退,-45.48,22.09106239460371,N/A,-25.74
-22.5,1.44,93.0,N/A,6844.TWO,⚪ 中性觀察,1.36,2025-12,諾貝兒,65.1999969482,1.48,2025,2.35,📉 獲利侵蝕,-32.39,10.516128540032257,N/A,-21.14
-22.55,3.57,184.20000000000002,N/A,7712.TWO,⚪ 中性觀察,-6.13,2025-12,博盛半導體,138.5,-6.32,2025,5.42,🌑 雙重衰退,-47.73,11.278501628664493,N/A,-28.68
-22.57,6.02,310.5,N/A,6862.TW,⚪ 中性觀察,2.98,2025-12,三集瑞-KY,188.0,7.33,2025,8.29,📉 獲利侵蝕,-29.18,9.082125603864734,N/A,-19.59
-22.57,1.54,82.35000000000001,N/A,8240.TWO,⚪ 中性觀察,-5.0,2025-12,華宏,54.9000015259,-1.21,2025,2.18,🌑 雙重衰退,-45.77,10.000000277941712,N/A,-27.57
-22.58,2.48,133.5,N/A,6655.TW,⚪ 中性觀察,3.86,2025-12,科定,120.5,1.29,2025,3.92,📉 獲利侵蝕,-33.88,13.539325842696629,N/A,-18.72
