代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
3481.TW,群創,35.5,0,0,0,20260512,765797,4586417,3820619,6.0x,30.28%,▲ 順勢追意
2409.TW,友達,20.7,0,0,0,20260512,-299281,1171831,1471113,-3.9x,15.97%,▲ 順勢追意
6182.TWO,合晶,56.3,0,0,0,20260512,-456532,283072,739604,-0.6x,16.08%,▲ 順勢追意
2344.TW,華邦電,121.5,0,0,0,20260512,202568,738778,536210,3.6x,22.98%,▲ 順勢追意
4906.TW,正文,39.5,0,0,0,20260512,4696,436543,431847,92.9x,11.58%,▲ 順勢追意
00981A.TW,主動統一台股增長,29.97,0,0,0,20260512,293263,681860,388596,2.3x,1.73%,▲ 順勢追意
6282.TW,康舒,56.0,0,0,0,20260512,2732,369839,367107,135.4x,12.45%,▲ 順勢追意
3450.TW,聯鈞,470.5,0,0,0,20260512,-58017,281384,339402,-4.8x,28.90%,▲ 順勢追意
2426.TW,鼎元,69.9,0,0,0,20260512,-165718,139453,305171,-0.8x,0.87%,▲ 順勢追意
2301.TW,光寶科,234.5,0,0,0,20260512,29206,307358,278151,10.5x,37.13%,▲ 順勢追意
2481.TW,強茂,115.5,0,0,0,20260512,29161,294896,265734,10.1x,13.24%,▲ 順勢追意
6147.TWO,頎邦,196.0,0,0,0,20260512,-184345,71048,255394,-0.4x,10.42%,▲ 順勢追意
2312.TW,金寶,29.45,0,0,0,20260512,-84206,143781,227987,-1.7x,4.80%,▲ 順勢追意
6285.TW,啟碁,282.0,0,0,0,20260512,-16745,209151,225897,-12.5x,21.03%,▲ 順勢追意
6173.TWO,信昌電,147.0,0,0,0,20260512,-1104,205268,206372,-185.9x,59.44%,▲ 順勢追意
3006.TW,晶豪科,220.0,0,0,0,20260512,20682,203663,182981,9.8x,20.88%,▲ 順勢追意
8042.TWO,金山電,97.7,0,0,0,20260512,-103,182245,182349,-1755.5x,37.99%,▲ 順勢追意
2408.TW,南亞科,321.0,0,0,0,20260512,188377,366391,178014,1.9x,25.15%,▲ 順勢追意
3714.TW,富采,73.7,0,0,0,20260512,-145800,23863,169664,-0.2x,-1.21%,★ 壓低偷買
009820.TW,元大納斯達克精選,9.99,0,0,0,20260512,-4755,163719,168475,-34.4x,2.78%,▲ 順勢追意
00919.TW,群益台灣精選高息,25.73,0,0,0,20260512,9950,172842,162892,17.4x,6.32%,▲ 順勢追意
6116.TW,彩晶,10.65,0,0,0,20260512,-1188,150527,151716,-126.6x,25.15%,▲ 順勢追意
3374.TWO,精材,255.5,0,0,0,20260512,-78832,70413,149245,-0.9x,27.75%,▲ 順勢追意
5351.TWO,鈺創,83.8,0,0,0,20260512,19037,162000,142963,8.5x,13.09%,▲ 順勢追意
8096.TWO,擎亞,96.9,0,0,0,20260512,-93715,48083,141799,-0.5x,0.73%,▲ 順勢追意
4958.TW,臻鼎-KY,407.0,0,0,0,20260512,-120628,14327,134956,-0.1x,-4.57%,★ 壓低偷買
6190.TWO,萬泰科,80.6,0,0,0,20260512,-119621,14184,133805,-0.1x,9.51%,▲ 順勢追意
3033.TW,威健,44.45,0,0,0,20260512,21121,149432,128310,7.1x,15.30%,▲ 順勢追意
1717.TW,長興,82.7,0,0,0,20260512,14110,139658,125547,9.9x,4.68%,▲ 順勢追意
2367.TW,燿華,64.8,0,0,0,20260512,-80698,31559,112258,-0.4x,5.88%,▲ 順勢追意
2317.TW,鴻海,250.0,0,0,0,20260512,116278,225258,108979,1.9x,4.38%,▲ 順勢追意
8069.TWO,元太,195.5,0,0,0,20260512,144,108137,107992,747.0x,40.14%,▲ 順勢追意
3026.TW,禾伸堂,330.0,0,0,0,20260512,-79677,27939,107616,-0.4x,32.80%,▲ 順勢追意
4973.TWO,廣穎,120.0,0,0,0,20260512,-19789,68344,88133,-3.5x,36.83%,▲ 順勢追意
3305.TW,昇貿,128.5,0,0,0,20260512,605,86380,85774,142.6x,15.77%,▲ 順勢追意
8358.TWO,金居,477.0,0,0,0,20260512,20720,104541,83820,5.0x,10.16%,▲ 順勢追意
00830.TW,國泰費城半導體,83.4,0,0,0,20260512,-61150,16262,77412,-0.3x,12.10%,▲ 順勢追意
2399.TW,映泰,46.45,0,0,0,20260512,-24368,49528,73896,-2.0x,7.77%,▲ 順勢追意
6187.TWO,萬潤,1220.0,0,0,0,20260512,-68091,5192,73283,-0.1x,-9.29%,★ 壓低偷買
4931.TWO,新盛力,202.5,0,0,0,20260512,-13707,58067,71775,-4.2x,29.81%,▲ 順勢追意
00994A.TW,主動第一金台股優,18.01,0,0,0,20260512,15217,86910,71693,5.7x,2.45%,▲ 順勢追意
2486.TW,一詮,270.5,0,0,0,20260512,-62500,6967,69468,-0.1x,-11.89%,★ 壓低偷買
00918.TW,大華優利高填息30,25.49,0,0,0,20260512,-3590,65862,69452,-18.3x,7.19%,▲ 順勢追意
5388.TW,中磊,88.2,0,0,0,20260512,1493,64788,63295,43.4x,11.36%,▲ 順勢追意
4977.TW,眾達-KY,270.5,0,0,0,20260512,-14615,48583,63198,-3.3x,16.59%,▲ 順勢追意
1802.TW,台玻,71.1,0,0,0,20260512,-1861,60859,62721,-32.7x,-2.34%,★ 壓低偷買
4576.TW,大銀微系統,258.0,0,0,0,20260512,-39314,17681,56995,-0.4x,9.09%,▲ 順勢追意
4966.TWO,譜瑞-KY,761.0,0,0,0,20260512,540,57117,56577,105.7x,35.41%,▲ 順勢追意
3048.TW,益登,46.9,0,0,0,20260512,1446,57502,56055,39.7x,18.14%,▲ 順勢追意
2492.TW,華新科,188.5,0,0,0,20260512,28647,82624,53976,2.9x,26.94%,▲ 順勢追意
3189.TW,景碩,494.0,0,0,0,20260512,-30440,22276,52717,-0.7x,-6.26%,★ 壓低偷買
5243.TW,乙盛-KY,103.5,0,0,0,20260512,-52185,280,52465,-0.0x,-5.05%,★ 壓低偷買
1809.TW,中釉,40.4,0,0,0,20260512,18945,69053,50108,3.6x,30.11%,▲ 順勢追意
6530.TWO,創威,121.5,0,0,0,20260512,-43092,6273,49365,-0.1x,1.25%,▲ 順勢追意
2376.TW,技嘉,321.0,0,0,0,20260512,-3708,45253,48961,-12.2x,14.85%,▲ 順勢追意
00891.TW,中信關鍵半導體,35.19,0,0,0,20260512,-29371,19078,48449,-0.6x,5.77%,▲ 順勢追意
2340.TW,台亞,38.05,0,0,0,20260512,-42125,6122,48248,-0.1x,-8.75%,★ 壓低偷買
3035.TW,智原,208.5,0,0,0,20260512,-8407,38584,46991,-4.6x,17.80%,▲ 順勢追意
00738U.TW,期元大道瓊白銀,69.45,0,0,0,20260512,-4128,37662,41790,-9.1x,17.41%,▲ 順勢追意
2610.TW,華航,18.85,0,0,0,20260512,-8349,32831,41181,-3.9x,4.43%,▲ 順勢追意
2356.TW,英業達,48.7,0,0,0,20260512,-2837,37555,40392,-13.2x,3.73%,▲ 順勢追意
6485.TWO,點序,84.9,0,0,0,20260512,-36448,157,36605,-0.0x,-6.39%,★ 壓低偷買
3587.TWO,閎康,385.5,0,0,0,20260512,-23009,12664,35674,-0.6x,16.47%,▲ 順勢追意
3437.TW,榮創,26.3,0,0,0,20260512,-33031,1344,34375,-0.0x,-6.41%,★ 壓低偷買
4720.TW,德淵,26.95,0,0,0,20260512,-28348,4709,33057,-0.2x,3.45%,▲ 順勢追意
3236.TWO,千如,35.35,0,0,0,20260512,-648,32065,32713,-49.5x,10.47%,▲ 順勢追意
2406.TW,國碩,34.7,0,0,0,20260512,21223,53310,32086,2.5x,6.12%,▲ 順勢追意
4739.TW,康普,101.0,0,0,0,20260512,-1679,29707,31387,-17.7x,10.14%,▲ 順勢追意
3051.TW,力特,26.0,0,0,0,20260512,-30494,455,30949,-0.0x,-12.90%,★ 壓低偷買
2363.TW,矽統,63.2,0,0,0,20260512,4679,35543,30864,7.6x,13.26%,▲ 順勢追意
1504.TW,東元,72.5,0,0,0,20260512,-27451,1787,29239,-0.1x,5.84%,▲ 順勢追意
00937B.TWO,群益ESG投等債20+,14.78,0,0,0,20260512,-23099,6019,29118,-0.3x,0.34%,★ 壓低偷買
6206.TW,飛捷,140.0,0,0,0,20260512,159,28958,28798,181.0x,26.70%,▲ 順勢追意
3034.TW,聯詠,487.0,0,0,0,20260512,-519,26592,27111,-51.2x,15.95%,▲ 順勢追意
1597.TW,直得,187.0,0,0,0,20260512,1182,28231,27049,23.9x,8.09%,▲ 順勢追意
6155.TW,鈞寶,51.8,0,0,0,20260512,-2475,24304,26779,-9.8x,7.25%,▲ 順勢追意
3624.TWO,光頡,66.3,0,0,0,20260512,889,27335,26445,30.7x,21.21%,▲ 順勢追意
2402.TW,毅嘉,70.8,0,0,0,20260512,-23926,2353,26280,-0.1x,-2.48%,★ 壓低偷買
1714.TW,和桐,10.25,0,0,0,20260512,-1177,25033,26210,-21.3x,10.69%,▲ 順勢追意
00900.TW,富邦特選高股息30,17.25,0,0,0,20260512,-761,25018,25779,-32.9x,8.22%,▲ 順勢追意
2892.TW,第一金,29.4,0,0,0,20260512,5954,31595,25640,5.3x,3.52%,▲ 順勢追意
00687B.TWO,國泰20年美債,27.68,0,0,0,20260512,-18310,7019,25329,-0.4x,-0.18%,★ 壓低偷買
8043.TWO,蜜望實,93.1,0,0,0,20260512,-1646,23401,25047,-14.2x,-2.00%,★ 壓低偷買
00946.TW,群益科技高息成長,13.09,0,0,0,20260512,2155,26468,24312,12.3x,8.81%,▲ 順勢追意
2382.TW,廣達,340.0,0,0,0,20260512,-4118,19724,23843,-4.8x,5.92%,▲ 順勢追意
2365.TW,昆盈,36.1,0,0,0,20260512,-18892,4859,23751,-0.3x,-2.30%,★ 壓低偷買
2351.TW,順德,182.0,0,0,0,20260512,1869,25567,23698,13.7x,14.11%,▲ 順勢追意
00665L.TW,富邦�琤肭磪囓�2,10.37,0,0,0,20260512,-10493,13141,23634,-1.3x,4.96%,▲ 順勢追意
6509.TWO,聚和,46.65,0,0,0,20260512,796,23087,22290,29.0x,14.06%,▲ 順勢追意
2049.TW,上銀,367.5,0,0,0,20260512,1434,23051,21616,16.1x,14.49%,▲ 順勢追意
3162.TWO,精確,88.2,0,0,0,20260512,-12756,8835,21591,-0.7x,6.27%,▲ 順勢追意
2338.TW,光罩,50.5,0,0,0,20260512,1531,22503,20971,14.7x,0.00%,★ 壓低偷買
2467.TW,志聖,649.0,0,0,0,20260512,-12112,8841,20954,-0.7x,13.66%,▲ 順勢追意
3163.TWO,波若威,1065.0,0,0,0,20260512,-9109,11829,20939,-1.3x,-12.70%,★ 壓低偷買
2451.TW,創見,351.0,0,0,0,20260512,15180,35445,20265,2.3x,24.03%,▲ 順勢追意
2027.TW,大成鋼,39.7,0,0,0,20260512,48475,68445,19969,1.4x,5.17%,▲ 順勢追意
2328.TW,廣宇,54.0,0,0,0,20260512,-13497,5927,19425,-0.4x,-2.00%,★ 壓低偷買
6218.TWO,豪勉,41.0,0,0,0,20260512,-14378,4822,19201,-0.3x,6.63%,▲ 順勢追意
8027.TWO,鈦昇,241.5,0,0,0,20260512,-10166,8652,18819,-0.9x,19.55%,▲ 順勢追意
3689.TWO,湧德,124.0,0,0,0,20260512,-138,18608,18747,-133.9x,-10.79%,★ 壓低偷買
00632R.TW,元大台灣50反1,11.21,0,0,0,20260512,-9222,9463,18686,-1.0x,-2.10%,★ 壓低偷買
2353.TW,宏��,28.3,0,0,0,20260512,2540,20997,18456,8.3x,1.98%,▲ 順勢追意
2324.TW,仁寶,29.9,0,0,0,20260512,-17508,506,18014,-0.0x,2.05%,▲ 順勢追意
4916.TW,事欣科,68.4,0,0,0,20260512,491,18409,17918,37.5x,5.07%,▲ 順勢追意
3357.TWO,臺慶科,194.0,0,0,0,20260512,-8067,9755,17823,-1.2x,11.49%,▲ 順勢追意
8299.TWO,群聯,2725.0,0,0,0,20260512,-12177,5456,17634,-0.4x,28.84%,▲ 順勢追意
8046.TW,南電,900.0,0,0,0,20260512,-11007,6208,17215,-0.6x,-9.73%,★ 壓低偷買
1216.TW,統一,73.1,0,0,0,20260512,-4026,12658,16685,-3.1x,5.79%,▲ 順勢追意
00650L.TW,復華香港正2,18.2,0,0,0,20260512,-9313,7338,16651,-0.8x,5.14%,▲ 順勢追意
2884.TW,玉山金,31.8,0,0,0,20260512,-11065,4881,15946,-0.4x,0.79%,▲ 順勢追意
