代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.16,29.55,3000,31,3000,31.00,29.55,30.51,30.50,28200,-,
1269,乾杯,60.49,61.6,3000,64.6,2999,64.60,62.30,62.51,64.60,14116,-,
1271,晨暉生技,59.86,59.6,9000,60.9,3000,61.00,59.30,59.87,61.00,21838,-,
1293,利統,23.40,22.9,3000,23.4,2892,23.40,23.40,23.40,23.40,108,-,
1343,旭東環保,34.63,33.3,3000,34.05,2000,34.70,33.25,34.05,34.05,15532,-,
1480,東盟開發,7.84,7.98,10000,7.99,5000,7.98,7.85,7.91,7.98,43000,-,
1594,日高,7.70,7.7,9000,8.09,5000,7.70,7.70,7.70,7.70,1000,-,
2071,震南鐵,34.49,33.5,5000,35,5000,35.00,33.50,34.06,35.00,31404,-,
2245,詠勝昌*,24.29,23.8,6000,25,2999,25.00,25.00,25.00,25.00,1,-,
2249,湧盛,98.04,91.5,3000,92.2,2993,94.00,90.00,92.46,92.20,102912,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,18.88,18.2,2000,18.8,5000,19.10,18.20,18.84,18.80,40322,-,
2255,凱銳光電,13.74,13.8,3100,14.3,5000,14.30,13.75,14.07,13.80,16925,-,
2256,歐特明,82.93,88.7,3000,89.9,3000,92.30,83.20,88.16,90.20,625000,-,
2644,中信造船,77.37,76.7,3000,77.7,2980,78.20,76.70,77.61,77.70,12061,-,
2733,維格餅家,10.95,10.45,10000,10.95,4899,10.95,10.95,10.95,10.95,101,-,
2741,老四川,20.11,20,3000,20.5,6000,20.50,20.35,20.43,20.40,26007,-,
2758,路易莎咖啡,70.51,68,6000,70.7,3000,70.70,68.10,68.54,70.30,3821,-,
2760,巨宇翔,9.93,9.5,8800,9.99,4998,9.99,9.50,9.50,9.99,1202,-,
2761,橘焱胡同,14.41,14.6,8000,15.25,5000,14.70,14.60,14.68,14.60,12680,-,
2938,床的世界,25.02,24.9,3000,25.45,3000,25.50,24.50,25.09,25.20,17995,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.60,24,5842,24.55,3000,24.15,24.00,24.10,24.00,9158,-,
2942,京站,37.93,36.75,3000,38.2,3000,37.80,37.65,37.68,37.80,5200,-,
3097,拍檔,24.63,24.4,3000,25.6,1999,25.60,25.55,25.60,25.60,1002,-,
3117,年程,30.62,28.8,3000,29.95,3000,33.25,28.20,30.59,29.90,460050,-,
3184,微邦,12.57,12.4,4000,12.95,5000,13.00,12.40,12.49,12.95,60019,-,
3194,圓方科技,29.35,29,6000,30.5,6000,30.10,28.70,29.22,30.00,13502,-,
3473,智通聯網,77.84,78,3000,81,1999,81.00,81.00,81.00,81.00,1001,-,
3585,聯致,49.44,49.6,6000,50.2,4998,51.80,49.55,50.54,50.20,430147,-,
3595,山太士,1356.96,1310,2000,1325,1987,1410.00,1305.00,1349.83,1325.00,281687,115/08/21,櫃買中心董事會通過上櫃
3603,建祥國際,6.41,6.18,5000,6.44,5000,6.44,6.40,6.42,6.44,12000,-,
3633,云光,148.64,145.5,2000,146.5,1999,149.00,145.50,147.17,146.50,82369,-,
3644,凌嘉科,269.94,268.5,2000,270.5,2000,275.50,268.00,270.48,270.00,39138,-,
3659,百辰,13.53,13.35,5000,13.85,9000,13.90,13.30,13.57,13.85,16010,-,
3678,聯享,49.04,50,3000,50.6,2949,50.60,48.10,48.85,50.60,28722,-,
4115,善德生技,7.76,7.38,5000,7.74,5000,7.76,7.76,7.76,7.76,1,-,
4117,普生,9.88,9.56,8492,9.92,5000,10.30,9.40,9.78,9.56,143983,-,
4150,優你康,1.23,1.43,10000,1.5,14989,1.66,1.06,1.40,1.50,8200092,-,
4170,鑫品生醫,13.06,12.6,3400,12.8,5000,13.85,12.60,13.21,12.60,81112,-,
4172,因華,11.02,10.95,10000,11.25,9999,11.30,10.80,11.07,11.25,134213,-,
4186,尖端醫,7.77,7.3,5000,7.52,3999,7.95,7.15,7.48,7.52,239450,-,
4194,禾生技,6.14,5.96,5000,6.25,4994,6.31,6.00,6.04,6.25,20216,-,
4197,暐世,8.22,8.16,10000,8.57,5000,8.57,8.16,8.24,8.16,5,-,
4431,敏成健康,18.52,18.05,5000,18.75,4999,18.80,18.35,18.55,18.75,62807,-,
4537,旭東,123.91,117.5,4000,119.5,1990,125.00,116.00,119.23,119.50,70219,115/07/09,送件申請上市
4544,春日,13.96,13.5,10000,14.15,10000,-,-,-,-,-,-,
4553,盛復,16.45,16.2,1000,16.7,4999,16.70,16.20,16.20,16.70,4001,-,
4559,久裕興,8.92,8.6,5000,9,5000,9.00,9.00,9.00,9.00,2010,-,
4565,宏偉,120.03,123,2000,125,4998,128.00,121.00,123.99,125.00,28190,115/08/21,櫃買中心董事會通過上櫃
4570,傑生,69.92,68,5999,70,7000,70.00,68.00,69.90,68.00,6051,-,
4573,高明鐵,503.35,484.5,4000,489.5,982,528.00,484.50,505.59,489.50,1299784,-,
4575,銓寶,22.57,22.5,2000,23.05,2985,23.05,22.50,22.51,23.05,1015,-,
4587,寶元數控,42.12,42.85,3000,44.1,2999,44.10,43.00,43.30,44.10,7102,-,
4589,碩陽電機,33.98,32.9,3000,34,3000,34.00,34.00,34.00,34.00,6035,-,
4724,宣捷幹細胞,8.86,8.86,5000,9.31,4999,9.31,8.80,8.94,9.31,32092,-,
4732,彥臣,16.13,15.95,5000,16.65,5000,16.65,15.90,16.18,16.65,12018,-,
4738,大同精化,6.55,6.24,5000,6.54,5000,6.55,6.24,6.33,6.54,62304,-,
4765,磐采,18.47,17,4985,17.7,5000,17.70,17.00,17.29,17.00,9032,-,
4925,智微,112.30,113.5,3000,117,2980,118.50,112.50,115.19,117.00,86291,-,
4980,佐臻,39.15,39.2,2972,41.15,1998,41.20,39.15,39.79,41.15,38135,-,
5240,建騰,17.95,17.65,6000,18.5,4997,18.50,17.65,17.90,18.50,12303,-,
5246,勵威,80.87,79.7,4398,81.6,2996,85.00,79.70,82.44,81.60,176926,-,
5248,景傳,38.82,38.75,2970,39.75,2489,40.00,38.60,39.21,39.75,63512,-,
5254,欣訊科技,36.27,36,4997,37.05,3000,37.05,36.00,36.32,36.00,2074,-,
5262,立達,43.14,43.55,3000,43.95,2000,44.50,43.10,43.82,43.95,111493,-,
5267,龍翩,46.11,45.5,3000,46.45,3000,46.45,45.45,46.15,46.45,17622,-,
5271,紘通,10.02,9.95,10000,10,4850,10.05,9.95,9.98,10.00,111349,-,
5297,廣化,69.97,67.7,6000,68.9,2997,70.70,68.00,68.76,68.90,238506,-,
5859,遠壽,13.87,13.55,5000,14,9800,14.10,13.55,13.58,14.00,106217,-,
5863,瑞興銀,11.23,11,5000,11.3,5000,11.35,11.15,11.28,11.25,159375,-,
6027,德信,11.67,11.65,9607,12.1,5000,11.70,11.65,11.69,11.65,17393,-,
