代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
8105.TW,凌巨,13.8,0,0,0,20260821,578,92333,91754,159.5x,-17.61%,★ 壓低偷買
2867.TW,三商壽,9.7,0,0,0,20260821,2424,8276,5852,3.4x,-0.51%,★ 壓低偷買
911608.TW,明輝-DR,2.74,-1,0,0,20260821,-1,0,1,轉買進,4.18%,🚨 外資提款
00724B.TWO,群益投資級金融債,32.83,122,0,34,20260824,0,0,0,N/A,-0.21%,🚨 外資提款
5392.TWO,能率,45.9,217,0,4,20260824,1207,0,0,N/A,-1.29%,🚨 外資提款
6451.TW,訊芯-KY,400.0,-1133,0,-49,20260824,500,0,0,N/A,-12.76%,🚨 外資提款
00945B.TW,凱基美國非投等債,14.43,-70,0,-2301,20260824,212,0,0,N/A,-0.35%,🚨 外資提款
00941.TW,中信上游半導體,25.59,-134,0,-395,20260824,9948,0,0,N/A,-4.73%,🚨 外資提款
1538.TW,正峰,8.96,0,0,0,20260824,0,0,0,N/A,-2.61%,🚨 外資提款
3046.TW,建��,57.0,-5,0,14,20260824,1087,0,0,N/A,-8.06%,🚨 外資提款
8404.TW,百和興業-KY,16.2,255,0,4,20260824,-9,0,0,N/A,0.31%,🚨 外資提款
3231.TW,緯創,175.5,-9593,67,175,20260824,37162,0,0,N/A,-6.15%,🚨 外資提款
1907.TW,永豐餘,31.0,565,0,40,20260824,-104,0,0,N/A,5.44%,🚨 外資提款
2383.TW,台光電,5430.0,576,45,7,20260824,823,0,0,N/A,-14.49%,🚨 外資提款
2849.TW,安泰銀,14.5,114,0,0,20260824,1,0,0,N/A,-0.34%,🚨 外資提款
3591.TW,艾笛森,21.4,48,0,36,20260824,-331,0,0,N/A,3.88%,🚨 外資提款
6104.TWO,創惟,96.5,357,0,3,20260824,142,0,0,N/A,3.99%,🚨 外資提款
1591.TWO,駿吉-KY,36.3,-40,0,0,20260824,-28,0,0,N/A,3.27%,🚨 外資提款
00864B.TWO,中信美國公債0-1,46.03,161,0,-18,20260824,42,0,0,N/A,-0.20%,🚨 外資提款
6108.TW,競國,23.4,326,0,-42,20260824,6635,0,0,N/A,2.18%,🚨 外資提款
6234.TWO,高僑,34.9,19,0,-1,20260824,16,0,0,N/A,-4.90%,🚨 外資提款
1515.TW,力山,33.35,688,0,26,20260824,-10829,0,0,N/A,-2.63%,🚨 外資提款
3703.TW,欣陸,19.8,45,0,-100,20260824,-460,0,0,N/A,0.51%,🚨 外資提款
8271.TW,宇瞻,235.5,-270,0,-18,20260824,-13045,0,0,N/A,3.29%,🚨 外資提款
2462.TW,良得電,19.55,28,0,0,20260824,20,0,0,N/A,0.26%,🚨 外資提款
00875.TW,國泰網路資安,53.65,0,0,-227,20260824,-1453,0,0,N/A,-5.46%,🚨 外資提款
6133.TW,金橋,22.4,68,0,0,20260824,247,0,0,N/A,0.00%,🚨 外資提款
7943.TWO,,53.3,0,0,0,20260824,0,0,0,N/A,-12.48%,🚨 外資提款
1786.TW,科妍,49.9,49,0,0,20260824,-24,0,0,N/A,0.20%,🚨 外資提款
3038.TW,全台,20.6,7,0,2,20260824,7,0,0,N/A,0.49%,🚨 外資提款
2617.TW,台航,31.75,277,0,-9,20260824,-226,0,0,N/A,9.11%,🚨 外資提款
3707.TWO,漢磊,62.0,-464,0,1,20260824,4232,0,0,N/A,-4.91%,🚨 外資提款
00666R.TW,富邦�琤肭磪齯�1,9.02,-1,0,4,20260824,1,0,0,N/A,-0.11%,🚨 外資提款
1722.TW,台肥,46.2,563,-33,2,20260824,-1208,0,0,N/A,1.54%,🚨 外資提款
3105.TWO,穩懋,355.0,-2044,236,171,20260824,-19198,0,0,N/A,-10.80%,🚨 外資提款
2460.TW,建通,28.9,-38,0,0,20260824,-71,0,0,N/A,-0.52%,🚨 外資提款
2924.TWO,宏太-KY,16.6,0,0,0,20260824,0,0,0,N/A,-0.90%,🚨 外資提款
