eps_yoy,prev_rev_yoy,rev_yoy,status,prev_eps,prev_eps_yoy,symbol,date,price,prev_year,name,pe,om,eps,expansion,advice,est_price,gm
-14.89,-2.32,140.64,📉 獲利侵蝕,7.34,2.89,6761.TWO,2026-03,171.5,2025,穩得,9.554317548746518,N/A,1.6,-155.52999999999997,⚪ 中性觀察,269.25,N/A
-81.4,38.76,74.54,📉 獲利侵蝕,1.22,15.09,3093.TWO,2026-03,52.0,2025,港建*,17.39130434782609,11.18%,0.08,-155.94,❌ 暫避觀望,44.849999999999994,40.97%
-41.18,22.92,115.66,📉 獲利侵蝕,5.49,-22.13,5474.TWO,2026-03,156.0,2025,聰泰,12.60096930533118,N/A,0.6,-156.84,⚪ 中性觀察,185.7,N/A
16.67,19.77,173.58,⚠️ 獲利稀釋,6.51,11.33,6498.TWO,2026-03,85.5,2025,久禾光,5.577299412915851,N/A,1.75,-156.91000000000003,⚪ 中性觀察,229.95000000000002,N/A
16.98,2.96,174.38,⚠️ 獲利稀釋,1.61,-28.18,9918.TW,2026-03,44.0999984741,2025,欣天然,10.114678549105504,N/A,0.63,-157.4,⚪ 中性觀察,65.4,N/A
-100.0,-2.17,57.79,📉 獲利侵蝕,-0.59,16.9,8067.TWO,2026-03,13.3500003815,2025,志旭,0.0,N/A,-0.62,-157.79,⚪ 數據不足,-29.85,N/A
-90.0,2.86,68.27,📉 獲利侵蝕,-1.33,-1377.78,5272.TWO,2026-03,20.1499996185,2025,笙科,0.0,N/A,-0.57,-158.26999999999998,⚪ 數據不足,-50.4,N/A
-90.0,-31.39,68.51,📉 獲利侵蝕,0.28,-57.58,3024.TW,2026-03,13.25,2025,憶聲,14.402173913043477,-2.71%,0.02,-158.51,⚪ 中性觀察,13.800000000000002,24.73%
-81.82,22.38,76.73,📉 獲利侵蝕,0.12,139.29,8080.TWO,2026-03,27.2999992371,2025,泰霖,45.4999987285,N/A,0.02,-158.55,❌ 暫避觀望,9.0,N/A
-68.65,2.98,90.37,📉 獲利侵蝕,8.29,-19.59,6862.TW,2026-03,170.0,2025,三集瑞-KY,9.184224743381957,N/A,1.0,-159.02,⚪ 中性觀察,277.65,N/A
26.19,9.94,185.58,⚠️ 獲利稀釋,-1.29,31.02,4128.TWO,2026-03,16.1000003815,2025,中天,0.0,-18.87%,-0.31,-159.39000000000001,⚪ 數據不足,-58.650000000000006,42.56%
36.13,-9.4,195.54,⚠️ 獲利稀釋,12.15,-14.17,6996.TWO,2026-03,181.5,2025,力領科技,6.484458735262593,N/A,3.27,-159.41,⚪ 中性觀察,419.85,N/A
-3.77,0.3,155.84,📉 獲利侵蝕,1.36,-13.92,1568.TW,2026-03,31.6499996185,2025,倉佑,9.62006067431611,17.09%,0.51,-159.61,⚪ 中性觀察,49.35,34.44%
52.94,11.69,214.29,⚠️ 獲利稀釋,-1.52,-462.96,6237.TWO,2026-03,39.5999984741,2025,驊訊,0.0,N/A,-0.24,-161.35,⚪ 數據不足,-67.2,N/A
-61.9,-23.31,100.37,📉 獲利侵蝕,2.25,-62.55,8102.TWO,2026-03,74.3000030518,2025,傑霖科技,14.018868500339627,N/A,0.4,-162.27,⚪ 中性觀察,79.49999999999999,N/A
-25.14,37.15,137.15,📉 獲利侵蝕,5.51,57.43,6203.TWO,2026-03,65.6999969482,2025,海韻電,5.978161687734303,N/A,1.37,-162.29000000000002,⚪ 中性觀察,164.85,N/A
22.89,3.91,186.39,⚠️ 獲利稀釋,6.32,-22.95,6651.TWO,2026-03,137.5,2025,全宇昕,8.814102564102564,N/A,2.47,-163.5,⚪ 中性觀察,234.00000000000003,N/A
-8.48,1.19,155.73,📉 獲利侵蝕,7.4,-12.32,3213.TWO,2026-03,128.0,2025,茂訊,6.567470497691123,7.00%,2.59,-164.20999999999998,⚪ 中性觀察,292.35,25.33%
-114.81,34.04,50.4,📉 獲利侵蝕,-1.34,59.69,2424.TW,2026-03,9.6099996567,2025,隴華,0.0,-40.94%,-0.58,-165.21,⚪ 數據不足,-58.8,27.86%
-26.32,-11.82,139.24,📉 獲利侵蝕,3.81,-32.69,4138.TWO,2026-03,50.9000015259,2025,曜亞,5.236625671388889,12.42%,0.84,-165.56,⚪ 中性觀察,145.8,44.64%
333.33,-4.75,499.13,⚠️ 獲利稀釋,4.31,-22.2,2606.TW,2026-03,64.1999969482,2025,裕民,6.918103119418105,30.49%,1.17,-165.8,⚪ 中性觀察,139.19999999999996,35.36%
12.5,-3.71,179.42,⚠️ 獲利稀釋,0.13,141.94,3252.TWO,2026-03,17.3500003815,2025,海灣,102.05882577352942,22.84%,0.09,-166.92,❌ 暫避觀望,2.55,43.11%
197.5,-0.48,364.73,⚠️ 獲利稀釋,1.91,240.74,4949.TW,2026-03,78.9000015259,2025,有成精密,14.775281184625468,N/A,1.19,-167.23000000000002,⚪ 中性觀察,80.1,N/A
96.93,12.03,264.19,⚠️ 獲利稀釋,8.67,-0.23,6197.TW,2026-03,334.5,2025,佳必琪,15.414746543778804,N/A,3.21,-167.26,❌ 暫避觀望,325.49999999999994,N/A
25.58,-62.05,192.98,⚠️ 獲利稀釋,-5.1,-40.62,6550.TW,2026-03,12.5,2025,北極星藥業-KY,0.0,N/A,-0.64,-167.39999999999998,⚪ 數據不足,-160.04999999999998,N/A
-4.55,-16.89,162.93,📉 獲利侵蝕,-1.09,-234.57,2482.TW,2026-03,20.0,2025,連宇,0.0,-38.32%,-0.23,-167.48000000000002,⚪ 數據不足,-45.3,35.81%
-11.11,-31.28,157.19,📉 獲利侵蝕,-1.29,-516.13,8437.TWO,2026-03,9.9499998093,2025,大地-KY,0.0,N/A,-0.4,-168.3,⚪ 數據不足,-46.050000000000004,N/A
21.52,18.56,190.06,⚠️ 獲利稀釋,12.25,17.26,2395.TW,2026-03,533.0,2025,研華,17.625661375661373,15.69%,3.85,-168.54,❌ 暫避觀望,453.6,39.78%
46.51,-2.5,215.08,⚠️ 獲利稀釋,0.67,-69.96,6224.TW,2026-03,64.5,2025,聚鼎,20.60702875399361,N/A,0.64,-168.57000000000002,❌ 暫避觀望,46.949999999999996,N/A
63.39,28.3,232.49,⚠️ 獲利稀釋,11.33,32.78,4749.TWO,2026-03,866.0,2025,新應材,30.027739251040224,23.34%,3.66,-169.10000000000002,❌ 暫避觀望,432.6,44.02%
31.51,-13.26,201.37,⚠️ 獲利稀釋,3.01,-50.25,6937.TW,2026-03,262.5,2025,天虹,38.04347826086957,N/A,0.96,-169.86,❌ 暫避觀望,103.49999999999999,N/A
21.39,13.3,191.57,⚠️ 獲利稀釋,10.22,36.27,6690.TWO,2026-03,163.5,2025,安�硌穈T,6.832427914751357,N/A,2.27,-170.18,⚪ 中性觀察,358.95000000000005,N/A
-100.0,16.84,70.28,📉 獲利侵蝕,0.71,152.21,6485.TWO,2026-03,72.0999984741,2025,點序,102.99999782014287,N/A,0.0,-170.28,❌ 暫避觀望,10.5,N/A
25.0,-1.45,195.61,⚠️ 獲利稀釋,-1.63,-54.29,6929.TWO,2026-03,23.2999992371,2025,佑全,0.0,N/A,-0.21,-170.61,⚪ 數據不足,-49.05,N/A
18.71,-12.32,189.52,⚠️ 獲利稀釋,4.58,-22.77,5299.TWO,2026-03,103.5,2025,杰力,9.610027855153202,N/A,1.65,-170.81,⚪ 中性觀察,161.55,N/A
620.0,-23.91,792.05,⚠️ 獲利稀釋,0.26,-89.88,1323.TW,2026-03,20.0499992371,2025,永裕,29.485292995735296,1.25%,0.36,-172.04999999999995,❌ 暫避觀望,10.2,15.09%
-43.18,-2.97,129.05,📉 獲利侵蝕,2.3,-22.56,2070.TWO,2026-03,56.0999984741,2025,精湛,12.926266929516128,17.87%,0.28,-172.23000000000002,⚪ 中性觀察,65.1,45.13%
-55.88,38.81,116.4,📉 獲利侵蝕,5.37,60.88,6591.TW,2026-03,45.3499984741,2025,動力-KY,3.3296621493465492,N/A,0.75,-172.28,⚪ 中性觀察,204.29999999999998,N/A
6.25,1.84,178.72,⚠️ 獲利稀釋,0.54,100.0,2926.TWO,2026-03,32.0999984741,2025,誠品生活,25.078123807890623,-1.48%,0.17,-172.47,❌ 暫避觀望,19.2,40.82%
28.57,20.59,201.59,⚠️ 獲利稀釋,0.47,461.54,3297.TWO,2026-03,30.2000007629,2025,杭特,24.55284614869919,-18.51%,-0.05,-173.02,❌ 暫避觀望,18.45,30.70%
42.86,-11.73,216.12,⚠️ 獲利稀釋,2.07,-22.56,7704.TWO,2026-03,56.7999992371,2025,明遠精密,11.591836579000002,N/A,0.7,-173.26,⚪ 中性觀察,73.49999999999999,N/A
18.94,1.36,192.24,⚠️ 獲利稀釋,2.35,-21.14,6844.TWO,2026-03,62.0999984741,2025,諾貝兒,9.627906740170543,N/A,1.57,-173.3,⚪ 中性觀察,96.74999999999999,N/A
218.52,10.19,392.93,⚠️ 獲利稀釋,12.75,-14.04,6640.TWO,2026-03,980.0,2025,均華,30.18170619032953,N/A,5.19,-174.41,❌ 暫避觀望,487.05000000000007,N/A
3.17,2.67,177.66,⚠️ 獲利稀釋,4.99,3.96,2412.TW,2026-03,133.0,2025,中華電,10.513833992094861,17.33%,1.3,-174.49,⚪ 中性觀察,189.75,33.63%
29.27,-3.52,203.95,⚠️ 獲利稀釋,1.75,-13.79,9960.TWO,2026-03,33.2999992371,2025,邁達康,8.809523607698413,N/A,0.53,-174.67999999999998,⚪ 中性觀察,56.7,N/A
416.67,-3.87,592.65,⚠️ 獲利稀釋,0.33,-43.1,3021.TW,2026-03,24.5,2025,鴻名,24.019607843137255,N/A,0.19,-175.97999999999996,❌ 暫避觀望,15.3,N/A
11.85,-9.88,188.41,⚠️ 獲利稀釋,2.67,-66.46,3675.TWO,2026-03,324.0,2025,德微,52.34248788368336,9.03%,1.51,-176.56,❌ 暫避觀望,92.85,36.51%
84.31,20.03,261.06,⚠️ 獲利稀釋,5.62,-27.15,6579.TW,2026-03,161.5,2025,研揚,10.934326337169939,N/A,3.81,-176.75,⚪ 中性觀察,221.54999999999998,N/A
-30.0,-54.43,147.2,📉 獲利侵蝕,0.2,-93.38,1805.TW,2026-03,10.1499996185,2025,寶徠,18.796295589814815,10.56%,0.14,-177.2,❌ 暫避觀望,8.100000000000001,21.75%
42.31,-7.24,219.88,⚠️ 獲利稀釋,0.5,-73.51,3588.TW,2026-03,62.5999984741,2025,通嘉,40.915031682418295,-1.96%,0.37,-177.57,❌ 暫避觀望,22.95,31.63%
196.0,8.51,373.81,⚠️ 獲利稀釋,6.1,-40.84,3587.TWO,2026-03,279.0,2025,閎康,18.9280868385346,10.45%,2.24,-177.81,❌ 暫避觀望,221.1,30.02%
24.71,4.29,202.94,⚠️ 獲利稀釋,2.97,-18.46,2455.TW,2026-03,315.5,2025,全新,45.07142857142857,21.78%,1.06,-178.23,❌ 暫避觀望,105.0,37.27%
-10.71,-17.82,167.71,📉 獲利侵蝕,2.31,-12.16,3284.TWO,2026-03,25.7999992371,2025,太普高,5.536480522982833,13.35%,0.5,-178.42000000000002,⚪ 中性觀察,69.89999999999999,25.16%
-9.84,8.73,168.81,📉 獲利侵蝕,4.21,117.01,6763.TWO,2026-03,43.7000007629,2025,綠界科技*,4.482051360297436,N/A,0.55,-178.65,⚪ 中性觀察,146.25,N/A
-16.67,10.32,162.23,📉 獲利侵蝕,0.03,-50.0,5251.TWO,2026-03,28.3999996185,2025,天鉞電,0.0,N/A,0.1,-178.89999999999998,⚪ 數據不足,-4.35,N/A
-26.34,7.88,152.96,📉 獲利侵蝕,8.57,-0.37,5403.TWO,2026-03,95.1999969482,2025,中菲,4.830035360131912,N/A,1.42,-179.3,⚪ 中性觀察,295.65000000000003,N/A
-81.89,-24.49,97.83,📉 獲利侵蝕,0.01,-99.85,3557.TW,2026-03,26.4500007629,2025,嘉威,18.892857687785714,N/A,0.48,-179.72,❌ 暫避觀望,21.0,N/A
-70.51,13.44,109.26,📉 獲利侵蝕,5.01,31.15,3450.TW,2026-03,480.0,2025,聯鈞,39.83402489626556,15.62%,0.69,-179.77,❌ 暫避觀望,180.75,26.67%
-23.33,0.49,156.53,📉 獲利侵蝕,4.57,16.97,3303.TWO,2026-03,62.7000007629,2025,岱稜,5.731261495694699,N/A,0.92,-179.86,⚪ 中性觀察,164.1,N/A
8.33,-8.17,188.41,⚠️ 獲利稀釋,0.03,-94.0,1611.TW,2026-03,12.8000001907,2025,中電,53.333334127916665,11.05%,0.13,-180.07999999999998,❌ 暫避觀望,3.6,37.93%
-48.65,-4.28,131.75,📉 獲利侵蝕,3.27,-56.63,8410.TWO,2026-03,32.7000007629,2025,森田,6.181474624366729,N/A,0.57,-180.4,⚪ 中性觀察,79.35,N/A
-24.52,22.39,156.16,📉 獲利侵蝕,5.04,-31.43,7736.TW,2026-03,70.8000030518,2025,虎山,6.145833598246528,N/A,1.18,-180.68,⚪ 中性觀察,172.79999999999998,N/A
-67.69,-1.52,113.25,📉 獲利侵蝕,10.03,-10.98,8467.TW,2026-03,110.0,2025,波力-KY,4.147812971342383,N/A,0.83,-180.94,⚪ 中性觀察,397.80000000000007,N/A
152.58,55.14,334.61,⚠️ 獲利稀釋,3.44,66.99,5206.TWO,2026-03,22.6000003815,2025,坤悅,1.6282421024135447,N/A,2.45,-182.03,⚪ 中性觀察,208.2,N/A
100.0,5.6,282.06,⚠️ 獲利稀釋,0.05,66.67,6168.TW,2026-03,27.6000003815,2025,宏齊,2760.0000381499976,N/A,0.02,-182.06,❌ 暫避觀望,0.15000000000000013,N/A
45.45,16.01,228.74,⚠️ 獲利稀釋,-0.76,18.37,2321.TW,2026-03,15.6000003815,2025,東訊,0.0,-5.26%,-0.12,-183.29000000000002,⚪ 數據不足,-23.549999999999997,29.80%
-42.76,20.5,140.62,📉 獲利侵蝕,4.2,2.69,2364.TW,2026-03,70.0,2025,倫飛,7.063572149344097,7.82%,0.83,-183.38,⚪ 中性觀察,148.65,39.87%
-34.88,4.22,148.52,📉 獲利侵蝕,-3.97,-85.58,6496.TWO,2026-03,25.0,2025,科懋,0.0,N/A,-1.18,-183.4,⚪ 數據不足,-152.85,N/A
2.36,13.67,186.36,⚠️ 獲利稀釋,6.9,-8.99,6922.TWO,2026-03,176.0,2025,宸曜,9.575625680087052,N/A,2.6,-184.0,⚪ 中性觀察,275.7,N/A
8.33,-1.34,192.47,⚠️ 獲利稀釋,-0.36,-5.88,4121.TWO,2026-03,13.3500003815,2025,優盛,0.0,-3.01%,-0.11,-184.14,⚪ 數據不足,-13.799999999999999,33.58%
-99.76,-15.36,84.83,📉 獲利侵蝕,1.57,137.2,6684.TWO,2026-03,51.5,2025,安格,6.094674556213018,N/A,0.01,-184.59,⚪ 中性觀察,126.74999999999999,N/A
92.31,1.82,277.35,⚠️ 獲利稀釋,4.68,-37.99,3088.TWO,2026-03,139.0,2025,艾訊,13.076199435559738,10.77%,2.25,-185.04000000000002,⚪ 中性觀察,159.45,33.38%
-45.58,6.1,139.57,📉 獲利侵蝕,10.02,13.09,8279.TWO,2026-03,88.0,2025,生展,3.470031545741325,N/A,1.23,-185.14999999999998,⚪ 中性觀察,380.4,N/A
26.37,2.32,211.77,⚠️ 獲利稀釋,3.45,-5.22,1216.TW,2026-03,78.5999984741,2025,統一,8.352815990871413,2.59%,1.15,-185.4,⚪ 中性觀察,141.15,31.73%
-2.33,5.66,183.17,📉 獲利侵蝕,2.65,22.61,7547.TWO,2026-03,54.7999992371,2025,碩網,8.83870955437097,N/A,0.42,-185.5,⚪ 中性觀察,92.99999999999999,N/A
19.05,-13.56,204.61,⚠️ 獲利稀釋,1.03,-54.63,4952.TW,2026-03,54.7000007629,2025,凌通,15.718391023821837,N/A,0.5,-185.56,❌ 暫避觀望,52.2,N/A
6.4,6.74,192.19,⚠️ 獲利稀釋,4.0,4.76,6568.TWO,2026-03,154.5,2025,宏觀,16.903719912472646,N/A,1.34,-185.79,❌ 暫避觀望,137.10000000000002,N/A
-12.5,-3.69,173.42,📉 獲利侵蝕,13.97,-26.4,6605.TW,2026-03,128.5,2025,帝寶,3.9296636085626906,N/A,4.41,-185.92,⚪ 中性觀察,490.50000000000006,N/A
-3.23,19.07,182.83,📉 獲利侵蝕,7.39,4.56,3416.TW,2026-03,174.0,2025,融程電,9.925841414717627,18.05%,1.8,-186.06,⚪ 中性觀察,262.95,38.51%
46.38,-25.1,232.47,⚠️ 獲利稀釋,1.8,-65.38,6715.TW,2026-03,374.0,2025,嘉基,72.90448343079922,N/A,1.02,-186.09,❌ 暫避觀望,76.95,N/A
-38.46,3.18,147.7,📉 獲利侵蝕,11.33,-37.78,2474.TW,2026-03,191.0,2025,可成,7.853618421052632,13.69%,2.63,-186.16,⚪ 中性觀察,364.8,33.00%
9.03,6.37,195.24,⚠️ 獲利稀釋,5.73,19.71,8261.TW,2026-03,304.0,2025,富鼎,22.568671121009647,N/A,1.57,-186.21,❌ 暫避觀望,202.05000000000004,N/A
40.71,22.89,226.99,⚠️ 獲利稀釋,13.04,31.94,6138.TWO,2026-03,333.5,2025,茂達,10.658357302652606,N/A,3.68,-186.28,⚪ 中性觀察,469.34999999999997,N/A
560.0,11.98,746.29,⚠️ 獲利稀釋,1.8,25.87,3703.TW,2026-03,20.6499996185,2025,欣陸,5.985507135797102,7.24%,0.33,-186.28999999999996,⚪ 中性觀察,51.74999999999999,13.84%
18.42,-20.79,205.02,⚠️ 獲利稀釋,-1.72,-129.33,6130.TWO,2026-03,27.3999996185,2025,上亞科技,0.0,N/A,-0.31,-186.60000000000002,⚪ 數據不足,-57.3,N/A
108.06,2.26,295.15,⚠️ 獲利稀釋,3.34,-11.97,2303.TW,2026-03,166.0,2025,聯電,19.506462984723854,19.78%,1.29,-187.08999999999997,❌ 暫避觀望,127.64999999999999,30.67%
-34.62,-23.26,152.59,📉 獲利侵蝕,0.21,-77.66,1468.TW,2026-03,12.8000001907,2025,昶和,0.0,2.42%,0.17,-187.21,⚪ 數據不足,-0.5999999999999996,18.12%
62.2,-72.48,249.55,⚠️ 獲利稀釋,-1.11,58.98,3466.TWO,2026-03,31.3500003815,2025,德晉,0.0,-223.66%,-0.31,-187.35000000000002,⚪ 數據不足,-46.50000000000001,-8.98%
66.67,29.3,254.52,⚠️ 獲利稀釋,0.49,-63.43,3594.TWO,2026-03,52.9000015259,2025,磐儀,0.0,10.21%,-0.07,-187.85000000000002,⚪ 數據不足,-0.5999999999999996,41.27%
118.18,20.44,306.09,⚠️ 獲利稀釋,2.01,294.12,4576.TW,2026-03,206.0,2025,大銀微系統,42.126789366053174,13.23%,0.96,-187.90999999999997,❌ 暫避觀望,73.35,38.42%
18.82,11.44,207.08,⚠️ 獲利稀釋,4.81,-34.26,3289.TWO,2026-03,160.5,2025,宜特,11.255259467040675,4.49%,2.05,-188.26000000000002,⚪ 中性觀察,213.89999999999998,25.60%
30.65,5.0,219.52,⚠️ 獲利稀釋,1.63,27.34,1733.TW,2026-03,31.5,2025,五鼎,7.031250000000001,7.57%,0.81,-188.87,⚪ 中性觀察,67.19999999999999,30.15%
-41.67,-4.71,147.3,🔄 轉虧為盈,-9.56,-431.94,6128.TW,2026-03,20.4500007629,2025,上福,0.0,N/A,0.28,-188.97000000000003,⚪ 數據不足,-268.8,N/A
-43.51,2.05,145.78,📉 獲利侵蝕,4.1,-13.68,9938.TW,2026-03,46.2999992371,2025,百和,4.388625520104266,N/A,0.87,-189.29,⚪ 中性觀察,158.25,N/A
-17.39,6.92,171.96,📉 獲利侵蝕,3.02,48.04,4560.TW,2026-03,34.0,2025,強信-KY,4.588394062078272,16.61%,0.76,-189.35000000000002,⚪ 中性觀察,111.15,33.75%
-81.73,-11.96,107.78,📉 獲利侵蝕,15.5,-38.69,3693.TWO,2026-03,488.0,2025,營邦,12.484011256075721,0.48%,1.54,-189.51,⚪ 中性觀察,586.35,29.12%
15.17,16.17,205.07,⚠️ 獲利稀釋,8.36,17.2,3551.TWO,2026-03,225.0,2025,世禾,10.719390185802762,18.42%,2.46,-189.9,⚪ 中性觀察,314.85,36.55%
9.67,20.89,200.1,⚠️ 獲利稀釋,13.99,-6.3,1519.TW,2026-03,709.0,2025,華城,22.731644757935236,19.22%,3.29,-190.43,❌ 暫避觀望,467.85,42.20%
3.13,-10.89,194.32,⚠️ 獲利稀釋,1.13,-49.1,2495.TW,2026-03,45.0499992371,2025,普安,27.981365985776403,9.76%,0.33,-191.19,❌ 暫避觀望,24.15,43.31%
-17.11,2.41,174.54,📉 獲利侵蝕,5.77,-18.35,4933.TWO,2026-03,60.9000015259,2025,友輝,4.7172735496436875,12.48%,1.9,-191.64999999999998,⚪ 中性觀察,193.65,28.71%
177.08,11.78,369.13,⚠️ 獲利稀釋,3.77,-7.65,6117.TW,2026-03,68.1999969482,2025,迎廣,8.368097785055214,N/A,1.33,-192.04999999999998,⚪ 中性觀察,122.25,N/A
94.64,-52.73,286.81,⚠️ 獲利稀釋,-0.92,53.77,8477.TWO,2026-03,16.1000003815,2025,創業家,0.0,N/A,-0.03,-192.17000000000002,⚪ 數據不足,-30.450000000000003,N/A
39.39,19.44,231.62,⚠️ 獲利稀釋,3.53,61.93,3332.TWO,2026-03,67.0999984741,2025,幸康,6.757300954088621,N/A,1.38,-192.23000000000002,⚪ 中性觀察,148.95,N/A
64.76,0.88,257.27,⚠️ 獲利稀釋,4.85,-2.81,6672.TW,2026-03,268.0,2025,騰輝電子-KY,21.735604217356045,N/A,1.73,-192.51,❌ 暫避觀望,184.95,N/A
-103.03,12.63,89.63,📉 獲利侵蝕,-0.06,-102.22,5201.TWO,2026-03,27.3500003815,2025,凱衛,0.0,N/A,-0.67,-192.66,⚪ 數據不足,-22.8,N/A
-20.0,-29.93,172.74,📉 獲利侵蝕,-3.43,-35.42,3041.TW,2026-03,26.3999996185,2025,揚智,0.0,-198.78%,-0.48,-192.74,⚪ 數據不足,-106.95,5.61%
-3.47,-9.64,190.77,📉 獲利侵蝕,1.34,-77.5,2066.TWO,2026-03,67.0,2025,世德,12.786259541984732,-4.97%,1.96,-194.24,⚪ 中性觀察,78.60000000000001,19.80%
201.59,-3.81,396.14,🔄 轉虧為盈,-2.87,-356.73,5263.TWO,2026-03,100.0,2025,智崴,0.0,N/A,0.67,-194.54999999999998,⚪ 數據不足,-137.10000000000002,N/A
24.03,15.02,219.37,⚠️ 獲利稀釋,14.08,39.41,6782.TW,2026-03,201.0,2025,視陽,5.904817861339601,N/A,3.82,-195.34,⚪ 中性觀察,510.59999999999997,N/A
22.93,19.26,218.89,⚠️ 獲利稀釋,7.1,19.42,7556.TWO,2026-03,235.0,2025,意德士,12.348922753547031,N/A,2.52,-195.95999999999998,⚪ 中性觀察,285.45000000000005,N/A
-4.35,-0.92,192.14,📉 獲利侵蝕,1.72,-31.2,8049.TWO,2026-03,26.5499992371,2025,晶采,6.321428389785714,N/A,0.44,-196.48999999999998,⚪ 中性觀察,63.0,N/A
10.24,16.17,206.96,⚠️ 獲利稀釋,12.71,10.57,4771.TW,2026-03,204.0,2025,望隼,6.482364156339371,N/A,3.66,-196.72,⚪ 中性觀察,472.04999999999995,N/A
-70.0,-51.34,126.74,📉 獲利侵蝕,-2.15,-73.98,2258.TW,2026-03,32.5999984741,2025,鴻華先進-創,0.0,-262.93%,-0.51,-196.74,⚪ 數據不足,-69.45,19.82%
-61.08,16.17,135.88,📉 獲利侵蝕,6.07,8.01,3078.TWO,2026-03,54.0999984741,2025,僑威,3.5498686662795276,12.10%,0.72,-196.95999999999998,⚪ 中性觀察,228.6,23.99%
8.26,0.95,205.28,⚠️ 獲利稀釋,20.25,-9.03,4766.TW,2026-03,337.5,2025,南寶,6.363122171945702,16.17%,6.55,-197.02,⚪ 中性觀察,795.6,33.74%
28.57,29.59,226.47,⚠️ 獲利稀釋,3.08,62.03,8147.TWO,2026-03,141.5,2025,正淩,16.588511137162953,N/A,0.9,-197.9,❌ 暫避觀望,127.95000000000002,N/A
-91.84,-4.54,106.5,🏰 高護城河,0.32,-57.53,3040.TW,2026-03,38.0,2025,遠見,35.84905660377358,-3.25%,0.04,-198.34,❌ 暫避觀望,15.9,58.07%
350.0,2.94,548.43,⚠️ 獲利稀釋,11.19,24.88,1256.TW,2026-03,188.5,2025,鮮活果汁-KY,6.712962962962964,6.32%,3.24,-198.42999999999995,⚪ 中性觀察,421.2,24.61%
-19.45,0.1,179.22,📉 獲利侵蝕,9.61,4.45,4571.TW,2026-03,159.0,2025,鈞興-KY,6.592039800995025,18.52%,2.41,-198.67,⚪ 中性觀察,361.8,33.35%
-29.91,-3.53,168.9,📉 獲利侵蝕,4.38,-28.08,6245.TWO,2026-03,82.8000030518,2025,立端,8.423194613611393,N/A,0.75,-198.81,⚪ 中性觀察,147.45,N/A
0.64,6.29,199.94,⚠️ 獲利稀釋,6.77,5.71,9917.TW,2026-03,107.0,2025,中保科,6.438026474127558,N/A,1.6,-199.3,⚪ 中性觀察,249.29999999999995,N/A
-17.07,-15.65,182.28,📉 獲利侵蝕,0.93,-75.14,2201.TW,2026-03,28.2999992371,2025,裕隆,10.968991952364341,7.44%,0.35,-199.35,⚪ 中性觀察,38.7,30.14%
53.66,7.08,253.02,⚠️ 獲利稀釋,5.99,34.97,3264.TWO,2026-03,224.5,2025,欣銓,15.376712328767121,26.59%,1.95,-199.36,❌ 暫避觀望,219.00000000000003,37.83%
23.53,-10.2,223.18,⚠️ 獲利稀釋,1.66,-3.49,6662.TWO,2026-03,30.0,2025,樂斯科,8.474576271186441,N/A,0.21,-199.65,⚪ 中性觀察,53.1,N/A
-92.57,39.1,107.98,📉 獲利侵蝕,0.51,-76.4,7780.TW,2026-03,17.8500003815,2025,大研生醫*,2.754629688503086,N/A,0.13,-200.55,⚪ 中性觀察,97.2,N/A
6.45,3.79,208.08,⚠️ 獲利稀釋,10.78,-2.88,2912.TW,2026-03,244.5,2025,統一超,8.725910064239828,2.95%,2.97,-201.63000000000002,⚪ 中性觀察,420.30000000000007,34.07%
-91.21,13.69,110.9,📉 獲利侵蝕,9.06,13.11,1736.TW,2026-03,131.0,2025,喬山,9.472161966738973,9.78%,0.08,-202.11,⚪ 中性觀察,207.45,48.58%
58.9,5.25,261.03,⚠️ 獲利稀釋,3.92,17.71,8103.TW,2026-03,85.8000030518,2025,瀚荃,9.839449891261468,N/A,1.17,-202.12999999999997,⚪ 中性觀察,130.8,N/A
-25.59,6.85,176.57,📉 獲利侵蝕,11.76,-2.81,2428.TW,2026-03,295.0,2025,興勤,10.67680057908071,22.33%,2.21,-202.16,⚪ 中性觀察,414.45,39.10%
17.61,-7.81,219.85,⚠️ 獲利稀釋,5.64,-14.93,6577.TWO,2026-03,78.0999984741,2025,勁豐,6.09204356272231,N/A,1.67,-202.24,⚪ 中性觀察,192.29999999999998,N/A
-1.22,0.66,201.11,📉 獲利侵蝕,1.73,-37.18,7732.TW,2026-03,35.75,2025,金興精密,7.638888888888889,N/A,0.82,-202.33,⚪ 中性觀察,70.19999999999999,N/A
-43.27,6.12,159.18,📉 獲利侵蝕,5.78,2.66,6486.TWO,2026-03,80.5,2025,互動,7.1682991985752444,N/A,0.59,-202.45000000000002,⚪ 中性觀察,168.45000000000002,N/A
41.46,2.9,244.12,⚠️ 獲利稀釋,5.37,-10.95,6757.TW,2026-03,58.5999984741,2025,台灣虎航,3.7041718378065736,N/A,2.91,-202.66,⚪ 中性觀察,237.30000000000004,N/A
-5.07,5.34,198.02,📉 獲利侵蝕,5.28,-15.57,3042.TW,2026-03,189.5,2025,晶技,14.565718677940044,14.07%,1.32,-203.09,⚪ 中性觀察,195.15000000000003,32.18%
19.4,26.97,222.57,⚠️ 獲利稀釋,4.37,51.58,8028.TW,2026-03,318.5,2025,昇陽半導體,29.03372835004558,N/A,1.61,-203.17,❌ 暫避觀望,164.55,N/A
