eps_yoy,prev_rev_yoy,rev_yoy,status,prev_eps,prev_eps_yoy,symbol,date,price,prev_year,name,pe,om,eps,expansion,advice,est_price,gm
4.3,26.34,278.53,⚠️ 獲利稀釋,8.73,31.08,6290.TWO,2026-03,264.0,2025,良維,12.435233160621761,N/A,2.68,-274.22999999999996,⚪ 中性觀察,318.45,N/A
-22.22,0.06,252.41,📉 獲利侵蝕,0.47,-9.62,2906.TW,2026-03,14.0,2025,高林,18.18181818181818,N/A,0.07,-274.63,❌ 暫避觀望,11.55,N/A
113.33,-32.33,390.11,🔄 轉虧為盈,-3.62,-922.73,2923.TW,2026-03,33.9000015259,2025,鼎固-KY,0.0,-153.80%,0.02,-276.78000000000003,⚪ 數據不足,-69.6,55.83%
153.33,1.33,430.66,⚠️ 獲利稀釋,0.53,-74.4,4543.TWO,2026-03,34.3499984741,2025,萬在,63.61110828537038,7.11%,0.76,-277.33000000000004,❌ 暫避觀望,8.1,25.17%
-191.43,-36.53,86.45,📉 獲利侵蝕,-1.13,54.88,6674.TW,2026-03,16.0499992371,2025,鋐寶科技,0.0,N/A,-1.04,-277.88,⚪ 數據不足,-59.1,N/A
-7.58,-7.81,271.13,📉 獲利侵蝕,2.4,-20.27,8930.TWO,2026-03,31.7999992371,2025,青鋼,5.638297737074469,N/A,0.62,-278.71,⚪ 中性觀察,84.6,N/A
166.67,-8.43,445.75,🔄 轉虧為盈,-0.96,-700.0,6578.TWO,2026-03,17.2999992371,2025,達邦蛋白,0.0,N/A,0.08,-279.08000000000004,⚪ 數據不足,-21.15,N/A
-1.9,12.97,277.44,📉 獲利侵蝕,4.02,288.24,6165.TW,2026-03,50.9000015259,2025,浪凡,4.965853807404878,N/A,1.09,-279.34,⚪ 中性觀察,153.75,N/A
55.56,10.3,334.94,⚠️ 獲利稀釋,0.48,-71.34,6432.TWO,2026-03,73.6999969482,2025,今展科,79.2473085464516,N/A,0.72,-279.38,❌ 暫避觀望,13.950000000000001,N/A
-74.58,29.09,205.16,📉 獲利侵蝕,0.74,155.22,3540.TWO,2026-03,21.9500007629,2025,曜越,15.905797654275364,-3.44%,0.15,-279.74,❌ 暫避觀望,20.7,27.46%
240.0,3.52,521.37,⚠️ 獲利稀釋,0.41,193.18,2413.TW,2026-03,45.1500015259,2025,環科,0.0,3.38%,0.51,-281.37,⚪ 數據不足,-4.2,17.05%
30.64,27.72,312.22,⚠️ 獲利稀釋,7.94,45.05,2421.TW,2026-03,139.0,2025,建準,7.296587926509186,16.47%,2.36,-281.58000000000004,⚪ 中性觀察,285.75,32.82%
-9.38,-5.89,272.22,📉 獲利侵蝕,5.97,-21.86,8342.TWO,2026-03,0.0,2025,益張,0.0,N/A,1.45,-281.6,⚪ 數據不足,0.0,N/A
-32.26,-4.53,249.4,📉 獲利侵蝕,7.64,-6.83,6271.TW,2026-03,224.0,2025,同欣電,12.4031007751938,N/A,1.89,-281.66,⚪ 中性觀察,270.9,N/A
31.82,-6.24,313.98,⚠️ 獲利稀釋,1.55,-21.93,1402.TW,2026-03,27.5499992371,2025,遠東新,7.064102368487179,6.69%,0.61,-282.16,⚪ 中性觀察,58.50000000000001,19.14%
0.0,-43.95,283.09,📉 獲利侵蝕,-0.5,-1080.0,6264.TWO,2026-03,6.0500001907,2025,富裔,0.0,N/A,-0.22,-283.09,⚪ 數據不足,-26.999999999999996,N/A
16.43,19.87,299.83,⚠️ 獲利稀釋,3.95,-30.21,6829.TWO,2026-03,257.0,2025,千附精密,26.14445574771109,N/A,1.63,-283.4,❌ 暫避觀望,147.45,N/A
-56.82,5.3,226.98,📉 獲利侵蝕,2.59,40.56,5443.TWO,2026-03,108.0,2025,均豪,17.197452229299362,N/A,0.19,-283.8,❌ 暫避觀望,94.2,N/A
-58.82,19.79,225.33,📉 獲利侵蝕,1.36,-11.69,6148.TWO,2026-03,30.9500007629,2025,驊宏資,11.903846447269228,N/A,0.07,-284.15000000000003,⚪ 中性觀察,39.00000000000001,N/A
72.41,40.66,356.69,⚠️ 獲利稀釋,10.99,29.29,6894.TWO,2026-03,350.0,2025,衛司特,12.254901960784313,N/A,4.5,-284.28,⚪ 中性觀察,428.40000000000003,N/A
40.0,-23.26,324.54,⚠️ 獲利稀釋,2.05,-31.43,2362.TW,2026-03,42.0999984741,2025,藍天,9.882628749788733,N/A,0.61,-284.54,⚪ 中性觀察,63.9,N/A
-62.69,-13.29,222.27,📉 獲利侵蝕,3.59,-65.19,6873.TW,2026-03,87.3000030518,2025,泓德能源,12.991071882708333,N/A,0.25,-284.96000000000004,⚪ 中性觀察,100.80000000000001,N/A
6.25,5.91,291.37,⚠️ 獲利稀釋,2.68,1.52,9926.TW,2026-03,50.0,2025,新海,7.032348804500703,N/A,0.68,-285.12,⚪ 中性觀察,106.65,N/A
-102.86,-50.97,182.49,📉 獲利侵蝕,1.92,-80.22,2545.TW,2026-03,34.5,2025,皇翔,4.411764705882352,N/A,-0.01,-285.35,⚪ 中性觀察,117.30000000000001,N/A
79.17,23.94,364.8,🔄 轉虧為盈,-0.55,-191.67,8374.TW,2026-03,83.3000030518,2025,羅昇,78.58490853943398,N/A,0.43,-285.63,❌ 暫避觀望,15.899999999999997,N/A
86.52,15.94,372.28,⚠️ 獲利稀釋,6.57,-2.48,9958.TW,2026-03,119.0,2025,世紀鋼,6.76905574516496,N/A,2.63,-285.76,⚪ 中性觀察,263.70000000000005,N/A
8.57,7.18,295.87,⚠️ 獲利稀釋,8.07,10.14,1513.TW,2026-03,171.0,2025,中興電,8.689024390243903,17.59%,1.94,-287.3,⚪ 中性觀察,295.2,27.00%
13.51,9.65,301.45,⚠️ 獲利稀釋,1.66,-33.33,3317.TWO,2026-03,90.5999984741,2025,尼克森,15.978835709717814,15.60%,0.84,-287.94,❌ 暫避觀望,85.05,29.13%
37.66,31.74,326.04,⚠️ 獲利稀釋,46.57,98.71,3665.TW,2026-03,1910.0,2025,貿聯-KY,17.415884015683414,18.37%,11.66,-288.38,❌ 暫避觀望,1645.05,31.93%
-60.0,19.95,228.62,📉 獲利侵蝕,2.28,13.43,4148.TW,2026-03,30.1499996185,2025,全宇生技-KY,6.178278610348362,9.28%,0.08,-288.62,⚪ 中性觀察,73.19999999999999,28.39%
34.78,1.99,324.71,⚠️ 獲利稀釋,0.78,-30.97,1470.TW,2026-03,23.0,2025,大統新創,15.540540540540539,18.03%,0.31,-289.92999999999995,❌ 暫避觀望,22.200000000000003,30.30%
11.56,7.87,301.8,⚠️ 獲利稀釋,3.63,-51.37,7788.TW,2026-03,269.5,2025,松川精密,31.048387096774196,N/A,2.22,-290.24,❌ 暫避觀望,130.2,N/A
16.2,13.91,308.39,⚠️ 獲利稀釋,5.62,-8.97,1342.TW,2026-03,116.5,2025,八貫,8.095899930507297,N/A,2.08,-292.19,⚪ 中性觀察,215.85,N/A
-26.58,29.61,265.83,📉 獲利侵蝕,5.23,52.37,4442.TWO,2026-03,49.0999984741,2025,竣邦-KY,3.6696560892451418,10.88%,1.17,-292.40999999999997,⚪ 中性觀察,200.70000000000002,27.73%
18.09,11.55,310.78,⚠️ 獲利稀釋,6.45,-5.85,3479.TWO,2026-03,147.5,2025,安勤,8.78499106611078,N/A,2.22,-292.69,⚪ 中性觀察,251.85,N/A
-23.53,-9.87,269.43,📉 獲利侵蝕,-0.49,-2550.0,2722.TW,2026-03,22.9500007629,2025,夏都,0.0,-30.10%,-0.21,-292.96000000000004,⚪ 數據不足,-19.5,27.13%
-7.55,-1.77,285.87,📉 獲利侵蝕,1.38,-36.28,5353.TWO,2026-03,28.75,2025,台林,8.505917159763314,N/A,0.5,-293.42,⚪ 中性觀察,50.699999999999996,N/A
-22.86,-1.12,270.61,📉 獲利侵蝕,-1.15,-428.57,6240.TWO,2026-03,18.1499996185,2025,松崗,0.0,N/A,-0.43,-293.47,⚪ 數據不足,-60.44999999999999,N/A
-14.47,-5.35,280.23,📉 獲利侵蝕,1.16,-77.08,8941.TWO,2026-03,43.6500015259,2025,關中,12.725947966734694,N/A,1.36,-294.70000000000005,⚪ 中性觀察,51.45,N/A
-52.56,373.32,242.32,📉 獲利侵蝕,5.56,-69.48,5314.TWO,2026-03,66.5999984741,2025,世紀*,6.542239535766209,N/A,0.37,-294.88,⚪ 中性觀察,152.7,N/A
19.35,16.61,314.37,⚠️ 獲利稀釋,0.55,-63.09,8222.TW,2026-03,41.9500007629,2025,寶一,38.48623923201834,N/A,0.37,-295.02,❌ 暫避觀望,16.35,N/A
-70.52,3.44,224.56,📉 獲利侵蝕,4.36,-34.8,6284.TWO,2026-03,92.3000030518,2025,佳邦,9.829606288796592,N/A,0.51,-295.08,⚪ 中性觀察,140.85000000000002,N/A
-175.0,-32.24,120.26,📉 獲利侵蝕,0.17,104.91,5227.TWO,2026-03,31.6000003815,2025,立凱-KY,0.0,N/A,-1.43,-295.26,⚪ 數據不足,-4.199999999999994,N/A
27.64,3.01,323.3,⚠️ 獲利稀釋,4.21,13.48,1618.TW,2026-03,38.5,2025,合機,3.4100974313551817,N/A,1.57,-295.66,⚪ 中性觀察,169.35,N/A
300.0,23.11,596.06,⚠️ 獲利稀釋,0.37,188.1,1587.TW,2026-03,26.3999996185,2025,吉茂,36.66666613680556,2.96%,0.04,-296.05999999999995,❌ 暫避觀望,10.799999999999999,18.05%
40.18,21.66,336.78,⚠️ 獲利稀釋,4.34,-2.92,6913.TWO,2026-03,125.5,2025,鴻呈,11.225402504472273,N/A,1.58,-296.59999999999997,⚪ 中性觀察,167.7,N/A
9.52,-9.29,307.38,⚠️ 獲利稀釋,4.56,-12.98,2488.TW,2026-03,48.3499984741,2025,漢平,4.431713883968835,7.42%,0.92,-297.86,⚪ 中性觀察,163.65,19.83%
-136.07,-11.79,163.62,📉 獲利侵蝕,2.51,-48.7,6597.TWO,2026-03,68.0999984741,2025,立誠,16.898262648660054,N/A,-0.45,-299.69,❌ 暫避觀望,60.44999999999999,N/A
29.6,-7.95,329.53,⚠️ 獲利稀釋,3.71,-30.65,1341.TW,2026-03,59.0,2025,富林-KY,6.427015250544662,12.74%,1.62,-299.92999999999995,⚪ 中性觀察,137.7,23.43%
-34.37,6.42,265.7,📉 獲利侵蝕,4.27,3.41,3484.TWO,2026-03,52.0999984741,2025,崧騰,5.028957381669884,N/A,0.63,-300.07,⚪ 中性觀察,155.39999999999998,N/A
-22.22,-8.96,277.89,📉 獲利侵蝕,0.22,-80.53,5450.TWO,2026-03,14.4499998093,2025,南良,53.518517812222214,N/A,0.07,-300.11,❌ 暫避觀望,4.050000000000001,N/A
-49.06,-8.15,251.13,📉 獲利侵蝕,3.08,-26.71,9924.TW,2026-03,40.7999992371,2025,福興,6.21951207882622,N/A,0.54,-300.19,⚪ 中性觀察,98.39999999999999,N/A
-14.81,2.91,285.59,📉 獲利侵蝕,2.24,6.16,5902.TWO,2026-03,34.1500015259,2025,德記,6.00175773741652,N/A,0.46,-300.4,⚪ 中性觀察,85.35000000000001,N/A
-59.38,-18.27,241.39,📉 獲利侵蝕,-1.3,-6600.0,3499.TWO,2026-03,14.6499996185,2025,環天科,0.0,-8.96%,-0.51,-300.77,⚪ 數據不足,-57.15,23.89%
73.15,11.63,374.3,⚠️ 獲利稀釋,5.46,11.43,2645.TW,2026-03,242.0,2025,長榮航太,16.793893129770993,9.96%,2.58,-301.15,❌ 暫避觀望,216.15,14.11%
-9.76,-81.41,291.48,📉 獲利侵蝕,-0.8,-480.95,2509.TW,2026-03,13.3000001907,2025,全坤建,0.0,N/A,-0.45,-301.24,⚪ 數據不足,-36.75,N/A
-31.4,9.39,269.93,📉 獲利侵蝕,4.01,-22.33,6469.TWO,2026-03,77.9000015259,2025,大樹,7.577821160107004,N/A,0.83,-301.33,⚪ 中性觀察,154.2,N/A
68.75,6.1,370.94,⚠️ 獲利稀釋,2.3,69.12,5432.TWO,2026-03,132.5,2025,新門,32.16019417475728,N/A,0.27,-302.19,❌ 暫避觀望,61.800000000000004,N/A
41.75,59.94,344.68,⚠️ 獲利稀釋,16.28,41.2,7744.TWO,2026-03,459.5,2025,崴寶,10.922272403137628,N/A,5.66,-302.93,⚪ 中性觀察,631.05,N/A
-195.24,2.56,108.1,📉 獲利侵蝕,0.1,-93.2,7402.TWO,2026-03,135.5,2025,邑錡,0.0,N/A,-0.4,-303.34000000000003,⚪ 數據不足,-6.15,N/A
-20.46,5.01,283.01,📉 獲利侵蝕,22.45,-18.94,6670.TW,2026-03,262.5,2025,復盛應用,4.7701253861530075,N/A,6.96,-303.46999999999997,⚪ 中性觀察,825.45,N/A
12.7,2.53,316.58,⚠️ 獲利稀釋,4.99,-18.86,3374.TWO,2026-03,402.0,2025,精材,36.54545454545455,27.31%,1.42,-303.88,❌ 暫避觀望,165.0,32.82%
38.89,3.65,342.78,⚠️ 獲利稀釋,1.86,-9.71,3624.TWO,2026-03,114.0,2025,光頡,26.267281105990783,7.20%,0.75,-303.89,❌ 暫避觀望,65.1,23.30%
-150.0,-10.48,153.95,📉 獲利侵蝕,-1.13,-337.5,6988.TW,2026-03,13.6000003815,2025,威力暘-創,0.0,N/A,-0.05,-303.95,⚪ 數據不足,-24.15,N/A
-61.07,-6.64,243.32,📉 獲利侵蝕,1.42,-56.6,1563.TW,2026-03,62.5,2025,巧新,13.102725366876308,3.31%,0.6,-304.39,⚪ 中性觀察,71.55000000000001,18.31%
-97.44,-17.79,207.42,🔄 轉虧為盈,-4.64,-270.99,3545.TW,2026-03,53.9000015259,2025,敦泰,0.0,-7.17%,0.02,-304.86,⚪ 數據不足,-28.650000000000006,20.78%
-141.61,-12.03,163.56,📉 獲利侵蝕,4.58,-40.21,6887.TW,2026-03,0.0,2025,寶綠特-KY,0.0,N/A,-0.62,-305.17,⚪ 數據不足,0.0,N/A
14.29,11.55,319.74,⚠️ 獲利稀釋,5.48,-12.04,3265.TWO,2026-03,170.0,2025,台星科,12.908124525436596,19.26%,1.76,-305.45,⚪ 中性觀察,197.55,25.97%
-53.33,12.09,253.31,📉 獲利侵蝕,1.06,46.48,4433.TWO,2026-03,20.2000007629,2025,興采,0.0,9.68%,0.14,-306.64,⚪ 數據不足,-13.649999999999997,22.41%
3.33,2.6,310.34,⚠️ 獲利稀釋,9.97,10.9,5520.TWO,2026-03,82.0999984741,2025,力泰,3.2020280216107646,N/A,2.48,-307.01,⚪ 中性觀察,384.6,N/A
-63.79,9.26,244.27,📉 獲利侵蝕,11.51,-69.45,2327.TW,2026-03,798.0,2025,國巨*,18.078840054372453,24.28%,3.9,-308.06,❌ 暫避觀望,662.1,37.30%
0.0,20.59,308.22,📉 獲利侵蝕,1.24,18.27,3059.TW,2026-03,45.5,2025,華晶科,14.724919093851133,2.92%,0.26,-308.22,⚪ 中性觀察,46.349999999999994,23.91%
164.0,12.89,473.15,⚠️ 獲利稀釋,7.91,9.74,6214.TW,2026-03,141.0,2025,精誠,7.301916105644743,N/A,2.64,-309.15,⚪ 中性觀察,289.65000000000003,N/A
7.14,0.46,317.56,⚠️ 獲利稀釋,2.61,-6.99,3168.TW,2026-03,44.3499984741,2025,眾福科,7.028525907147384,8.89%,0.6,-310.42,⚪ 中性觀察,94.65,25.14%
-55.13,2.45,255.86,📉 獲利侵蝕,2.35,-33.33,6221.TWO,2026-03,21.8999996185,2025,晉泰,3.53796439717286,N/A,0.35,-310.99,⚪ 中性觀察,92.85,N/A
33.33,-3.8,345.16,⚠️ 獲利稀釋,1.33,-30.16,1227.TW,2026-03,30.1000003815,2025,佳格,9.093655704380664,4.10%,0.52,-311.83000000000004,⚪ 中性觀察,49.65,23.19%
70.0,8.9,381.92,⚠️ 獲利稀釋,3.26,11.72,6173.TWO,2026-03,231.5,2025,信昌電,30.825565912117177,N/A,1.19,-311.92,❌ 暫避觀望,112.64999999999999,N/A
-211.63,-1.9,101.24,📉 獲利侵蝕,0.51,-79.59,5244.TW,2026-03,33.0999984741,2025,弘凱,37.19100952146067,N/A,-0.48,-312.87,❌ 暫避觀望,13.35,N/A
41.38,195.34,356.44,⚠️ 獲利稀釋,-0.52,35.21,1316.TW,2026-03,10.4499998093,2025,上曜,0.0,-1.86%,-0.19,-315.06,⚪ 數據不足,-30.449999999999996,30.65%
29.03,25.19,344.16,⚠️ 獲利稀釋,4.13,-47.66,4569.TW,2026-03,166.5,2025,六方科-KY,14.721485411140582,0.74%,3.22,-315.13,⚪ 中性觀察,169.65,15.14%
-12.2,-4.08,303.58,📉 獲利侵蝕,0.27,-74.77,6508.TWO,2026-03,26.0,2025,惠光,25.24271844660194,N/A,0.36,-315.78,❌ 暫避觀望,15.450000000000001,N/A
26.67,-5.68,343.04,⚠️ 獲利稀釋,1.5,-39.27,2105.TW,2026-03,32.8499984741,2025,正新,8.151364385632755,6.75%,0.57,-316.37,⚪ 中性觀察,60.44999999999999,22.84%
22.22,-9.81,338.66,🔄 轉虧為盈,-0.34,-132.32,3591.TW,2026-03,0.0,2025,艾笛森,0.0,-2.51%,0.12,-316.44000000000005,⚪ 數據不足,0.0,21.48%
-24.19,-10.14,293.89,📉 獲利侵蝕,2.2,-50.0,5009.TWO,2026-03,34.9000015259,2025,榮剛,6.980000305180001,N/A,0.5,-318.08,⚪ 中性觀察,75.0,N/A
-75.79,-14.3,242.64,📉 獲利侵蝕,3.0,-73.47,6863.TW,2026-03,104.0,2025,永道-KY,12.023121387283236,N/A,0.61,-318.43,⚪ 中性觀察,129.75,N/A
-5.26,-1.12,313.28,📉 獲利侵蝕,-2.07,17.15,6431.TW,2026-03,18.3999996185,2025,光麗-KY,0.0,N/A,-0.4,-318.53999999999996,⚪ 數據不足,-73.94999999999999,N/A
-150.0,79.86,168.9,📉 獲利侵蝕,-0.09,95.65,6969.TW,2026-03,25.8500003815,2025,成信實業*-創,0.0,N/A,-0.05,-318.9,⚪ 數據不足,-9.3,N/A
-244.44,13.75,74.47,📉 獲利侵蝕,-0.92,-38.46,6617.TWO,2026-03,108.5,2025,共信-KY,0.0,N/A,-0.32,-318.90999999999997,⚪ 數據不足,-30.450000000000003,N/A
44.9,-14.66,364.7,⚠️ 獲利稀釋,-1.35,-338.6,5230.TWO,2026-03,19.7999992371,2025,雷笛克光學,0.0,N/A,-0.28,-319.8,⚪ 數據不足,-60.6,N/A
-48.98,-4.99,271.71,📉 獲利侵蝕,0.06,-97.61,5015.TWO,2026-03,21.5499992371,2025,華祺,0.0,N/A,0.25,-320.69,⚪ 數據不足,-13.799999999999999,N/A
-6.49,-6.24,314.69,📉 獲利侵蝕,13.02,-11.43,3023.TW,2026-03,321.5,2025,信邦,9.5428910655981,9.15%,3.6,-321.18,⚪ 中性觀察,505.34999999999997,23.64%
13.18,20.3,334.59,⚠️ 獲利稀釋,10.26,30.29,3357.TWO,2026-03,250.0,2025,臺慶科,9.645061728395062,14.20%,2.51,-321.40999999999997,⚪ 中性觀察,388.79999999999995,28.44%
89.33,54.05,411.46,⚠️ 獲利稀釋,19.47,64.8,2368.TW,2026-03,1025.0,2025,金像電,21.7945991920051,24.30%,6.87,-322.13,❌ 暫避觀望,705.45,33.66%
-30.61,-16.5,292.45,📉 獲利侵蝕,1.1,-50.0,3038.TW,2026-03,21.25,2025,全台,8.268482490272373,0.16%,0.37,-323.06,⚪ 中性觀察,38.550000000000004,20.87%
-7.41,-22.51,316.3,📉 獲利侵蝕,0.66,-79.88,4561.TWO,2026-03,39.5499992371,2025,健椿,30.190839112290078,4.03%,0.25,-323.71000000000004,❌ 暫避觀望,19.650000000000002,19.95%
-66.67,-7.71,257.7,📉 獲利侵蝕,3.45,-51.27,1582.TW,2026-03,78.1999969482,2025,信錦,9.019607491141867,5.11%,0.35,-324.37,⚪ 中性觀察,130.05,21.08%
41.67,3.4,366.19,⚠️ 獲利稀釋,1.81,58.77,2415.TW,2026-03,35.25,2025,錩新,8.31367924528302,12.75%,0.35,-324.52,⚪ 中性觀察,63.6,25.38%
18.52,1.69,345.97,⚠️ 獲利稀釋,1.72,0.6,9908.TW,2026-03,29.1499996185,2025,大台北,6.7633409787703025,N/A,0.33,-327.45000000000005,⚪ 中性觀察,64.64999999999999,N/A
5.8,-7.67,333.31,⚠️ 獲利稀釋,6.22,-43.71,6732.TWO,2026-03,201.0,2025,昇佳電子,12.453531598513012,N/A,2.19,-327.51,⚪ 中性觀察,242.10000000000002,N/A
-18.28,14.61,310.12,📉 獲利侵蝕,2.49,-28.03,2397.TW,2026-03,58.5,2025,友通,7.748344370860926,-1.87%,0.76,-328.4,⚪ 中性觀察,113.25000000000001,25.36%
2.67,-3.38,331.39,⚠️ 獲利稀釋,2.37,-21.36,2497.TW,2026-03,59.2999992371,2025,怡利電,11.295237949923811,10.08%,0.8,-328.71999999999997,⚪ 中性觀察,78.75,25.76%
1.12,7.21,330.21,⚠️ 獲利稀釋,3.12,1.96,2453.TW,2026-03,53.4000015259,2025,凌群,6.935065133233765,4.56%,0.9,-329.09,⚪ 中性觀察,115.50000000000001,24.39%
66.67,5.45,397.14,⚠️ 獲利稀釋,4.02,26.43,6967.TWO,2026-03,78.8000030518,2025,汎瑋材料,8.39190660828541,N/A,1.07,-330.46999999999997,⚪ 中性觀察,140.85000000000002,N/A
747.83,51.17,1078.36,⚠️ 獲利稀釋,1.56,9.15,4739.TW,2026-03,92.0,2025,康普,26.82215743440233,8.56%,1.51,-330.52999999999986,❌ 暫避觀望,51.45,14.91%
116.67,4.4,447.51,⚠️ 獲利稀釋,1.35,15.38,8074.TWO,2026-03,61.5,2025,鉅橡,20.364238410596027,N/A,0.52,-330.84,❌ 暫避觀望,45.3,N/A
175.0,6.6,506.19,⚠️ 獲利稀釋,1.74,230.83,3530.TW,2026-03,61.4000015259,2025,晶相光,25.907173639620254,14.09%,0.44,-331.19,❌ 暫避觀望,35.550000000000004,31.94%
-206.25,-71.56,125.31,📉 獲利侵蝕,-1.95,-78.9,8291.TWO,2026-03,24.8999996185,2025,尚茂,0.0,N/A,-0.49,-331.56,⚪ 數據不足,-75.75,N/A
-7.53,5.64,324.12,📉 獲利侵蝕,4.23,4.19,6261.TWO,2026-03,90.1999969482,2025,久元,9.92299196349835,N/A,0.85,-331.65,⚪ 中性觀察,136.35,N/A
7.25,22.86,339.67,⚠️ 獲利稀釋,3.13,26.02,4931.TWO,2026-03,224.0,2025,新盛力,32.00000000000001,15.45%,1.48,-332.42,❌ 暫避觀望,104.99999999999999,26.27%
56.0,-14.65,389.13,⚠️ 獲利稀釋,1.19,13.33,1409.TW,2026-03,25.8999996185,2025,新纖,9.487179347435898,8.66%,0.39,-333.13,⚪ 中性觀察,40.95,22.79%
-200.0,-3.61,133.35,📉 獲利侵蝕,0.1,-56.52,4130.TWO,2026-03,27.5499992371,2025,健亞,91.83333079033332,-5.47%,-0.09,-333.35,❌ 暫避觀望,4.500000000000001,34.00%
85.11,-4.56,418.94,⚠️ 獲利稀釋,2.04,-45.45,5215.TW,2026-03,40.9000015259,2025,科嘉-KY,9.761336879689738,N/A,0.87,-333.83,⚪ 中性觀察,62.85000000000001,N/A
56.17,25.24,390.31,⚠️ 獲利稀釋,9.52,56.88,6435.TWO,2026-03,324.5,2025,大中,14.219982471516214,N/A,3.67,-334.14,⚪ 中性觀察,342.3,N/A
123.61,-16.91,458.27,🔄 轉虧為盈,-1.61,-348.39,6425.TWO,2026-03,67.6999969482,2025,易發,0.0,N/A,0.17,-334.65999999999997,⚪ 數據不足,-90.45,N/A
-15.38,-18.09,320.5,📉 獲利侵蝕,0.3,-77.78,3531.TWO,2026-03,22.9500007629,2025,先益,0.0,4.80%,0.33,-335.88,⚪ 數據不足,-10.5,22.74%
-14.75,7.48,321.35,📉 獲利侵蝕,3.06,-26.62,4942.TW,2026-03,37.75,2025,嘉彰,6.011146496815288,N/A,0.52,-336.1,⚪ 中性觀察,94.19999999999999,N/A
-177.19,5.19,158.96,📉 獲利侵蝕,0.39,-35.0,8234.TWO,2026-03,68.6999969482,2025,新漢,101.02940727676472,N/A,-0.44,-336.15,❌ 暫避觀望,10.2,N/A
42.5,-3.8,378.91,⚠️ 獲利稀釋,-1.49,-109.86,5348.TWO,2026-03,16.6499996185,2025,正能量智能,0.0,N/A,-0.23,-336.41,⚪ 數據不足,-53.4,N/A
-17.96,-3.48,319.83,📉 獲利侵蝕,3.17,-67.55,8433.TWO,2026-03,55.2999992371,2025,弘帆,14.035532801294417,N/A,1.37,-337.78999999999996,⚪ 中性觀察,59.1,N/A
105.83,15.29,443.87,⚠️ 獲利稀釋,3.84,4.08,6861.TW,2026-03,238.5,2025,睿生光電,23.200389105058363,N/A,2.12,-338.04,❌ 暫避觀望,154.20000000000002,N/A
102.44,-12.11,440.91,🔄 轉虧為盈,-4.83,-142.57,1583.TW,2026-03,51.2000007629,2025,程泰,0.0,-2.95%,0.18,-338.47,⚪ 數據不足,-285.45000000000005,19.66%
85.0,123.75,423.64,🔄 轉虧為盈,-0.16,50.0,6560.TWO,2026-03,35.5499992371,2025,欣普羅,0.0,N/A,0.37,-338.64,⚪ 數據不足,-28.5,N/A
14.08,14.03,353.67,⚠️ 獲利稀釋,5.88,14.17,6525.TW,2026-03,188.5,2025,捷敏-KY,13.081193615544763,N/A,1.62,-339.59000000000003,⚪ 中性觀察,216.14999999999998,N/A
-7.41,6.99,332.58,📉 獲利侵蝕,2.42,-18.15,1504.TW,2026-03,69.0,2025,東元,11.237785016286644,6.47%,0.51,-339.99,⚪ 中性觀察,92.10000000000001,23.29%
-35.29,-5.34,305.41,📉 獲利侵蝕,1.68,12.0,2477.TW,2026-03,21.3999996185,2025,美隆電,4.9308754881336405,N/A,0.11,-340.70000000000005,⚪ 中性觀察,65.1,N/A
9.68,8.23,350.73,⚠️ 獲利稀釋,-2.17,4.42,4726.TWO,2026-03,25.1000003815,2025,永昕,0.0,-18.26%,-0.56,-341.05,⚪ 數據不足,-88.94999999999999,1.76%
-28.57,17.58,312.59,📉 獲利侵蝕,0.16,-11.76,5512.TWO,2026-03,8.0600004196,2025,力麒,26.00000135354838,N/A,0.05,-341.15999999999997,❌ 暫避觀望,4.65,N/A
-37.7,-4.71,304.12,📉 獲利侵蝕,4.1,-24.63,9904.TW,2026-03,24.2999992371,2025,寶成,2.520746808827801,N/A,0.76,-341.82,⚪ 中性觀察,144.6,N/A
-351.06,20.34,-9.15,🌑 雙重衰退,1.69,-44.41,6643.TWO,2026-03,426.0,2025,M31,0.0,N/A,-1.18,-341.91,⚪ 數據不足,-10.35,N/A
39.09,-0.31,381.09,⚠️ 獲利稀釋,4.84,-9.87,2618.TW,2026-03,42.1500015259,2025,長榮航,3.4719935359060954,16.53%,1.53,-342.0,⚪ 中性觀察,182.10000000000002,22.90%
1.37,-1.38,343.52,⚠️ 獲利稀釋,2.68,-14.74,6175.TWO,2026-03,103.0,2025,立敦,15.582450832072618,N/A,0.74,-342.15,❌ 暫避觀望,99.14999999999999,N/A
7.55,12.66,349.82,⚠️ 獲利稀釋,4.36,-15.98,2476.TW,2026-03,0.0,2025,鉅祥,0.0,19.39%,1.14,-342.27,⚪ 數據不足,0.0,32.99%
59.41,-3.39,402.3,⚠️ 獲利稀釋,1.58,685.19,2323.TW,2026-03,11.0500001907,2025,中環,10.231481658055555,-5.65%,-0.41,-342.89,⚪ 中性觀察,16.200000000000003,23.42%
28.57,-7.34,372.19,🔄 轉虧為盈,-0.21,-147.73,1711.TW,2026-03,43.75,2025,永光,0.0,-5.18%,0.09,-343.62,⚪ 數據不足,-5.3999999999999995,17.63%
-3.43,1.65,340.36,📉 獲利侵蝕,9.1,-5.01,9939.TW,2026-03,125.0,2025,宏全,5.296610169491525,N/A,2.25,-343.79,⚪ 中性觀察,354.0,N/A
-7.69,20.51,337.45,📉 獲利侵蝕,7.55,19.61,3689.TWO,2026-03,117.0,2025,湧德,6.164383561643835,12.50%,2.04,-345.14,⚪ 中性觀察,284.7,30.92%
