日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-15,2317,鴻海,239.5,241.21,2000,-3420,-0.71%
2026-07-15,4142,國光生,17.3,25.32,1000,-8020,-31.67%
2026-07-15,0050,元大台灣50,105.8,46.6,16000,947200,127.04%
2026-07-15,0056,元大高股息,52.75,36.43,4000,65280,44.80%
2026-07-15,00635U,期元大S&P黃金,42.04,55.25,3000,-39630,-23.91%
2026-07-15,00738U,期元大道瓊白銀,46.95,66.26,1000,-19310,-29.14%
2026-07-15,00929,復華台灣科技優息,30.06,19.73,8000,82640,52.36%
2026-07-15,009816,凱基台灣TOP50,15.29,11.01,63000,269640,38.87%
2026-07-15,00990A,主動元大AI新經濟,18.07,11.48,5000,32950,57.40%
2026-07-15,2009,第一銅,38.3,50.56,4000,-49040,-24.25%
2026-07-15,2337,旺宏,148.5,95.28,2000,106440,55.86%
2026-07-15,2409,友達,28.25,16.21,2000,24080,74.28%
2026-07-15,3481,群創,58.5,25.1,4000,133600,133.07%
2026-07-15,3105,穩懋,388.0,556.47,300,-50541,-30.27%
2026-07-15,4966,譜瑞-KY,637.0,1921.64,1000,-1284640,-66.85%
2026-07-15,2327,國巨*,797.0,1030.0,1,-233,-22.62%
2026-07-15,00403A,主動統一升級50,10.39,10.68,26000,-7540,-2.72%
2026-07-15,00981A,主動統一台股增長,29.3,27.48,2000,3640,6.62%
2026-07-15,2330,台積電,2445.0,225.55,10,22194,984.02%
2026-07-15,6789,采鈺,526.0,593.5,400,-27000,-11.37%
2026-07-15,6849,奇鼎科技,162.0,266.4,280,-29232,-39.19%
2026-07-15,7853,政美應用,345.0,409.29,280,-18001,-15.71%
2026-07-15,3576,聯合再生,17.95,18.15,5000,-1000,-1.10%
2026-07-15,1721,三晃,23.15,27.88,3000,-14200,-16.98%
2026-07-15,8215,明基材,26.85,31.6,200,-950,-15.03%
2026-07-15,00405A,主動富邦台灣龍耀,8.57,9.34,11000,-8470,-8.24%
2026-07-15,5498,凱崴,56.1,69.61,188,-2540,-19.41%
2026-07-15,1301,台塑,65.2,50.5,100,1470,29.11%
2026-07-15,6498,久禾光,86.5,67.3,12,230,28.53%
2026-07-15,009821,野村稀土關鍵資源,13.41,17.3,12000,-46680,-22.49%
