代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6928.TW,攸泰科技,53.5,-52,0,2,20260715,256,0,0,N/A,0.56%,🚨 外資提款
1445.TW,大宇,11.65,8,0,17,20260715,40,0,0,N/A,0.87%,🚨 外資提款
2382.TW,廣達,381.0,-6231,3549,740,20260715,-7233,0,0,N/A,1.06%,🚨 外資提款
5471.TW,松翰,63.1,-1071,0,-14,20260715,1329,0,0,N/A,1.56%,🚨 外資提款
6923.TW,中台,80.2,-38,0,1,20260715,41,0,0,N/A,4.02%,🚨 外資提款
2838.TW,聯邦銀,21.05,-1715,-12,20,20260715,40,0,0,N/A,-14.78%,🚨 外資提款
020012.TW,富邦行動通訊N,,0,0,0,20260714,0,0,0,N/A,0.00%,🚨 外資提款
6527.TWO,明達醫,71.2,-3,0,0,20260715,0,0,0,N/A,-3.26%,🚨 外資提款
7819.TWO,精誠金融,37.65,-9,0,0,20260715,-7,0,0,N/A,-2.21%,🚨 外資提款
1454.TW,台富,13.0,8,0,0,20260715,0,0,0,N/A,1.96%,🚨 外資提款
1595.TWO,川寶,65.9,301,0,4,20260715,137,0,0,N/A,-5.86%,🚨 外資提款
6561.TWO,是方,325.0,-22,0,0,20260715,18,0,0,N/A,-1.96%,🚨 外資提款
7927.TWO,連距電機,182.0,0,0,0,20260715,0,0,0,N/A,0.00%,🚨 外資提款
00967B.TWO,元大優息美債,9.15,-2,0,92,20260715,3,0,0,N/A,0.11%,🚨 外資提款
6953.TWO,家碩,231.5,8,0,-2,20260715,1,0,0,N/A,1.98%,🚨 外資提款
2940.TWO,歐都納,24.1,0,0,0,20260715,0,0,0,N/A,-2.82%,🚨 外資提款
00949.TW,復華日本龍頭,20.6,62,0,305,20260715,449,0,0,N/A,-1.20%,🚨 外資提款
3219.TWO,倚強科,73.7,-18,0,4,20260715,33,0,0,N/A,-2.90%,🚨 外資提款
7896.TWO,喬越,214.0,0,0,0,20260715,0,0,0,N/A,0.71%,🚨 外資提款
4724.TWO,宣捷幹細胞,9.98,0,0,0,20260715,0,0,0,N/A,0.81%,🚨 外資提款
6753.TW,龍德造船,156.0,-544,0,-209,20260715,905,0,0,N/A,1.30%,🚨 外資提款
5299.TWO,杰力,103.5,-126,0,1,20260715,-278,0,0,N/A,-13.45%,🚨 外資提款
7840.TWO,祥圃,37.3,0,0,0,20260715,0,0,0,N/A,0.27%,🚨 外資提款
6412.TW,群電,85.7,-293,0,-15,20260715,143,0,0,N/A,-3.71%,🚨 外資提款
2524.TW,京城,36.6,82,0,1,20260715,0,0,0,N/A,4.57%,🚨 外資提款
2211.TW,長榮鋼,95.5,-98,-2,18,20260715,-106,0,0,N/A,0.42%,🚨 外資提款
6624.TWO,萬年清,42.35,0,0,0,20260715,1,0,0,N/A,2.05%,🚨 外資提款
2432.TW,倚天酷��-創,28.8,-16,0,3,20260715,2,0,0,N/A,1.59%,🚨 外資提款
6825.TWO,和暢科技,42.4,0,0,0,20260715,0,0,0,N/A,-4.93%,🚨 外資提款
6863.TW,永道-KY,104.0,-101,0,-76,20260715,-2,0,0,N/A,12.55%,🚨 外資提款
6614.TW,資拓宏宇,39.25,-42,0,1,20260715,2,0,0,N/A,-1.75%,🚨 外資提款
6547.TWO,高端疫苗,47.8,-553,0,8,20260715,2985,0,0,N/A,0.63%,🚨 外資提款
3218.TWO,大學光,138.5,24,0,0,20260715,159,0,0,N/A,-1.77%,🚨 外資提款
6661.TWO,威健生技,17.95,0,0,0,20260715,0,0,0,N/A,0.84%,🚨 外資提款
1466.TW,聚隆,18.3,322,0,15,20260715,-2255,0,0,N/A,4.57%,🚨 外資提款
8039.TW,台虹,181.5,10613,0,2,20260715,813,0,0,N/A,29.64%,🚨 外資提款
3450.TW,聯鈞,480.0,-682,-1,-51,20260715,311,0,0,N/A,-5.88%,🚨 外資提款
1294.TWO,漢田生技,57.5,-3,0,0,20260715,-127,0,0,N/A,-1.54%,🚨 外資提款
4139.TWO,馬光-KY,31.45,0,0,0,20260715,1,0,0,N/A,27.59%,🚨 外資提款
4967.TW,十銓,230.5,8,0,-27,20260715,-3083,0,0,N/A,-1.07%,🚨 外資提款
910322.TW,康師傅-DR,22.9,70,0,0,20260715,58,0,0,N/A,1.78%,🚨 外資提款
7801.TWO,華芸科技,105.0,0,0,0,20260715,0,0,0,N/A,-9.09%,🚨 外資提款
009807.TWO,台新標普科技精選,17.03,0,0,-1,20260715,-2,0,0,N/A,4.10%,🚨 外資提款
6907.TWO,雅特力-KY,232.5,-246,0,21,20260715,20901,0,0,N/A,35.17%,🚨 外資提款
2415.TW,錩新,35.25,229,0,0,20260715,1586,0,0,N/A,-6.37%,🚨 外資提款
2478.TW,大毅,173.0,1375,12,-15,20260715,-20075,0,0,N/A,-3.35%,🚨 外資提款
7703.TWO,銳澤,199.5,-83,0,-1,20260715,-30,0,0,N/A,5.28%,🚨 外資提款
7718.TWO,友鋮,47.25,0,0,0,20260715,0,0,0,N/A,1.18%,🚨 外資提款
00715L.TW,期街口S&P布蘭特油正2,44.2,-245,0,2947,20260715,16896,0,0,N/A,20.73%,🚨 外資提款
4702.TWO,中美實,9.78,7,0,0,20260715,7,0,0,N/A,-1.81%,🚨 外資提款
4726.TWO,永昕,25.1,11,0,0,20260715,3,0,0,N/A,-3.46%,🚨 外資提款
4755.TW,三福化,137.0,80,0,-9,20260715,105,0,0,N/A,2.24%,🚨 外資提款
00633L.TW,富邦上証正2,51.5,-96,0,130,20260715,-704,0,0,N/A,3.23%,🚨 外資提款
7839.TWO,達人網,44.5,1,0,0,20260715,0,0,0,N/A,-0.56%,🚨 外資提款
6791.TWO,虎門科技,106.5,6,0,0,20260715,-1,0,0,N/A,-3.62%,🚨 外資提款
3609.TWO,三一東林,27.65,-15,0,0,20260715,-149,0,0,N/A,-3.32%,🚨 外資提款
2849.TW,安泰銀,14.8,386,0,116,20260715,2,0,0,N/A,6.47%,🚨 外資提款
