
📅 投資日報表: 2026-09-03
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 253.00   | 256.00   | 251.00   | 256.00   | 29,000,052   | 241.21      | 2000     | ▲29,580   |   +6.13%
4142     | 國光生        | 17.70    | 17.80    | 17.65    | 17.70    | 488,010      | 25.32       | 1000     | ▼7,620    |  -30.09%
0050     | 元大台灣50     | 105.60   | 106.25   | 105.00   | 106.25   | 63,750,315   | 46.60       | 16000    | ▲954,400  | +128.00%
0056     | 元大高股息      | 53.50    | 54.65    | 53.50    | 54.60    | 55,098,429   | 36.43       | 4000     | ▲72,680   |  +49.88%
00635U   | 期元大S&P黃金   | 46.09    | 46.17    | 45.54    | 45.89    | 8,812,726    | 55.25       | 3000     | ▼28,080   |  -16.94%
00738U   | 期元大道瓊白銀    | 52.95    | 53.15    | 52.30    | 53.10    | 5,915,231    | 66.26       | 1000     | ▼13,160   |  -19.86%
00929    | 復華台灣科技優息   | 28.88    | 29.16    | 28.74    | 29.15    | 26,336,809   | 19.73       | 8000     | ▲75,360   |  +47.74%
009816   | 凱基台灣TOP50  | 15.43    | 15.56    | 15.35    | 15.56    | 94,325,575   | 11.01       | 63000    | ▲286,650  |  +41.33%
00990A   | 主動元大AI新經濟  | 15.00    | 15.00    | 14.85    | 15.00    | 13,328,081   | 11.48       | 5000     | ▲17,600   |  +30.66%
2009     | 第一銅        | 41.00    | 42.10    | 40.65    | 40.70    | 1,456,514    | 50.56       | 4000     | ▼39,440   |  -19.50%
2337     | 旺宏         | 126.00   | 127.50   | 122.00   | 122.50   | 31,459,951   | 95.28       | 2000     | ▲54,440   |  +28.57%
2409     | 友達         | 26.80    | 27.10    | 26.35    | 26.40    | 106,760,121  | 16.21       | 2000     | ▲20,380   |  +62.86%
3481     | 群創         | 49.90    | 50.20    | 49.20    | 49.30    | 136,981,389  | 25.10       | 4000     | ▲96,800   |  +96.41%
3105     | 穩懋         | 448.50   | 492.00   | 444.00   | 492.00   | 55,265,666   | 556.47      | 300      | ▼19,341   |  -11.59%
4966     | 譜瑞-KY      | 583.00   | 592.00   | 579.00   | 580.00   | 627,528      | 1921.64     | 1000     | ▼1,341,640 |  -69.82%
2327     | 國巨*        | 551.00   | 576.00   | 550.00   | 568.00   | 43,405,964   | 1030.00     | 1        | ▼462      |  -44.85%
00403A   | 主動統一升級50   | 10.08    | 10.22    | 10.04    | 10.22    | 211,485,028  | 10.68       | 26000    | ▼11,960   |   -4.31%
00981A   | 主動統一台股增長   | 29.09    | 29.50    | 28.93    | 29.40    | 233,262,648  | 27.48       | 2000     | ▲3,840    |   +6.99%
2330     | 台積電        | 2395.00  | 2440.00  | 2390.00  | 2440.00  | 17,216,484   | 225.55      | 10       | ▲22,144   | +981.80%
6789     | 采鈺         | 469.50   | 497.00   | 467.50   | 490.00   | 3,922,798    | 593.50      | 400      | ▼41,400   |  -17.44%
6849     | 奇鼎科技       | 134.50   | 157.50   | 133.00   | 146.00   | 417,251      | 266.40      | 280      | ▼33,712   |  -45.20%
7853     | 政美應用       | 322.50   | 326.50   | 309.00   | 313.00   | 405,953      | 409.29      | 280      | ▼26,961   |  -23.53%
3576     | 聯合再生       | 17.95    | 18.10    | 17.70    | 17.80    | 11,832,130   | 18.15       | 5000     | ▼1,750    |   -1.93%
1721     | 三晃         | 20.50    | 21.90    | 20.50    | 20.85    | 1,112,119    | 27.88       | 3000     | ▼21,100   |  -25.22%
8215     | 明基材        | 25.30    | 25.95    | 25.20    | 25.25    | 494,166      | 31.60       | 200      | ▼1,270    |  -20.09%
00405A   | 主動富邦台灣龍耀   | 8.60     | 8.75     | 8.51     | 8.75     | 69,749,354   | 9.34        | 11000    | ▼6,490    |   -6.32%
5498     | 凱崴         | 56.10    | 59.20    | 55.80    | 56.40    | 3,838,175    | 69.61       | 188      | ▼2,483    |  -18.98%
1301     | 台塑         | 66.40    | 69.00    | 65.80    | 67.80    | 68,939,982   | 50.50       | 100      | ▲1,730    |  +34.26%
6498     | 久禾光        | 74.80    | 75.00    | 73.30    | 73.60    | 159,000      | 67.30       | 12       | ▲76       |   +9.36%
009821   | 野村稀土關鍵資源   | 15.22    | 15.35    | 15.21    | 15.27    | 9,447,725    | 17.30       | 12000    | ▼24,360   |  -11.73%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         +14,450 (  +0.22%)
