advice,pe,prev_rev_yoy,prev_eps,gm,prev_year,eps_yoy,price,om,eps,prev_eps_yoy,name,symbol,date,expansion,rev_yoy,est_price,status
⚪ 中性觀察,10.171755579599237,-9.64,1.34,19.80%,2025,-3.47,53.2999992371,-4.97%,1.96,-77.5,世德,2066.TWO,2026-03,-194.24,190.77,78.60000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-3.81,-2.87,N/A,2025,201.59,98.3000030518,N/A,0.67,-356.73,智崴,5263.TWO,2026-03,-194.54999999999998,396.14,-137.10000000000002,🔄 轉虧為盈
⚪ 中性觀察,6.903642773207991,15.02,14.08,N/A,2025,24.03,235.0,N/A,3.82,39.41,視陽,6782.TW,2026-03,-195.34,219.37,510.59999999999997,⚠️ 獲利稀釋
⚪ 中性觀察,12.874408828166052,19.26,7.1,N/A,2025,22.93,245.0,N/A,2.52,19.42,意德士,7556.TWO,2026-03,-195.95999999999998,218.89,285.45000000000005,⚠️ 獲利稀釋
⚪ 中性觀察,5.821428753071428,-0.92,1.72,N/A,2025,-4.35,24.4500007629,N/A,0.44,-31.2,晶采,8049.TWO,2026-03,-196.48999999999998,192.14,63.0,📉 獲利侵蝕
⚪ 中性觀察,6.657133778201462,16.17,12.71,N/A,2025,10.24,209.5,N/A,3.66,10.57,望隼,4771.TW,2026-03,-196.72,206.96,472.04999999999995,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-51.34,-2.15,19.82%,2025,-70.0,30.1000003815,-262.93%,-0.51,-73.98,鴻華先進-創,2258.TW,2026-03,-196.74,126.74,-69.45,📉 獲利侵蝕
⚪ 中性觀察,3.0183727034120733,16.17,6.07,23.99%,2025,-61.08,46.0,12.10%,0.72,8.01,僑威,3078.TWO,2026-03,-196.95999999999998,135.88,228.6,📉 獲利侵蝕
⚪ 中性觀察,6.447963800904978,0.95,20.25,33.74%,2025,8.26,342.0,16.17%,6.55,-9.03,南寶,4766.TW,2026-03,-197.02,205.28,795.6,⚠️ 獲利稀釋
⚪ 中性觀察,14.830011723329424,29.59,3.08,N/A,2025,28.57,126.5,N/A,0.9,62.03,正淩,8147.TWO,2026-03,-197.9,226.47,127.95000000000002,⚠️ 獲利稀釋
❌ 暫避觀望,33.63207691122641,-4.54,0.32,58.07%,2025,-91.84,35.6500015259,-3.25%,0.04,-57.53,遠見,3040.TW,2026-03,-198.34,106.5,15.9,🏰 高護城河
⚪ 中性觀察,6.160968660968662,2.94,11.19,24.61%,2025,350.0,173.0,6.32%,3.24,24.88,鮮活果汁-KY,1256.TW,2026-03,-198.42999999999995,548.43,421.2,⚠️ 獲利稀釋
⚪ 中性觀察,6.4054726368159205,0.1,9.61,33.35%,2025,-19.45,154.5,18.52%,2.41,4.45,鈞興-KY,4571.TW,2026-03,-198.67,179.22,361.8,📉 獲利侵蝕
⚪ 中性觀察,7.741607169287895,-3.53,4.38,N/A,2025,-29.91,76.0999984741,N/A,0.75,-28.08,立端,6245.TWO,2026-03,-198.81,168.9,147.45,📉 獲利侵蝕
⚪ 中性觀察,6.3778580024067395,6.29,6.77,N/A,2025,0.64,106.0,N/A,1.6,5.71,中保科,9917.TW,2026-03,-199.3,199.94,249.29999999999995,⚠️ 獲利稀釋
⚪ 中性觀察,12.170542487790698,-15.65,0.93,30.14%,2025,-17.07,31.3999996185,7.44%,0.35,-75.14,裕隆,2201.TW,2026-03,-199.35,182.28,38.7,📉 獲利侵蝕
❌ 暫避觀望,15.47945205479452,7.08,5.99,37.83%,2025,53.66,226.0,26.59%,1.95,34.97,欣銓,3264.TWO,2026-03,-199.36,253.02,219.00000000000003,⚠️ 獲利稀釋
⚪ 中性觀察,8.05084745762712,-10.2,1.66,N/A,2025,23.53,28.5,N/A,0.21,-3.49,樂斯科,6662.TWO,2026-03,-199.65,223.18,53.1,⚠️ 獲利稀釋
⚪ 中性觀察,2.5694443855709874,39.1,0.51,N/A,2025,-92.57,16.6499996185,N/A,0.13,-76.4,大研生醫*,7780.TW,2026-03,-200.55,107.98,97.2,📉 獲利侵蝕
⚪ 中性觀察,7.726623840114203,3.79,10.78,34.07%,2025,6.45,216.5,2.95%,2.97,-2.88,統一超,2912.TW,2026-03,-201.63000000000002,208.08,420.30000000000007,⚠️ 獲利稀釋
⚪ 中性觀察,8.821402747650037,13.69,9.06,48.58%,2025,-91.21,122.0,9.78%,0.08,13.11,喬山,1736.TW,2026-03,-202.11,110.9,207.45,📉 獲利侵蝕
⚪ 中性觀察,13.876146788990825,5.25,3.92,N/A,2025,58.9,121.0,N/A,1.17,17.71,瀚荃,8103.TW,2026-03,-202.12999999999997,261.03,130.8,⚠️ 獲利稀釋
⚪ 中性觀察,8.849077090119435,6.85,11.76,39.10%,2025,-25.59,244.5,22.33%,2.21,-2.81,興勤,2428.TW,2026-03,-202.16,176.57,414.45,📉 獲利侵蝕
⚪ 中性觀察,6.2324494169968805,-7.81,5.64,N/A,2025,17.61,79.9000015259,N/A,1.67,-14.93,勁豐,6577.TWO,2026-03,-202.24,219.85,192.29999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,7.1581196581196584,0.66,1.73,N/A,2025,-1.22,33.5,N/A,0.82,-37.18,金興精密,7732.TW,2026-03,-202.33,201.11,70.19999999999999,📉 獲利侵蝕
⚪ 中性觀察,7.399821769732859,6.12,5.78,N/A,2025,-43.27,83.0999984741,N/A,0.59,2.66,互動,6486.TWO,2026-03,-202.45000000000002,159.18,168.45000000000002,📉 獲利侵蝕
⚪ 中性觀察,3.53350199278761,2.9,5.37,N/A,2025,41.46,55.9000015259,N/A,2.91,-10.95,台灣虎航,6757.TW,2026-03,-202.66,244.12,237.30000000000004,⚠️ 獲利稀釋
⚪ 中性觀察,13.374327440430436,5.34,5.28,32.18%,2025,-5.07,174.0,14.07%,1.32,-15.57,晶技,3042.TW,2026-03,-203.09,198.02,195.15000000000003,📉 獲利侵蝕
❌ 暫避觀望,21.558796718322697,26.97,4.37,N/A,2025,19.4,236.5,N/A,1.61,51.58,昇陽半導體,8028.TW,2026-03,-203.17,222.57,164.55,⚠️ 獲利稀釋
⚪ 中性觀察,3.273542543878924,1.41,6.04,N/A,2025,33.56,43.7999992371,N/A,1.95,37.27,洛��,8077.TWO,2026-03,-203.32999999999998,236.89,200.7,⚠️ 獲利稀釋
⚪ 中性觀察,2.131147575250393,78.68,18.83,N/A,2025,-45.41,94.9000015259,N/A,2.08,242.99,寬宏藝術,6596.TWO,2026-03,-203.49,158.08,667.9499999999999,📉 獲利侵蝕
⚪ 中性觀察,4.210661859387072,-2.91,14.92,32.65%,2025,-29.35,163.5,10.54%,3.61,-20.89,拓凱,4536.TW,2026-03,-203.71,174.36,582.4499999999999,📉 獲利侵蝕
⚪ 中性觀察,8.19795995466566,-26.81,10.2,28.63%,2025,-3.08,217.0,14.44%,2.52,-52.93,上品,4770.TW,2026-03,-203.8,200.72,397.04999999999995,📉 獲利侵蝕
⚪ 數據不足,0.0,-19.18,-1.84,39.78%,2025,-83.33,51.2000007629,-22.71%,0.01,-757.14,聚積,3527.TWO,2026-03,-204.03,120.7,-56.85,🔄 轉虧為盈
⚪ 數據不足,0.0,16.55,0.06,N/A,2025,-35.0,17.2000007629,N/A,-0.27,20.0,威健生技,6661.TWO,2026-03,-204.3,169.3,-5.25,📉 獲利侵蝕
⚪ 中性觀察,4.656160458452722,8.24,1.43,N/A,2025,-68.52,16.25,N/A,0.17,55.43,百和興業-KY,8404.TW,2026-03,-204.88,136.36,52.35,📉 獲利侵蝕
⚪ 中性觀察,7.641196013289037,2.54,3.67,41.59%,2025,-84.0,46.0,21.37%,0.16,180.15,台耀,4746.TW,2026-03,-205.25,121.25,90.3,📉 獲利侵蝕
⚪ 中性觀察,10.324675076980519,0.59,1.34,32.08%,2025,17.65,31.7999992371,2.52%,0.4,7.2,精聯,3652.TW,2026-03,-205.34,222.99,46.2,⚠️ 獲利稀釋
❌ 暫避觀望,26.146788990825687,22.23,0.76,N/A,2025,-25.0,57.0,N/A,0.3,213.64,盛群,6202.TW,2026-03,-205.5,180.5,32.7,📉 獲利侵蝕
⚪ 中性觀察,12.21951182297561,-5.88,0.72,N/A,2025,-35.29,25.0499992371,N/A,0.22,2.44,光譜,5381.TWO,2026-03,-205.76999999999998,170.48,30.749999999999996,📉 獲利侵蝕
❌ 暫避觀望,26.895521932567167,8.46,1.58,N/A,2025,-33.33,90.0999984741,N/A,0.12,205.88,東研信超,6840.TWO,2026-03,-205.91000000000003,172.58,50.24999999999999,📉 獲利侵蝕
⚪ 中性觀察,7.807486835,21.26,2.12,42.45%,2025,-95.96,29.2000007629,4.92%,0.04,13.37,橙的,4554.TWO,2026-03,-206.02999999999997,110.07,56.1,📉 獲利侵蝕
⚪ 數據不足,0.0,-7.24,-0.36,N/A,2025,-83.33,13.1999998093,N/A,-0.22,36.84,得利影,6144.TWO,2026-03,-206.51999999999998,123.19,-16.8,📉 獲利侵蝕
⚪ 數據不足,0.0,19.96,-0.47,N/A,2025,-133.33,17.2999992371,N/A,-0.07,44.71,全譜,6228.TWO,2026-03,-206.72000000000003,73.39,-28.650000000000002,📉 獲利侵蝕
❌ 暫避觀望,54.91990846681922,14.65,6.22,18.26%,2025,396.72,720.0,5.03%,3.03,8.17,波若威,3163.TWO,2026-03,-206.91999999999996,603.64,196.64999999999998,⚠️ 獲利稀釋
❌ 暫避觀望,108.18181471363636,-10.97,0.07,N/A,2025,-50.0,11.8999996185,N/A,0.05,-87.27,華興,6164.TW,2026-03,-206.93,156.93,1.6500000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-6.55,-15.61,-76.10%,2025,-72.68,24.6000003815,-2289.99%,-3.35,-77.68,浩鼎,4174.TWO,2026-03,-207.06,134.38,-444.0,📉 獲利侵蝕
⚪ 中性觀察,10.70460704607046,-10.51,3.18,N/A,2025,-11.67,79.0,N/A,0.54,-30.29,晶焱,6411.TWO,2026-03,-207.14,195.47,110.7,📉 獲利侵蝕
❌ 暫避觀望,274.99999999999994,-12.58,-0.22,40.07%,2025,-111.11,16.5,-42.60%,-0.02,-131.88,鈺寶-創,3150.TW,2026-03,-207.44,96.33,0.9000000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-6.89,-0.45,N/A,2025,77.78,13.1000003815,N/A,-0.06,-147.37,富堡,8929.TWO,2026-03,-207.92999999999998,285.71,-24.45,⚠️ 獲利稀釋
⚪ 中性觀察,5.996168679808429,2.77,2.87,N/A,2025,46.91,46.9500007629,N/A,1.19,17.48,聚和,6509.TWO,2026-03,-207.98,254.89,117.45,⚠️ 獲利稀釋
⚪ 中性觀察,3.916113845495399,31.04,19.63,32.53%,2025,17.83,183.0,8.38%,4.56,38.68,鼎翰,3611.TWO,2026-03,-208.01999999999998,225.85,700.9499999999999,⚠️ 獲利稀釋
⚪ 中性觀察,6.8900341020962195,-0.14,1.32,N/A,2025,-47.46,20.0499992371,N/A,0.31,-22.16,昇銳,3128.TWO,2026-03,-208.15,160.69,43.650000000000006,📉 獲利侵蝕
⚪ 中性觀察,10.270906589893992,-4.78,4.63,33.30%,2025,-53.4,87.1999969482,5.30%,0.96,-46.9,威強電,3022.TW,2026-03,-208.32,154.92,127.35000000000001,📉 獲利侵蝕
❌ 暫避觀望,35.079365684920624,-8.72,0.23,N/A,2025,113.33,22.1000003815,N/A,0.32,-64.62,特力,2908.TW,2026-03,-208.51,321.84,9.450000000000001,⚠️ 獲利稀釋
⚪ 中性觀察,6.435845291547861,12.31,2.18,31.32%,2025,38.1,31.6000003815,10.89%,0.58,28.24,祺驊,1593.TWO,2026-03,-209.41,247.51,73.65,⚠️ 獲利稀釋
❌ 暫避觀望,31.19891008174387,16.7,6.6,N/A,2025,185.71,458.0,N/A,3.0,7.67,沛亨,6291.TWO,2026-03,-209.54999999999998,395.26,220.2,⚠️ 獲利稀釋
⚪ 中性觀察,4.465116279069767,9.65,4.49,N/A,2025,10.1,48.0,N/A,1.09,32.45,統振,6170.TWO,2026-03,-209.56,219.66,161.25,⚠️ 獲利稀釋
⚪ 中性觀察,7.524752475247525,11.04,2.2,N/A,2025,-29.82,38.0,N/A,0.4,-7.56,進典,6843.TWO,2026-03,-209.69,179.87,75.75,📉 獲利侵蝕
⚪ 中性觀察,3.1522468142186453,12.91,6.13,29.73%,2025,-27.83,47.0,19.04%,0.83,39.0,金洲,4417.TWO,2026-03,-209.85000000000002,182.02,223.65,📉 獲利侵蝕
❌ 暫避觀望,25.397260273972602,-3.24,15.29,N/A,2025,30.16,927.0,N/A,3.97,-25.74,環球晶,6488.TWO,2026-03,-209.95000000000002,240.11,547.5,⚠️ 獲利稀釋
❌ 暫避觀望,111.48148289444444,4.08,0.2,51.08%,2025,77.78,30.1000003815,3.74%,0.16,35.71,全友,2305.TW,2026-03,-210.27,288.05,4.050000000000001,🏰 高護城河
⚪ 中性觀察,6.335642802155504,9.11,23.9,N/A,2025,-98.52,411.5,N/A,0.21,-38.71,保瑞,6472.TW,2026-03,-210.28,111.76,974.25,📉 獲利侵蝕
❌ 暫避觀望,19.655171756077586,21.08,2.07,N/A,2025,47.73,91.1999969482,N/A,0.7,9.66,台半,5425.TWO,2026-03,-211.19000000000003,258.92,69.6,⚠️ 獲利稀釋
⚪ 中性觀察,8.33628291576991,-7.32,2.3,N/A,2025,8.47,47.0999984741,N/A,0.66,-48.17,商億-KY,8482.TW,2026-03,-211.48,219.95,84.75,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-11.95,-2.61,-118.96%,2025,-11.11,5.1599998474,-391.42%,-0.3,50.57,勝悅-KY,1340.TW,2026-03,-211.87,200.76,-68.24999999999999,📉 獲利侵蝕
⚪ 中性觀察,6.779448430338345,22.61,3.5,34.09%,2025,25.45,54.0999984741,7.78%,0.7,25.0,榮昌,3684.TWO,2026-03,-212.18,237.63,119.7,⚠️ 獲利稀釋
⚪ 中性觀察,6.8486353303970215,12.21,2.51,42.43%,2025,-139.29,27.6000003815,14.38%,-0.11,216.0,皇將,4744.TWO,2026-03,-212.26,72.97,60.45,📉 獲利侵蝕
❌ 暫避觀望,18.468950749464668,-1.54,4.48,N/A,2025,8.59,172.5,N/A,-1.18,34.45,眾達-KY,4977.TW,2026-03,-213.1,221.69,140.1,⚠️ 獲利稀釋
⚪ 中性觀察,10.371428353428572,1.95,0.73,N/A,2025,85.71,18.1499996185,N/A,0.26,25.86,保綠-KY,8423.TWO,2026-03,-214.08000000000004,299.79,26.25,⚠️ 獲利稀釋
❌ 暫避觀望,67.01030927835052,28.48,1.06,25.59%,2025,20.51,130.0,8.79%,0.47,-24.29,聯一光,3441.TWO,2026-03,-214.20000000000002,234.71,29.099999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,1.1794568797048408,-12.89,2.85,47.97%,2025,-97.79,9.9899997711,18.04%,0.06,3612.5,日勝生,2547.TW,2026-03,-215.07,117.28,127.04999999999998,📉 獲利侵蝕
❌ 暫避觀望,266.6666666666666,5.25,0.38,N/A,2025,-19.05,72.0,N/A,0.17,-58.24,立��,8111.TWO,2026-03,-215.29000000000002,196.24,4.050000000000001,📉 獲利侵蝕
⚪ 中性觀察,4.469808598159057,0.33,2.85,31.96%,2025,-10.19,30.3500003815,13.66%,0.97,-23.39,三芳,1307.TW,2026-03,-216.07,205.88,101.85,📉 獲利侵蝕
⚪ 中性觀察,4.121475054229935,-1.28,1.72,30.12%,2025,-76.23,19.0,9.56%,0.29,203.51,松瑞藥,4167.TWO,2026-03,-216.39999999999998,140.17,69.14999999999999,📉 獲利侵蝕
⚪ 數據不足,0.0,11.77,-0.83,36.41%,2025,-50.0,21.5499992371,-11.64%,0.03,-1950.0,西柏,3541.TWO,2026-03,-216.87,166.87,-38.1,🔄 轉虧為盈
⚪ 數據不足,0.0,-19.95,-1.53,N/A,2025,-41.12,40.75,N/A,0.63,-112.99,橘子,6180.TWO,2026-03,-217.38,176.26,-0.4500000000000004,🔄 轉虧為盈
⚪ 中性觀察,5.017123374760274,3.54,3.83,31.11%,2025,2.73,43.9500007629,23.00%,1.13,-3.53,世坤,4305.TWO,2026-03,-218.46,221.19,131.4,⚠️ 獲利稀釋
⚪ 中性觀察,3.9802630742324565,-4.79,1.99,34.49%,2025,7.14,18.1499996185,10.29%,0.3,60.48,東森,2614.TW,2026-03,-218.8,225.94,68.39999999999999,⚠️ 獲利稀釋
❌ 暫避觀望,25.65217391304348,-5.05,0.47,17.99%,2025,-88.24,29.5,0.82%,0.08,-73.65,哲固,3434.TWO,2026-03,-219.04000000000002,130.8,17.25,📉 獲利侵蝕
❌ 暫避觀望,74.68354430379748,1.99,0.39,N/A,2025,120.0,59.0,N/A,0.11,0.0,華容,5328.TWO,2026-03,-219.60000000000002,339.6,11.85,⚠️ 獲利稀釋
⚪ 中性觀察,4.552621206148995,-6.01,10.06,N/A,2025,-9.93,115.5,N/A,2.63,-4.01,巨路,6192.TW,2026-03,-219.96,210.03,380.55,📉 獲利侵蝕
⚪ 中性觀察,12.277867528271404,-6.13,5.42,N/A,2025,7.58,152.0,N/A,1.42,-28.68,博盛半導體,7712.TWO,2026-03,-220.1,227.68,185.70000000000002,⚠️ 獲利稀釋
❌ 暫避觀望,22.004744958481613,17.37,13.82,37.11%,2025,29.37,742.0,15.14%,4.14,19.76,辛耘,3583.TW,2026-03,-220.44,249.81,505.79999999999995,⚠️ 獲利稀釋
⚪ 中性觀察,7.755511174929858,-0.76,2.17,37.08%,2025,-8.74,38.7000007629,16.89%,0.94,-30.67,雲品,2748.TW,2026-03,-220.45000000000002,211.71,74.85000000000001,📉 獲利侵蝕
❌ 暫避觀望,27.451612411032258,30.85,0.66,N/A,2025,22.22,42.5499992371,N/A,0.33,-12.0,安��,6174.TWO,2026-03,-220.56,242.78,23.25,⚠️ 獲利稀釋
⚪ 中性觀察,4.53438389950573,5.36,5.46,34.11%,2025,2.48,63.2999992371,23.81%,1.24,6.43,中航,2612.TW,2026-03,-220.58,223.06,209.4,⚠️ 獲利稀釋
❌ 暫避觀望,30.969558331866974,31.76,23.14,34.59%,2025,100.76,1760.0,16.35%,7.91,70.65,台達電,2308.TW,2026-03,-220.94,321.7,852.4499999999999,⚠️ 獲利稀釋
⚪ 中性觀察,4.605263157894736,-13.25,11.21,23.92%,2025,-12.22,115.5,18.94%,2.73,-33.63,萬海,2615.TW,2026-03,-220.95,208.73,376.20000000000005,📉 獲利侵蝕
⚪ 數據不足,0.0,0.42,-0.06,N/A,2025,26.67,60.4000015259,N/A,-0.11,14.29,天瀚,6225.TW,2026-03,-220.98000000000002,247.65,-6.6,⚠️ 獲利稀釋
❌ 暫避觀望,34.18803418803419,40.69,1.64,29.01%,2025,136.36,120.0,12.18%,0.79,1116.67,富喬,1815.TWO,2026-03,-221.37,357.73,52.65,⚠️ 獲利稀釋
⚪ 中性觀察,14.947735191637632,6.82,5.89,N/A,2025,105.83,214.5,N/A,2.56,-25.14,翔名,8091.TWO,2026-03,-221.37,327.2,215.25,⚠️ 獲利稀釋
⚪ 中性觀察,10.940803382663846,5.47,3.81,27.10%,2025,14.44,103.5,14.21%,1.03,7.02,遠傳,4904.TW,2026-03,-221.45,235.89,141.9,⚠️ 獲利稀釋
❌ 暫避觀望,29.14705837476471,1.42,-0.67,28.78%,2025,-95.26,49.5499992371,9.33%,0.11,-106.38,永新-KY,4557.TW,2026-03,-221.71,126.45,25.499999999999996,🔄 轉虧為盈
⚪ 中性觀察,13.223830734966592,1.72,7.99,N/A,2025,-17.65,237.5,N/A,1.26,0.0,家碩,6953.TWO,2026-03,-222.23000000000002,204.58,269.40000000000003,📉 獲利侵蝕
❌ 暫避觀望,15.074627435074625,-3.19,-0.14,19.09%,2025,10.2,10.1000003815,-7.49%,0.54,88.8,云辰,2390.TW,2026-03,-222.31,232.51,10.05,🔄 轉虧為盈
⚪ 數據不足,0.0,-75.71,-0.95,-156.07%,2025,25.93,13.6499996185,-456.27%,-0.2,54.11,太極,4934.TW,2026-03,-222.37,248.3,-34.8,⚠️ 獲利稀釋
⚪ 數據不足,0.0,10.0,-0.93,N/A,2025,62.5,177.0,N/A,-0.22,-93.62,鈦昇,8027.TWO,2026-03,-223.07999999999998,285.58,-66.75,⚠️ 獲利稀釋
⚪ 中性觀察,9.45945945945946,4.01,6.81,37.55%,2025,6.32,161.0,23.35%,2.02,-5.55,勝一,1773.TW,2026-03,-223.92000000000002,230.24,255.29999999999998,⚠️ 獲利稀釋
⚪ 中性觀察,3.5624211853720054,-3.05,2.92,31.15%,2025,19.05,28.25,10.03%,1.0,-2.67,第一保,2852.TW,2026-03,-224.42,243.47,118.94999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,6.094503448688525,6.13,4.67,39.69%,2025,-44.64,63.2000007629,12.64%,0.31,100.43,歐買尬,3687.TWO,2026-03,-224.67000000000002,180.03,155.54999999999998,📉 獲利侵蝕
⚪ 中性觀察,5.440539239287433,10.6,8.43,31.02%,2025,-12.12,113.0,14.37%,1.74,16.67,神基,3005.TW,2026-03,-225.48000000000002,213.36,311.55000000000007,📉 獲利侵蝕
⚪ 數據不足,0.0,-2.29,-0.36,21.56%,2025,240.0,27.2999992371,3.08%,0.07,-125.0,仲琦,2419.TW,2026-03,-226.13,466.13,-10.95,🔄 轉虧為盈
⚪ 中性觀察,10.93798369621298,59.42,38.2,N/A,2025,9.69,1060.0,N/A,10.64,50.45,AES-KY,6781.TW,2026-03,-226.3,235.99,1453.65,⚠️ 獲利稀釋
⚪ 中性觀察,8.962264150943396,7.83,4.83,N/A,2025,31.5,104.5,N/A,1.67,11.03,韋僑,6417.TWO,2026-03,-226.39,257.89,174.9,⚠️ 獲利稀釋
⚪ 中性觀察,6.55440394742228,-3.29,3.28,33.86%,2025,7.77,50.5999984741,19.41%,1.11,-16.11,東鹼,1708.TW,2026-03,-226.45,234.22,115.8,⚠️ 獲利稀釋
⚪ 中性觀察,9.933774834437086,-10.49,6.7,30.63%,2025,-21.29,165.0,10.84%,1.59,-38.87,宇隆,2233.TW,2026-03,-226.67999999999998,205.39,249.14999999999998,📉 獲利侵蝕
⚪ 數據不足,0.0,-4.48,-3.97,34.28%,2025,-96.15,115.0,-9.71%,0.02,-863.46,新唐,4919.TW,2026-03,-227.62,131.47,-110.25,🔄 轉虧為盈
⚪ 中性觀察,6.5894924309884235,11.92,4.64,N/A,2025,30.0,74.0,N/A,1.17,12.22,威力德生醫,7713.TWO,2026-03,-227.64999999999998,257.65,168.45000000000002,⚠️ 獲利稀釋
⚪ 中性觀察,3.0819672964972677,40.45,7.17,N/A,2025,-23.48,56.4000015259,N/A,1.01,1.91,醫影,6637.TWO,2026-03,-227.66,204.18,274.5,📉 獲利侵蝕
⚪ 中性觀察,11.748998664886516,-1.89,6.71,N/A,2025,54.39,176.0,N/A,1.83,-23.02,中美晶,5483.TWO,2026-03,-227.66000000000003,282.05,224.70000000000002,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-4.36,-0.61,18.99%,2025,100.0,18.2999992371,-2.69%,0.3,-138.31,光群雷,2461.TW,2026-03,-227.72000000000003,327.72,-15.75,🔄 轉虧為盈
⚪ 中性觀察,4.095744680851063,4.69,1.77,27.24%,2025,-46.55,19.25,-0.96%,0.31,9.26,長盛,3492.TWO,2026-03,-227.95,181.4,70.5,📉 獲利侵蝕
⚪ 中性觀察,6.072530628719136,35.14,3.76,N/A,2025,168.33,39.3499984741,N/A,0.83,161.27,美好證,6021.TWO,2026-03,-228.05999999999997,396.39,97.19999999999999,⚠️ 獲利稀釋
⚪ 中性觀察,11.42465774328767,10.32,0.33,N/A,2025,50.0,8.3400001526,N/A,0.06,73.68,太子,2511.TW,2026-03,-228.39999999999998,278.4,10.950000000000001,⚠️ 獲利稀釋
⚪ 中性觀察,9.210526315789474,-20.46,3.41,46.73%,2025,10.42,14.0,248.16%,-0.43,207.21,怡華,1456.TW,2026-03,-228.70000000000002,239.12,22.8,⚠️ 獲利稀釋
⚪ 中性觀察,5.927007076510949,-1.68,2.6,29.22%,2025,-16.25,40.5999984741,5.88%,0.67,4.0,興農,1712.TW,2026-03,-228.72,212.47,102.75,📉 獲利侵蝕
⚪ 中性觀察,4.552429797604434,4.02,4.6,37.68%,2025,20.69,53.4000015259,21.70%,1.41,-19.33,漢田生技,1294.TWO,2026-03,-228.74,249.43,175.95,⚠️ 獲利稀釋
⚪ 中性觀察,2.9520750988142295,-18.23,31.68,17.92%,2025,-69.62,239.0,9.72%,3.84,-50.82,長榮,2603.TW,2026-03,-229.48000000000002,159.86,1214.3999999999999,📉 獲利侵蝕
⚪ 中性觀察,13.7464791956338,-33.62,0.4,N/A,2025,-162.5,9.7600002289,N/A,-0.1,-9.3,智捷,8176.TWO,2026-03,-230.3,67.8,10.65,📉 獲利侵蝕
⚪ 中性觀察,6.3423022455998375,3.15,20.1,30.19%,2025,9.31,313.5,19.16%,6.69,-16.94,儒鴻,1476.TW,2026-03,-230.49,239.8,741.45,⚠️ 獲利稀釋
⚪ 中性觀察,2.5610902255639094,-12.79,4.96,N/A,2025,3.57,27.25,N/A,0.58,27.18,隆大,5519.TW,2026-03,-230.55,234.12,159.60000000000002,⚠️ 獲利稀釋
❌ 暫避觀望,480.499992371,2.36,0.08,22.57%,2025,140.0,48.0499992371,4.08%,0.36,-91.75,台嘉碩,3221.TWO,2026-03,-231.07999999999998,371.08,1.5,⚠️ 獲利稀釋
⚪ 數據不足,0.0,-1.47,0.87,39.55%,2025,8.7,15.6499996185,16.76%,-0.21,89.13,六福,2705.TW,2026-03,-232.82000000000002,241.52,-1.65,⚠️ 獲利稀釋
❌ 暫避觀望,190.66666920999998,22.25,0.12,N/A,2025,250.0,28.6000003815,N/A,0.15,-45.45,萬旭,6134.TWO,2026-03,-232.82999999999998,482.83,2.2500000000000004,⚠️ 獲利稀釋
❌ 暫避觀望,19.419890345801107,5.64,1.54,31.33%,2025,123.33,70.3000030518,12.18%,0.67,-14.53,達邁,3645.TW,2026-03,-233.35000000000002,356.68,54.300000000000004,⚠️ 獲利稀釋
⚪ 中性觀察,5.2467763450422416,11.63,10.74,N/A,2025,-46.31,118.0,N/A,1.6,-15.51,胡連,6279.TWO,2026-03,-234.14000000000001,187.83,337.34999999999997,📉 獲利侵蝕
⚪ 中性觀察,9.074074250671295,3.87,2.01,N/A,2025,-53.4,39.2000007629,N/A,0.48,-28.06,科際精密,4568.TWO,2026-03,-234.29,180.89,64.80000000000001,📉 獲利侵蝕
⚪ 數據不足,0.0,-20.4,-2.25,28.80%,2025,-143.75,12.0,-34.01%,-0.39,3.03,康聯訊,3672.TWO,2026-03,-234.29000000000002,90.54,-81.75000000000001,📉 獲利侵蝕
❌ 暫避觀望,17.277486910994764,-32.43,0.59,21.84%,2025,-46.51,33.0,-16.24%,0.23,-73.78,力肯,1570.TWO,2026-03,-235.97,189.46,28.65,📉 獲利侵蝕
⚪ 數據不足,0.0,-7.95,-1.19,N/A,2025,-107.14,14.75,N/A,-0.29,-108.77,欣技,6160.TWO,2026-03,-237.69,130.55,-35.550000000000004,📉 獲利侵蝕
⚪ 中性觀察,11.483632523759239,-4.74,10.18,N/A,2025,29.57,217.5,N/A,1.51,-25.35,裕慶-KY,6957.TW,2026-03,-237.82999999999998,267.4,284.1,⚠️ 獲利稀釋
⚪ 中性觀察,5.13499205929063,-3.08,14.65,26.73%,2025,-15.53,194.0,13.46%,4.35,-12.17,聚陽,1477.TW,2026-03,-238.01,222.48,566.7,📉 獲利侵蝕
⚪ 數據不足,0.0,5.28,1.35,N/A,2025,-36.51,24.2999992371,N/A,0.4,28.57,立弘,1780.TWO,2026-03,-238.01999999999998,201.51,0.0,📉 獲利侵蝕
