日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-03,2317,鴻海,256.0,241.21,2000,29580,6.13%
2026-09-03,4142,國光生,17.7,25.32,1000,-7620,-30.09%
2026-09-03,0050,元大台灣50,106.25,46.6,16000,954400,128.00%
2026-09-03,0056,元大高股息,54.6,36.43,4000,72680,49.88%
2026-09-03,00635U,期元大S&P黃金,45.89,55.25,3000,-28080,-16.94%
2026-09-03,00738U,期元大道瓊白銀,53.1,66.26,1000,-13160,-19.86%
2026-09-03,00929,復華台灣科技優息,29.15,19.73,8000,75360,47.74%
2026-09-03,009816,凱基台灣TOP50,15.56,11.01,63000,286650,41.33%
2026-09-03,00990A,主動元大AI新經濟,15.0,11.48,5000,17600,30.66%
2026-09-03,2009,第一銅,40.7,50.56,4000,-39440,-19.50%
2026-09-03,2337,旺宏,122.5,95.28,2000,54440,28.57%
2026-09-03,2409,友達,26.4,16.21,2000,20380,62.86%
2026-09-03,3481,群創,49.3,25.1,4000,96800,96.41%
2026-09-03,3105,穩懋,492.0,556.47,300,-19341,-11.59%
2026-09-03,4966,譜瑞-KY,580.0,1921.64,1000,-1341640,-69.82%
2026-09-03,2327,國巨*,568.0,1030.0,1,-462,-44.85%
2026-09-03,00403A,主動統一升級50,10.22,10.68,26000,-11960,-4.31%
2026-09-03,00981A,主動統一台股增長,29.4,27.48,2000,3840,6.99%
2026-09-03,2330,台積電,2440.0,225.55,10,22144,981.80%
2026-09-03,6789,采鈺,490.0,593.5,400,-41400,-17.44%
2026-09-03,6849,奇鼎科技,146.0,266.4,280,-33712,-45.20%
2026-09-03,7853,政美應用,313.0,409.29,280,-26961,-23.53%
2026-09-03,3576,聯合再生,17.8,18.15,5000,-1750,-1.93%
2026-09-03,1721,三晃,20.85,27.88,3000,-21100,-25.22%
2026-09-03,8215,明基材,25.25,31.6,200,-1270,-20.09%
2026-09-03,00405A,主動富邦台灣龍耀,8.75,9.34,11000,-6490,-6.32%
2026-09-03,5498,凱崴,56.4,69.61,188,-2483,-18.98%
2026-09-03,1301,台塑,67.8,50.5,100,1730,34.26%
2026-09-03,6498,久禾光,73.6,67.3,12,76,9.36%
2026-09-03,009821,野村稀土關鍵資源,15.27,17.3,12000,-24360,-11.73%
