代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,25.65,25.0,3000,26.0,6000,26.00,25.50,25.81,25.70,29500,-,
1269,乾杯,61.61,61.9,3000,64.9,2997,64.90,63.50,63.94,64.90,10061,-,
1271,晨暉生技,61.86,60.3,3000,61.0,3000,62.00,60.00,60.50,60.50,59103,-,
1293,利統,23.40,22.7,3000,23.4,3000,-,-,-,-,-,-,
1343,旭東環保,35.42,35.35,2000,35.75,3000,36.50,35.35,35.74,35.35,59377,-,
1480,東盟開發,7.97,8.1,20000,8.15,20000,8.15,8.15,8.15,8.15,1,-,
1594,日高,7.83,7.7,10000,8.1,10000,8.00,7.83,7.92,7.83,4000,-,
2071,震南鐵,35.55,34.85,3000,35.75,3000,36.15,34.70,35.36,35.75,70869,-,
2245,詠勝昌*,24.60,23.8,8970,25.05,8948,25.05,23.80,24.59,25.05,82,-,
2249,湧盛,96.17,97.5,3000,99.0,5989,101.00,96.50,98.77,99.00,52218,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,16.03,17.15,5000,17.7,9611,17.90,15.90,17.24,17.60,196071,-,
2255,凱銳光電,14.53,15.0,7000,15.7,4995,15.70,14.45,15.02,15.70,24180,-,
2256,歐特明,88.42,93.2,3000,96.8,2980,97.60,90.00,93.46,96.80,1293685,-,
2644,中信造船,80.48,79.7,6000,80.3,3000,81.90,79.50,80.19,80.30,64753,-,
2733,維格餅家,11.10,10.45,9999,11.0,9899,11.05,10.45,10.65,11.00,10104,-,
2741,老四川,20.18,20.0,1000,20.3,2864,20.45,20.00,20.12,20.30,50466,-,
2758,路易莎咖啡,70.01,68.8,3000,70.7,2996,70.90,68.80,70.00,70.30,11608,-,
2760,巨宇翔,10.68,10.35,9999,10.85,9999,10.85,10.35,10.60,10.85,2,-,
2761,橘焱胡同,15.20,15.0,5000,15.3,2925,15.30,15.20,15.25,15.20,4553,-,
2938,床的世界,25.28,24.3,2000,25.4,2900,25.40,24.30,24.40,25.40,1100,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.13,23.75,3000,24.4,3000,24.10,24.00,24.05,24.10,6000,-,
