代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
4402.TWO,郡都開發,16.7,0,0,0,20260807,0,18,18,新進貨,5.70%,▲ 順勢追意
4946.TWO,辣椒,84.2,-27,0,0,20260810,28,0,0,N/A,20.11%,🚨 外資提款
4804.TWO,大略-KY,,0,0,0,20260810,0,0,0,N/A,0.00%,🚨 外資提款
6446.TW,藥華藥,1330.0,-269,11,3,20260810,645,0,0,N/A,14.16%,🚨 外資提款
009815.TWO,大華美國MAG7+,11.81,819,0,-546,20260810,3205,0,0,N/A,4.33%,🚨 外資提款
3236.TWO,千如,42.95,-492,0,-22,20260810,1434,0,0,N/A,0.82%,🚨 外資提款
6817.TWO,溫士頓,51.2,0,0,0,20260810,0,0,0,N/A,0.39%,🚨 外資提款
1608.TW,華榮,35.75,404,0,10,20260810,1558,0,0,N/A,14.77%,🚨 外資提款
00404A.TW,主動聯博動能50,9.58,4,0,74,20260810,-2761,0,0,N/A,3.34%,🚨 外資提款
3168.TW,眾福科,42.65,-11,0,0,20260810,-3,0,0,N/A,5.57%,🚨 外資提款
6725.TWO,矽科宏晟,247.5,-28,0,-1,20260810,106,0,0,N/A,2.40%,🚨 外資提款
4139.TWO,馬光-KY,36.4,1,0,0,20260810,0,0,0,N/A,-5.45%,🚨 外資提款
4576.TW,大銀微系統,226.5,-1308,0,13,20260810,1434,0,0,N/A,14.97%,🚨 外資提款
6591.TW,動力-KY,44.9,-3,0,1,20260810,74,0,0,N/A,1.35%,🚨 外資提款
3588.TW,通嘉,57.9,38,0,0,20260810,-130,0,0,N/A,11.13%,🚨 外資提款
8054.TWO,安國,84.9,-285,-20,3,20260810,495,0,0,N/A,6.93%,🚨 外資提款
5262.TWO,立達,45.85,0,0,0,20260810,0,0,0,N/A,9.95%,🚨 外資提款
2239.TW,英利-KY,19.5,-16,0,-3,20260810,31,0,0,N/A,-3.23%,🚨 外資提款
00851.TW,台新全球AI,71.35,0,0,-1,20260810,0,0,0,N/A,3.26%,🚨 外資提款
00852L.TW,國泰美國道瓊正2,36.91,0,0,15,20260810,1,0,0,N/A,4.32%,🚨 外資提款
6245.TWO,立端,88.6,652,1,11,20260810,-673,0,0,N/A,14.62%,🚨 外資提款
6213.TW,聯茂,427.5,5801,-40,-268,20260810,8008,0,0,N/A,47.92%,🚨 外資提款
